eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/explained_variance,train/value_loss,train/entropy_loss,train/loss,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps
180.0,14.778215408325195,43008,,,,,,,,,,,,,,,
180.0,15.890323638916016,44032,0.0003,210,-0.027567224057929707,0.2,0.020742605,0.3171875,0.0,17.55385081991553,-5.365454520285129,4.410086631774902,,,,,
180.0,17.64642906188965,45056,,,,,,,,,,,,,,,
180.0,17.17849349975586,46080,0.0003,220,-0.030855087914096656,0.2,0.021281317,0.327783203125,0.0,22.19838764742017,-5.3719748795032505,19.61212730407715,,,,,
180.0,17.711984634399414,47104,,,,,,,,,,,,,,,
180.0,16.997692108154297,48128,0.0003,230,-0.029384122252122325,0.2,0.019362368,0.32001953125,0.0,20.601034108176826,-5.320321992784739,18.036046981811523,,,,,
180.0,17.73841094970703,49152,,,,,,,,,,,,,,,
180.0,16.589305877685547,50176,0.0003,240,-0.03405510233642417,0.2,0.021425694,0.358251953125,0.0,15.951799111068249,-5.291659068316221,9.126022338867188,,,,,
180.0,18.870521545410156,51200,,,,,,,,,,,,,,,
180.0,17.483245849609375,52224,0.0003,250,-0.030336212016118226,0.2,0.019523952,0.34599609375,0.0,18.678604536503553,-5.24630958288908,9.47753620147705,,,,,
180.0,17.614513397216797,53248,,,,,,,,,,,,,,,
180.0,18.104394912719727,54272,0.0003,260,-0.03036960130666557,0.2,0.01992429,0.33701171875,0.0,19.885381821170448,-5.2074881747365,14.704669952392578,,,,,
180.0,16.236125946044922,55296,,,,,,,,,,,,,,,
180.0,18.486207962036133,56320,0.0003,270,-0.02990151556841738,0.2,0.020669684,0.3609375,0.0,19.1805760871619,-5.153895712643862,3.365246057510376,,,,,
180.0,18.01353645324707,57344,,,,,,,,,,,,,,,
180.0,16.636743545532227,58368,0.0003,280,-0.031487064483371796,0.2,0.023373216,0.333251953125,0.0,20.10887453071773,-5.155020320415497,15.717751502990723,,,,,
180.0,18.10332489013672,59392,,,,,,,,,,,,,,,
180.0,18.303394317626953,60416,0.0003,290,-0.02972033364640083,0.2,0.021627484,0.365283203125,0.0,17.199555782228707,-5.080777499824762,8.718113899230957,,,,,
180.0,17.754316329956055,61440,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,30,17.8746176,180.0,236,259
180.0,17.9788818359375,62464,0.0003,300,-0.03052656567415397,0.2,0.021237426,0.3462890625,0.0,20.361235692352057,-5.056996769458055,20.521020889282227,,,,,
180.0,19.505220413208008,63488,,,,,,,,,,,,,,,
180.0,20.492351531982422,64512,0.0003,310,-0.029530475739738903,0.2,0.020450745,0.31376953125,0.0,18.870090486109255,-5.020235984772444,16.10020637512207,,,,,
180.0,18.338537216186523,65536,,,,,,,,,,,,,,,
180.0,20.24782943725586,66560,0.0003,320,-0.028162814929964954,0.2,0.019173661,0.30478515625,0.0,18.269261995702983,-4.98742072507739,14.726446151733398,,,,,
180.0,21.441207885742188,67584,,,,,,,,,,,,,,,
180.0,18.68490982055664,68608,0.0003,330,-0.02818254909288953,0.2,0.01936224,0.296630859375,0.0,19.389330377429722,-4.9712138466537,15.243343353271484,,,,,
180.0,18.311176300048828,69632,,,,,,,,,,,,,,,
180.0,20.52000617980957,70656,0.0003,340,-0.03392368741006067,0.2,0.020908434,0.349609375,0.0,17.886093911528587,-4.972468517720699,8.460569381713867,,,,,
180.0,20.946025848388672,71680,,,,,,,,,,,,,,,
180.0,22.475955963134766,72704,0.0003,350,-0.030190816956019263,0.2,0.01962303,0.341943359375,5.960464477539063e-08,21.643830469995738,-4.9470608800649645,5.98717737197876,,,,,
180.0,22.43255043029785,73728,,,,,,,,,,,,,,,
180.0,21.32976531982422,74752,0.0003,360,-0.03121707104437519,0.2,0.021453198,0.340869140625,-1.1920928955078125e-07,18.772082494944335,-4.912499851733446,13.659761428833008,,,,,
180.0,26.89862632751465,75776,,,,,,,,,,,,,,,
180.0,21.567378997802734,76800,0.0003,370,-0.025757588846317958,0.2,0.018625613,0.29189453125,0.0,18.810015685111285,-4.832315560430288,8.136665344238281,,,,,
180.0,24.727798461914062,77824,,,,,,,,,,,,,,,
180.0,25.943523406982422,78848,0.0003,380,-0.025558063315111214,0.2,0.019256586,0.2833984375,0.0,21.68862774297595,-4.799817015230656,18.085599899291992,,,,,
180.0,27.36620330810547,79872,,,,,,,,,,,,,,,
180.0,26.477005004882812,80896,0.0003,390,-0.030232228967361153,0.2,0.018989112,0.324169921875,0.0,18.81816961914301,-4.701882323622703,15.989803314208984,,,,,
180.0,25.359176635742188,81920,,,,,,,,,,,,,,,
,,81920,,,,,,,,,,,40,22.270985730000003,180.0,318,257
180.0,28.009437561035156,82944,0.0003,400,-0.023460812924531636,0.2,0.018973786,0.274072265625,0.0,19.635733363777398,-4.66760738492012,15.031136512756348,,,,,
180.0,26.804996490478516,83968,,,,,,,,,,,,,,,
180.0,25.254348754882812,84992,0.0003,410,-0.026156545442790956,0.2,0.018296022,0.297607421875,0.0,20.867747835814953,-4.600697236508131,17.665836334228516,,,,,
180.0,27.31212043762207,86016,,,,,,,,,,,,,,,
180.0,30.915287017822266,87040,0.0003,420,-0.024350703143136344,0.2,0.017138077,0.300146484375,0.0,20.033487661182882,-4.505549754202366,13.05116081237793,,,,,
180.0,33.165977478027344,88064,,,,,,,,,,,,,,,
180.0,34.98118591308594,89088,0.0003,430,-0.022981289812014437,0.2,0.01796541,0.280322265625,0.0,19.367081551253797,-4.438657592982054,26.555166244506836,,,,,
180.0,32.51081848144531,90112,,,,,,,,,,,,,,,
180.0,33.56212615966797,91136,0.0003,440,-0.023499302932032153,0.2,0.018199403,0.283056640625,-1.1920928955078125e-07,19.725927006453276,-4.39527382478118,10.54963493347168,,,,,
180.0,33.73326110839844,92160,,,,,,,,,,,,,,,
180.0,36.79816436767578,93184,0.0003,450,-0.02717567681611399,0.2,0.021901868,0.319482421875,0.0,18.1623507887125,-4.352902337908745,15.963173866271973,,,,,
180.0,33.05571746826172,94208,,,,,,,,,,,,,,,
180.0,32.89208221435547,95232,0.0003,460,-0.02119579510181211,0.2,0.015705395,0.25126953125,0.0,20.822592270374297,-4.320676504820585,12.707996368408203,,,,,
180.0,36.280948638916016,96256,,,,,,,,,,,,,,,
180.0,40.24388122558594,97280,0.0003,470,-0.02258008020780835,0.2,0.017695121,0.250830078125,1.1920928955078125e-07,18.919399636983872,-4.27749120220542,12.619209289550781,,,,,
180.0,39.99006271362305,98304,,,,,,,,,,,,,,,
180.0,38.919464111328125,99328,0.0003,480,-0.021188617996813264,0.2,0.018053854,0.263916015625,0.0,20.649795189499855,-4.189313810318708,12.52009391784668,,,,,
180.0,43.60041809082031,100352,,,,,,,,,,,,,,,
180.0,39.624305725097656,101376,0.0003,490,-0.020593939050013433,0.2,0.0163314,0.249267578125,5.960464477539063e-08,22.204718369990587,-4.135671759396791,9.032504081726074,,,,,
180.0,41.782623291015625,102400,,,,,,,,,,,,,,,
,,102400,,,,,,,,,,,50,34.38692288,180.0,409,250
180.0,40.537132263183594,103424,0.0003,500,-0.019234215279720957,0.2,0.015834102,0.216845703125,0.0,20.730591600760818,-4.090851348638535,14.19434642791748,,,,,
180.0,44.55729675292969,104448,,,,,,,,,,,,,,,
180.0,43.042633056640625,105472,0.0003,510,-0.02182755515386816,0.2,0.016443513,0.246728515625,0.0,22.707182847708463,-4.037258370965719,17.22820472717285,,,,,
180.0,45.43535614013672,106496,,,,,,,,,,,,,,,
180.0,47.22174835205078,107520,0.0003,520,-0.017207887064432725,0.2,0.019316498,0.23642578125,0.0,22.225336249917746,-3.988482578843832,12.520572662353516,,,,,
180.0,47.313392639160156,108544,,,,,,,,,,,,,,,
180.0,47.20663070678711,109568,0.0003,530,-0.0186586909374455,0.2,0.01782431,0.23662109375,0.0,19.699117480218412,-3.8956864845007657,24.960872650146484,,,,,
180.0,51.338829040527344,110592,,,,,,,,,,,,,,,
180.0,51.780364990234375,111616,0.0003,540,-0.02315943818393862,0.2,0.01732061,0.25390625,0.0,19.98141422048211,-3.914852522313595,9.806553840637207,,,,,
180.0,48.75874328613281,112640,,,,,,,,,,,,,,,
180.0,48.31947708129883,113664,0.0003,550,-0.02038104941857455,0.2,0.018997869,0.260498046875,0.0,21.66011336222291,-3.9376172751188276,15.477251052856445,,,,,
180.0,48.71858596801758,114688,,,,,,,,,,,,,,,
180.0,47.83246612548828,115712,0.0003,560,-0.01768519100805861,0.2,0.018042842,0.22451171875,0.0,21.502635025978087,-3.9381697099655866,21.034330368041992,,,,,
180.0,50.52790451049805,116736,,,,,,,,,,,,,,,
180.0,53.98942184448242,117760,0.0003,570,-0.017412843003330635,0.2,0.017323833,0.221533203125,1.1920928955078125e-07,20.85570505335927,-3.890473812818527,6.221063613891602,,,,,
180.0,53.62358093261719,118784,,,,,,,,,,,,,,,
180.0,50.632232666015625,119808,0.0003,580,-0.018873700000403913,0.2,0.016539393,0.250048828125,0.0,20.134095778316258,-3.8744214836508037,11.875897407531738,,,,,
180.0,52.69799041748047,120832,,,,,,,,,,,,,,,
180.0,56.680599212646484,121856,0.0003,590,-0.012718754436718882,0.2,0.015948068,0.176953125,0.0,22.60956009104848,-3.869862991571426,28.249942779541016,,,,,
180.0,56.12018585205078,122880,,,,,,,,,,,,,,,
,,122880,,,,,,,,,,,60,50.31526216999999,180.0,492,249
180.0,54.87306213378906,123904,0.0003,600,-0.020183085290773305,0.2,0.01764474,0.24267578125,0.0,20.633632265031338,-3.8318523928523063,15.74081802368164,,,,,
180.0,56.08770751953125,124928,,,,,,,,,,,,,,,
180.0,55.0494499206543,125952,0.0003,610,-0.02044880092362291,0.2,0.0191678,0.2369140625,0.0,22.7765699878335,-3.8320510726422072,11.140944480895996,,,,,
180.0,58.10578155517578,126976,,,,,,,,,,,,,,,
180.0,55.60822296142578,128000,0.0003,620,-0.015222532160260016,0.2,0.015932918,0.192138671875,0.0,21.378843523561954,-3.7777428444474936,20.592012405395508,,,,,
180.0,62.56707000732422,129024,,,,,,,,,,,,,,,
180.0,61.232635498046875,130048,0.0003,630,-0.01539517888741102,0.2,0.015332769,0.207958984375,0.0,20.702083414047955,-3.7820149049162866,16.312946319580078,,,,,
180.0,62.37903594970703,131072,,,,,,,,,,,,,,,
180.0,64.7217788696289,132096,0.0003,640,-0.01597450790104631,0.2,0.016487874,0.2287109375,-1.1920928955078125e-07,22.410995174199343,-3.759048864990473,11.479938507080078,,,,,
180.0,59.14649200439453,133120,,,,,,,,,,,,,,,
180.0,66.22178649902344,134144,0.0003,650,-0.013621685746329604,0.2,0.015376755,0.1982421875,1.1920928955078125e-07,19.91045889183879,-3.731737184897065,13.665108680725098,,,,,
180.0,66.74453735351562,135168,,,,,,,,,,,,,,,
180.0,61.662384033203125,136192,0.0003,660,-0.01848264962536632,0.2,0.015295351,0.203173828125,0.0,20.87136714980006,-3.7096504110842945,11.446703910827637,,,,,
180.0,64.62598419189453,137216,,,,,,,,,,,,,,,
180.0,65.53189086914062,138240,0.0003,670,-0.0173551972489804,0.2,0.017922822,0.216259765625,0.0,21.6740118637681,-3.715228445827961,33.48802947998047,,,,,
180.0,63.48527526855469,139264,,,,,,,,,,,,,,,
180.0,66.48751831054688,140288,0.0003,680,-0.010949763709504623,0.2,0.0151297115,0.173095703125,0.0,21.533327449858188,-3.7320926543325186,11.779699325561523,,,,,
180.0,65.88481903076172,141312,,,,,,,,,,,,,,,
180.0,67.85841369628906,142336,0.0003,690,-0.018118037776002894,0.2,0.0155711975,0.225341796875,5.960464477539063e-08,23.962346548587085,-3.6994694497436287,17.69320297241211,,,,,
180.0,63.19599914550781,143360,,,,,,,,,,,,,,,
,,143360,,,,,,,,,,,70,63.250093230000004,180.0,578,247
180.0,67.98118591308594,144384,0.0003,700,-0.016059458948438986,0.2,0.013385663,0.194677734375,0.0,19.38840358927846,-3.6972762320190666,17.579330444335938,,,,,
180.0,68.9527587890625,145408,,,,,,,,,,,,,,,
180.0,69.00940704345703,146432,0.0003,710,-0.015923643818678102,0.2,0.017544203,0.213037109375,-1.1920928955078125e-07,20.544651158899068,-3.668638924509287,21.158252716064453,,,,,
180.0,66.57450103759766,147456,,,,,,,,,,,,,,,
180.0,71.35585021972656,148480,0.0003,720,-0.013431606841186295,0.2,0.015527034,0.188232421875,0.0,21.572635735571385,-3.662787022814155,6.427872657775879,,,,,
180.0,70.94036102294922,149504,,,,,,,,,,,,,,,
180.0,75.74386596679688,150528,0.0003,730,-0.01390102663062862,0.2,0.017370768,0.203759765625,-1.1920928955078125e-07,19.580028171092273,-3.6454046495258807,10.140868186950684,,,,,
180.0,71.50141906738281,151552,,,,,,,,,,,,,,,
180.0,75.0666275024414,152576,0.0003,740,-0.01396746737518697,0.2,0.015361411,0.189111328125,0.0,20.396970354765653,-3.62418608404696,8.653894424438477,,,,,
180.0,74.2320556640625,153600,,,,,,,,,,,,,,,
180.0,75.42823791503906,154624,0.0003,750,-0.01652897861931706,0.2,0.014818944,0.2087890625,0.0,22.318662693351506,-3.58149034678936,14.779546737670898,,,,,
180.0,75.15804290771484,155648,,,,,,,,,,,,,,,
180.0,74.04098510742188,156672,0.0003,760,-0.015176011250878219,0.2,0.014940117,0.2169921875,0.0,19.40266581475735,-3.5764961171895266,11.1091890335083,,,,,
180.0,73.62258911132812,157696,,,,,,,,,,,,,,,
180.0,78.22221374511719,158720,0.0003,770,-0.012498513567697956,0.2,0.016568892,0.196435546875,0.0,20.21647587008774,-3.5634308591485024,7.553595542907715,,,,,
180.0,74.61476135253906,159744,,,,,,,,,,,,,,,
180.0,73.13084411621094,160768,0.0003,780,-0.016308012717490782,0.2,0.015612358,0.209423828125,1.7881393432617188e-07,19.839796736091376,-3.5351604867726563,11.386507987976074,,,,,
180.0,76.00325012207031,161792,,,,,,,,,,,,,,,
180.0,77.95368194580078,162816,0.0003,790,-0.011890586371737299,0.2,0.01389382,0.214111328125,0.0,19.536933021247386,-3.5358162108808755,16.459726333618164,,,,,
180.0,75.55419921875,163840,,,,,,,,,,,,,,,
,,163840,,,,,,,,,,,80,72.88777132999999,180.0,662,247
180.0,75.09785461425781,164864,0.0003,800,-0.012931224726344226,0.2,0.014793917,0.19638671875,0.0,19.04405321031809,-3.528022864460945,7.425536155700684,,,,,
180.0,78.50320434570312,165888,,,,,,,,,,,,,,,
180.0,76.61373138427734,166912,0.0003,810,-0.01764679552434245,0.2,0.015938435,0.218115234375,-2.384185791015625e-07,19.22935898974538,-3.541880499571562,13.467514991760254,,,,,
180.0,76.63324737548828,167936,,,,,,,,,,,,,,,
180.0,77.34291076660156,168960,0.0003,820,-0.011300931203732035,0.2,0.014131907,0.16875,0.0,20.898998107761145,-3.520711137726903,18.546367645263672,,,,,
180.0,77.00469970703125,169984,,,,,,,,,,,,,,,
180.0,77.76131439208984,171008,0.0003,830,-0.008107307547470554,0.2,0.012427166,0.14453125,0.0,20.610054356604813,-3.524806682392955,9.336652755737305,,,,,
180.0,79.64087677001953,172032,,,,,,,,,,,,,,,
180.0,75.96464538574219,173056,0.0003,840,-0.011952624945115531,0.2,0.013706809,0.169775390625,0.0,18.81038820296526,-3.5150593210011722,9.326550483703613,,,,,
180.0,81.0672607421875,174080,,,,,,,,,,,,,,,
180.0,81.97628784179688,175104,0.0003,850,-0.017532771783589852,0.2,0.015511688,0.211083984375,0.0,20.18817081898451,-3.5016170248389242,13.783992767333984,,,,,
180.0,80.73595428466797,176128,,,,,,,,,,,,,,,
180.0,78.81910705566406,177152,0.0003,860,-0.012408654575119726,0.2,0.013934518,0.193798828125,-1.1920928955078125e-07,20.93812503963709,-3.527187043428421,27.302595138549805,,,,,
180.0,77.96699523925781,178176,,,,,,,,,,,,,,,
180.0,83.73809814453125,179200,0.0003,870,-0.013679650997801218,0.2,0.013567761,0.216650390625,0.0,20.112930021435023,-3.5265866234898566,11.097664833068848,,,,,
180.0,81.46820068359375,180224,,,,,,,,,,,,,,,
180.0,83.85847473144531,181248,0.0003,880,-0.012584499974764185,0.2,0.014333816,0.20244140625,0.0,22.135554327070714,-3.5164423547685146,9.946030616760254,,,,,
180.0,80.45919036865234,182272,,,,,,,,,,,,,,,
180.0,81.08463287353516,183296,0.0003,890,-0.008621083564503352,0.2,0.014930289,0.15361328125,0.0,19.938311786949633,-3.5031265947967767,22.63503646850586,,,,,
180.0,84.1364974975586,184320,,,,,,,,,,,,,,,
,,184320,,,,,,,,,,,90,78.71361793,180.0,748,246
180.0,80.9471435546875,185344,0.0003,900,-0.012613153610254812,0.2,0.015321345,0.2134765625,0.0,18.8023490190506,-3.4965287312865256,7.1190104484558105,,,,,
180.0,79.1142349243164,186368,,,,,,,,,,,,,,,
180.0,77.25901794433594,187392,0.0003,910,-0.008758667892107042,0.2,0.014461376,0.14755859375,0.0,20.347627177089453,-3.4774834979325533,12.563580513000488,,,,,
180.0,76.40418243408203,188416,,,,,,,,,,,,,,,
180.0,80.67953491210938,189440,0.0003,920,-0.013635334699210943,0.2,0.015752185,0.185009765625,0.0,20.036376792937517,-3.509124181047082,11.208565711975098,,,,,
180.0,79.06686401367188,190464,,,,,,,,,,,,,,,
180.0,79.40523529052734,191488,0.0003,930,-0.014814971378655173,0.2,0.012837261,0.196435546875,0.0,20.32410019263625,-3.500951250642538,21.287839889526367,,,,,
180.0,74.79788208007812,192512,,,,,,,,,,,,,,,
180.0,80.44095611572266,193536,0.0003,940,-0.010031323959265138,0.2,0.013134442,0.161572265625,0.0,21.00383472442627,-3.519341606274247,17.59760093688965,,,,,
180.0,79.44001007080078,194560,,,,,,,,,,,,,,,
180.0,82.63451385498047,195584,0.0003,950,-0.010403648499413975,0.2,0.014510352,0.177197265625,0.0,21.054610692709684,-3.531045702472329,19.738170623779297,,,,,
180.0,81.05509948730469,196608,,,,,,,,,,,,,,,
180.0,80.82405853271484,197632,0.0003,960,-0.009417025234870379,0.2,0.012325574,0.1666015625,0.0,19.307065446674823,-3.504040011018515,11.010149955749512,,,,,
180.0,78.82548522949219,198656,,,,,,,,,,,,,,,
180.0,79.4072494506836,199680,0.0003,970,-0.010935503668588354,0.2,0.012815136,0.168115234375,-1.1920928955078125e-07,17.355850018560886,-3.4950368095189335,8.209431648254395,,,,,
180.0,83.28330993652344,200704,,,,,,,,,,,,,,,
180.0,83.37417602539062,201728,0.0003,980,-0.012733988874242642,0.2,0.015136804,0.1900390625,0.0,20.75614152699709,-3.5149005949497223,16.496129989624023,,,,,
180.0,81.95852661132812,202752,,,,,,,,,,,,,,,
180.0,79.51036071777344,203776,0.0003,990,-0.013451909576542676,0.2,0.01578944,0.191943359375,0.0,21.54445704817772,-3.537459234520793,20.18680191040039,,,,,
180.0,82.1563949584961,204800,,,,,,,,,,,,,,,
,,204800,,,,,,,,,,,100,80.1859579,180.0,837,244
180.0,78.59428405761719,205824,0.0003,1000,-0.007897214987315238,0.2,0.013255534,0.146533203125,0.0,21.05978089570999,-3.5260941352695228,14.587817192077637,,,,,
180.0,81.64848327636719,206848,,,,,,,,,,,,,,,
180.0,81.95846557617188,207872,0.0003,1010,-0.012072438005270669,0.2,0.015944604,0.181005859375,0.0,22.96811576336622,-3.527358340844512,20.053564071655273,,,,,
180.0,82.25582122802734,208896,,,,,,,,,,,,,,,
180.0,80.70223999023438,209920,0.0003,1020,-0.014405812550830888,0.2,0.017922074,0.22431640625,5.960464477539063e-08,22.528137005865574,-3.5193497467786075,13.018281936645508,,,,,
180.0,82.35635375976562,210944,,,,,,,,,,,,,,,
180.0,86.529296875,211968,0.0003,1030,-0.011004409525048687,0.2,0.015346048,0.184521484375,-1.1920928955078125e-07,20.710791501402856,-3.499977923557162,27.129505157470703,,,,,
180.0,86.35269165039062,212992,,,,,,,,,,,,,,,
180.0,84.64209747314453,214016,0.0003,1040,-0.009921004598436412,0.2,0.015292751,0.18486328125,0.0,21.47599878832698,-3.510766290128231,12.50397777557373,,,,,
180.0,85.23551940917969,215040,,,,,,,,,,,,,,,
180.0,81.1934814453125,216064,0.0003,1050,-0.011709199164033634,0.2,0.01614391,0.168896484375,0.0,21.52808327972889,-3.526009276136756,13.935937881469727,,,,,
180.0,84.51242065429688,217088,,,,,,,,,,,,,,,
180.0,84.36589050292969,218112,0.0003,1060,-0.01126571473723743,0.2,0.014851486,0.2091796875,0.0,20.414172288030386,-3.5136762626469134,6.249945163726807,,,,,
180.0,81.43853759765625,219136,,,,,,,,,,,,,,,
180.0,82.442626953125,220160,0.0003,1070,-0.011689754631515826,0.2,0.012352786,0.180712890625,0.0,21.525250076502562,-3.4920978963375093,14.625459671020508,,,,,
180.0,83.68382263183594,221184,,,,,,,,,,,,,,,
180.0,83.31977844238281,222208,0.0003,1080,-0.013656464704763494,0.2,0.015895069,0.2123046875,0.0,18.485550693422557,-3.497750245407224,11.445594787597656,,,,,
180.0,84.00860595703125,223232,,,,,,,,,,,,,,,
180.0,85.56072998046875,224256,0.0003,1090,-0.010769792061910265,0.2,0.0145962,0.187646484375,0.0,20.357389675825836,-3.4964500907808542,10.965971946716309,,,,,
180.0,85.85456848144531,225280,,,,,,,,,,,,,,,
,,225280,,,,,,,,,,,110,83.20603075,180.0,925,243
180.0,79.1974868774414,226304,0.0003,1100,-0.009847555711894529,0.2,0.014706429,0.13984375,0.0,19.873143225163222,-3.50114968419075,13.666934967041016,,,,,
180.0,82.92436981201172,227328,,,,,,,,,,,,,,,
180.0,82.53907775878906,228352,0.0003,1110,-0.011132038522919174,0.2,0.0129438415,0.17197265625,0.0,20.491305635124444,-3.520314747840166,16.292797088623047,,,,,
180.0,81.4815444946289,229376,,,,,,,,,,,,,,,
180.0,80.73069763183594,230400,0.0003,1120,-0.012435290750727291,0.2,0.016124465,0.1865234375,0.0,21.578232116997242,-3.533788712695241,14.00500202178955,,,,,
180.0,78.72836303710938,231424,,,,,,,,,,,,,,,
180.0,82.09162139892578,232448,0.0003,1130,-0.010295766390481732,0.2,0.013370534,0.1595703125,0.0,21.397262235730885,-3.5529167011380194,10.559425354003906,,,,,
180.0,79.93202209472656,233472,,,,,,,,,,,,,,,
180.0,80.17250061035156,234496,0.0003,1140,-0.01507054936446366,0.2,0.015493599,0.212353515625,1.7881393432617188e-07,22.093103539198637,-3.5494560286402703,9.162281036376953,,,,,
180.0,79.58582305908203,235520,,,,,,,,,,,,,,,
180.0,84.0587158203125,236544,0.0003,1150,-0.00693194068117009,0.2,0.012582306,0.118212890625,0.0,19.750184831768273,-3.549604472890496,19.197904586791992,,,,,
180.0,81.76710510253906,237568,,,,,,,,,,,,,,,
