eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/learning_rate,train/explained_variance,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/value_loss,train/loss,train/clip_range,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps
29.23040008544922,268404,50.0,0.0003,0.0,-2.3097459584474564,0.010770785,-0.004745714465389028,0.02353515625,1310,50442.93068847656,26969.43359375,0.2,,,,,
28.584716796875,268904,50.0,,,,,,,,,,,,,,,
27.891860961914062,269404,50.0,,,,,,,,,,,,,,,
31.27786636352539,269904,50.0,,,,,,,,,,,,,,,
29.861522674560547,270404,50.0,0.0003,0.0,-2.303793454915285,0.01766695,-0.011601554628578014,0.13017578125,1320,49930.94924316406,21698.810546875,0.2,,,,,
29.073617935180664,270904,50.0,,,,,,,,,,,,,,,
29.781002044677734,271404,50.0,,,,,,,,,,,,,,,
29.87197494506836,271904,50.0,,,,,,,,,,,,,,,
,272384,,,,,,,,,,,,50.0,10,178,1214.61317345,114
31.320920944213867,272404,50.0,0.0003,5.960464477539063e-08,-2.3142399273812773,0.014707019,-0.011151739918568637,0.0927734375,1330,50803.60302734375,19277.306640625,0.2,,,,,
27.57082176208496,272904,50.0,,,,,,,,,,,,,,,
30.23514175415039,273404,50.0,,,,,,,,,,,,,,,
28.696212768554688,273904,50.0,,,,,,,,,,,,,,,
29.59429931640625,274404,50.0,,,,,,,,,,,,,,,
26.87558364868164,274904,50.0,0.0003,0.0,-2.298327724635601,0.014623931,-0.007748320890823379,0.053564453125,1340,46131.33128662109,21787.53125,0.2,,,,,
28.19725799560547,275404,50.0,,,,,,,,,,,,,,,
31.385772705078125,275904,50.0,,,,,,,,,,,,,,,
27.970643997192383,276404,50.0,,,,,,,,,,,,,,,
30.514469146728516,276904,50.0,0.0003,-1.1920928955078125e-07,-2.294449506700039,0.0141783655,-0.007256247465556953,0.072265625,1350,50207.52303466797,25045.197265625,0.2,,,,,
30.69070816040039,277404,50.0,,,,,,,,,,,,,,,
29.72917938232422,277904,50.0,,,,,,,,,,,,,,,
27.219499588012695,278404,50.0,,,,,,,,,,,,,,,
32.47732925415039,278904,50.0,0.0003,0.0,-2.3135625228285788,0.014661455,-0.006395459960913286,0.05947265625,1360,46202.70983886719,19548.658203125,0.2,,,,,
30.655061721801758,279404,50.0,,,,,,,,,,,,,,,
30.20880126953125,279904,50.0,,,,,,,,,,,,,,,
27.584556579589844,280404,50.0,,,,,,,,,,,,,,,
30.199604034423828,280904,50.0,0.0003,0.0,-2.3306364201009275,0.009273606,-0.006285863689845428,0.051318359375,1370,49110.21879882812,22897.7265625,0.2,,,,,
29.648605346679688,281404,50.0,,,,,,,,,,,,,,,
31.652801513671875,281904,50.0,,,,,,,,,,,,,,,
29.637866973876953,282404,50.0,,,,,,,,,,,,,,,
30.62252426147461,282904,50.0,0.0003,0.0,-2.3307376101613047,0.014225988,-0.007098967250203714,0.081591796875,1380,50610.678259277345,23541.263671875,0.2,,,,,
29.65021324157715,283404,50.0,,,,,,,,,,,,,,,
31.547935485839844,283904,50.0,,,,,,,,,,,,,,,
28.311695098876953,284404,50.0,,,,,,,,,,,,,,,
31.455307006835938,284904,50.0,0.0003,-1.1920928955078125e-07,-2.3308289594948293,0.0059665926,-0.008887459462857804,0.05244140625,1390,51344.94252929687,21510.25390625,0.2,,,,,
30.05158233642578,285404,50.0,,,,,,,,,,,,,,,
29.29840850830078,285904,50.0,,,,,,,,,,,,,,,
26.855792999267578,286404,50.0,,,,,,,,,,,,,,,
30.324748992919922,286904,50.0,0.0003,-1.1920928955078125e-07,-2.357242726534605,0.014190698,-0.013691405279678293,0.136279296875,1400,49324.75109863281,27179.03125,0.2,,,,,
30.919504165649414,287404,50.0,,,,,,,,,,,,,,,
27.56604766845703,287904,50.0,,,,,,,,,,,,,,,
23.948341369628906,288404,50.0,,,,,,,,,,,,,,,
31.30959701538086,288904,50.0,0.0003,5.960464477539063e-08,-2.3591873377561567,0.014044177,-0.00757362631848082,0.06376953125,1410,49928.34881591797,22377.404296875,0.2,,,,,
30.848630905151367,289404,50.0,,,,,,,,,,,,,,,
30.182743072509766,289904,50.0,,,,,,,,,,,,,,,
28.88727569580078,290404,50.0,,,,,,,,,,,,,,,
31.183002471923828,290904,50.0,0.0003,0.0,-2.3420793883502484,0.01663428,-0.010504916738136671,0.105517578125,1420,51092.9993774414,25503.880859375,0.2,,,,,
29.030044555664062,291404,50.0,,,,,,,,,,,,,,,
31.282018661499023,291904,50.0,,,,,,,,,,,,,,,
30.587162017822266,292404,50.0,,,,,,,,,,,,,,,
,292864,,,,,,,,,,,,50.0,20,255,1225.74750515,160
29.218156814575195,292904,50.0,0.0003,0.0,-2.3293909624218943,0.009511414,-0.007632062316406518,0.0490234375,1430,46204.36883544922,23558.65234375,0.2,,,,,
26.32857322692871,293404,50.0,,,,,,,,,,,,,,,
29.63616943359375,293904,50.0,,,,,,,,,,,,,,,
30.898590087890625,294404,50.0,,,,,,,,,,,,,,,
27.89507293701172,294904,50.0,,,,,,,,,,,,,,,
31.187946319580078,295404,50.0,0.0003,0.0,-2.3346643783152103,0.015385991,-0.011029037879779935,0.09765625,1440,48611.93852539062,22942.087890625,0.2,,,,,
26.083778381347656,295904,50.0,,,,,,,,,,,,,,,
29.20784568786621,296404,50.0,,,,,,,,,,,,,,,
27.986778259277344,296904,50.0,,,,,,,,,,,,,,,
30.22232437133789,297404,50.0,0.0003,0.0,-2.3274084508419035,0.011513889,-0.006151850637979806,0.07099609375,1450,49813.77569580078,21123.078125,0.2,,,,,
29.746116638183594,297904,50.0,,,,,,,,,,,,,,,
29.367586135864258,298404,50.0,,,,,,,,,,,,,,,
28.459911346435547,298904,50.0,,,,,,,,,,,,,,,
30.331497192382812,299404,50.0,0.0003,0.0,-2.343831181526184,0.013980321,-0.008346202233224177,0.05947265625,1460,48912.930603027344,22715.0703125,0.2,,,,,
30.450489044189453,299904,50.0,,,,,,,,,,,,,,,
30.515213012695312,300404,50.0,,,,,,,,,,,,,,,
26.697345733642578,300904,50.0,,,,,,,,,,,,,,,
29.483306884765625,301404,50.0,0.0003,0.0,-2.34529133066535,0.013090281,-0.010853162300190889,0.0998046875,1470,50354.63627929687,21319.12109375,0.2,,,,,
31.668668746948242,301904,50.0,,,,,,,,,,,,,,,
30.253902435302734,302404,50.0,,,,,,,,,,,,,,,
30.41726303100586,302904,50.0,,,,,,,,,,,,,,,
26.849361419677734,303404,50.0,0.0003,0.0,-2.3419073544442655,0.009945625,-0.007306267609237693,0.0447265625,1480,49194.61217041015,24420.943359375,0.2,,,,,
30.3865966796875,303904,50.0,,,,,,,,,,,,,,,
28.456438064575195,304404,50.0,,,,,,,,,,,,,,,
31.21950912475586,304904,50.0,,,,,,,,,,,,,,,
31.381576538085938,305404,50.0,0.0003,0.0,-2.333022329956293,0.008022264,-0.004360000905580819,0.06123046875,1490,47028.53747558594,21712.791015625,0.2,,,,,
30.449825286865234,305904,50.0,,,,,,,,,,,,,,,
30.920822143554688,306404,50.0,,,,,,,,,,,,,,,
31.003982543945312,306904,50.0,,,,,,,,,,,,,,,
30.92608070373535,307404,50.0,0.0003,0.0,-2.3250822335481645,0.010931519,-0.009220416509197093,0.073681640625,1500,46977.140637207034,22885.396484375,0.2,,,,,
28.95148277282715,307904,50.0,,,,,,,,,,,,,,,
30.455791473388672,308404,50.0,,,,,,,,,,,,,,,
30.688465118408203,308904,50.0,,,,,,,,,,,,,,,
32.02643585205078,309404,50.0,0.0003,0.0,-2.309064231812954,0.01345475,-0.003958811648772098,0.04462890625,1510,47436.59716796875,23235.609375,0.2,,,,,
27.49176597595215,309904,50.0,,,,,,,,,,,,,,,
28.684337615966797,310404,50.0,,,,,,,,,,,,,,,
31.42197036743164,310904,50.0,,,,,,,,,,,,,,,
32.13005828857422,311404,50.0,0.0003,0.0,-2.3116993352770807,0.016042186,-0.010435607630643062,0.0998046875,1520,44214.48455810547,19423.353515625,0.2,,,,,
29.93262481689453,311904,50.0,,,,,,,,,,,,,,,
29.749711990356445,312404,50.0,,,,,,,,,,,,,,,
29.061798095703125,312904,50.0,,,,,,,,,,,,,,,
,313344,,,,,,,,,,,,50.0,30,330,1238.40138544,185
30.78009605407715,313404,50.0,0.0003,1.1920928955078125e-07,-2.3253841385245324,0.013799509,-0.010022921182098798,0.09267578125,1530,48502.09395751953,20910.23046875,0.2,,,,,
30.554515838623047,313904,50.0,,,,,,,,,,,,,,,
29.624664306640625,314404,50.0,,,,,,,,,,,,,,,
28.578487396240234,314904,50.0,,,,,,,,,,,,,,,
31.191852569580078,315404,50.0,0.0003,0.0,-2.336036017537117,0.012084192,-0.007465999954729341,0.050146484375,1540,46782.83898925781,21198.88671875,0.2,,,,,
32.40119552612305,315904,50.0,,,,,,,,,,,,,,,
30.48387908935547,316404,50.0,,,,,,,,,,,,,,,
30.29537582397461,316904,50.0,,,,,,,,,,,,,,,
31.082080841064453,317404,50.0,,,,,,,,,,,,,,,
30.900487899780273,317904,50.0,0.0003,0.0,-2.3244453191757204,0.011153838,-0.006525477190734819,0.0599609375,1550,46736.1611328125,24448.9765625,0.2,,,,,
31.218368530273438,318404,50.0,,,,,,,,,,,,,,,
31.898040771484375,318904,50.0,,,,,,,,,,,,,,,
31.13066864013672,319404,50.0,,,,,,,,,,,,,,,
30.674724578857422,319904,50.0,0.0003,0.0,-2.329256971180439,0.015029425,-0.007002141932025552,0.0763671875,1560,46476.29672851563,19225.48046875,0.2,,,,,
28.72079849243164,320404,50.0,,,,,,,,,,,,,,,
27.830121994018555,320904,50.0,,,,,,,,,,,,,,,
30.432830810546875,321404,50.0,,,,,,,,,,,,,,,
31.588626861572266,321904,50.0,0.0003,0.0,-2.3372398383915423,0.01367074,-0.008520556296571159,0.087060546875,1570,44430.85819091797,21038.369140625,0.2,,,,,
30.453598022460938,322404,50.0,,,,,,,,,,,,,,,
30.870464324951172,322904,50.0,,,,,,,,,,,,,,,
31.484294891357422,323404,50.0,,,,,,,,,,,,,,,
29.661273956298828,323904,50.0,0.0003,1.1920928955078125e-07,-2.328485495597124,0.012943765,-0.007719582159188576,0.057080078125,1580,47522.13193359375,21428.5078125,0.2,,,,,
29.276962280273438,324404,50.0,,,,,,,,,,,,,,,
32.069313049316406,324904,50.0,,,,,,,,,,,,,,,
31.6026554107666,325404,50.0,,,,,,,,,,,,,,,
29.02044677734375,325904,50.0,0.0003,0.0,-2.3292950950562954,0.01594473,-0.009866981490631588,0.105908203125,1590,46082.23815917969,22352.66015625,0.2,,,,,
32.37671661376953,326404,50.0,,,,,,,,,,,,,,,
26.852046966552734,326904,50.0,,,,,,,,,,,,,,,
31.140823364257812,327404,50.0,,,,,,,,,,,,,,,
28.70612335205078,327904,50.0,0.0003,1.1920928955078125e-07,-2.326027639210224,0.01681438,-0.011134439118904993,0.12060546875,1600,43836.204650878906,19708.97265625,0.2,,,,,
28.762603759765625,328404,50.0,,,,,,,,,,,,,,,
30.253555297851562,328904,50.0,,,,,,,,,,,,,,,
28.943134307861328,329404,50.0,,,,,,,,,,,,,,,
30.2875919342041,329904,50.0,0.0003,0.0,-2.3232725955545903,0.014761925,-0.00839305846602656,0.094580078125,1610,42399.612243652344,20556.130859375,0.2,,,,,
30.764442443847656,330404,50.0,,,,,,,,,,,,,,,
29.39021110534668,330904,50.0,,,,,,,,,,,,,,,
30.06585693359375,331404,50.0,,,,,,,,,,,,,,,
31.171161651611328,331904,50.0,0.0003,0.0,-2.319054504483938,0.009128617,-0.005110475711990148,0.055322265625,1620,44830.61689453125,21113.494140625,0.2,,,,,
29.668392181396484,332404,50.0,,,,,,,,,,,,,,,
28.797382354736328,332904,50.0,,,,,,,,,,,,,,,
31.063405990600586,333404,50.0,,,,,,,,,,,,,,,
,333824,,,,,,,,,,,,50.0,40,405,1252.83154631,202
30.415363311767578,333904,50.0,0.0003,0.0,-2.3374393403530123,0.015854264,-0.009269950905581937,0.108056640625,1630,46156.10086669922,24149.646484375,0.2,,,,,
29.699844360351562,334404,50.0,,,,,,,,,,,,,,,
29.85650634765625,334904,50.0,,,,,,,,,,,,,,,
31.158496856689453,335404,50.0,,,,,,,,,,,,,,,
29.811534881591797,335904,50.0,0.0003,0.0,-2.3376584433019163,0.005928646,-0.003329463111003861,0.032568359375,1640,46114.36510009765,21259.24609375,0.2,,,,,
30.661174774169922,336404,50.0,,,,,,,,,,,,,,,
27.978946685791016,336904,50.0,,,,,,,,,,,,,,,
29.618816375732422,337404,50.0,,,,,,,,,,,,,,,
29.749305725097656,337904,50.0,,,,,,,,,,,,,,,
29.53510856628418,338404,50.0,0.0003,0.0,-2.324487066268921,0.011826908,-0.005649433360667899,0.06416015625,1650,46470.46450195312,24082.658203125,0.2,,,,,
31.204593658447266,338904,50.0,,,,,,,,,,,,,,,
30.41097640991211,339404,50.0,,,,,,,,,,,,,,,
30.100400924682617,339904,50.0,,,,,,,,,,,,,,,
28.825517654418945,340404,50.0,0.0003,0.0,-2.312544423341751,0.014929064,-0.005317920952802524,0.065625,1660,41503.28583984375,21708.208984375,0.2,,,,,
32.08073806762695,340904,50.0,,,,,,,,,,,,,,,
29.72353172302246,341404,50.0,,,,,,,,,,,,,,,
29.775047302246094,341904,50.0,,,,,,,,,,,,,,,
28.718461990356445,342404,50.0,0.0003,1.1920928955078125e-07,-2.310685434937477,0.014236975,-0.00946202588529559,0.11083984375,1670,41240.80584716797,19715.318359375,0.2,,,,,
29.69618797302246,342904,50.0,,,,,,,,,,,,,,,
28.789756774902344,343404,50.0,,,,,,,,,,,,,,,
30.306026458740234,343904,50.0,,,,,,,,,,,,,,,
29.69579315185547,344404,50.0,0.0003,0.0,-2.3043337531387804,0.013030665,-0.009940301458118483,0.102880859375,1680,42599.429370117185,21178.126953125,0.2,,,,,
29.57373046875,344904,50.0,,,,,,,,,,,,,,,
28.907344818115234,345404,50.0,,,,,,,,,,,,,,,
30.87997055053711,345904,50.0,,,,,,,,,,,,,,,
29.483570098876953,346404,50.0,0.0003,0.0,-2.3086832404136657,0.01617802,-0.00829763409565203,0.090576171875,1690,41336.57110595703,18091.5625,0.2,,,,,
26.60785675048828,346904,50.0,,,,,,,,,,,,,,,
32.08292770385742,347404,50.0,,,,,,,,,,,,,,,
31.145536422729492,347904,50.0,,,,,,,,,,,,,,,
30.616168975830078,348404,50.0,0.0003,1.1920928955078125e-07,-2.28915913105011,0.013962031,-0.00916511912655551,0.1048828125,1700,42114.57218017578,21189.671875,0.2,,,,,
30.104740142822266,348904,50.0,,,,,,,,,,,,,,,
29.723522186279297,349404,50.0,,,,,,,,,,,,,,,
31.022645950317383,349904,50.0,,,,,,,,,,,,,,,
31.106765747070312,350404,50.0,0.0003,0.0,-2.303633637726307,0.012145411,-0.007455105223925784,0.08173828125,1710,44479.78524169922,22995.390625,0.2,,,,,
30.288410186767578,350904,50.0,,,,,,,,,,,,,,,
31.292335510253906,351404,50.0,,,,,,,,,,,,,,,
30.83246612548828,351904,50.0,,,,,,,,,,,,,,,
28.765525817871094,352404,50.0,0.0003,-1.1920928955078125e-07,-2.3148324877023696,0.015130014,-0.008417536455090158,0.09296875,1720,41945.04288330078,20174.126953125,0.2,,,,,
31.48887825012207,352904,50.0,,,,,,,,,,,,,,,
28.877296447753906,353404,50.0,,,,,,,,,,,,,,,
31.180824279785156,353904,50.0,,,,,,,,,,,,,,,
,354304,,,,,,,,,,,,50.0,50,487,1254.66818623,210
28.9772891998291,354404,50.0,0.0003,0.0,-2.324303884804249,0.0116138775,-0.005124791014532093,0.048486328125,1730,41633.31875,21112.310546875,0.2,,,,,
31.69051742553711,354904,50.0,,,,,,,,,,,,,,,
29.74630355834961,355404,50.0,,,,,,,,,,,,,,,
30.663280487060547,355904,50.0,,,,,,,,,,,,,,,
32.13761901855469,356404,50.0,0.0003,0.0,-2.3000859044492246,0.014757609,-0.013866963889449834,0.1310546875,1740,41623.31296386719,18462.17578125,0.2,,,,,
28.958282470703125,356904,50.0,,,,,,,,,,,,,,,
28.3148136138916,357404,50.0,,,,,,,,,,,,,,,
28.775371551513672,357904,50.0,,,,,,,,,,,,,,,
31.620126724243164,358404,50.0,0.0003,0.0,-2.28532605022192,0.014883537,-0.004668885617866181,0.056494140625,1750,38827.1409790039,18164.470703125,0.2,,,,,
31.036222457885742,358904,50.0,,,,,,,,,,,,,,,
28.903797149658203,359404,50.0,,,,,,,,,,,,,,,
29.065513610839844,359904,50.0,,,,,,,,,,,,,,,
30.193464279174805,360404,50.0,,,,,,,,,,,,,,,
28.70547866821289,360904,50.0,0.0003,0.0,-2.26129797399044,0.012649252,-0.006151300229248591,0.072216796875,1760,38022.32561035156,19424.466796875,0.2,,,,,
29.242773056030273,361404,50.0,,,,,,,,,,,,,,,
29.12650489807129,361904,50.0,,,,,,,,,,,,,,,
32.163326263427734,362404,50.0,,,,,,,,,,,,,,,
27.164358139038086,362904,50.0,0.0003,0.0,-2.2516031973063946,0.011279708,-0.009062128327786922,0.084912109375,1770,38730.90776977539,18255.833984375,0.2,,,,,
31.609909057617188,363404,50.0,,,,,,,,,,,,,,,
30.153640747070312,363904,50.0,,,,,,,,,,,,,,,
31.031173706054688,364404,50.0,,,,,,,,,,,,,,,
30.644357681274414,364904,50.0,0.0003,0.0,-2.221861620992422,0.017892644,-0.010826963363797404,0.11796875,1780,35723.323071289065,16242.1162109375,0.2,,,,,
28.688983917236328,365404,50.0,,,,,,,,,,,,,,,
30.950786590576172,365904,50.0,,,,,,,,,,,,,,,
30.00308609008789,366404,50.0,,,,,,,,,,,,,,,
30.418798446655273,366904,50.0,0.0003,0.0,-2.248170732706785,0.011073532,-0.009112025632930454,0.089111328125,1790,34084.395336914065,17117.26953125,0.2,,,,,
31.902633666992188,367404,50.0,,,,,,,,,,,,,,,
30.648639678955078,367904,50.0,,,,,,,,,,,,,,,
30.832914352416992,368404,50.0,,,,,,,,,,,,,,,
32.100032806396484,368904,50.0,0.0003,0.0,-2.27300371453166,0.015689034,-0.010200014128349722,0.11845703125,1800,35345.71865234375,18171.359375,0.2,,,,,
30.955747604370117,369404,50.0,,,,,,,,,,,,,,,
29.661306381225586,369904,50.0,,,,,,,,,,,,,,,
28.825950622558594,370404,50.0,,,,,,,,,,,,,,,
29.7574462890625,370904,50.0,0.0003,0.0,-2.2773805245757104,0.014843272,-0.006229435451678001,0.063525390625,1810,36742.8962890625,17916.15234375,0.2,,,,,
31.947025299072266,371404,50.0,,,,,,,,,,,,,,,
30.078840255737305,371904,50.0,,,,,,,,,,,,,,,
29.586456298828125,372404,50.0,,,,,,,,,,,,,,,
31.810256958007812,372904,50.0,0.0003,0.0,-2.2691002361476422,0.013432971,-0.006499170712777414,0.075537109375,1820,34340.729223632814,16124.7392578125,0.2,,,,,
31.216371536254883,373404,50.0,,,,,,,,,,,,,,,
30.18749237060547,373904,50.0,,,,,,,,,,,,,,,
30.62021827697754,374404,50.0,,,,,,,,,,,,,,,
,374784,,,,,,,,,,,,50.0,60,566,1211.1356796399998,216
28.924884796142578,374904,50.0,0.0003,0.0,-2.2959548898041247,0.014550496,-0.00956129037658684,0.09091796875,1830,32579.456439208985,15435.599609375,0.2,,,,,
28.757776260375977,375404,50.0,,,,,,,,,,,,,,,
31.193479537963867,375904,50.0,,,,,,,,,,,,,,,
29.722991943359375,376404,50.0,,,,,,,,,,,,,,,
30.29965591430664,376904,50.0,0.0003,-1.1920928955078125e-07,-2.3026289023458957,0.015383735,-0.0055013425531797115,0.045556640625,1840,36808.07391357422,19152.552734375,0.2,,,,,
30.736679077148438,377404,50.0,,,,,,,,,,,,,,,
29.259138107299805,377904,50.0,,,,,,,,,,,,,,,
28.157052993774414,378404,50.0,,,,,,,,,,,,,,,
29.910053253173828,378904,50.0,0.0003,0.0,-2.309108290821314,0.015252931,-0.008125927665969358,0.087890625,1850,39311.50098266602,21350.9765625,0.2,,,,,
27.59851837158203,379404,50.0,,,,,,,,,,,,,,,
31.55609130859375,379904,50.0,,,,,,,,,,,,,,,
27.43679428100586,380404,50.0,,,,,,,,,,,,,,,
30.686355590820312,380904,50.0,,,,,,,,,,,,,,,
31.66615104675293,381404,50.0,0.0003,0.0,-2.301242292672396,0.014315184,-0.007787734185694717,0.08818359375,1860,36732.5573059082,16217.65234375,0.2,,,,,
29.378936767578125,381904,50.0,,,,,,,,,,,,,,,
30.93082046508789,382404,50.0,,,,,,,,,,,,,,,
29.647075653076172,382904,50.0,,,,,,,,,,,,,,,
28.60366439819336,383404,50.0,0.0003,1.1920928955078125e-07,-2.3025498770177366,0.012647602,-0.0045803776185493915,0.056787109375,1870,36470.32951049805,18623.0859375,0.2,,,,,
30.622974395751953,383904,50.0,,,,,,,,,,,,,,,
31.373390197753906,384404,50.0,,,,,,,,,,,,,,,
29.854755401611328,384904,50.0,,,,,,,,,,,,,,,
30.080345153808594,385404,50.0,0.0003,0.0,-2.2972970314323904,0.010750894,-0.007801841050968506,0.064013671875,1880,38162.17246704102,17580.84765625,0.2,,,,,
31.054916381835938,385904,50.0,,,,,,,,,,,,,,,
28.706756591796875,386404,50.0,,,,,,,,,,,,,,,
30.926315307617188,386904,50.0,,,,,,,,,,,,,,,
31.512847900390625,387404,50.0,0.0003,5.960464477539063e-08,-2.2974451959133146,0.016983677,-0.012395364831900225,0.1037109375,1890,35684.973828125,15272.615234375,0.2,,,,,
30.65494155883789,387904,50.0,,,,,,,,,,,,,,,
29.994426727294922,388404,50.0,,,,,,,,,,,,,,,
30.798189163208008,388904,50.0,,,,,,,,,,,,,,,
30.29484748840332,389404,50.0,0.0003,0.0,-2.304984035342932,0.013730348,-0.006646372817340307,0.081396484375,1900,37691.54152832031,18652.43359375,0.2,,,,,
31.443973541259766,389904,50.0,,,,,,,,,,,,,,,
30.232349395751953,390404,50.0,,,,,,,,,,,,,,,
28.753955841064453,390904,50.0,,,,,,,,,,,,,,,
30.68156623840332,391404,50.0,0.0003,-1.1920928955078125e-07,-2.3154150642454625,0.016621977,-0.008250678514013999,0.09150390625,1910,35739.3728515625,16888.044921875,0.2,,,,,
29.7451114654541,391904,50.0,,,,,,,,,,,,,,,
30.558021545410156,392404,50.0,,,,,,,,,,,,,,,
29.93349266052246,392904,50.0,,,,,,,,,,,,,,,
28.91035270690918,393404,50.0,0.0003,0.0,-2.319515872746706,0.012590787,-0.009782134243869223,0.110791015625,1920,35692.208819580075,17320.630859375,0.2,,,,,
32.079586029052734,393904,50.0,,,,,,,,,,,,,,,
30.723663330078125,394404,50.0,,,,,,,,,,,,,,,
30.31338882446289,394904,50.0,,,,,,,,,,,,,,,
,395264,,,,,,,,,,,,50.0,70,644,1255.41133299,222
32.205406188964844,395404,50.0,0.0003,0.0,-2.3097258932888507,0.013006921,-0.008172395403380505,0.105029296875,1930,38059.41419067383,18354.759765625,0.2,,,,,
31.446853637695312,395904,50.0,,,,,,,,,,,,,,,
30.634082794189453,396404,50.0,,,,,,,,,,,,,,,
31.71090316772461,396904,50.0,,,,,,,,,,,,,,,
30.683120727539062,397404,50.0,0.0003,-1.1920928955078125e-07,-2.3191981740295886,0.013810324,-0.007194358418928459,0.08525390625,1940,33571.384802246095,16867.3828125,0.2,,,,,
31.371257781982422,397904,50.0,,,,,,,,,,,,,,,
29.428565979003906,398404,50.0,,,,,,,,,,,,,,,
30.954917907714844,398904,50.0,,,,,,,,,,,,,,,
28.71675682067871,399404,50.0,0.0003,0.0,-2.3275552064180376,0.008266352,-0.007272763026412577,0.068310546875,1950,34539.14541015625,15629.1064453125,0.2,,,,,
30.25213050842285,399904,50.0,,,,,,,,,,,,,,,
32.57128143310547,400404,50.0,,,,,,,,,,,,,,,
28.153701782226562,400904,50.0,,,,,,,,,,,,,,,
29.956207275390625,401404,50.0,,,,,,,,,,,,,,,
30.446434020996094,401904,50.0,0.0003,0.0,-2.322572238743305,0.012945862,-0.006435027526458725,0.069677734375,1960,34365.440185546875,15676.9267578125,0.2,,,,,
29.14063835144043,402404,50.0,,,,,,,,,,,,,,,
31.999879837036133,402904,50.0,,,,,,,,,,,,,,,
28.566177368164062,403404,50.0,,,,,,,,,,,,,,,
30.997089385986328,403904,50.0,0.0003,0.0,-2.305592552572489,0.013884608,-0.006048477097647264,0.067529296875,1970,34634.07729492187,17792.75,0.2,,,,,
30.545469284057617,404404,50.0,,,,,,,,,,,,,,,
28.795486450195312,404904,50.0,,,,,,,,,,,,,,,
32.399078369140625,405404,50.0,,,,,,,,,,,,,,,
30.62111473083496,405904,50.0,0.0003,-1.1920928955078125e-07,-2.2984944477677347,0.013342171,-0.005672848960966803,0.037890625,1980,32694.414428710938,16851.51953125,0.2,,,,,
29.14617156982422,406404,50.0,,,,,,,,,,,,,,,
