eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/learning_rate,train/clip_range,train/loss,train/explained_variance,train/value_loss,train/n_updates,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps
21.0,20.495838165283203,45056,,,,,,,,,,,,,,,
21.0,27.674015045166016,46080,0.2513671875,-0.05963449596310966,-5.184911760687828,0.023592772,0.0003,0.2,11280.4921875,0.0,26046.712158203125,220,,,,,
21.0,26.581308364868164,47104,,,,,,,,,,,,,,,
21.0,25.737747192382812,48128,0.260693359375,-0.058687147186719815,-5.184009723365307,0.025175497,0.0003,0.2,12673.4423828125,-1.1920928955078125e-07,23636.5029296875,230,,,,,
21.0,23.799861907958984,49152,,,,,,,,,,,,,,,
21.0,25.470195770263672,50176,0.285546875,-0.06468822882743552,-5.173598819971085,0.025940824,0.0003,0.2,10716.5947265625,0.0,23395.701385498047,240,,,,,
21.0,24.129589080810547,51200,,,,,,,,,,,,,,,
21.0,24.964508056640625,52224,0.271484375,-0.06055525301489979,-5.166629852354527,0.02495142,0.0003,0.2,11256.123046875,-1.1920928955078125e-07,25519.183502197266,250,,,,,
21.0,27.046234130859375,53248,,,,,,,,,,,,,,,
21.0,24.243839263916016,54272,0.278173828125,-0.06363221402280032,-5.16521565169096,0.025756365,0.0003,0.2,11167.3291015625,0.0,21734.044366455077,260,,,,,
21.0,25.650981903076172,55296,,,,,,,,,,,,,,,
21.0,27.767520904541016,56320,0.268896484375,-0.057668614463182166,-5.160317729413509,0.026095502,0.0003,0.2,12252.26171875,0.0,22683.70089111328,270,,,,,
21.0,26.563955307006836,57344,,,,,,,,,,,,,,,
21.0,27.48120880126953,58368,0.289892578125,-0.06261401164811105,-5.155310001969338,0.027290542,0.0003,0.2,11879.5546875,1.1920928955078125e-07,25835.08671875,280,,,,,
21.0,25.6405086517334,59392,,,,,,,,,,,,,,,
21.0,25.39605140686035,60416,0.27734375,-0.06308136441512033,-5.14907751083374,0.025381755,0.0003,0.2,15004.32421875,0.0,27121.43002319336,290,,,,,
21.0,28.2105655670166,61440,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,373.08011658000004,30,21.0,154,398
