eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/learning_rate,train/clip_range,train/loss,train/explained_variance,train/value_loss,train/n_updates,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps
21.0,22.52354621887207,62464,0.281884765625,-0.05500285513116978,-5.14469671100378,0.025441147,0.0003,0.2,12784.5927734375,1.1920928955078125e-07,24515.766052246094,300,,,,,
21.0,25.821489334106445,63488,,,,,,,,,,,,,,,
21.0,27.192874908447266,64512,0.277685546875,-0.05492583246668801,-5.139856512844562,0.027194455,0.0003,0.2,11416.24609375,0.0,24054.69955444336,310,,,,,
21.0,26.346519470214844,65536,,,,,,,,,,,,,,,
21.0,24.757434844970703,66560,0.263671875,-0.05847984519205056,-5.131322517991066,0.024926187,0.0003,0.2,11152.97265625,0.0,23117.206915283205,320,,,,,
21.0,24.3283748626709,67584,,,,,,,,,,,,,,,
21.0,26.026601791381836,68608,0.292138671875,-0.06156882338691503,-5.1078193798661236,0.027605515,0.0003,0.2,10499.2177734375,0.0,23181.702142333983,330,,,,,
21.0,21.622772216796875,69632,,,,,,,,,,,,,,,
21.0,25.582971572875977,70656,0.282177734375,-0.061792338639497756,-5.1028405845165254,0.027046602,0.0003,0.2,12607.1591796875,-1.1920928955078125e-07,23571.6871887207,340,,,,,
21.0,23.809165954589844,71680,,,,,,,,,,,,,,,
21.0,22.717517852783203,72704,0.261083984375,-0.05682761236093938,-5.100399331748486,0.025696564,0.0003,0.2,10095.5712890625,0.0,20562.103649902343,350,,,,,
21.0,22.094268798828125,73728,,,,,,,,,,,,,,,
21.0,29.6162052154541,74752,0.28828125,-0.06189510283293202,-5.088022443652153,0.027858783,0.0003,0.2,8901.205078125,0.0,22695.595568847657,360,,,,,
21.0,24.706453323364258,75776,,,,,,,,,,,,,,,
21.0,23.223064422607422,76800,0.269140625,-0.054558181576430796,-5.085888770222664,0.026429519,0.0003,0.2,9945.8955078125,0.0,19709.46647949219,370,,,,,
21.0,24.974884033203125,77824,,,,,,,,,,,,,,,
21.0,25.05178451538086,78848,0.2927734375,-0.06077597290277481,-5.0849113196134565,0.028505346,0.0003,0.2,10473.8974609375,5.960464477539063e-08,22105.810998535155,380,,,,,
21.0,29.522747039794922,79872,,,,,,,,,,,,,,,
21.0,23.462900161743164,80896,0.300244140625,-0.05445596138597466,-5.074904465675354,0.030337002,0.0003,0.2,7967.86669921875,0.0,19553.89196166992,390,,,,,
21.0,29.12218475341797,81920,,,,,,,,,,,,,,,
,,81920,,,,,,,,,,,376.14173839,40,21.0,205,399
21.0,29.032058715820312,82944,0.30126953125,-0.0607658903580159,-5.0611003443598745,0.029626701,0.0003,0.2,13684.1416015625,0.0,23573.5709777832,400,,,,,
21.0,24.9856014251709,83968,,,,,,,,,,,,,,,
21.0,25.97793197631836,84992,0.2837890625,-0.05738925210898742,-5.0553391456604,0.027120216,0.0003,0.2,11671.423828125,-1.1920928955078125e-07,21735.624969482422,410,,,,,
21.0,30.724082946777344,86016,,,,,,,,,,,,,,,
21.0,27.083515167236328,87040,0.319189453125,-0.05319409265648574,-5.056591214239598,0.030696753,0.0003,0.2,12189.34765625,0.0,20014.12651977539,420,,,,,
21.0,29.57030487060547,88064,,,,,,,,,,,,,,,
21.0,27.494901657104492,89088,0.279443359375,-0.06008974520955235,-5.054725404083729,0.027452324,0.0003,0.2,11587.7685546875,5.960464477539063e-08,20566.551193237305,430,,,,,
21.0,25.43366241455078,90112,,,,,,,,,,,,,,,
21.0,24.086679458618164,91136,0.32080078125,-0.0618252880347427,-5.064928142726421,0.032845385,0.0003,0.2,10486.3798828125,-1.1920928955078125e-07,19775.190679931642,440,,,,,
21.0,24.337060928344727,92160,,,,,,,,,,,,,,,
21.0,25.437232971191406,93184,0.298828125,-0.06286625580396503,-5.064602549374103,0.030380066,0.0003,0.2,10950.876953125,0.0,23122.944677734376,450,,,,,
21.0,28.983478546142578,94208,,,,,,,,,,,,,,,
21.0,26.371131896972656,95232,0.281298828125,-0.058644680201541635,-5.060091398656368,0.028360162,0.0003,0.2,10458.2958984375,0.0,22756.232684326173,460,,,,,
21.0,28.25807762145996,96256,,,,,,,,,,,,,,,
21.0,22.684520721435547,97280,0.29052734375,-0.06017863831948489,-5.051747679710388,0.028197752,0.0003,0.2,10072.318359375,0.0,22051.85301208496,470,,,,,
21.0,23.949642181396484,98304,,,,,,,,,,,,,,,
21.0,29.043176651000977,99328,0.31669921875,-0.05720899177249521,-5.0537565246224405,0.033149026,0.0003,0.2,9534.509765625,0.0,20461.84386291504,480,,,,,
21.0,24.39199447631836,100352,,,,,,,,,,,,,,,
21.0,24.909048080444336,101376,0.289501953125,-0.05629097875789739,-5.0527279615402225,0.026885979,0.0003,0.2,9303.2685546875,0.0,20405.047302246094,490,,,,,
21.0,23.240245819091797,102400,,,,,,,,,,,,,,,
,,102400,,,,,,,,,,,366.32322453999996,50,21.0,256,399
21.0,28.295780181884766,103424,0.289697265625,-0.054812177590793,-5.0554824158549305,0.027650831,0.0003,0.2,8194.3779296875,0.0,20616.399481201173,500,,,,,
21.0,23.34522819519043,104448,,,,,,,,,,,,,,,
21.0,23.824874877929688,105472,0.30517578125,-0.05460200611269102,-5.052088616788387,0.030472744,0.0003,0.2,9729.17578125,0.0,19933.53088989258,510,,,,,
21.0,23.62027359008789,106496,,,,,,,,,,,,,,,
21.0,26.73621940612793,107520,0.290478515625,-0.05817304274532944,-5.049719834327698,0.027566968,0.0003,0.2,10594.7822265625,0.0,19606.913485717774,520,,,,,
21.0,25.717411041259766,108544,,,,,,,,,,,,,,,
21.0,23.497804641723633,109568,0.277685546875,-0.05936995501397178,-5.040216267108917,0.02658313,0.0003,0.2,10127.158203125,0.0,21767.67136230469,530,,,,,
21.0,20.366607666015625,110592,,,,,,,,,,,,,,,
21.0,27.50421142578125,111616,0.29052734375,-0.0586268714396283,-5.024902482330799,0.029175745,0.0003,0.2,10619.3173828125,5.960464477539063e-08,20056.71196899414,540,,,,,
21.0,21.74131202697754,112640,,,,,,,,,,,,,,,
21.0,24.258953094482422,113664,0.309716796875,-0.05553697459981777,-4.996045073866844,0.030229613,0.0003,0.2,8195.1904296875,0.0,18241.56056213379,550,,,,,
21.0,28.42273712158203,114688,,,,,,,,,,,,,,,
21.0,22.273216247558594,115712,0.291357421875,-0.05436489719431847,-4.964740870893001,0.028664503,0.0003,0.2,9773.75,0.0,20675.320321655272,560,,,,,
21.0,28.61944580078125,116736,,,,,,,,,,,,,,,
21.0,26.144702911376953,117760,0.29873046875,-0.05907537723542191,-4.932814082503318,0.030440819,0.0003,0.2,8162.88623046875,-1.1920928955078125e-07,19396.88699645996,570,,,,,
21.0,24.501113891601562,118784,,,,,,,,,,,,,,,
21.0,23.341693878173828,119808,0.333251953125,-0.050220388581510636,-4.927949909865856,0.03238555,0.0003,0.2,4185.57275390625,0.0,14571.250228881836,580,,,,,
21.0,25.112709045410156,120832,,,,,,,,,,,,,,,
21.0,33.209320068359375,121856,0.297607421875,-0.053557348146568984,-4.923131112754345,0.02923997,0.0003,0.2,9199.7041015625,5.960464477539063e-08,17756.514553833007,590,,,,,
21.0,27.207002639770508,122880,,,,,,,,,,,,,,,
,,122880,,,,,,,,,,,388.71321252,60,21.0,307,399
21.0,27.925926208496094,123904,0.295703125,-0.05740186818875372,-4.915783911943436,0.031013303,0.0003,0.2,10864.3876953125,0.0,21586.94200744629,600,,,,,
21.0,28.892545700073242,124928,,,,,,,,,,,,,,,
21.0,28.903635025024414,125952,0.339599609375,-0.055135911895195025,-4.899396371841431,0.034172386,0.0003,0.2,8605.74609375,0.0,17534.49090576172,610,,,,,
21.0,28.976211547851562,126976,,,,,,,,,,,,,,,
21.0,26.052444458007812,128000,0.292724609375,-0.0513382502773311,-4.887149561941624,0.028049007,0.0003,0.2,7687.8837890625,-1.1920928955078125e-07,19644.85315551758,620,,,,,
21.0,29.339141845703125,129024,,,,,,,,,,,,,,,
21.0,26.32125473022461,130048,0.3197265625,-0.05036161108291708,-4.890166327357292,0.033515967,0.0003,0.2,7544.97998046875,0.0,18419.706274414064,630,,,,,
21.0,26.504878997802734,131072,,,,,,,,,,,,,,,
21.0,29.156734466552734,132096,0.347509765625,-0.05285792742797639,-4.8676086336374285,0.0360524,0.0003,0.2,9596.966796875,0.0,19325.345584106446,640,,,,,
21.0,27.379608154296875,133120,,,,,,,,,,,,,,,
21.0,30.756277084350586,134144,0.339599609375,-0.053170569729991256,-4.842950910329819,0.036116876,0.0003,0.2,9188.95703125,0.0,18360.902517700197,650,,,,,
21.0,27.238021850585938,135168,,,,,,,,,,,,,,,
21.0,32.25543212890625,136192,0.31005859375,-0.05486086424207315,-4.828214046359062,0.032852042,0.0003,0.2,10483.1005859375,0.0,20125.385830688476,660,,,,,
21.0,29.728389739990234,137216,,,,,,,,,,,,,,,
21.0,29.921112060546875,138240,0.316796875,-0.052980420249514285,-4.804195532202721,0.032016672,0.0003,0.2,10933.263671875,0.0,21587.121670532226,670,,,,,
21.0,24.04254913330078,139264,,,,,,,,,,,,,,,
21.0,29.911998748779297,140288,0.340234375,-0.04779788248124532,-4.77131123393774,0.037598424,0.0003,0.2,9161.634765625,0.0,20970.74407043457,680,,,,,
21.0,32.95347595214844,141312,,,,,,,,,,,,,,,
21.0,24.69980239868164,142336,0.344091796875,-0.050050995359197256,-4.775399142503739,0.03425036,0.0003,0.2,9430.130859375,0.0,18564.822006225586,690,,,,,
21.0,23.69074821472168,143360,,,,,,,,,,,,,,,
,,143360,,,,,,,,,,,382.98073482,70,21.0,358,399
21.0,16.678016662597656,144384,0.33974609375,-0.05540013727732003,-4.776632463932037,0.03596044,0.0003,0.2,9452.162109375,0.0,20002.372314453125,700,,,,,
21.0,24.424631118774414,145408,,,,,,,,,,,,,,,
21.0,26.673828125,146432,0.302392578125,-0.04664373417035676,-4.749908897280693,0.032485444,0.0003,0.2,10589.2080078125,0.0,19908.28974304199,710,,,,,
21.0,32.21857833862305,147456,,,,,,,,,,,,,,,
21.0,29.24351692199707,148480,0.315478515625,-0.05476269528735429,-4.711599569022655,0.035877302,0.0003,0.2,11496.078125,0.0,19496.937634277343,720,,,,,
21.0,26.724834442138672,149504,,,,,,,,,,,,,,,
21.0,29.408740997314453,150528,0.330322265625,-0.05100723499490414,-4.6648746728897095,0.040486738,0.0003,0.2,7489.76904296875,0.0,18130.801000976564,730,,,,,
21.0,28.384315490722656,151552,,,,,,,,,,,,,,,
21.0,31.32091522216797,152576,0.364599609375,-0.05329908197745681,-4.655196137726307,0.041436985,0.0003,0.2,7567.96435546875,0.0,16360.178814697265,740,,,,,
21.0,26.71475601196289,153600,,,,,,,,,,,,,,,
21.0,27.291393280029297,154624,0.32666015625,-0.04626119553577155,-4.662922540307045,0.037046477,0.0003,0.2,8742.994140625,5.960464477539063e-08,16615.685116577148,750,,,,,
21.0,30.1590633392334,155648,,,,,,,,,,,,,,,
21.0,31.8048038482666,156672,0.3193359375,-0.05184986122767441,-4.66678022146225,0.036962472,0.0003,0.2,8290.98828125,0.0,19566.44482116699,760,,,,,
21.0,22.480422973632812,157696,,,,,,,,,,,,,,,
21.0,26.79916000366211,158720,0.323046875,-0.049368148038047364,-4.654768961668014,0.035779327,0.0003,0.2,6526.33837890625,0.0,15746.150433349609,770,,,,,
21.0,33.778621673583984,159744,,,,,,,,,,,,,,,
21.0,26.14634132385254,160768,0.294677734375,-0.04343444650294259,-4.630108062922955,0.034879968,0.0003,0.2,8816.55078125,-1.1920928955078125e-07,17843.22216491699,780,,,,,
21.0,30.57424545288086,161792,,,,,,,,,,,,,,,
21.0,30.682897567749023,162816,0.3439453125,-0.04156105633301195,-4.58137147128582,0.038528427,0.0003,0.2,9142.3916015625,0.0,18077.325524902342,790,,,,,
21.0,34.75835418701172,163840,,,,,,,,,,,,,,,
,,163840,,,,,,,,,,,403.57526179000007,80,21.0,410,399
21.0,27.248210906982422,164864,0.300634765625,-0.050957942579407244,-4.508074273169041,0.036795694,0.0003,0.2,9409.0244140625,-1.1920928955078125e-07,21180.693060302736,800,,,,,
21.0,29.037988662719727,165888,,,,,,,,,,,,,,,
21.0,28.942760467529297,166912,0.3197265625,-0.039483594310877376,-4.48270280957222,0.038480543,0.0003,0.2,8568.9052734375,0.0,15058.270880126953,810,,,,,
21.0,26.603763580322266,167936,,,,,,,,,,,,,,,
21.0,30.75589370727539,168960,0.36630859375,-0.04348579858196899,-4.4690441086888315,0.041725766,0.0003,0.2,7467.29638671875,0.0,15339.049987792969,820,,,,,
21.0,33.4699821472168,169984,,,,,,,,,,,,,,,
21.0,31.4736328125,171008,0.324365234375,-0.04358031075680628,-4.44766062349081,0.03735072,0.0003,0.2,11994.4013671875,0.0,24822.071240234374,830,,,,,
21.0,34.08128356933594,172032,,,,,,,,,,,,,,,
21.0,31.477069854736328,173056,0.341552734375,-0.03844094728992786,-4.432545092701912,0.04068744,0.0003,0.2,9320.65625,0.0,17526.4790435791,840,,,,,
21.0,33.78857421875,174080,,,,,,,,,,,,,,,
21.0,28.382476806640625,175104,0.327783203125,-0.03591118070180528,-4.3897753924131395,0.040511165,0.0003,0.2,10621.9052734375,5.960464477539063e-08,18402.755969238282,850,,,,,
21.0,30.81425666809082,176128,,,,,,,,,,,,,,,
21.0,26.191287994384766,177152,0.364453125,-0.04355065513809677,-4.373980060219765,0.04786734,0.0003,0.2,8649.2080078125,0.0,18557.202206420898,860,,,,,
21.0,32.549591064453125,178176,,,,,,,,,,,,,,,
21.0,30.772029876708984,179200,0.3365234375,-0.046927816973766315,-4.354399448633194,0.044816162,0.0003,0.2,9733.7392578125,-1.1920928955078125e-07,18070.03137817383,870,,,,,
21.0,28.086427688598633,180224,,,,,,,,,,,,,,,
21.0,33.01493835449219,181248,0.341259765625,-0.040152076285448854,-4.351435863971711,0.041629553,0.0003,0.2,8778.2001953125,5.960464477539063e-08,16685.651904296876,880,,,,,
21.0,31.125839233398438,182272,,,,,,,,,,,,,,,
21.0,29.740489959716797,183296,0.327685546875,-0.041183766661561094,-4.2901948422193525,0.04391107,0.0003,0.2,9763.8310546875,0.0,21661.399853515624,890,,,,,
21.0,33.86277770996094,184320,,,,,,,,,,,,,,,
,,184320,,,,,,,,,,,372.7483741,90,21.0,461,399
21.0,31.582786560058594,185344,0.389453125,-0.034393891856598205,-4.243155270814896,0.053117324,0.0003,0.2,6697.08203125,0.0,16538.99301147461,900,,,,,
21.0,19.974533081054688,186368,,,,,,,,,,,,,,,
21.0,33.205299377441406,187392,0.317138671875,-0.036744602158432824,-4.23445895910263,0.03973658,0.0003,0.2,9965.30859375,0.0,20482.16630859375,910,,,,,
21.0,28.82936668395996,188416,,,,,,,,,,,,,,,
21.0,29.95005989074707,189440,0.307373046875,-0.0429047710087616,-4.207440879940987,0.03802233,0.0003,0.2,11884.6279296875,0.0,22711.587536621093,920,,,,,
21.0,30.25596809387207,190464,,,,,,,,,,,,,,,
21.0,27.768157958984375,191488,0.3314453125,-0.0442894594889367,-4.189305900037288,0.041951567,0.0003,0.2,7407.5478515625,0.0,16737.341244506835,930,,,,,
21.0,25.092891693115234,192512,,,,,,,,,,,,,,,
21.0,28.356815338134766,193536,0.331201171875,-0.045731177588459106,-4.1761091008782385,0.038676642,0.0003,0.2,8646.3486328125,-1.1920928955078125e-07,18156.43066711426,940,,,,,
21.0,28.01077651977539,194560,,,,,,,,,,,,,,,
21.0,28.482601165771484,195584,0.3357421875,-0.0351119191152975,-4.175250975787639,0.04072706,0.0003,0.2,12939.140625,0.0,23904.743978881837,950,,,,,
21.0,32.28535079956055,196608,,,,,,,,,,,,,,,
21.0,29.399112701416016,197632,0.328125,-0.038978236149705484,-4.206438203155995,0.036475882,0.0003,0.2,7588.88134765625,0.0,14959.571768188476,960,,,,,
21.0,37.45960998535156,198656,,,,,,,,,,,,,,,
21.0,36.27983093261719,199680,0.315869140625,-0.030272558391152414,-4.195147521793842,0.033330094,0.0003,0.2,5489.3154296875,0.0,12890.575659179687,970,,,,,
21.0,30.13974380493164,200704,,,,,,,,,,,,,,,
21.0,25.306949615478516,201728,0.309033203125,-0.033910803194157776,-4.1658151894807816,0.03327207,0.0003,0.2,9226.6396484375,0.0,18349.370529174805,980,,,,,
21.0,28.35635757446289,202752,,,,,,,,,,,,,,,
21.0,21.033855438232422,203776,0.2884765625,-0.0373218443011865,-4.156252934038639,0.032553032,0.0003,0.2,8389.833984375,0.0,19237.64613952637,990,,,,,
21.0,27.10340118408203,204800,,,,,,,,,,,,,,,
,,204800,,,,,,,,,,,345.3685027700001,100,21.0,512,399
21.0,35.01981735229492,205824,0.313330078125,-0.03682446504535619,-4.124856948852539,0.032104574,0.0003,0.2,6035.376953125,0.0,12299.864349365234,1000,,,,,
21.0,29.359149932861328,206848,,,,,,,,,,,,,,,
21.0,21.42266082763672,207872,0.322802734375,-0.04122620252892375,-4.122236986458302,0.03740839,0.0003,0.2,8830.4365234375,0.0,18870.08319091797,1010,,,,,
21.0,27.543415069580078,208896,,,,,,,,,,,,,,,
21.0,29.190288543701172,209920,0.3125,-0.03965441977779847,-4.120507870614529,0.03661796,0.0003,0.2,9182.7216796875,0.0,17904.34639892578,1020,,,,,
21.0,33.05942916870117,210944,,,,,,,,,,,,,,,
21.0,31.74596405029297,211968,0.30458984375,-0.048152262018993496,-4.0690854921936985,0.0374042,0.0003,0.2,9245.119140625,5.960464477539063e-08,18823.13281555176,1030,,,,,
21.0,26.720600128173828,212992,,,,,,,,,,,,,,,
21.0,21.874141693115234,214016,0.24873046875,-0.038373073999537155,-4.030136688053608,0.027263554,0.0003,0.2,8962.1865234375,0.0,18398.58412780762,1040,,,,,
21.0,31.999629974365234,215040,,,,,,,,,,,,,,,
21.0,36.09062194824219,216064,0.312060546875,-0.040338821137265765,-4.017213852703572,0.03587286,0.0003,0.2,10528.6533203125,-1.1920928955078125e-07,22716.56901245117,1050,,,,,
21.0,35.36124801635742,217088,,,,,,,,,,,,,,,
21.0,27.638669967651367,218112,0.359521484375,-0.03683582062076311,-3.9977757044136526,0.043825954,0.0003,0.2,7231.4169921875,0.0,15880.417346191407,1060,,,,,
21.0,31.299793243408203,219136,,,,,,,,,,,,,,,
21.0,28.157283782958984,220160,0.329443359375,-0.039262504846556114,-3.971903774142265,0.035775334,0.0003,0.2,9246.9501953125,0.0,16630.248693847658,1070,,,,,
21.0,25.187101364135742,221184,,,,,,,,,,,,,,,
21.0,30.990142822265625,222208,0.30849609375,-0.02867543655447662,-3.965412615984678,0.035250552,0.0003,0.2,8874.1865234375,0.0,17643.17415161133,1080,,,,,
21.0,28.121097564697266,223232,,,,,,,,,,,,,,,
21.0,33.31781005859375,224256,0.308984375,-0.036913994178758,-3.9813269175589086,0.038609583,0.0003,0.2,10011.4150390625,0.0,20130.061514282228,1090,,,,,
21.0,34.72523498535156,225280,,,,,,,,,,,,,,,
,,225280,,,,,,,,,,,409.37251394000015,110,21.0,566,397
21.0,27.74541473388672,226304,0.293701171875,-0.027472895188839174,-3.9800350323319433,0.034424882,0.0003,0.2,9189.6640625,0.0,18133.504644775392,1100,,,,,
21.0,25.280120849609375,227328,,,,,,,,,,,,,,,
21.0,31.200529098510742,228352,0.2771484375,-0.03683122883085162,-3.971942337602377,0.033483874,0.0003,0.2,8044.97509765625,0.0,16927.990493774414,1110,,,,,
21.0,33.516029357910156,229376,,,,,,,,,,,,,,,
21.0,31.770103454589844,230400,0.35283203125,-0.030608389669214375,-3.929570499062538,0.043577332,0.0003,0.2,7214.9130859375,5.960464477539063e-08,17088.83198852539,1120,,,,,
21.0,29.021821975708008,231424,,,,,,,,,,,,,,,
21.0,27.106813430786133,232448,0.30732421875,-0.026441354976850562,-3.8939549773931503,0.03866079,0.0003,0.2,11151.4970703125,0.0,19438.80373840332,1130,,,,,
21.0,26.31509017944336,233472,,,,,,,,,,,,,,,
21.0,30.130826950073242,234496,0.331640625,-0.02793785259273136,-3.844287432730198,0.039071836,0.0003,0.2,7633.708984375,0.0,14885.1849609375,1140,,,,,
21.0,34.16545104980469,235520,,,,,,,,,,,,,,,
21.0,20.120811462402344,236544,0.3302734375,-0.035312508678180164,-3.848805034160614,0.03876684,0.0003,0.2,9164.44921875,0.0,18799.228778076173,1150,,,,,
21.0,28.243038177490234,237568,,,,,,,,,,,,,,,
21.0,27.72719955444336,238592,0.3248046875,-0.026162177740479818,-3.8901095502078533,0.03410285,0.0003,0.2,8457.2607421875,0.0,15852.806170654298,1160,,,,,
21.0,31.178449630737305,239616,,,,,,,,,,,,,,,
21.0,30.909000396728516,240640,0.2986328125,-0.03239876837469637,-3.89979792162776,0.034342308,0.0003,0.2,6205.17529296875,0.0,15965.437622070312,1170,,,,,
21.0,27.024269104003906,241664,,,,,,,,,,,,,,,
21.0,26.550310134887695,242688,0.319091796875,-0.03631445988576161,-3.902765200287104,0.036666207,0.0003,0.2,7045.68701171875,0.0,16569.125909423827,1180,,,,,
21.0,27.25925064086914,243712,,,,,,,,,,,,,,,
21.0,31.37548828125,244736,0.30498046875,-0.03714875380101148,-3.8829584620893,0.032037437,0.0003,0.2,9911.798828125,0.0,19253.98714904785,1190,,,,,
21.0,36.14866638183594,245760,,,,,,,,,,,,,,,
,,245760,,,,,,,,,,,413.9719688800001,120,21.0,621,395
21.0,29.301921844482422,246784,0.30224609375,-0.029476225312100722,-3.8638433650135995,0.03642142,0.0003,0.2,9416.185546875,5.960464477539063e-08,17171.294454956056,1200,,,,,
21.0,23.221649169921875,247808,,,,,,,,,,,,,,,
21.0,24.17727279663086,248832,0.34833984375,-0.03755653304979205,-3.8699521489441393,0.041401148,0.0003,0.2,10010.69921875,0.0,17829.137643432616,1210,,,,,
21.0,26.10831069946289,249856,,,,,,,,,,,,,,,
21.0,35.915382385253906,250880,0.335693359375,-0.034744066279381515,-3.8614239312708376,0.038962223,0.0003,0.2,5432.20361328125,-1.1920928955078125e-07,13000.268841552734,1220,,,,,
21.0,30.94939613342285,251904,,,,,,,,,,,,,,,
21.0,34.51166534423828,252928,0.359130859375,-0.023882087861420587,-3.8558041915297507,0.04644361,0.0003,0.2,8043.923828125,0.0,14321.76629333496,1230,,,,,
21.0,36.72241973876953,253952,,,,,,,,,,,,,,,
21.0,27.354873657226562,254976,0.34541015625,-0.0271990725203068,-3.8756001189351084,0.043061737,0.0003,0.2,5512.10400390625,1.1920928955078125e-07,13264.011932373047,1240,,,,,
21.0,35.50263214111328,256000,,,,,,,,,,,,,,,
21.0,27.007701873779297,257024,0.32958984375,-0.030720116874726956,-3.8522855564951897,0.040587183,0.0003,0.2,9802.349609375,0.0,19177.986224365235,1250,,,,,
21.0,32.52341079711914,258048,,,,,,,,,,,,,,,
21.0,35.00140380859375,259072,0.324365234375,-0.028518440933839883,-3.815783893316984,0.037699543,0.0003,0.2,9589.4404296875,0.0,16939.99687805176,1260,,,,,
21.0,29.865123748779297,260096,,,,,,,,,,,,,,,
21.0,25.84105682373047,261120,0.332373046875,-0.028939211316173895,-3.805939168483019,0.03941125,0.0003,0.2,7614.23779296875,0.0,17281.32454223633,1270,,,,,
21.0,26.92056655883789,262144,,,,,,,,,,,,,,,
21.0,32.87718963623047,263168,0.34111328125,-0.024068078309937846,-3.8282071352005005,0.04133756,0.0003,0.2,6052.130859375,0.0,14711.851095581054,1280,,,,,
21.0,34.65375518798828,264192,,,,,,,,,,,,,,,
21.0,24.437889099121094,265216,0.326806640625,-0.0249800129851792,-3.806089612096548,0.04060996,0.0003,0.2,6946.67431640625,5.960464477539063e-08,15438.667465209961,1290,,,,,
21.0,25.866788864135742,266240,,,,,,,,,,,,,,,
,,266240,,,,,,,,,,,431.50188427999996,130,21.0,673,395
21.0,34.15072250366211,267264,0.3390625,-0.0356623812491307,-3.784594239294529,0.03867051,0.0003,0.2,9454.9921875,5.960464477539063e-08,18656.762896728516,1300,,,,,
21.0,29.382736206054688,268288,,,,,,,,,,,,,,,
21.0,29.889766693115234,269312,0.332861328125,-0.015197598437953274,-3.7795083932578564,0.04112853,0.0003,0.2,7221.31005859375,0.0,16575.47821044922,1310,,,,,
21.0,32.359195709228516,270336,,,,,,,,,,,,,,,
21.0,28.52806854248047,271360,0.316796875,-0.03380162429530174,-3.771986336261034,0.040240906,0.0003,0.2,8158.10546875,1.1920928955078125e-07,19194.35779724121,1320,,,,,
21.0,27.016620635986328,272384,,,,,,,,,,,,,,,
21.0,25.780487060546875,273408,0.32783203125,-0.03601111308380496,-3.7441173240542414,0.03677973,0.0003,0.2,7282.48876953125,5.960464477539063e-08,15355.776135253906,1330,,,,,
21.0,29.096269607543945,274432,,,,,,,,,,,,,,,
21.0,32.388389587402344,275456,0.31279296875,-0.019605211124871857,-3.7308613486588,0.0322574,0.0003,0.2,6358.33544921875,5.960464477539063e-08,13260.514669799804,1340,,,,,
21.0,37.08582305908203,276480,,,,,,,,,,,,,,,
21.0,38.15648651123047,277504,0.262548828125,-0.03705354730482213,-3.7383398242294787,0.0301803,0.0003,0.2,9778.5498046875,0.0,19238.448788452148,1350,,,,,
21.0,30.719799041748047,278528,,,,,,,,,,,,,,,
21.0,33.23670959472656,279552,0.276953125,-0.02992826133267954,-3.7220851235091685,0.03202731,0.0003,0.2,5995.0947265625,0.0,12303.281848144532,1360,,,,,
21.0,33.70169448852539,280576,,,,,,,,,,,,,,,
21.0,31.775146484375,281600,0.2248046875,-0.03721547763270792,-3.703928097337484,0.02585282,0.0003,0.2,8579.1025390625,0.0,17724.262768554687,1370,,,,,
21.0,38.55021286010742,282624,,,,,,,,,,,,,,,
21.0,36.785789489746094,283648,0.309765625,-0.02642478254128946,-3.7108559764921667,0.029729657,0.0003,0.2,5588.67138671875,0.0,13377.661944580079,1380,,,,,
21.0,33.0748291015625,284672,,,,,,,,,,,,,,,
21.0,31.298385620117188,285696,0.271337890625,-0.031334889243589716,-3.7254004657268522,0.03175109,0.0003,0.2,6052.64111328125,-1.1920928955078125e-07,13598.48989868164,1390,,,,,
21.0,29.364887237548828,286720,,,,,,,,,,,,,,,
,,286720,,,,,,,,,,,394.66934246,140,21.0,726,394
21.0,30.63528823852539,287744,0.315771484375,-0.027399435412371533,-3.7082351945340633,0.034823425,0.0003,0.2,5980.919921875,0.0,12712.913662719726,1400,,,,,
21.0,35.320960998535156,288768,,,,,,,,,,,,,,,
21.0,30.68271827697754,289792,0.285302734375,-0.021486134370206855,-3.7018085822463034,0.032261763,0.0003,0.2,6584.11279296875,-1.1920928955078125e-07,15502.117739868165,1410,,,,,
21.0,34.01885986328125,290816,,,,,,,,,,,,,,,
21.0,30.523361206054688,291840,0.28935546875,-0.0293611366127152,-3.696113399416208,0.033503138,0.0003,0.2,5265.5458984375,1.1920928955078125e-07,11387.679260253906,1420,,,,,
21.0,28.9899845123291,292864,,,,,,,,,,,,,,,
21.0,22.944255828857422,293888,0.284765625,-0.020666625698504505,-3.68806414604187,0.033163324,0.0003,0.2,5677.79150390625,0.0,11394.042625427246,1430,,,,,
21.0,26.842052459716797,294912,,,,,,,,,,,,,,,
21.0,32.592689514160156,295936,0.266943359375,-0.03003980912617408,-3.675087009370327,0.0303898,0.0003,0.2,6877.61328125,0.0,15460.51570739746,1440,,,,,
21.0,32.035240173339844,296960,,,,,,,,,,,,,,,
21.0,30.831012725830078,297984,0.2369140625,-0.033967801163089464,-3.6659951195120812,0.024586644,0.0003,0.2,5618.68798828125,5.960464477539063e-08,14777.575512695312,1450,,,,,
21.0,28.351863861083984,299008,,,,,,,,,,,,,,,
21.0,35.402713775634766,300032,0.296923828125,-0.012168653184198774,-3.673023247718811,0.0321626,0.0003,0.2,4291.31640625,0.0,9996.802265930175,1460,,,,,
21.0,28.36078453063965,301056,,,,,,,,,,,,,,,
