time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/learning_rate,train/value_loss,train/clip_range,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/clip_fraction,train/loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps
1024,15.016410827636719,12.0,,,,,,,,,,,,,,,
2048,11.613886833190918,12.0,,,,,,,,,,,,,,,
3072,14.045408248901367,12.0,0.0003,27.49266622066498,0.2,-3.9000165820121766,0.07952679,-0.0605182740080636,10,0.477197265625,16.044340133666992,-0.0044165849685668945,,,,,
4096,12.711650848388672,12.0,,,,,,,,,,,,,,,
5120,13.631644248962402,12.0,0.0003,30.014600104093553,0.2,-3.8851034335792063,0.06906336,-0.05244151799779502,20,0.456689453125,17.579975128173828,0.023967087268829346,,,,,
6144,16.582544326782227,12.0,,,,,,,,,,,,,,,
7168,14.19261360168457,12.0,0.0003,31.638268160820008,0.2,-3.873439259827137,0.07050733,-0.05211516471463255,30,0.447998046875,12.650744438171387,0.006980180740356445,,,,,
8192,13.244140625,12.0,,,,,,,,,,,,,,,
9216,14.448150634765625,12.0,0.0003,30.06806479692459,0.2,-3.8606554210186004,0.07072166,-0.05051189193618484,40,0.442529296875,15.735841751098633,-0.00028896331787109375,,,,,
10240,13.612826347351074,12.0,,,,,,,,,,,,,,,
11264,11.013097763061523,12.0,0.0003,30.219646027684213,0.2,-3.8256445050239565,0.06945747,-0.051085432851687075,50,0.436181640625,13.448029518127441,-8.320808410644531e-05,,,,,
12288,14.799087524414062,12.0,,,,,,,,,,,,,,,
13312,15.143230438232422,12.0,0.0003,27.727933037281037,0.2,-3.809854032099247,0.0739183,-0.054814273805823176,60,0.45244140625,13.886253356933594,-6.29425048828125e-05,,,,,
14336,12.27113151550293,12.0,,,,,,,,,,,,,,,
15360,11.812383651733398,12.0,0.0003,26.049908596277238,0.2,-3.794765227288008,0.065586545,-0.04649815916782245,70,0.403955078125,12.071595191955566,-2.8371810913085938e-05,,,,,
16384,14.248739242553711,12.0,,,,,,,,,,,,,,,
17408,14.42723560333252,12.0,0.0003,28.374868953227995,0.2,-3.759713442623615,0.060667668,-0.048956203329726125,80,0.42080078125,12.815260887145996,-2.2530555725097656e-05,,,,,
18432,17.606929779052734,12.0,,,,,,,,,,,,,,,
19456,15.93777847290039,12.0,0.0003,26.857996821403503,0.2,-3.7320808336138724,0.06852795,-0.048631892207777125,90,0.4146484375,12.73779010772705,-2.0623207092285156e-05,,,,,
20480,18.022457122802734,12.0,,,,,,,,,,,,,,,
20480,,,,,,,,,,,,,15.50578045,12.0,10,18,1119
21504,14.49315071105957,12.0,0.0003,29.356351411342622,0.2,-3.7045404516160487,0.06760919,-0.04815355893224478,100,0.4150390625,16.92796516418457,-8.463859558105469e-06,,,,,
22528,13.696738243103027,12.0,,,,,,,,,,,,,,,
23552,11.888957977294922,12.0,0.0003,26.16307745873928,0.2,-3.6921360164880754,0.0675939,-0.042838868824765085,110,0.3908203125,9.384968757629395,-3.337860107421875e-06,,,,,
24576,17.62386131286621,12.0,,,,,,,,,,,,,,,
25600,16.122682571411133,12.0,0.0003,27.194636619091035,0.2,-3.6742546230554582,0.07895179,-0.04750538666266948,120,0.398583984375,11.205443382263184,-6.318092346191406e-06,,,,,
26624,15.685089111328125,12.0,,,,,,,,,,,,,,,
27648,16.339962005615234,12.0,0.0003,23.7341293156147,0.2,-3.6538762278854846,0.08323445,-0.05216124120634049,130,0.4087890625,12.084592819213867,-4.649162292480469e-06,,,,,
28672,17.2203311920166,12.0,,,,,,,,,,,,,,,
29696,14.580547332763672,12.0,0.0003,24.21962553560734,0.2,-3.616658742725849,0.0792947,-0.04596979736816138,140,0.3939453125,11.112480163574219,-1.1920928955078125e-07,,,,,
30720,16.67255210876465,12.0,,,,,,,,,,,,,,,
31744,14.49727725982666,12.0,0.0003,26.578536224365234,0.2,-3.5750718213617803,0.08438593,-0.04335241051157936,150,0.384716796875,13.816048622131348,-7.152557373046875e-07,,,,,
32768,13.099218368530273,12.0,,,,,,,,,,,,,,,
33792,16.495426177978516,12.0,0.0003,24.13900744318962,0.2,-3.5245478473603726,0.07866292,-0.04509785703558009,160,0.395556640625,8.874603271484375,-3.5762786865234375e-06,,,,,
34816,15.786214828491211,12.0,,,,,,,,,,,,,,,
