time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/entropy_loss,train/loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/explained_variance,train/value_loss,train/clip_fraction,train/learning_rate,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean
80896,180.0,46.39431381225586,-3.6823537424206734,18.643142700195312,0.2,-0.05002538505359553,0.033652246,390,0.0,43.26161805391312,0.5703125,0.0003,,,,,
81920,180.0,46.39852523803711,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,316,258,40,38.60872036999999,180.0
82944,180.0,47.669559478759766,-3.62253315448761,19.966459274291992,0.2,-0.04721857903932687,0.033486143,400,0.0,47.003705862164495,0.590234375,0.0003,,,,,
83968,180.0,51.8919792175293,,,,,,,,,,,,,,,
84992,180.0,50.37527084350586,-3.5217842660844325,20.560285568237305,0.2,-0.048540600790875035,0.03400471,410,0.0,39.0717975795269,0.584423828125,0.0003,,,,,
86016,180.0,53.04997253417969,,,,,,,,,,,,,,,
87040,180.0,52.29177474975586,-3.434031718224287,20.096237182617188,0.2,-0.04888896733755246,0.04131867,420,0.0,44.69897657632828,0.65498046875,0.0003,,,,,
88064,180.0,55.20051574707031,,,,,,,,,,,,,,,
89088,180.0,54.723609924316406,-3.454564717411995,30.659090042114258,0.2,-0.0458195282088127,0.02443967,430,0.0,50.87352816462517,0.56767578125,0.0003,,,,,
90112,180.0,55.55674743652344,,,,,,,,,,,,,,,
91136,180.0,56.962093353271484,-3.4669983804225923,20.58839225769043,0.2,-0.04673324096947908,0.027440125,440,0.0,44.9455819696188,0.483642578125,0.0003,,,,,
92160,180.0,56.55241394042969,,,,,,,,,,,,,,,
