eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/value_loss,train/n_updates,train/explained_variance,train/learning_rate,train/entropy_loss,train/approx_kl,train/clip_range,train/loss,train/clip_fraction,train/policy_gradient_loss,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed
27.0,310272,55.347434997558594,15.348240047693253,1510,-1.1920928955078125e-07,0.0003,-3.348485357314348,0.07242159,0.2,6.749444007873535,0.41640625,-0.01631544812989887,,,,,
27.0,311296,54.27764892578125,,,,,,,,,,,,,,,
27.0,312320,51.11835479736328,15.968318817019462,1520,5.960464477539063e-08,0.0003,-3.3363500252366065,0.067426555,0.2,6.267865180969238,0.4205078125,-0.03274082183779683,,,,,
27.0,313344,55.333587646484375,,,,,,,,,,,,,,,
27.0,314368,55.69465637207031,16.895142835378646,1530,0.0,0.0003,-3.3401291616261006,0.07069294,0.2,11.137185096740723,0.431787109375,-0.017767474107677116,,,,,
27.0,315392,51.20182800292969,,,,,,,,,,,,,,,
27.0,316416,53.67303466796875,15.271168524026871,1540,0.0,0.0003,-3.3481468603014948,0.07335904,0.2,5.532411575317383,0.46875,-0.03439393185835797,,,,,
27.0,317440,56.59484100341797,,,,,,,,,,,,,,,
27.0,318464,54.81504821777344,16.438028973340987,1550,0.0,0.0003,-3.356121589243412,0.07468559,0.2,8.052716255187988,0.45205078125,-0.037604970354004764,,,,,
27.0,319488,55.5267448425293,,,,,,,,,,,,,,,
27.0,320512,55.56297302246094,18.24691505432129,1560,0.0,0.0003,-3.3488722808659075,0.07007435,0.2,8.975448608398438,0.44873046875,-0.024172471498604863,,,,,
27.0,321536,56.9163818359375,,,,,,,,,,,,,,,
27.0,322560,55.03934097290039,17.398775389790536,1570,0.0,0.0003,-3.355984714627266,0.069049515,0.2,11.092789649963379,0.447412109375,-0.02926793639198877,,,,,
27.0,323584,56.89405822753906,,,,,,,,,,,,,,,
27.0,324608,50.25080871582031,16.968787491321564,1580,0.0,0.0003,-3.354618473351002,0.070380524,0.2,8.397554397583008,0.44658203125,-0.019159719222807327,,,,,
27.0,325632,55.177574157714844,,,,,,,,,,,,,,,
27.0,326656,56.65107727050781,16.498858839273453,1590,0.0,0.0003,-3.356574597209692,0.06167015,0.2,8.252989768981934,0.419091796875,-0.027880327955062966,,,,,
27.0,327680,55.615943908691406,,,,,,,,,,,,,,,
,327680,,,,,,,,,,,,160,255,27.0,59.47242396000001,1284
27.0,328704,56.14078903198242,16.589391565322877,1600,1.1920928955078125e-07,0.0003,-3.3651550851762293,0.06378942,0.2,9.607939720153809,0.43330078125,-0.03381488914892543,,,,,
27.0,329728,52.937191009521484,,,,,,,,,,,,,,,
27.0,330752,54.995033264160156,15.162032413482667,1610,0.0,0.0003,-3.3657677665352823,0.0635033,0.2,6.107842922210693,0.426123046875,-0.03288382664031815,,,,,
27.0,331776,54.159820556640625,,,,,,,,,,,,,,,
27.0,332800,56.842140197753906,15.93240636587143,1620,0.0,0.0003,-3.3612424142658712,0.07744392,0.2,9.30667781829834,0.456201171875,-0.036099145424668674,,,,,
27.0,333824,54.089473724365234,,,,,,,,,,,,,,,
27.0,334848,56.363494873046875,17.156539702415465,1630,-1.1920928955078125e-07,0.0003,-3.3515134140849114,0.08026782,0.2,5.099477767944336,0.447607421875,-0.02578381850325968,,,,,
27.0,335872,54.64780807495117,,,,,,,,,,,,,,,
27.0,336896,57.967689514160156,17.523229578137396,1640,0.0,0.0003,-3.3621510572731497,0.07448855,0.2,10.39821720123291,0.454736328125,-0.026351198882912284,,,,,
27.0,337920,54.489341735839844,,,,,,,,,,,,,,,
27.0,338944,55.36381530761719,17.123058342933653,1650,0.0,0.0003,-3.357434669882059,0.0681664,0.2,8.919963836669922,0.44033203125,-0.03221118810179178,,,,,
27.0,339968,56.456871032714844,,,,,,,,,,,,,,,
27.0,340992,56.71920394897461,14.503720435500146,1660,0.0,0.0003,-3.3687873974442484,0.061352607,0.2,8.788683891296387,0.3970703125,-0.02168848993605934,,,,,
27.0,342016,56.74657440185547,,,,,,,,,,,,,,,
27.0,343040,58.932098388671875,14.40431738048792,1670,-1.1920928955078125e-07,0.0003,-3.365037925541401,0.06942826,0.2,9.412395477294922,0.45830078125,-0.02859344008611515,,,,,
27.0,344064,57.60792922973633,,,,,,,,,,,,,,,
27.0,345088,57.37118911743164,16.07251132428646,1680,0.0,0.0003,-3.358899597078562,0.06585919,0.2,10.720629692077637,0.440625,-0.02452796639990993,,,,,
27.0,346112,52.69011306762695,,,,,,,,,,,,,,,
27.0,347136,54.08540344238281,16.8691418081522,1690,1.1920928955078125e-07,0.0003,-3.358061468601227,0.075041234,0.2,5.502795696258545,0.442724609375,-0.0351509172556689,,,,,
27.0,348160,57.194984436035156,,,,,,,,,,,,,,,
,348160,,,,,,,,,,,,170,255,27.0,60.51435644,1365
27.0,349184,53.86590576171875,16.78327950835228,1700,-1.1920928955078125e-07,0.0003,-3.358974978327751,0.07520334,0.2,11.367692947387695,0.4388671875,-0.030663575408107137,,,,,
27.0,350208,56.992027282714844,,,,,,,,,,,,,,,
27.0,351232,55.6402587890625,15.9263228982687,1710,-1.1920928955078125e-07,0.0003,-3.349725315719843,0.07154469,0.2,5.994915962219238,0.439013671875,-0.03373095936985919,,,,,
27.0,352256,53.780174255371094,,,,,,,,,,,,,,,
27.0,353280,53.30049133300781,17.51231598854065,1720,0.0,0.0003,-3.3539005517959595,0.07568459,0.2,10.22498607635498,0.47412109375,-0.022830194153357297,,,,,
27.0,354304,53.466609954833984,,,,,,,,,,,,,,,
27.0,355328,58.076377868652344,16.42780178785324,1730,0.0,0.0003,-3.354102648794651,0.07050776,0.2,9.543296813964844,0.42568359375,-0.023759181422065012,,,,,
27.0,356352,53.3210563659668,,,,,,,,,,,,,,,
27.0,357376,55.34358215332031,15.44388319849968,1740,0.0,0.0003,-3.3398300394415856,0.06565994,0.2,6.891272068023682,0.46044921875,-0.03720162885729224,,,,,
27.0,358400,54.97728729248047,,,,,,,,,,,,,,,
27.0,359424,53.63236618041992,15.589127409458161,1750,0.0,0.0003,-3.3361932449042797,0.07875608,0.2,7.497951030731201,0.469140625,-0.02875397856696509,,,,,
27.0,360448,56.367530822753906,,,,,,,,,,,,,,,
27.0,361472,55.85658645629883,15.244554924964905,1760,0.0,0.0003,-3.3403903476893904,0.07556565,0.2,7.190914630889893,0.43623046875,-0.02978851825464517,,,,,
27.0,362496,51.92771530151367,,,,,,,,,,,,,,,
27.0,363520,53.77791213989258,16.576495814323426,1770,0.0,0.0003,-3.344245594739914,0.07028857,0.2,7.959271430969238,0.4583984375,-0.029761506879003717,,,,,
27.0,364544,55.74464416503906,,,,,,,,,,,,,,,
27.0,365568,52.65533447265625,15.344613975286483,1780,0.0,0.0003,-3.3433609806001185,0.080661476,0.2,7.578324317932129,0.46767578125,-0.02866031125013251,,,,,
27.0,366592,56.354217529296875,,,,,,,,,,,,,,,
27.0,367616,55.68061065673828,16.492613220214842,1790,0.0,0.0003,-3.333091164380312,0.07680993,0.2,8.913753509521484,0.4298828125,-0.028581562130420936,,,,,
27.0,368640,57.73214340209961,,,,,,,,,,,,,,,
,368640,,,,,,,,,,,,180,255,27.0,58.81131200000001,1445
27.0,369664,55.697265625,14.526529222726822,1800,0.0,0.0003,-3.3153330966830254,0.08186148,0.2,8.420672416687012,0.45283203125,-0.014217446082329842,,,,,
27.0,370688,50.97063446044922,,,,,,,,,,,,,,,
27.0,371712,55.55971908569336,15.470304211974144,1810,5.960464477539063e-08,0.0003,-3.3279125183820724,0.081858344,0.2,6.867492198944092,0.482568359375,-0.010994338778255041,,,,,
27.0,372736,55.41999053955078,,,,,,,,,,,,,,,
27.0,373760,53.75969696044922,16.18157142996788,1820,0.0,0.0003,-3.3373330853879453,0.07602052,0.2,7.717905521392822,0.44619140625,-0.026913989502645563,,,,,
27.0,374784,54.09636688232422,,,,,,,,,,,,,,,
27.0,375808,52.72403335571289,16.290988171100615,1830,0.0,0.0003,-3.3267315842211245,0.0720061,0.2,6.669687747955322,0.446875,-0.03285839975724229,,,,,
27.0,376832,55.01661682128906,,,,,,,,,,,,,,,
27.0,377856,54.21903610229492,16.145347848534584,1840,1.1920928955078125e-07,0.0003,-3.3273885399103165,0.07270166,0.2,5.934587478637695,0.44814453125,-0.026634685932367574,,,,,
27.0,378880,54.64797592163086,,,,,,,,,,,,,,,
27.0,379904,55.824806213378906,15.593146842718124,1850,0.0,0.0003,-3.338914914429188,0.062963784,0.2,8.031342506408691,0.42158203125,-0.022036903144908138,,,,,
27.0,380928,52.752628326416016,,,,,,,,,,,,,,,
27.0,381952,55.171363830566406,16.10084058344364,1860,0.0,0.0003,-3.344040193408728,0.06931734,0.2,7.856620788574219,0.455029296875,-0.0325921832525637,,,,,
27.0,382976,52.9468994140625,,,,,,,,,,,,,,,
27.0,384000,57.15984344482422,15.408010205626487,1870,0.0,0.0003,-3.3412408724427225,0.07335282,0.2,8.484858512878418,0.431689453125,-0.022577858697331976,,,,,
27.0,385024,60.4476203918457,,,,,,,,,,,,,,,
27.0,386048,54.91230773925781,15.471403530240059,1880,5.960464477539063e-08,0.0003,-3.3410327315330504,0.07677622,0.2,7.7185282707214355,0.411181640625,-0.023923111901967786,,,,,
27.0,387072,52.29113006591797,,,,,,,,,,,,,,,
27.0,388096,52.44413757324219,14.998379731178284,1890,-1.1920928955078125e-07,0.0003,-3.3330006554722784,0.08133195,0.2,8.999765396118164,0.4392578125,-0.01719991639838554,,,,,
27.0,389120,55.687076568603516,,,,,,,,,,,,,,,
,389120,,,,,,,,,,,,190,255,27.0,59.21252930000001,1525
27.0,390144,54.321533203125,17.4741943359375,1900,0.0,0.0003,-3.3450123563408853,0.07799975,0.2,8.57471752166748,0.4333984375,-0.022254989776411094,,,,,
27.0,391168,50.78105926513672,,,,,,,,,,,,,,,
27.0,392192,56.230987548828125,14.405488055944442,1910,5.960464477539063e-08,0.0003,-3.343946184962988,0.0712415,0.2,8.095623016357422,0.458544921875,-0.032431172991346104,,,,,
27.0,393216,55.7932243347168,,,,,,,,,,,,,,,
27.0,394240,56.72460174560547,15.783477535843849,1920,0.0,0.0003,-3.3532106310129164,0.06871125,0.2,7.732459545135498,0.469482421875,-0.03393513441551477,,,,,
27.0,395264,54.862674713134766,,,,,,,,,,,,,,,
27.0,396288,55.164913177490234,14.560014535486697,1930,-1.1920928955078125e-07,0.0003,-3.365900215506554,0.06345715,0.2,5.677893161773682,0.440478515625,-0.03189564849017188,,,,,
27.0,397312,54.50104522705078,,,,,,,,,,,,,,,
27.0,398336,59.11148452758789,14.828386479616166,1940,-1.1920928955078125e-07,0.0003,-3.3699609458446504,0.058052246,0.2,6.0900983810424805,0.41015625,-0.037100159941473976,,,,,
27.0,399360,53.727813720703125,,,,,,,,,,,,,,,
27.0,400384,52.36211395263672,14.122894784808159,1950,-1.1920928955078125e-07,0.0003,-3.3616504915058614,0.06004826,0.2,4.482467174530029,0.42470703125,-0.03885218759533018,,,,,
27.0,401408,55.308441162109375,,,,,,,,,,,,,,,
27.0,402432,58.780120849609375,14.748878359794617,1960,0.0,0.0003,-3.36175123155117,0.0583084,0.2,7.552521228790283,0.42666015625,-0.02571163303073263,,,,,
27.0,403456,56.8363037109375,,,,,,,,,,,,,,,
27.0,404480,53.89747619628906,14.552996990084647,1970,5.960464477539063e-08,0.0003,-3.366330324858427,0.072618306,0.2,6.187687397003174,0.442236328125,-0.03619659325049725,,,,,
27.0,405504,57.899261474609375,,,,,,,,,,,,,,,
27.0,406528,52.53532028198242,17.656373196840285,1980,0.0,0.0003,-3.35319124981761,0.0671311,0.2,9.104521751403809,0.427099609375,-0.019946396232990084,,,,,
27.0,407552,60.055755615234375,,,,,,,,,,,,,,,
27.0,408576,53.401161193847656,16.16094507575035,1990,0.0,0.0003,-3.3503333382308482,0.06374251,0.2,11.965433120727539,0.412353515625,-0.024234075087952077,,,,,
27.0,409600,50.40284729003906,,,,,,,,,,,,,,,
,409600,,,,,,,,,,,,200,255,27.0,59.041243650000006,1604
27.0,410624,58.717254638671875,15.775973817706108,2000,5.960464477539063e-08,0.0003,-3.36157004237175,0.052802555,0.2,7.253500938415527,0.38583984375,-0.02889821018616203,,,,,
27.0,411648,52.64708709716797,,,,,,,,,,,,,,,
27.0,412672,58.16228103637695,19.4165945738554,2010,-1.1920928955078125e-07,0.0003,-3.3576607391238213,0.061949983,0.2,8.131185531616211,0.36298828125,-0.012674697820330039,,,,,
27.0,413696,56.211463928222656,,,,,,,,,,,,,,,
27.0,414720,56.06993865966797,15.023193937540054,2020,-1.1920928955078125e-07,0.0003,-3.3608979478478433,0.058168955,0.2,7.185855388641357,0.42333984375,-0.030310501375060993,,,,,
27.0,415744,53.68413543701172,,,,,,,,,,,,,,,
27.0,416768,55.55628204345703,16.146360617876052,2030,0.0,0.0003,-3.3591740764677525,0.060449526,0.2,8.800031661987305,0.417919921875,-0.03217844118771609,,,,,
27.0,417792,55.80599594116211,,,,,,,,,,,,,,,
27.0,418816,54.260162353515625,15.930048301815987,2040,0.0,0.0003,-3.364685429632664,0.06767966,0.2,7.459853172302246,0.389111328125,-0.03242356548726093,,,,,
27.0,419840,54.227333068847656,,,,,,,,,,,,,,,
27.0,420864,52.852474212646484,16.400785574316977,2050,0.0,0.0003,-3.3552268825471403,0.069643244,0.2,7.809316158294678,0.458447265625,-0.028776657817070374,,,,,
27.0,421888,53.36479187011719,,,,,,,,,,,,,,,
27.0,422912,56.9207649230957,16.724310913681983,2060,2.384185791015625e-07,0.0003,-3.349223680049181,0.075512834,0.2,9.76501178741455,0.452099609375,-0.03227468178083655,,,,,
27.0,423936,51.300941467285156,,,,,,,,,,,,,,,
27.0,424960,53.437156677246094,15.990665367245674,2070,0.0,0.0003,-3.3359754934906958,0.08020146,0.2,6.668574333190918,0.447705078125,-0.032075528854329606,,,,,
27.0,425984,53.77898025512695,,,,,,,,,,,,,,,
27.0,427008,57.903053283691406,14.863568645715713,2080,5.960464477539063e-08,0.0003,-3.3391502238810062,0.0694255,0.2,6.623593330383301,0.427685546875,-0.021069307703874073,,,,,
27.0,428032,55.42411804199219,,,,,,,,,,,,,,,
27.0,429056,51.724769592285156,15.715439009666444,2090,0.0,0.0003,-3.337271124869585,0.06825806,0.2,6.214134216308594,0.417236328125,-0.01875629500427749,,,,,
27.0,430080,51.892112731933594,,,,,,,,,,,,,,,
,430080,,,,,,,,,,,,210,255,27.0,58.24763546000002,1681
27.0,431104,56.69449996948242,15.406359651684761,2100,0.0,0.0003,-3.3376774311065676,0.06454931,0.2,5.845815658569336,0.4455078125,-0.03341972147463821,,,,,
27.0,432128,55.705928802490234,,,,,,,,,,,,,,,
27.0,433152,53.565860748291016,17.524556443095207,2110,-2.384185791015625e-07,0.0003,-3.343929661810398,0.06717456,0.2,6.465851306915283,0.448583984375,-0.029943727083445993,,,,,
27.0,434176,53.58147048950195,,,,,,,,,,,,,,,
27.0,435200,56.843719482421875,15.012915131449699,2120,-1.1920928955078125e-07,0.0003,-3.333419233560562,0.07322675,0.2,7.5465569496154785,0.45556640625,-0.033267108935979194,,,,,
27.0,436224,55.7261962890625,,,,,,,,,,,,,,,
27.0,437248,54.06684494018555,16.57198334336281,2130,0.0,0.0003,-3.3393387466669084,0.065373965,0.2,8.709003448486328,0.43056640625,-0.035788134241010995,,,,,
27.0,438272,52.53568649291992,,,,,,,,,,,,,,,
27.0,439296,53.48870086669922,16.631033223867416,2140,0.0,0.0003,-3.3522468768060207,0.06590444,0.2,8.414602279663086,0.426318359375,-0.028289436420891434,,,,,
27.0,440320,52.139915466308594,,,,,,,,,,,,,,,
27.0,441344,55.78284454345703,15.793430027365684,2150,0.0,0.0003,-3.355784372240305,0.07027206,0.2,6.615383625030518,0.428662109375,-0.033530426898505536,,,,,
27.0,442368,54.015037536621094,,,,,,,,,,,,,,,
27.0,443392,53.80690002441406,13.730038784444332,2160,5.960464477539063e-08,0.0003,-3.3494159907102583,0.06875227,0.2,8.052783966064453,0.46181640625,-0.025277936934435273,,,,,
27.0,444416,56.27748489379883,,,,,,,,,,,,,,,
27.0,445440,54.82649230957031,18.183208030462264,2170,0.0,0.0003,-3.351161189377308,0.06953916,0.2,10.663948059082031,0.44208984375,-0.022679018718190492,,,,,
27.0,446464,52.121559143066406,,,,,,,,,,,,,,,
27.0,447488,51.798282623291016,15.085379958152771,2180,0.0,0.0003,-3.3585820429027082,0.06859412,0.2,7.4931840896606445,0.444189453125,-0.03794876820029458,,,,,
27.0,448512,56.32168960571289,,,,,,,,,,,,,,,
27.0,449536,55.39775848388672,15.389867290854454,2190,0.0,0.0003,-3.3352332927286623,0.06888817,0.2,6.194924354553223,0.452099609375,-0.024287898048351055,,,,,
27.0,450560,55.69266891479492,,,,,,,,,,,,,,,
,450560,,,,,,,,,,,,220,255,27.0,60.16000130000001,1760
27.0,451584,53.76812744140625,17.066473057866098,2200,1.1920928955078125e-07,0.0003,-3.3310869105160235,0.07420322,0.2,8.876904487609863,0.442333984375,-0.03485776559973601,,,,,
27.0,452608,56.24363708496094,,,,,,,,,,,,,,,
27.0,453632,55.50152587890625,16.87539853155613,2210,0.0,0.0003,-3.3311207592487335,0.07827705,0.2,9.559885025024414,0.44541015625,-0.025337486501666718,,,,,
27.0,454656,57.344608306884766,,,,,,,,,,,,,,,
27.0,455680,55.15736389160156,17.283125177025795,2220,0.0,0.0003,-3.3330350920557974,0.090161234,0.2,9.435760498046875,0.49091796875,-0.02025090988172451,,,,,
27.0,456704,51.31776428222656,,,,,,,,,,,,,,,
27.0,457728,49.49435043334961,16.716634088754653,2230,0.0,0.0003,-3.323421474546194,0.08096176,0.2,5.768430709838867,0.459912109375,-0.02922551989558997,,,,,
27.0,458752,57.99651336669922,,,,,,,,,,,,,,,
27.0,459776,55.303810119628906,14.786633458733558,2240,0.0,0.0003,-3.3331620424985884,0.06313844,0.2,8.547493934631348,0.442626953125,-0.029870850464794783,,,,,
27.0,460800,52.72172927856445,,,,,,,,,,,,,,,
27.0,461824,53.636444091796875,16.328542214632034,2250,0.0,0.0003,-3.357686049491167,0.059739895,0.2,8.85226821899414,0.412646484375,-0.024768902907089795,,,,,
27.0,462848,55.706016540527344,,,,,,,,,,,,,,,
27.0,463872,56.841575622558594,19.239452376961708,2260,0.0,0.0003,-3.3609121896326544,0.053382087,0.2,9.515485763549805,0.423876953125,-0.029992479109205307,,,,,
27.0,464896,56.186737060546875,,,,,,,,,,,,,,,
27.0,465920,54.6097297668457,16.638142377138138,2270,0.0,0.0003,-3.35667370185256,0.05197154,0.2,7.576019763946533,0.374951171875,-0.019250677355739754,,,,,
27.0,466944,53.92005157470703,,,,,,,,,,,,,,,
27.0,467968,55.93763732910156,14.650363564491272,2280,0.0,0.0003,-3.3550741337239742,0.061227508,0.2,7.404189586639404,0.415185546875,-0.03178952192829456,,,,,
27.0,468992,53.14310836791992,,,,,,,,,,,,,,,
27.0,470016,55.23897933959961,15.036246892809867,2290,0.0,0.0003,-3.3571994312107565,0.052150097,0.2,7.098942279815674,0.3916015625,-0.02745338788663503,,,,,
27.0,471040,55.01738739013672,,,,,,,,,,,,,,,
,471040,,,,,,,,,,,,230,256,27.0,59.08480647,1839
27.0,472064,55.02952575683594,14.76622913479805,2300,0.0,0.0003,-3.358104872703552,0.054945666,0.2,9.39720630645752,0.39892578125,-0.02390274316276191,,,,,
27.0,473088,54.000083923339844,,,,,,,,,,,,,,,
27.0,474112,55.35031509399414,14.054210209846497,2310,0.0,0.0003,-3.362079459428787,0.05643328,0.2,5.4590253829956055,0.43037109375,-0.029508480371441694,,,,,
27.0,475136,51.326595306396484,,,,,,,,,,,,,,,
27.0,476160,55.372344970703125,18.43418607413769,2320,1.1920928955078125e-07,0.0003,-3.363517067581415,0.058430508,0.2,8.879257202148438,0.411572265625,-0.02265409011160955,,,,,
27.0,477184,54.63221740722656,,,,,,,,,,,,,,,
27.0,478208,58.66041564941406,18.101178550720213,2330,0.0,0.0003,-3.3620268180966377,0.05012929,0.2,11.044087409973145,0.3705078125,-0.0168918321680394,,,,,
27.0,479232,52.493202209472656,,,,,,,,,,,,,,,
27.0,480256,54.998451232910156,15.815398529171944,2340,0.0,0.0003,-3.3583385281264784,0.05954084,0.2,6.373546123504639,0.420458984375,-0.025804357885499486,,,,,
27.0,481280,52.93144989013672,,,,,,,,,,,,,,,
27.0,482304,53.32720947265625,16.540820500254632,2350,0.0,0.0003,-3.3592984065413476,0.06407267,0.2,8.064271926879883,0.407177734375,-0.033415356709156185,,,,,
27.0,483328,58.31610107421875,,,,,,,,,,,,,,,
27.0,484352,55.59453582763672,15.289848107099534,2360,1.1920928955078125e-07,0.0003,-3.3627164751291274,0.05791033,0.2,6.929131984710693,0.38486328125,-0.023425677127670498,,,,,
27.0,485376,55.72412109375,,,,,,,,,,,,,,,
27.0,486400,57.016883850097656,17.849611234664916,2370,0.0,0.0003,-3.3595727823674677,0.06743194,0.2,9.029267311096191,0.43193359375,-0.030318221723427997,,,,,
27.0,487424,56.08403015136719,,,,,,,,,,,,,,,
27.0,488448,58.18766784667969,16.52136094868183,2380,0.0,0.0003,-3.3665857546031477,0.061236326,0.2,7.999452590942383,0.380126953125,-0.016580548731144517,,,,,
27.0,489472,57.25780487060547,,,,,,,,,,,,,,,
27.0,490496,56.131019592285156,16.647481766343116,2390,0.0,0.0003,-3.366558998823166,0.05555945,0.2,9.786334991455078,0.33720703125,-0.00944511427951511,,,,,
27.0,491520,56.51863098144531,,,,,,,,,,,,,,,
,491520,,,,,,,,,,,,240,256,27.0,59.45713892,1919
27.0,492544,56.00004577636719,17.843375447392464,2400,0.0,0.0003,-3.354710303992033,0.07140744,0.2,8.129212379455566,0.41396484375,-0.030617288216308224,,,,,
27.0,493568,55.87884521484375,,,,,,,,,,,,,,,
27.0,494592,53.180320739746094,16.734737458825112,2410,0.0,0.0003,-3.35405235812068,0.06465279,0.2,10.089958190917969,0.43818359375,-0.029327736288541927,,,,,
27.0,495616,53.93935775756836,,,,,,,,,,,,,,,
27.0,496640,56.608367919921875,16.341636320948602,2420,0.0,0.0003,-3.3568500563502313,0.072905466,0.2,6.519228458404541,0.429541015625,-0.03259564211693942,,,,,
27.0,497664,56.20651626586914,,,,,,,,,,,,,,,
27.0,498688,53.8886833190918,15.987214156985283,2430,0.0,0.0003,-3.354592874646187,0.059916347,0.2,6.870724678039551,0.402294921875,-0.020632319316791835,,,,,
27.0,499712,56.20848083496094,,,,,,,,,,,,,,,
27.0,500736,53.77632522583008,17.297810098528863,2440,0.0,0.0003,-3.365333590656519,0.066110685,0.2,9.578374862670898,0.4171875,-0.028853208583313972,,,,,
27.0,501760,50.88325500488281,,,,,,,,,,,,,,,
27.0,502784,56.482452392578125,18.020273432135582,2450,-1.1920928955078125e-07,0.0003,-3.362971030920744,0.072326,0.2,8.770027160644531,0.425732421875,-0.026602635050949175,,,,,
27.0,503808,54.866363525390625,,,,,,,,,,,,,,,
27.0,504832,56.2313346862793,15.184018576145172,2460,0.0,0.0003,-3.350590717047453,0.07194247,0.2,7.8324456214904785,0.43515625,-0.026825383449613584,,,,,
27.0,505856,56.52288055419922,,,,,,,,,,,,,,,
27.0,506880,57.901100158691406,14.42385991513729,2470,0.0,0.0003,-3.3481401920318605,0.08035868,0.2,5.854645729064941,0.4505859375,-0.02470357728889212,,,,,
27.0,507904,54.31840515136719,,,,,,,,,,,,,,,
27.0,508928,53.46189498901367,18.02371267080307,2480,0.0,0.0003,-3.3551055319607257,0.07783493,0.2,8.521103858947754,0.459033203125,-0.0300436364923371,,,,,
27.0,509952,56.24894332885742,,,,,,,,,,,,,,,
27.0,510976,54.99960708618164,16.894393387436867,2490,0.0,0.0003,-3.353383491188288,0.062493294,0.2,7.834291934967041,0.376025390625,-0.022742232016753405,,,,,
27.0,512000,56.11791229248047,,,,,,,,,,,,,,,
,512000,,,,,,,,,,,,250,256,27.0,58.46123005,1997
27.0,513024,53.86988830566406,18.362549349665642,2500,-1.1920928955078125e-07,0.0003,-3.3492433167994022,0.06253079,0.2,10.018678665161133,0.40888671875,-0.01958058225282002,,,,,
27.0,514048,55.476661682128906,,,,,,,,,,,,,,,
27.0,515072,53.52460479736328,17.432963708043097,2510,0.0,0.0003,-3.3376079961657523,0.070059404,0.2,8.090189933776855,0.429443359375,-0.02441011548944516,,,,,
27.0,516096,53.49168014526367,,,,,,,,,,,,,,,
27.0,517120,53.96953582763672,16.0495467454195,2520,0.0,0.0003,-3.3311159953475,0.08272382,0.2,9.211548805236816,0.460791015625,-0.01818024735839572,,,,,
27.0,518144,54.36090087890625,,,,,,,,,,,,,,,
27.0,519168,56.34490203857422,14.363955909013749,2530,0.0,0.0003,-3.3297803536057473,0.080571756,0.2,9.516603469848633,0.418017578125,-0.023237811274884734,,,,,
27.0,520192,54.85572814941406,,,,,,,,,,,,,,,
27.0,521216,54.17039489746094,13.979382330179215,2540,0.0,0.0003,-3.3432269684970377,0.08133159,0.2,5.143371105194092,0.49423828125,-0.030238240482867697,,,,,
27.0,522240,56.76248550415039,,,,,,,,,,,,,,,
27.0,523264,54.533119201660156,15.836112855374813,2550,0.0,0.0003,-3.348824802786112,0.0662121,0.2,9.947698593139648,0.4162109375,-0.020726819949049968,,,,,
27.0,524288,54.4918212890625,,,,,,,,,,,,,,,
27.0,525312,54.60545349121094,16.352875182032584,2560,0.0,0.0003,-3.341943974792957,0.08244289,0.2,8.827566146850586,0.455615234375,-0.025792267818178515,,,,,
27.0,526336,54.127174377441406,,,,,,,,,,,,,,,
27.0,527360,52.08797836303711,17.400790387392043,2570,0.0,0.0003,-3.333757381886244,0.08280398,0.2,6.275522232055664,0.448583984375,-0.028148144033912102,,,,,
27.0,528384,56.080589294433594,,,,,,,,,,,,,,,
27.0,529408,51.286781311035156,15.307889175415038,2580,0.0,0.0003,-3.3365583404898644,0.06661082,0.2,6.271507740020752,0.42275390625,-0.019839468697318806,,,,,
27.0,530432,50.51313400268555,,,,,,,,,,,,,,,
27.0,531456,52.238807678222656,15.91067007482052,2590,0.0,0.0003,-3.335711580514908,0.06952923,0.2,7.511475086212158,0.433740234375,-0.025920413005223963,,,,,
27.0,532480,57.844886779785156,,,,,,,,,,,,,,,
,532480,,,,,,,,,,,,260,256,27.0,59.20718994,2078
27.0,533504,56.55424499511719,14.72723493874073,2600,0.0,0.0003,-3.3488552659749984,0.07387565,0.2,7.254327297210693,0.44990234375,-0.028840062709059568,,,,,
27.0,534528,54.160675048828125,,,,,,,,,,,,,,,
27.0,535552,54.788230895996094,16.68689115345478,2610,0.0,0.0003,-3.345235678553581,0.071549386,0.2,11.47944164276123,0.454345703125,-0.020024612995621284,,,,,
27.0,536576,57.699546813964844,,,,,,,,,,,,,,,
27.0,537600,57.80936050415039,17.667679515480994,2620,0.0,0.0003,-3.361180704087019,0.061933327,0.2,8.700094223022461,0.375048828125,-0.016020323915290645,,,,,
27.0,538624,53.461708068847656,,,,,,,,,,,,,,,
27.0,539648,55.33261489868164,17.1093447804451,2630,1.1920928955078125e-07,0.0003,-3.363731040805578,0.06637376,0.2,8.356376647949219,0.4291015625,-0.026210281714156736,,,,,
27.0,540672,56.522212982177734,,,,,,,,,,,,,,,
27.0,541696,54.47319793701172,16.295562899112703,2640,0.0,0.0003,-3.361944480240345,0.057496425,0.2,8.073397636413574,0.38251953125,-0.019845821337366943,,,,,
27.0,542720,56.39491271972656,,,,,,,,,,,,,,,
27.0,543744,56.79576110839844,14.002068066596985,2650,0.0,0.0003,-3.3826700150966644,0.055175334,0.2,6.862006664276123,0.384375,-0.020210640878940467,,,,,
27.0,544768,57.408447265625,,,,,,,,,,,,,,,
