eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/value_loss,train/n_updates,train/explained_variance,train/learning_rate,train/entropy_loss,train/approx_kl,train/clip_range,train/loss,train/clip_fraction,train/policy_gradient_loss,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed
27.0,44032,42.476539611816406,42.895934003591535,210,1.1920928955078125e-07,0.0003,-4.943926960229874,0.055728927,0.2,20.91769027709961,0.436572265625,-0.06196325769997202,,,,,
27.0,45056,42.978668212890625,,,,,,,,,,,,,,,
27.0,46080,46.854042053222656,43.95588972568512,220,-1.1920928955078125e-07,0.0003,-4.870043955743313,0.053251665,0.2,24.649795532226562,0.4109375,-0.054778290848480536,,,,,
27.0,47104,43.476829528808594,,,,,,,,,,,,,,,
27.0,48128,43.12879943847656,42.006872123479845,230,0.0,0.0003,-4.790020024776458,0.051925547,0.2,14.113821029663086,0.435888671875,-0.05444013072701637,,,,,
27.0,49152,41.01640319824219,,,,,,,,,,,,,,,
27.0,50176,43.34766387939453,36.47311641573906,240,-1.1920928955078125e-07,0.0003,-4.738514612615108,0.04799757,0.2,14.894660949707031,0.4294921875,-0.05380834293900989,,,,,
27.0,51200,43.115234375,,,,,,,,,,,,,,,
27.0,52224,40.561378479003906,40.74870046377182,250,0.0,0.0003,-4.7002480059862135,0.056178175,0.2,17.848712921142578,0.469091796875,-0.05614423690713011,,,,,
27.0,53248,44.84981155395508,,,,,,,,,,,,,,,
27.0,54272,49.12717819213867,43.14645749926567,260,0.0,0.0003,-4.6461514115333555,0.057943776,0.2,20.18678855895996,0.437890625,-0.059549896093085405,,,,,
27.0,55296,44.001708984375,,,,,,,,,,,,,,,
27.0,56320,40.856510162353516,42.62610715031624,270,0.0,0.0003,-4.581676457822323,0.057260573,0.2,20.86474609375,0.441259765625,-0.049556814282550474,,,,,
27.0,57344,41.472320556640625,,,,,,,,,,,,,,,
27.0,58368,45.3568000793457,43.43245521187782,280,-1.1920928955078125e-07,0.0003,-4.5245754480361935,0.056086663,0.2,19.138696670532227,0.43642578125,-0.05260127465589903,,,,,
27.0,59392,44.37266540527344,,,,,,,,,,,,,,,
27.0,60416,48.844608306884766,32.85706081390381,290,0.0,0.0003,-4.480888867378235,0.051866677,0.2,13.794153213500977,0.43232421875,-0.05442947868141346,,,,,
27.0,61440,48.27008056640625,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,30,259,27.0,45.80929091,236
27.0,62464,44.522727966308594,38.729582452774046,300,0.0,0.0003,-4.428918394446373,0.06575371,0.2,19.878801345825195,0.457861328125,-0.05338785749627277,,,,,
27.0,63488,41.52845001220703,,,,,,,,,,,,,,,
27.0,64512,51.061500549316406,43.59084402322769,310,0.0,0.0003,-4.3485210373997685,0.06338169,0.2,23.973798751831055,0.428369140625,-0.05419514660607092,,,,,
27.0,65536,45.13378143310547,,,,,,,,,,,,,,,
27.0,66560,47.89849853515625,32.434020513296126,320,0.0,0.0003,-4.282692544162273,0.06916759,0.2,17.51841926574707,0.4630859375,-0.05377257869404275,,,,,
27.0,67584,42.239322662353516,,,,,,,,,,,,,,,
27.0,68608,46.096900939941406,38.224825686216356,330,0.0,0.0003,-4.244788289070129,0.06800383,0.2,15.908989906311035,0.485400390625,-0.05705425679916516,,,,,
27.0,69632,45.343849182128906,,,,,,,,,,,,,,,
27.0,70656,41.3964958190918,29.450662606954573,340,0.0,0.0003,-4.184994928538799,0.06368008,0.2,7.329227447509766,0.4607421875,-0.05473278585413936,,,,,
27.0,71680,44.52296447753906,,,,,,,,,,,,,,,
27.0,72704,50.647674560546875,36.473198872804645,350,0.0,0.0003,-4.127620102465153,0.07169902,0.2,22.692459106445312,0.476416015625,-0.05358103895268869,,,,,
27.0,73728,46.278106689453125,,,,,,,,,,,,,,,
27.0,74752,49.50083541870117,31.85812502503395,360,0.0,0.0003,-4.053772988915443,0.057970278,0.2,17.851842880249023,0.414404296875,-0.0483264970156597,,,,,
27.0,75776,48.2197380065918,,,,,,,,,,,,,,,
27.0,76800,47.53748321533203,31.991155195236207,370,0.0,0.0003,-4.033385966718197,0.0681851,0.2,13.613668441772461,0.465185546875,-0.05202259597426746,,,,,
27.0,77824,50.70112609863281,,,,,,,,,,,,,,,
27.0,78848,48.899864196777344,33.417920464277266,380,1.1920928955078125e-07,0.0003,-3.9753845177590845,0.06889433,0.2,16.697904586791992,0.45048828125,-0.049349787886603734,,,,,
27.0,79872,45.056976318359375,,,,,,,,,,,,,,,
27.0,80896,50.824310302734375,28.23239394724369,390,-1.1920928955078125e-07,0.0003,-3.928587823361158,0.074050546,0.2,12.782129287719727,0.4380859375,-0.058590650447877125,,,,,
27.0,81920,50.423377990722656,,,,,,,,,,,,,,,
,81920,,,,,,,,,,,,40,258,27.0,50.81829647000001,316
27.0,82944,47.62055969238281,31.39748929142952,400,5.960464477539063e-08,0.0003,-3.8653756037354468,0.069573715,0.2,12.101730346679688,0.45888671875,-0.053074783988995476,,,,,
27.0,83968,48.28764724731445,,,,,,,,,,,,,,,
27.0,84992,52.40776824951172,26.824469432234764,410,5.960464477539063e-08,0.0003,-3.8182691864669325,0.060026005,0.2,14.473638534545898,0.420263671875,-0.05195572342490777,,,,,
27.0,86016,51.56999206542969,,,,,,,,,,,,,,,
27.0,87040,48.39972686767578,30.790578293800355,420,5.960464477539063e-08,0.0003,-3.801716362684965,0.072388574,0.2,17.309778213500977,0.44775390625,-0.0469993885140866,,,,,
27.0,88064,47.52565002441406,,,,,,,,,,,,,,,
27.0,89088,51.238914489746094,28.5893915951252,430,5.960464477539063e-08,0.0003,-3.8002083502709865,0.04336594,0.2,16.79363250732422,0.368359375,-0.040455625153845175,,,,,
27.0,90112,48.687984466552734,,,,,,,,,,,,,,,
27.0,91136,48.72697067260742,31.36839011311531,440,0.0,0.0003,-3.7702227875590326,0.057753175,0.2,14.421817779541016,0.418701171875,-0.046070241351844746,,,,,
27.0,92160,48.33649826049805,,,,,,,,,,,,,,,
27.0,93184,51.804115295410156,27.302570003271104,450,0.0,0.0003,-3.7357943683862684,0.04490993,0.2,17.332761764526367,0.39287109375,-0.0448018613999011,,,,,
27.0,94208,49.15909957885742,,,,,,,,,,,,,,,
27.0,95232,51.19313049316406,23.51172705888748,460,5.960464477539063e-08,0.0003,-3.710844086110592,0.042008236,0.2,13.336115837097168,0.37041015625,-0.0386088068713434,,,,,
27.0,96256,49.276161193847656,,,,,,,,,,,,,,,
27.0,97280,51.42518615722656,27.88896510601044,470,0.0,0.0003,-3.704378793388605,0.04897536,0.2,11.379905700683594,0.397802734375,-0.04038837578846142,,,,,
27.0,98304,51.68373107910156,,,,,,,,,,,,,,,
27.0,99328,50.723060607910156,26.54281865656376,480,0.0,0.0003,-3.668060141056776,0.05150813,0.2,15.000166893005371,0.3931640625,-0.04179832068039104,,,,,
27.0,100352,53.51133728027344,,,,,,,,,,,,,,,
27.0,101376,50.86206817626953,26.6569819688797,490,5.960464477539063e-08,0.0003,-3.663427735865116,0.049206633,0.2,14.305252075195312,0.39794921875,-0.03485373447183519,,,,,
27.0,102400,53.92353057861328,,,,,,,,,,,,,,,
,102400,,,,,,,,,,,,50,256,27.0,53.344192650000004,398
27.0,103424,50.99269485473633,23.081686532497407,500,5.960464477539063e-08,0.0003,-3.6383627779781818,0.04586592,0.2,9.736449241638184,0.37158203125,-0.04769614954711869,,,,,
27.0,104448,49.89432907104492,,,,,,,,,,,,,,,
27.0,105472,48.36777114868164,28.33915473818779,510,-1.1920928955078125e-07,0.0003,-3.594247928261757,0.06692785,0.2,14.757217407226562,0.436279296875,-0.03978630494675599,,,,,
27.0,106496,48.832698822021484,,,,,,,,,,,,,,,
27.0,107520,54.761260986328125,24.71782124042511,520,0.0,0.0003,-3.5818738736212254,0.0575084,0.2,8.967198371887207,0.451806640625,-0.04380767598340753,,,,,
27.0,108544,54.629249572753906,,,,,,,,,,,,,,,
27.0,109568,53.93242263793945,22.497500851750374,530,0.0,0.0003,-3.5662368945777416,0.058473736,0.2,12.596802711486816,0.40302734375,-0.04209551581006963,,,,,
27.0,110592,53.52962112426758,,,,,,,,,,,,,,,
27.0,111616,50.900352478027344,25.015375787019728,540,0.0,0.0003,-3.5581213757395744,0.06637125,0.2,11.298687934875488,0.428173828125,-0.04398049303563312,,,,,
27.0,112640,53.11450958251953,,,,,,,,,,,,,,,
27.0,113664,54.397621154785156,20.656722617149352,550,-1.1920928955078125e-07,0.0003,-3.522217620164156,0.055848204,0.2,9.351014137268066,0.404345703125,-0.04212800511741079,,,,,
27.0,114688,54.9586181640625,,,,,,,,,,,,,,,
27.0,115712,54.33488082885742,24.696830904483797,560,-1.1920928955078125e-07,0.0003,-3.514230254292488,0.069986954,0.2,12.274965286254883,0.441796875,-0.037408575025619936,,,,,
27.0,116736,49.24415588378906,,,,,,,,,,,,,,,
27.0,117760,49.344844818115234,23.51983626484871,570,0.0,0.0003,-3.5068813294172285,0.05158616,0.2,11.903032302856445,0.41015625,-0.031207557539164554,,,,,
27.0,118784,54.410980224609375,,,,,,,,,,,,,,,
27.0,119808,52.723968505859375,22.06521368920803,580,0.0,0.0003,-3.5017275772988796,0.053606845,0.2,10.129450798034668,0.409033203125,-0.04747923705726862,,,,,
27.0,120832,53.534271240234375,,,,,,,,,,,,,,,
27.0,121856,49.42792510986328,22.311230742931365,590,-1.1920928955078125e-07,0.0003,-3.4989879921078684,0.047878694,0.2,14.065959930419922,0.398388671875,-0.030759260218474083,,,,,
27.0,122880,52.29561996459961,,,,,,,,,,,,,,,
,122880,,,,,,,,,,,,60,257,27.0,55.87734365,477
27.0,123904,54.803070068359375,19.051624748110772,600,1.1920928955078125e-07,0.0003,-3.490176343172789,0.056299303,0.2,8.93038558959961,0.407177734375,-0.04012158643745352,,,,,
27.0,124928,50.89341735839844,,,,,,,,,,,,,,,
27.0,125952,53.66975402832031,24.02925174832344,610,0.0,0.0003,-3.483957723528147,0.05041044,0.2,10.775408744812012,0.395947265625,-0.03399514603952412,,,,,
27.0,126976,53.92159652709961,,,,,,,,,,,,,,,
27.0,128000,50.24932861328125,19.162552711367606,620,1.1920928955078125e-07,0.0003,-3.477741663902998,0.056492627,0.2,11.543394088745117,0.415771484375,-0.03432607577415183,,,,,
27.0,129024,52.230369567871094,,,,,,,,,,,,,,,
27.0,130048,54.24958038330078,22.158788350224494,630,0.0,0.0003,-3.452392790466547,0.05924644,0.2,14.406697273254395,0.433837890625,-0.043480326191638594,,,,,
27.0,131072,50.48575210571289,,,,,,,,,,,,,,,
27.0,132096,54.29288864135742,19.930969336628912,640,0.0,0.0003,-3.443914783746004,0.053487156,0.2,10.557999610900879,0.43330078125,-0.03552645471936557,,,,,
27.0,133120,53.303688049316406,,,,,,,,,,,,,,,
