eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/clip_fraction,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/approx_kl,train/loss,train/n_updates,train/explained_variance,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean
180.0,64512,23.96485137939453,0.361474609375,0.2,-4.910879895091057,-0.033020175879937594,0.0003,46.33541817069054,0.022261389,19.994522094726562,310,0.0,,,,,
180.0,65536,22.715953826904297,,,,,,,,,,,,,,,
180.0,66560,20.34941864013672,0.332421875,0.2,-4.859503617882728,-0.029089961292629595,0.0003,45.3701781898737,0.022806631,28.148561477661133,320,0.00010257959365844727,,,,,
180.0,67584,21.153730392456055,,,,,,,,,,,,,,,
180.0,68608,23.469924926757812,0.273974609375,0.2,-4.84535580277443,-0.025677208583510948,0.0003,39.127277699112895,0.01893755,20.849868774414062,330,0.0006880760192871094,,,,,
180.0,69632,20.21100616455078,,,,,,,,,,,,,,,
180.0,70656,24.33005714416504,0.31728515625,0.2,-4.7652504444122314,-0.028257675807981286,0.0003,45.95110628604889,0.019494165,17.56270408630371,340,0.001879572868347168,,,,,
180.0,71680,26.572528839111328,,,,,,,,,,,,,,,
180.0,72704,23.772897720336914,0.28427734375,0.2,-4.752770788967609,-0.02593916314363014,0.0003,50.17857839167118,0.01845774,31.25779914855957,350,0.0017049312591552734,,,,,
180.0,73728,24.19317626953125,,,,,,,,,,,,,,,
180.0,74752,25.850940704345703,0.301318359375,0.2,-4.685148477554321,-0.02681323358847294,0.0003,47.87554162144661,0.018982675,18.364625930786133,360,-5.793571472167969e-05,,,,,
180.0,75776,27.895750045776367,,,,,,,,,,,,,,,
180.0,76800,26.985759735107422,0.30986328125,0.2,-4.67086897790432,-0.028665579984954094,0.0003,46.31521942615509,0.01934094,37.8786735534668,370,7.82012939453125e-05,,,,,
180.0,77824,29.84943962097168,,,,,,,,,,,,,,,
180.0,78848,28.556629180908203,0.2841796875,0.2,-4.646873414516449,-0.02617628591542598,0.0003,50.40735422372818,0.017341753,26.288515090942383,380,0.0003292560577392578,,,,,
180.0,79872,23.57061004638672,,,,,,,,,,,,,,,
180.0,80896,28.51119613647461,0.27744140625,0.2,-4.5934798017144205,-0.025384256870893296,0.0003,48.596922618150714,0.0181274,31.405967712402344,390,0.00011497735977172852,,,,,
180.0,81920,27.30190658569336,,,,,,,,,,,,,,,
,81920,,,,,,,,,,,,24.966040780000004,237,344,40,180.0
180.0,82944,27.035371780395508,0.2693359375,0.2,-4.532842066884041,-0.0259712127270177,0.0003,45.769386139512065,0.018920831,41.28933334350586,400,2.9385089874267578e-05,,,,,
180.0,83968,30.42407989501953,,,,,,,,,,,,,,,
180.0,84992,32.54334259033203,0.331640625,0.2,-4.457041205465794,-0.028569873645028564,0.0003,44.53936302065849,0.019716404,14.364203453063965,410,7.021427154541016e-05,,,,,
180.0,86016,29.813766479492188,,,,,,,,,,,,,,,
180.0,87040,29.948711395263672,0.27119140625,0.2,-4.3777944698929785,-0.024724753566260915,0.0003,46.05682720541954,0.020328594,19.905052185058594,420,0.00013214349746704102,,,,,
180.0,88064,33.56942367553711,,,,,,,,,,,,,,,
180.0,89088,32.2149658203125,0.265771484375,0.2,-4.311496129631996,-0.021042313385987655,0.0003,52.9659542798996,0.018956468,31.856828689575195,430,1.7821788787841797e-05,,,,,
180.0,90112,35.090476989746094,,,,,,,,,,,,,,,
180.0,91136,34.04431915283203,0.288720703125,0.2,-4.275847497582435,-0.024759585077117664,0.0003,46.78709585666657,0.019582767,21.05096435546875,440,-0.000713348388671875,,,,,
180.0,92160,33.98085021972656,,,,,,,,,,,,,,,
180.0,93184,33.371917724609375,0.2205078125,0.2,-4.217661139369011,-0.020950173602614086,0.0003,56.36227083802223,0.018069347,27.831310272216797,450,1.4066696166992188e-05,,,,,
180.0,94208,37.927947998046875,,,,,,,,,,,,,,,
180.0,95232,37.78887176513672,0.2630859375,0.2,-4.176488050818444,-0.022482633813342544,0.0003,44.09487179517746,0.016733598,13.695082664489746,460,0.00023132562637329102,,,,,
180.0,96256,31.763351440429688,,,,,,,,,,,,,,,
180.0,97280,37.778194427490234,0.219189453125,0.2,-4.131596559286118,-0.020812931368709542,0.0003,59.716068744659424,0.017166756,27.466346740722656,470,0.0,,,,,
180.0,98304,42.602054595947266,,,,,,,,,,,,,,,
180.0,99328,40.86069107055664,0.27626953125,0.2,-4.085611906647682,-0.025921829848812195,0.0003,52.29447258114815,0.018766783,21.393081665039062,480,0.00017178058624267578,,,,,
180.0,100352,41.73005676269531,,,,,,,,,,,,,,,
180.0,101376,45.027652740478516,0.24921875,0.2,-4.038868564367294,-0.019234734575729818,0.0003,53.50222382545471,0.016216066,16.722423553466797,490,0.0,,,,,
180.0,102400,43.43499755859375,,,,,,,,,,,,,,,
,102400,,,,,,,,,,,,36.02116726,247,414,50,180.0
180.0,103424,46.78498458862305,0.269873046875,0.2,-3.97543833181262,-0.022415945325337815,0.0003,50.471946597099304,0.018950665,21.25104331970215,500,0.0,,,,,
180.0,104448,43.45262145996094,,,,,,,,,,,,,,,
180.0,105472,43.928260803222656,0.21220703125,0.2,-3.996569474041462,-0.01873484005773207,0.0003,50.92505276799202,0.016767891,25.642915725708008,510,0.0,,,,,
180.0,106496,43.65123748779297,,,,,,,,,,,,,,,
180.0,107520,48.607398986816406,0.252294921875,0.2,-3.9549379758536816,-0.018799352215137333,0.0003,39.63324776291847,0.018712804,20.845579147338867,520,0.0,,,,,
180.0,108544,43.74872589111328,,,,,,,,,,,,,,,
180.0,109568,48.545597076416016,0.183349609375,0.2,-3.912724459171295,-0.017037689279823097,0.0003,46.437258660793304,0.01458851,20.45119857788086,530,0.0,,,,,
180.0,110592,47.48306655883789,,,,,,,,,,,,,,,
180.0,111616,47.08137893676758,0.22060546875,0.2,-3.8872486382722853,-0.018390982543496647,0.0003,55.48250769972801,0.016491856,34.62444305419922,540,0.00023663043975830078,,,,,
180.0,112640,47.384010314941406,,,,,,,,,,,,,,,
180.0,113664,48.36090850830078,0.227001953125,0.2,-3.910852489620447,-0.02236014170339331,0.0003,48.550267255306245,0.018306386,17.176177978515625,550,0.0,,,,,
180.0,114688,47.7655029296875,,,,,,,,,,,,,,,
180.0,115712,50.419803619384766,0.20908203125,0.2,-3.923197661340237,-0.01769190615741536,0.0003,51.05798898935318,0.014529321,29.557323455810547,560,-1.1920928955078125e-07,,,,,
180.0,116736,47.14912796020508,,,,,,,,,,,,,,,
180.0,117760,47.72090148925781,0.252685546875,0.2,-3.9673253290355204,-0.021341789366852028,0.0003,53.08380641937256,0.019112084,23.19925308227539,570,0.0,,,,,
180.0,118784,49.52460479736328,,,,,,,,,,,,,,,
180.0,119808,45.84811019897461,0.28310546875,0.2,-3.9330217100679876,-0.02632998875924386,0.0003,54.16749324798584,0.019259952,28.743122100830078,580,0.0,,,,,
180.0,120832,45.818092346191406,,,,,,,,,,,,,,,
180.0,121856,46.12909698486328,0.268115234375,0.2,-3.9107509776949883,-0.020647587199346163,0.0003,55.415082001686095,0.019975383,23.436233520507812,590,-0.00013315677642822266,,,,,
180.0,122880,43.827720642089844,,,,,,,,,,,,,,,
,122880,,,,,,,,,,,,47.55420891,254,483,60,180.0
180.0,123904,50.686561584472656,0.272412109375,0.2,-3.8983035288751124,-0.022377765490091406,0.0003,60.36115921139717,0.019694792,16.618209838867188,600,8.106231689453125e-06,,,,,
180.0,124928,52.27134323120117,,,,,,,,,,,,,,,
180.0,125952,49.762237548828125,0.215625,0.2,-3.8973098896443843,-0.019626664377574342,0.0003,56.95721307396889,0.015804812,36.616455078125,610,5.960464477539063e-08,,,,,
180.0,126976,53.805198669433594,,,,,,,,,,,,,,,
180.0,128000,53.33041763305664,0.211279296875,0.2,-3.8834843754768373,-0.0176190750207752,0.0003,54.76949517726898,0.016482651,29.421560287475586,620,1.1920928955078125e-07,,,,,
180.0,129024,46.18436813354492,,,,,,,,,,,,,,,
180.0,130048,53.223960876464844,0.287353515625,0.2,-3.8626025043427945,-0.02131027411596733,0.0003,56.25692113637924,0.017438015,22.172231674194336,630,0.0,,,,,
180.0,131072,52.63170623779297,,,,,,,,,,,,,,,
180.0,132096,52.6658821105957,0.21181640625,0.2,-3.8370082445442675,-0.01832036975538358,0.0003,53.62599432468414,0.017709723,27.140838623046875,640,0.0,,,,,
180.0,133120,46.86449432373047,,,,,,,,,,,,,,,
180.0,134144,56.28654861450195,0.26337890625,0.2,-3.8009292863309385,-0.021915009376243688,0.0003,57.482656210660934,0.0169225,21.110897064208984,650,-6.389617919921875e-05,,,,,
180.0,135168,56.25598907470703,,,,,,,,,,,,,,,
180.0,136192,57.60926055908203,0.20009765625,0.2,-3.7536516204476356,-0.015517325489781797,0.0003,50.342846888303754,0.016743407,26.104854583740234,660,-1.1920928955078125e-07,,,,,
180.0,137216,56.41505432128906,,,,,,,,,,,,,,,
180.0,138240,55.21775436401367,0.214208984375,0.2,-3.7774022929370403,-0.01677537646246492,0.0003,50.58330764770508,0.018942188,19.371089935302734,670,-5.793571472167969e-05,,,,,
180.0,139264,54.603668212890625,,,,,,,,,,,,,,,
180.0,140288,58.35383605957031,0.22392578125,0.2,-3.774522787332535,-0.018136154158855788,0.0003,50.004292863607404,0.017705938,17.762086868286133,680,-1.1920928955078125e-07,,,,,
180.0,141312,59.235538482666016,,,,,,,,,,,,,,,
180.0,142336,56.35807418823242,0.210009765625,0.2,-3.7630401119589805,-0.01571252039866522,0.0003,59.596359479427335,0.017494712,36.41196823120117,690,0.0,,,,,
180.0,143360,56.13978576660156,,,,,,,,,,,,,,,
,143360,,,,,,,,,,,,54.04350554,259,552,70,180.0
180.0,144384,52.43724060058594,0.244384765625,0.2,-3.7189132012426853,-0.016874950820056255,0.0003,57.85801099538803,0.01802176,25.60080909729004,700,-1.1920928955078125e-07,,,,,
180.0,145408,57.43150329589844,,,,,,,,,,,,,,,
180.0,146432,56.75542449951172,0.181640625,0.2,-3.7200823083519934,-0.014150406765111256,0.0003,57.88662142157555,0.013930777,22.627735137939453,710,0.0,,,,,
180.0,147456,59.441802978515625,,,,,,,,,,,,,,,
180.0,148480,61.16189193725586,0.168994140625,0.2,-3.695485483109951,-0.014641713084711228,0.0003,57.81494213342667,0.015075985,38.615516662597656,720,-1.1920928955078125e-07,,,,,
180.0,149504,57.56273651123047,,,,,,,,,,,,,,,
180.0,150528,60.453651428222656,0.172119140625,0.2,-3.699937929213047,-0.011240386457939167,0.0003,61.241928952932355,0.01699499,29.761932373046875,730,-2.7418136596679688e-06,,,,,
180.0,151552,58.87590789794922,,,,,,,,,,,,,,,
180.0,152576,57.153961181640625,0.2232421875,0.2,-3.719011586904526,-0.018363544619933236,0.0003,65.43841893672943,0.017592948,22.735017776489258,740,0.0,,,,,
180.0,153600,58.536415100097656,,,,,,,,,,,,,,,
180.0,154624,62.012142181396484,0.23603515625,0.2,-3.7157668098807335,-0.019310578852309846,0.0003,63.79140165448189,0.016287878,23.61574363708496,750,0.0,,,,,
180.0,155648,60.55689239501953,,,,,,,,,,,,,,,
180.0,156672,60.70679473876953,0.211083984375,0.2,-3.6913169391453264,-0.01633496228896547,0.0003,60.433110773563385,0.014680611,41.83790969848633,760,-1.1920928955078125e-07,,,,,
180.0,157696,63.308441162109375,,,,,,,,,,,,,,,
180.0,158720,64.81546783447266,0.224853515625,0.2,-3.6388403192162513,-0.014365889407781652,0.0003,57.41331725120544,0.016830524,17.92098617553711,770,0.0,,,,,
180.0,159744,65.07691192626953,,,,,,,,,,,,,,,
180.0,160768,66.43262481689453,0.18876953125,0.2,-3.5946583449840546,-0.013528675073757768,0.0003,52.67245790362358,0.014922148,30.426708221435547,780,1.1920928955078125e-07,,,,,
180.0,161792,67.20648956298828,,,,,,,,,,,,,,,
180.0,162816,61.012847900390625,0.20234375,0.2,-3.5950088903307913,-0.016349994415941184,0.0003,59.822246837615964,0.018477133,21.72842788696289,790,-7.271766662597656e-06,,,,,
180.0,163840,63.515419006347656,,,,,,,,,,,,,,,
,163840,,,,,,,,,,,,62.397295850000006,263,622,80,180.0
180.0,164864,66.98275756835938,0.1859375,0.2,-3.6078487776219843,-0.015079367952421308,0.0003,63.239766001701355,0.014426347,28.98615837097168,800,0.0,,,,,
180.0,165888,65.90995788574219,,,,,,,,,,,,,,,
180.0,166912,68.70829772949219,0.211767578125,0.2,-3.565889796614647,-0.015279447718057781,0.0003,48.48762796521187,0.016696127,22.46062469482422,810,0.0,,,,,
180.0,167936,65.65048217773438,,,,,,,,,,,,,,,
180.0,168960,64.99128723144531,0.16484375,0.2,-3.564304405450821,-0.011686368167283944,0.0003,54.39493655562401,0.013144696,16.48238754272461,820,-2.1457672119140625e-06,,,,,
180.0,169984,65.37318420410156,,,,,,,,,,,,,,,
180.0,171008,68.77001953125,0.191845703125,0.2,-3.5518260695040227,-0.01271698305645259,0.0003,54.25717259645462,0.012331172,13.812697410583496,830,-1.1920928955078125e-07,,,,,
180.0,172032,64.6922378540039,,,,,,,,,,,,,,,
180.0,173056,66.7879867553711,0.199365234375,0.2,-3.529416999220848,-0.014419649408955593,0.0003,49.31104549765587,0.016155018,14.221936225891113,840,0.0,,,,,
180.0,174080,67.05512237548828,,,,,,,,,,,,,,,
180.0,175104,69.69381713867188,0.16201171875,0.2,-3.5233775988221168,-0.014478084529400803,0.0003,52.53950412273407,0.015185328,15.165544509887695,850,0.0,,,,,
180.0,176128,67.814697265625,,,,,,,,,,,,,,,
180.0,177152,75.27145385742188,0.20712890625,0.2,-3.531515171378851,-0.012488120820489713,0.0003,53.25717996358871,0.015709812,16.60734748840332,860,0.0,,,,,
180.0,178176,68.64111328125,,,,,,,,,,,,,,,
180.0,179200,70.96459197998047,0.17509765625,0.2,-3.493996273726225,-0.013674796288250945,0.0003,54.289152073860166,0.014766319,28.173887252807617,870,0.0,,,,,
180.0,180224,68.71598052978516,,,,,,,,,,,,,,,
180.0,181248,70.63543701171875,0.156005859375,0.2,-3.5418820902705193,-0.013178719111601822,0.0003,49.40359070301056,0.019096721,30.059185028076172,880,0.0,,,,,
180.0,182272,67.88667297363281,,,,,,,,,,,,,,,
180.0,183296,70.71385192871094,0.1880859375,0.2,-3.565861267596483,-0.015628521464532242,0.0003,53.37460224032402,0.018305823,11.887776374816895,890,-1.1920928955078125e-06,,,,,
180.0,184320,69.82783508300781,,,,,,,,,,,,,,,
,184320,,,,,,,,,,,,69.01510296000001,266,691,90,180.0
180.0,185344,68.0247802734375,0.20859375,0.2,-3.5668804973363875,-0.01616224019235233,0.0003,57.33016035556793,0.017988928,29.325910568237305,900,-4.291534423828125e-06,,,,,
180.0,186368,67.18119049072266,,,,,,,,,,,,,,,
180.0,187392,65.77578735351562,0.177734375,0.2,-3.553747973591089,-0.01195344092848245,0.0003,58.86741905212402,0.016308757,27.33876609802246,910,5.960464477539063e-08,,,,,
180.0,188416,67.71472930908203,,,,,,,,,,,,,,,
180.0,189440,71.51803588867188,0.194189453125,0.2,-3.544448659569025,-0.014465420838678255,0.0003,54.5215478092432,0.01726216,38.39447784423828,920,0.0,,,,,
180.0,190464,71.07074737548828,,,,,,,,,,,,,,,
180.0,191488,69.71552276611328,0.2013671875,0.2,-3.560922794044018,-0.01626574858528329,0.0003,55.56644116640091,0.015353711,22.860332489013672,930,5.960464477539063e-08,,,,,
180.0,192512,71.2142105102539,,,,,,,,,,,,,,,
180.0,193536,71.42394256591797,0.14189453125,0.2,-3.5603053204715254,-0.009405826436704956,0.0003,54.16924463510513,0.014423238,19.372310638427734,940,5.960464477539063e-08,,,,,
180.0,194560,67.95033264160156,,,,,,,,,,,,,,,
180.0,195584,70.73129272460938,0.176953125,0.2,-3.5732821598649025,-0.012300417002552421,0.0003,54.94639966487885,0.016672496,23.036428451538086,950,-1.1920928955078125e-07,,,,,
180.0,196608,72.56498718261719,,,,,,,,,,,,,,,
180.0,197632,71.99430847167969,0.157275390625,0.2,-3.5634204797446727,-0.012777970155002549,0.0003,55.4608556330204,0.017000005,18.056968688964844,960,-7.152557373046875e-07,,,,,
180.0,198656,66.07257080078125,,,,,,,,,,,,,,,
180.0,199680,72.37751770019531,0.206591796875,0.2,-3.5379126250743864,-0.014631719797034749,0.0003,56.73555940389633,0.018001202,51.09754180908203,970,-5.960464477539062e-07,,,,,
180.0,200704,72.18205261230469,,,,,,,,,,,,,,,
180.0,201728,71.23297882080078,0.1982421875,0.2,-3.5124154672026635,-0.014383759794873186,0.0003,52.82867180109024,0.014879391,24.071849822998047,980,-1.1920928955078125e-07,,,,,
180.0,202752,74.37486267089844,,,,,,,,,,,,,,,
180.0,203776,72.3769760131836,0.163134765625,0.2,-3.4858462899923324,-0.012749027130485046,0.0003,51.936244583129884,0.014833268,32.27368927001953,990,5.960464477539063e-08,,,,,
180.0,204800,73.93130493164062,,,,,,,,,,,,,,,
,204800,,,,,,,,,,,,70.75959300999999,269,761,100,180.0
180.0,205824,73.32121276855469,0.17265625,0.2,-3.4847119972109795,-0.010390798869775609,0.0003,57.56773952841759,0.01450179,21.70657730102539,1000,-1.1920928955078125e-07,,,,,
180.0,206848,71.72102355957031,,,,,,,,,,,,,,,
180.0,207872,73.65567779541016,0.200537109375,0.2,-3.4392628014087676,-0.01453205115685705,0.0003,51.24392786026001,0.01452317,20.97640037536621,1010,-3.5762786865234375e-07,,,,,
180.0,208896,72.69532775878906,,,,,,,,,,,,,,,
180.0,209920,75.0303955078125,0.18193359375,0.2,-3.4361026003956794,-0.01588194776995806,0.0003,51.801370525360106,0.017622989,23.55729103088379,1020,0.0,,,,,
180.0,210944,74.64385986328125,,,,,,,,,,,,,,,
180.0,211968,70.83522033691406,0.1951171875,0.2,-3.458777906000614,-0.013764972460194258,0.0003,59.268943494558336,0.016986532,40.10242462158203,1030,-3.5762786865234375e-07,,,,,
180.0,212992,70.70722961425781,,,,,,,,,,,,,,,
180.0,214016,76.43992614746094,0.127734375,0.2,-3.4796491496264936,-0.01084784954728093,0.0003,57.51710148453712,0.013329422,27.338918685913086,1040,0.0,,,,,
180.0,215040,71.16432189941406,,,,,,,,,,,,,,,
180.0,216064,71.28913879394531,0.18095703125,0.2,-3.512116523832083,-0.014045194420032204,0.0003,52.57748760581016,0.014877507,19.58771324157715,1050,-1.1920928955078125e-07,,,,,
180.0,217088,76.39666748046875,,,,,,,,,,,,,,,
180.0,218112,74.88282775878906,0.1884765625,0.2,-3.496393097192049,-0.01627158100309316,0.0003,54.21766685247421,0.015249042,41.352420806884766,1060,-1.1920928955078125e-07,,,,,
180.0,219136,75.42662811279297,,,,,,,,,,,,,,,
180.0,220160,76.79302215576172,0.177392578125,0.2,-3.4951498873531817,-0.010235838904918637,0.0003,57.40359264016151,0.014318932,22.432628631591797,1070,-7.152557373046875e-07,,,,,
180.0,221184,74.23698425292969,,,,,,,,,,,,,,,
180.0,222208,75.88691711425781,0.166064453125,0.2,-3.507657114416361,-0.010710704079974676,0.0003,62.11186586022377,0.01390684,38.09503936767578,1080,-4.76837158203125e-07,,,,,
180.0,223232,77.72065734863281,,,,,,,,,,,,,,,
180.0,224256,75.54656982421875,0.15849609375,0.2,-3.519567994773388,-0.011796199360105675,0.0003,62.34412729144096,0.014392271,25.113628387451172,1090,-1.1920928955078125e-07,,,,,
180.0,225280,74.01223754882812,,,,,,,,,,,,,,,
,225280,,,,,,,,,,,,73.96322254,270,831,110,180.0
180.0,226304,75.38113403320312,0.200439453125,0.2,-3.5338851235806943,-0.014698455008328892,0.0003,58.12526071071625,0.015687216,28.966083526611328,1100,0.0,,,,,
180.0,227328,75.77896118164062,,,,,,,,,,,,,,,
180.0,228352,74.84548950195312,0.142333984375,0.2,-3.5176306150853636,-0.010234205886081326,0.0003,52.45507783293724,0.011670367,25.108680725097656,1110,5.960464477539063e-08,,,,,
180.0,229376,67.38700866699219,,,,,,,,,,,,,,,
180.0,230400,78.85025024414062,0.193896484375,0.2,-3.49196078106761,-0.013248190071317367,0.0003,58.742267245054244,0.01751642,21.145071029663086,1120,-2.384185791015625e-07,,,,,
