eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/clip_fraction,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/approx_kl,train/loss,train/n_updates,train/explained_variance,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean
180.0,1024,14.280536651611328,,,,,,,,,,,,,,,
180.0,2048,13.547056198120117,,,,,,,,,,,,,,,
180.0,3072,13.690225601196289,0.3671875,0.2,-5.8667592138051985,-0.03548208688298473,0.0003,48.78259367346764,0.026228175,24.966039657592773,10,0.0017132759094238281,,,,,
180.0,4096,14.527624130249023,,,,,,,,,,,,,,,
180.0,5120,13.696475982666016,0.36708984375,0.2,-5.823861394822598,-0.03546607141615823,0.0003,38.006108248233794,0.023680631,19.113903045654297,20,0.010728657245635986,,,,,
180.0,6144,13.041032791137695,,,,,,,,,,,,,,,
180.0,7168,14.51634407043457,0.3603515625,0.2,-5.807666505873203,-0.037806901324074715,0.0003,39.10529138147831,0.02296507,20.840503692626953,30,0.017452001571655273,,,,,
180.0,8192,13.15115737915039,,,,,,,,,,,,,,,
180.0,9216,14.870014190673828,0.34296875,0.2,-5.781279270350933,-0.03903836245954153,0.0003,36.97863969504833,0.023687515,13.686728477478027,40,0.014380276203155518,,,,,
180.0,10240,14.720481872558594,,,,,,,,,,,,,,,
180.0,11264,14.824907302856445,0.352783203125,0.2,-5.769194073975086,-0.034806317128823136,0.0003,38.52262474000454,0.023261895,23.694957733154297,50,0.014682769775390625,,,,,
180.0,12288,14.760595321655273,,,,,,,,,,,,,,,
180.0,13312,13.400028228759766,0.2978515625,0.2,-5.738986124098301,-0.030358101778256243,0.0003,49.48223785161972,0.02226573,21.24996566772461,60,0.015217423439025879,,,,,
180.0,14336,13.807327270507812,,,,,,,,,,,,,,,
180.0,15360,14.488667488098145,0.347412109375,0.2,-5.734839718043804,-0.03709034614694247,0.0003,44.94781191945076,0.023472426,27.257816314697266,70,0.01486659049987793,,,,,
180.0,16384,15.20290470123291,,,,,,,,,,,,,,,
180.0,17408,15.244997024536133,0.327392578125,0.2,-5.703492227196693,-0.03260392745796707,0.0003,38.78958650231361,0.021607276,24.528200149536133,80,0.010197103023529053,,,,,
180.0,18432,16.7154541015625,,,,,,,,,,,,,,,
180.0,19456,13.934335708618164,0.340478515625,0.2,-5.6755034774541855,-0.03567379615851678,0.0003,43.576733854413035,0.020247966,33.19149398803711,90,0.002498805522918701,,,,,
180.0,20480,14.917570114135742,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,14.215837040000002,214,95,10,180.0
180.0,21504,15.117511749267578,0.2998046875,0.2,-5.676940363645554,-0.03502595032114186,0.0003,47.990476405620576,0.021343697,26.046228408813477,100,0.0022450685501098633,,,,,
180.0,22528,15.94946575164795,,,,,,,,,,,,,,,
180.0,23552,14.422096252441406,0.320654296875,0.2,-5.640524004399777,-0.03474866164760897,0.0003,46.03276742398739,0.023194104,33.99772644042969,110,0.0063419342041015625,,,,,
180.0,24576,14.77000617980957,,,,,,,,,,,,,,,
180.0,25600,16.401412963867188,0.30830078125,0.2,-5.6026412114501,-0.03000413290283177,0.0003,32.91490274369717,0.020993784,10.047014236450195,120,0.006404280662536621,,,,,
180.0,26624,14.396449089050293,,,,,,,,,,,,,,,
180.0,27648,15.498204231262207,0.3623046875,0.2,-5.5821130067110065,-0.034179110001423395,0.0003,42.0441389888525,0.022502363,30.31500244140625,130,0.0020911097526550293,,,,,
180.0,28672,16.670101165771484,,,,,,,,,,,,,,,
180.0,29696,14.025646209716797,0.362646484375,0.2,-5.541446962952614,-0.03679229287372436,0.0003,42.05983936488629,0.021585967,16.526596069335938,140,0.0013849735260009766,,,,,
180.0,30720,15.491765975952148,,,,,,,,,,,,,,,
180.0,31744,15.543232917785645,0.336865234375,0.2,-5.489322818815708,-0.03192812975903507,0.0003,44.14645816683769,0.021971557,16.298362731933594,150,-1.1920928955078125e-07,,,,,
180.0,32768,16.863943099975586,,,,,,,,,,,,,,,
180.0,33792,15.804474830627441,0.30556640625,0.2,-5.42437605112791,-0.029801614081225124,0.0003,44.36637275218963,0.020980664,22.744821548461914,160,0.0004006624221801758,,,,,
180.0,34816,16.171714782714844,,,,,,,,,,,,,,,
180.0,35840,16.373998641967773,0.364208984375,0.2,-5.436132262647152,-0.034030961207463406,0.0003,46.39454581439495,0.022797078,20.323951721191406,170,9.196996688842773e-05,,,,,
180.0,36864,16.156734466552734,,,,,,,,,,,,,,,
180.0,37888,14.44372844696045,0.316064453125,0.2,-5.415801186859608,-0.030940709057904314,0.0003,46.57857311367989,0.024652436,10.129719734191895,180,0.0006273388862609863,,,,,
180.0,38912,17.714706420898438,,,,,,,,,,,,,,,
180.0,39936,16.17974090576172,0.34775390625,0.2,-5.378694850206375,-0.03345869673357811,0.0003,46.0930177628994,0.02104872,8.128230094909668,190,0.00034105777740478516,,,,,
180.0,40960,17.848024368286133,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,15.586395379999997,224,182,20,180.0
180.0,41984,18.647802352905273,0.355224609375,0.2,-5.332311189174652,-0.03425595402659383,0.0003,35.33816100955009,0.022277538,19.173446655273438,200,0.00042951107025146484,,,,,
180.0,43008,14.7644681930542,,,,,,,,,,,,,,,
180.0,44032,18.657699584960938,0.316796875,0.2,-5.315750701725483,-0.03260376714752056,0.0003,44.815342992544174,0.020765372,21.084396362304688,210,0.000989079475402832,,,,,
180.0,45056,16.390438079833984,,,,,,,,,,,,,,,
180.0,46080,18.634559631347656,0.32646484375,0.2,-5.281422980129719,-0.031229335615353192,0.0003,44.30891411602497,0.020617621,13.522635459899902,220,0.0014619827270507812,,,,,
180.0,47104,17.07284164428711,,,,,,,,,,,,,,,
180.0,48128,16.320327758789062,0.325634765625,0.2,-5.281334300339222,-0.030458255978010128,0.0003,39.356887865066525,0.021963317,16.104339599609375,230,0.0019847750663757324,,,,,
180.0,49152,17.119937896728516,,,,,,,,,,,,,,,
180.0,50176,18.48491859436035,0.33271484375,0.2,-5.22996834218502,-0.03416822420986136,0.0003,49.45602825284004,0.020873401,29.532472610473633,240,0.0004349946975708008,,,,,
180.0,51200,19.98336410522461,,,,,,,,,,,,,,,
180.0,52224,18.30998420715332,0.277880859375,0.2,-5.217795023322106,-0.029929852885834406,0.0003,43.00104376077652,0.019152159,16.384586334228516,250,0.0015913844108581543,,,,,
180.0,53248,19.444740295410156,,,,,,,,,,,,,,,
180.0,54272,20.446584701538086,0.301953125,0.2,-5.155393819510937,-0.03224651878990699,0.0003,48.94940376877785,0.018691838,24.65822410583496,260,0.0022475719451904297,,,,,
180.0,55296,19.004274368286133,,,,,,,,,,,,,,,
180.0,56320,18.029876708984375,0.311376953125,0.2,-5.1109633326530455,-0.028188288409728555,0.0003,51.849473524093625,0.021434572,27.945066452026367,270,0.0013846158981323242,,,,,
180.0,57344,20.777820587158203,,,,,,,,,,,,,,,
180.0,58368,19.468538284301758,0.290087890625,0.2,-5.1057349890470505,-0.02706065048951132,0.0003,53.83200929760933,0.021343462,38.126930236816406,280,0.0010472536087036133,,,,,
180.0,59392,19.549760818481445,,,,,,,,,,,,,,,
180.0,60416,21.81393051147461,0.3111328125,0.2,-5.045218639075756,-0.026383370149778783,0.0003,42.26884312331676,0.019903861,23.545310974121094,290,0.0019540786743164062,,,,,
180.0,61440,21.973628997802734,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,18.95716567,230,266,30,180.0
180.0,62464,19.496841430664062,0.309716796875,0.2,-4.956588308513164,-0.026804440413252452,0.0003,44.481147238612174,0.01968907,32.67158126831055,300,0.0030589699745178223,,,,,
180.0,63488,21.889955520629883,,,,,,,,,,,,,,,
