eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/policy_gradient_loss,train/loss,train/clip_fraction,train/n_updates,train/approx_kl,train/clip_range,train/entropy_loss,train/explained_variance,train/value_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed
180.0,14.726841926574707,18432,,,,,,,,,,,,,,,
180.0,13.248373985290527,19456,-0.022333524786517955,20.25197982788086,0.039501953125,90,0.00766709,0.2,-5.823547203093767,0.0,18.127692134678362,3e-05,,,,,
180.0,12.827823638916016,20480,,,,,,,,,,,,,,,
,,20480,,,,,,,,,,,13.838470559999998,180.0,304,10,67
180.0,14.131288528442383,21504,-0.020135673524055164,23.428359985351562,0.026220703125,100,0.006663161,0.2,-5.816449058055878,0.0,18.26283986456692,3e-05,,,,,
180.0,14.781148910522461,22528,,,,,,,,,,,,,,,
180.0,13.544588088989258,23552,-0.021539347241196084,25.743629455566406,0.037646484375,110,0.0071351873,0.2,-5.808329501748085,8.344650268554688e-07,17.986527901887893,3e-05,,,,,
180.0,13.68128776550293,24576,,,,,,,,,,,,,,,
180.0,13.77925968170166,25600,-0.022305868234980153,14.934758186340332,0.051123046875,120,0.0076693958,0.2,-5.80127240344882,0.0,17.748988180607558,3e-05,,,,,
180.0,13.515043258666992,26624,,,,,,,,,,,,,,,
180.0,14.742241859436035,27648,-0.019474615316357812,3.047032356262207,0.02939453125,130,0.00658912,0.2,-5.79734021127224,5.960464477539063e-08,15.993552961573005,3e-05,,,,,
180.0,15.041044235229492,28672,,,,,,,,,,,,,,,
180.0,14.095122337341309,29696,-0.02106269793039246,9.834583282470703,0.032861328125,140,0.007203119,0.2,-5.788427075743675,1.1920928955078125e-07,17.531423997879028,3e-05,,,,,
180.0,13.702085494995117,30720,,,,,,,,,,,,,,,
180.0,14.344411849975586,31744,-0.02010441796373925,11.945917129516602,0.029638671875,150,0.0068287514,0.2,-5.77757925093174,0.0,18.22781853750348,3e-05,,,,,
180.0,13.980432510375977,32768,,,,,,,,,,,,,,,
180.0,13.464472770690918,33792,-0.018010934043923045,18.36676788330078,0.025830078125,160,0.006132298,0.2,-5.769958568364382,0.0,17.61683232039213,3e-05,,,,,
180.0,14.810707092285156,34816,,,,,,,,,,,,,,,
180.0,12.837787628173828,35840,-0.02275981622515246,5.828619480133057,0.04658203125,170,0.007463095,0.2,-5.760308293253184,-2.384185791015625e-07,17.58870387598872,3e-05,,,,,
180.0,14.558176040649414,36864,,,,,,,,,,,,,,,
180.0,13.972826957702637,37888,-0.01936971850664122,6.971050262451172,0.02275390625,180,0.005737434,0.2,-5.752836856245994,-1.1920928955078125e-07,17.74934186860919,3e-05,,,,,
180.0,14.996687889099121,38912,,,,,,,,,,,,,,,
180.0,15.485525131225586,39936,-0.018012900404573883,8.269376754760742,0.028759765625,190,0.006544416,0.2,-5.746500488370657,1.1920928955078125e-07,19.268921852856874,3e-05,,,,,
180.0,14.610639572143555,40960,,,,,,,,,,,,,,,
,,40960,,,,,,,,,,,13.676072029999998,180.0,288,20,142
180.0,14.492589950561523,41984,-0.019649294763075885,9.544677734375,0.0423828125,200,0.0077218506,0.2,-5.741427481174469,1.1920928955078125e-07,20.69856606721878,3e-05,,,,,
180.0,14.853251457214355,43008,,,,,,,,,,,,,,,
180.0,15.305100440979004,44032,-0.01954702020811965,7.516846179962158,0.035791015625,210,0.0070362817,0.2,-5.732097510248423,0.0,18.466367484256626,3e-05,,,,,
180.0,14.904373168945312,45056,,,,,,,,,,,,,,,
180.0,13.330535888671875,46080,-0.021776877313641307,20.988807678222656,0.036572265625,220,0.006863389,0.2,-5.723626478016376,0.0,16.72970656901598,3e-05,,,,,
180.0,14.189581871032715,47104,,,,,,,,,,,,,,,
180.0,13.862810134887695,48128,-0.020383031965320698,16.563995361328125,0.032373046875,230,0.006776465,0.2,-5.715473013371229,0.0,17.856908670812846,3e-05,,,,,
180.0,14.053548812866211,49152,,,,,,,,,,,,,,,
180.0,15.000959396362305,50176,-0.020342212383548032,16.075101852416992,0.031787109375,240,0.006357,0.2,-5.7079907231032845,0.0,20.26911241412163,3e-05,,,,,
180.0,13.712085723876953,51200,,,,,,,,,,,,,,,
180.0,15.438955307006836,52224,-0.021555497836743598,12.129544258117676,0.0283203125,250,0.006822773,0.2,-5.698128773272037,0.0,18.42446396239102,3e-05,,,,,
180.0,14.604207038879395,53248,,,,,,,,,,,,,,,
180.0,13.990817070007324,54272,-0.019564862840343266,11.490798950195312,0.031494140625,260,0.00698347,0.2,-5.684585562348365,0.0,18.198061268776655,3e-05,,,,,
180.0,15.163562774658203,55296,,,,,,,,,,,,,,,
180.0,13.758354187011719,56320,-0.019171662514781928,12.888274192810059,0.035693359375,270,0.0067361644,0.2,-5.67515624538064,0.0,20.23358097821474,3e-05,,,,,
180.0,14.661564826965332,57344,,,,,,,,,,,,,,,
180.0,15.092119216918945,58368,-0.020091651817347157,12.892912864685059,0.04716796875,280,0.0077896956,0.2,-5.668143967539072,0.0,17.268857165053486,3e-05,,,,,
180.0,14.19810962677002,59392,,,,,,,,,,,,,,,
180.0,15.021345138549805,60416,-0.02175839323317632,3.587218999862671,0.04677734375,290,0.008149467,0.2,-5.6576182544231415,0.0,16.766458063945173,3e-05,,,,,
180.0,15.95297908782959,61440,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,14.421344130000005,180.0,292,30,209
180.0,13.46248722076416,62464,-0.01754617794758815,8.425407409667969,0.0224609375,300,0.005935986,0.2,-5.646523020416498,0.0,19.358828265964984,3e-05,,,,,
180.0,15.033313751220703,63488,,,,,,,,,,,,,,,
180.0,13.963077545166016,64512,-0.019577084790944353,16.223915100097656,0.035009765625,310,0.007069803,0.2,-5.6400176897645,0.0,18.619876695424317,3e-05,,,,,
180.0,15.258380889892578,65536,,,,,,,,,,,,,,,
180.0,14.962827682495117,66560,-0.017884695348038805,17.513240814208984,0.023486328125,320,0.006758412,0.2,-5.63010668233037,0.0,18.836218717694283,3e-05,,,,,
180.0,14.584230422973633,67584,,,,,,,,,,,,,,,
180.0,15.42678451538086,68608,-0.01874314260894607,11.933710098266602,0.028125,330,0.006366566,0.2,-5.617734055221081,1.1920928955078125e-07,18.96503288894892,3e-05,,,,,
180.0,13.270576477050781,69632,,,,,,,,,,,,,,,
180.0,16.532791137695312,70656,-0.01796116309633362,16.778345108032227,0.0263671875,340,0.0068398495,0.2,-5.6048677615821365,0.0,19.09038469232619,3e-05,,,,,
180.0,15.096782684326172,71680,,,,,,,,,,,,,,,
180.0,14.884439468383789,72704,-0.01889177099656081,14.306106567382812,0.0232421875,350,0.0060038147,0.2,-5.592082226276398,0.0,19.71312975883484,3e-05,,,,,
180.0,15.400142669677734,73728,,,,,,,,,,,,,,,
180.0,16.89151382446289,74752,-0.019455972928335542,12.502416610717773,0.03486328125,360,0.006594715,0.2,-5.580214706063271,2.384185791015625e-07,16.82859238907695,3e-05,,,,,
180.0,15.15185546875,75776,,,,,,,,,,,,,,,
180.0,14.704428672790527,76800,-0.020609087593493315,14.175893783569336,0.02861328125,370,0.0068356935,0.2,-5.569438800960779,0.0,18.735141607373954,3e-05,,,,,
180.0,14.79190731048584,77824,,,,,,,,,,,,,,,
180.0,15.71651840209961,78848,-0.023253642646886875,13.062508583068848,0.04130859375,380,0.008213008,0.2,-5.558460123836994,0.0,20.183222448825838,3e-05,,,,,
180.0,16.01057243347168,79872,,,,,,,,,,,,,,,
180.0,15.424112319946289,80896,-0.022789406693846104,6.618866443634033,0.0421875,390,0.007454236,0.2,-5.545647256076336,0.0,18.26829150021076,3e-05,,,,,
180.0,15.580877304077148,81920,,,,,,,,,,,,,,,
,,81920,,,,,,,,,,,14.60888855,180.0,296,40,276
180.0,14.008771896362305,82944,-0.016957924591406482,5.585390090942383,0.0130859375,400,0.006109556,0.2,-5.532286774367094,1.1920928955078125e-07,21.241184201836585,3e-05,,,,,
180.0,16.086057662963867,83968,,,,,,,,,,,,,,,
180.0,15.371898651123047,84992,-0.018401986615208442,15.188098907470703,0.02626953125,410,0.005970955,0.2,-5.519237711280584,0.0,18.66210402175784,3e-05,,,,,
180.0,13.843273162841797,86016,,,,,,,,,,,,,,,
180.0,15.62588882446289,87040,-0.02233525475821807,11.306916236877441,0.04296875,420,0.0071070646,0.2,-5.5076946169137955,0.0,18.61652692705393,3e-05,,,,,
180.0,15.310080528259277,88064,,,,,,,,,,,,,,,
180.0,15.219500541687012,89088,-0.022108767991448987,6.132373332977295,0.05498046875,430,0.007919928,0.2,-5.4875018641352655,0.0,17.64107401445508,3e-05,,,,,
180.0,16.189224243164062,90112,,,,,,,,,,,,,,,
180.0,15.885956764221191,91136,-0.019636777664709372,8.242541313171387,0.026025390625,440,0.0067269756,0.2,-5.465739790350199,0.0,16.171028669178487,3e-05,,,,,
180.0,15.354248046875,92160,,,,,,,,,,,,,,,
180.0,14.064935684204102,93184,-0.01808247137196304,20.055078506469727,0.034912109375,450,0.0065173022,0.2,-5.44443224593997,-1.1920928955078125e-07,18.368152452632785,3e-05,,,,,
180.0,16.704307556152344,94208,,,,,,,,,,,,,,,
180.0,15.938838005065918,95232,-0.020698012299180845,16.389955520629883,0.0306640625,460,0.006489925,0.2,-5.4362677104771135,0.0,18.536915248259902,3e-05,,,,,
180.0,14.398134231567383,96256,,,,,,,,,,,,,,,
180.0,17.06845474243164,97280,-0.01846888687214232,14.664849281311035,0.020654296875,470,0.0059530125,0.2,-5.431689605861902,0.0,21.309646428376436,3e-05,,,,,
180.0,17.251026153564453,98304,,,,,,,,,,,,,,,
180.0,15.010080337524414,99328,-0.0195159996736038,24.747745513916016,0.035986328125,480,0.0072224853,0.2,-5.427163637429476,0.0,18.773782566189766,3e-05,,,,,
180.0,15.778788566589355,100352,,,,,,,,,,,,,,,
180.0,16.091270446777344,101376,-0.01913107607724669,11.50247573852539,0.02783203125,490,0.006516791,0.2,-5.420902351289987,0.0,17.293992709368467,3e-05,,,,,
180.0,15.091115951538086,102400,,,,,,,,,,,,,,,
,,102400,,,,,,,,,,,16.221702840000003,180.0,298,50,343
180.0,17.18211555480957,103424,-0.01743913209065795,17.464658737182617,0.030517578125,500,0.0064874883,0.2,-5.404866380989551,0.0,18.04208992756903,3e-05,,,,,
180.0,15.572918891906738,104448,,,,,,,,,,,,,,,
180.0,16.383729934692383,105472,-0.019731347489141626,11.83948802947998,0.02568359375,510,0.0072057527,0.2,-5.387298400700092,0.0,17.899084485322238,3e-05,,,,,
180.0,17.090896606445312,106496,,,,,,,,,,,,,,,
180.0,16.364959716796875,107520,-0.022498623064166168,12.967925071716309,0.06884765625,520,0.008823609,0.2,-5.3825721308588985,2.384185791015625e-07,18.047625709325075,3e-05,,,,,
180.0,15.481081008911133,108544,,,,,,,,,,,,,,,
180.0,16.063703536987305,109568,-0.020832831598818304,13.1968994140625,0.041748046875,530,0.0074008913,0.2,-5.362107318639755,0.0,17.118492253497244,3e-05,,,,,
180.0,14.955732345581055,110592,,,,,,,,,,,,,,,
180.0,17.816783905029297,111616,-0.015891663726142723,15.867132186889648,0.01220703125,540,0.0053083766,0.2,-5.342738743126392,1.1920928955078125e-07,21.071624080091716,3e-05,,,,,
180.0,17.229583740234375,112640,,,,,,,,,,,,,,,
180.0,16.231281280517578,113664,-0.01816493914993771,12.495126724243164,0.02958984375,550,0.0069901533,0.2,-5.332730947434902,0.0,16.418916973471642,3e-05,,,,,
180.0,16.136695861816406,114688,,,,,,,,,,,,,,,
180.0,16.588680267333984,115712,-0.01806497102807043,15.412185668945312,0.018798828125,560,0.006239928,0.2,-5.3291571222245695,0.0,18.527022434398532,3e-05,,,,,
180.0,15.735336303710938,116736,,,,,,,,,,,,,,,
180.0,17.60826873779297,117760,-0.017975925307837315,20.141773223876953,0.01630859375,570,0.006377673,0.2,-5.314051216095686,0.0,20.022983176261185,3e-05,,,,,
180.0,14.24462604522705,118784,,,,,,,,,,,,,,,
180.0,18.561767578125,119808,-0.018158752120871213,5.108953952789307,0.02890625,580,0.006240053,0.2,-5.28445698171854,0.0,17.887182400003077,3e-05,,,,,
180.0,17.226985931396484,120832,,,,,,,,,,,,,,,
180.0,17.05661392211914,121856,-0.01913053201242292,7.922077655792236,0.020361328125,590,0.0065432675,0.2,-5.264438369125128,0.0,22.178897980228065,3e-05,,,,,
180.0,16.939516067504883,122880,,,,,,,,,,,,,,,
,,122880,,,,,,,,,,,16.67701989,180.0,296,60,413
180.0,17.375202178955078,123904,-0.017993438673511265,22.901256561279297,0.022998046875,600,0.0060497,0.2,-5.249437450617552,0.0,17.90593154877424,3e-05,,,,,
180.0,17.61688995361328,124928,,,,,,,,,,,,,,,
180.0,17.316150665283203,125952,-0.017913233324725296,13.558165550231934,0.01962890625,610,0.00632481,0.2,-5.2328642964363095,0.0,18.275130647420884,3e-05,,,,,
180.0,17.19021224975586,126976,,,,,,,,,,,,,,,
180.0,17.761566162109375,128000,-0.01473474102531327,14.192911148071289,0.009375,620,0.0058350833,0.2,-5.200231675058603,0.0,19.84670198485255,3e-05,,,,,
180.0,18.522396087646484,129024,,,,,,,,,,,,,,,
180.0,19.03731346130371,130048,-0.017749802136677317,11.614935874938965,0.02763671875,630,0.006303975,0.2,-5.17818588167429,0.0,18.819539158046247,3e-05,,,,,
180.0,21.317569732666016,131072,,,,,,,,,,,,,,,
180.0,16.853031158447266,132096,-0.017694433491124074,12.501782417297363,0.024853515625,640,0.006793933,0.2,-5.154703667759895,0.0,18.396937385201454,3e-05,,,,,
180.0,17.676420211791992,133120,,,,,,,,,,,,,,,
180.0,18.627241134643555,134144,-0.01716156254442467,10.160090446472168,0.024267578125,650,0.00591524,0.2,-5.131536987423897,0.0,19.504659736156462,3e-05,,,,,
180.0,19.178050994873047,135168,,,,,,,,,,,,,,,
180.0,19.28042221069336,136192,-0.016053076324169524,20.8173770904541,0.0201171875,660,0.00527787,0.2,-5.126340459287166,0.0,19.641942252591253,3e-05,,,,,
180.0,17.749095916748047,137216,,,,,,,,,,,,,,,
180.0,20.447938919067383,138240,-0.016884746286086737,18.558088302612305,0.015771484375,670,0.006089246,0.2,-5.112345553189516,-1.1920928955078125e-07,18.03994816839695,3e-05,,,,,
180.0,18.6018123626709,139264,,,,,,,,,,,,,,,
180.0,19.56659698486328,140288,-0.01734223808380193,6.404535293579102,0.022509765625,680,0.00668948,0.2,-5.090895960479974,0.0,16.88930338025093,3e-05,,,,,
180.0,20.85593032836914,141312,,,,,,,,,,,,,,,
180.0,21.931411743164062,142336,-0.016232457173100557,29.2218017578125,0.02236328125,690,0.005886847,0.2,-5.069922793656588,0.0,18.955474353581668,3e-05,,,,,
180.0,19.530820846557617,143360,,,,,,,,,,,,,,,
,,143360,,,,,,,,,,,18.99047842,180.0,298,70,480
180.0,21.140243530273438,144384,-0.01773088467998605,16.52775764465332,0.024462890625,700,0.0064276657,0.2,-5.038161638379097,0.0,20.591729263961316,3e-05,,,,,
180.0,22.177688598632812,145408,,,,,,,,,,,,,,,
180.0,20.872276306152344,146432,-0.014854836731683464,19.90814208984375,0.014990234375,710,0.005693121,0.2,-5.000910443067551,0.0,17.5943964920938,3e-05,,,,,
180.0,20.57723617553711,147456,,,,,,,,,,,,,,,
180.0,21.138294219970703,148480,-0.015890296202087484,6.3313398361206055,0.01435546875,720,0.0064580548,0.2,-4.960931342095137,-1.1920928955078125e-07,23.50281967148185,3e-05,,,,,
180.0,20.6745548248291,149504,,,,,,,,,,,,,,,
180.0,23.12163543701172,150528,-0.015479645600134973,24.915678024291992,0.019287109375,730,0.0058815717,0.2,-4.931318993121385,0.0,18.911506304144858,3e-05,,,,,
180.0,21.461158752441406,151552,,,,,,,,,,,,,,,
180.0,20.23088836669922,152576,-0.01579610417029471,20.89898681640625,0.01640625,740,0.0056038266,0.2,-4.897149777412414,0.0,19.899233294278382,3e-05,,,,,
180.0,24.437585830688477,153600,,,,,,,,,,,,,,,
180.0,23.157428741455078,154624,-0.016645339024398707,18.530427932739258,0.017138671875,750,0.007178163,0.2,-4.8599060997366905,0.0,19.39525169506669,3e-05,,,,,
180.0,22.50289535522461,155648,,,,,,,,,,,,,,,
180.0,25.853464126586914,156672,-0.014959744372026762,8.732145309448242,0.01474609375,760,0.0057889433,0.2,-4.811769695580006,0.0,18.257481429725885,3e-05,,,,,
180.0,25.981983184814453,157696,,,,,,,,,,,,,,,
180.0,27.48104476928711,158720,-0.016007952861036755,26.10952377319336,0.015625,770,0.006052564,0.2,-4.75179394185543,0.0,20.91367726176977,3e-05,,,,,
180.0,26.318513870239258,159744,,,,,,,,,,,,,,,
180.0,26.155197143554688,160768,-0.012884577266231646,20.101970672607422,0.009326171875,780,0.004734565,0.2,-4.691824720054865,-1.1920928955078125e-07,21.484105484932662,3e-05,,,,,
180.0,24.8226261138916,161792,,,,,,,,,,,,,,,
180.0,26.84591293334961,162816,-0.015049245179216086,5.326772689819336,0.013427734375,790,0.0062753567,0.2,-4.651977840811014,0.0,20.64801879003644,3e-05,,,,,
180.0,28.75680923461914,163840,,,,,,,,,,,,,,,
,,163840,,,,,,,,,,,23.708998060000003,180.0,299,80,547
180.0,29.366792678833008,164864,-0.012243290583137422,18.061111450195312,0.008154296875,800,0.0055499147,0.2,-4.602413299679756,0.0,19.941748605668543,3e-05,,,,,
180.0,27.81056785583496,165888,,,,,,,,,,,,,,,
180.0,28.176136016845703,166912,-0.014742606743129726,15.80940055847168,0.018310546875,810,0.005781061,0.2,-4.559888300299645,0.0,20.8294050745666,3e-05,,,,,
180.0,26.8586483001709,167936,,,,,,,,,,,,,,,
180.0,28.75470733642578,168960,-0.014385545938785072,14.950196266174316,0.012939453125,820,0.004858869,0.2,-4.521527398377657,1.1920928955078125e-07,19.73361892402172,3e-05,,,,,
180.0,30.559221267700195,169984,,,,,,,,,,,,,,,
180.0,31.651710510253906,171008,-0.011311730458692182,10.873784065246582,0.00439453125,830,0.0045789243,0.2,-4.482919557392597,0.0,19.56485492438078,3e-05,,,,,
180.0,28.176040649414062,172032,,,,,,,,,,,,,,,
180.0,31.548952102661133,173056,-0.015021662289109372,22.529987335205078,0.0158203125,840,0.0062578954,0.2,-4.444177628308535,0.0,21.57000588104129,3e-05,,,,,
180.0,33.7547607421875,174080,,,,,,,,,,,,,,,
180.0,34.07365798950195,175104,-0.016079584235740185,5.642965793609619,0.02470703125,850,0.0055347537,0.2,-4.419917448610067,0.0,21.84861100167036,3e-05,,,,,
180.0,32.32997131347656,176128,,,,,,,,,,,,,,,
180.0,35.4343147277832,177152,-0.014806847130239475,20.919221878051758,0.014892578125,860,0.005060546,0.2,-4.39787317737937,0.0,19.15139020830393,3e-05,,,,,
180.0,32.25468063354492,178176,,,,,,,,,,,,,,,
180.0,36.70494842529297,179200,-0.014940387985552661,6.923943519592285,0.01318359375,870,0.006899995,0.2,-4.374030991643667,1.1920928955078125e-07,18.803627072274686,3e-05,,,,,
180.0,32.92387390136719,180224,,,,,,,,,,,,,,,
180.0,35.11466598510742,181248,-0.012246131912979763,6.469384670257568,0.010302734375,880,0.0049014892,0.2,-4.350084989517927,-1.1920928955078125e-07,22.22700402289629,3e-05,,,,,
180.0,33.582801818847656,182272,,,,,,,,,,,,,,,
180.0,33.85303497314453,183296,-0.014543606496590655,13.085390090942383,0.015673828125,890,0.0061788782,0.2,-4.322319530695677,0.0,20.52526299059391,3e-05,,,,,
180.0,32.75849151611328,184320,,,,,,,,,,,,,,,
,,184320,,,,,,,,,,,32.02380496,180.0,299,90,614
180.0,32.6427001953125,185344,-0.01563098338956479,16.597089767456055,0.028564453125,900,0.006947973,0.2,-4.266876105964184,0.0,20.185169582813977,3e-05,,,,,
180.0,39.07797622680664,186368,,,,,,,,,,,,,,,
180.0,35.9984130859375,187392,-0.013114638793922495,7.870792388916016,0.012939453125,910,0.005267377,0.2,-4.243146570026875,0.0,21.29883535467088,3e-05,,,,,
180.0,38.038177490234375,188416,,,,,,,,,,,,,,,
180.0,38.959651947021484,189440,-0.014897495297191199,7.143151760101318,0.019091796875,920,0.006905334,0.2,-4.211446485668421,0.0,19.333782187104227,3e-05,,,,,
180.0,41.68401336669922,190464,,,,,,,,,,,,,,,
180.0,39.324737548828125,191488,-0.014037421937246108,16.960546493530273,0.021142578125,930,0.0070610377,0.2,-4.164140509814024,0.0,21.469133376330138,3e-05,,,,,
180.0,36.71456527709961,192512,,,,,,,,,,,,,,,
180.0,44.341468811035156,193536,-0.013437481447499521,11.081082344055176,0.015234375,940,0.0059927646,0.2,-4.156762853264809,0.0,19.604945343732833,3e-05,,,,,
180.0,37.18681716918945,194560,,,,,,,,,,,,,,,
180.0,40.96437072753906,195584,-0.013694527129700873,23.22626304626465,0.01904296875,950,0.0054224227,0.2,-4.133335456252098,5.960464477539063e-08,21.40329752340913,3e-05,,,,,
180.0,43.74501419067383,196608,,,,,,,,,,,,,,,
180.0,43.72858428955078,197632,-0.009737958684854674,11.056816101074219,0.00986328125,960,0.0049057864,0.2,-4.093998427689075,0.0,18.971216212958097,3e-05,,,,,
180.0,41.97785186767578,198656,,,,,,,,,,,,,,,
180.0,44.926780700683594,199680,-0.01108465624965902,11.149894714355469,0.00888671875,970,0.0044367546,0.2,-4.061779030412436,0.0,21.431964080780745,3e-05,,,,,
180.0,41.265899658203125,200704,,,,,,,,,,,,,,,
180.0,46.871498107910156,201728,-0.010730197654629592,12.36462688446045,0.012353515625,980,0.0048601744,0.2,-4.03809783756733,0.0,20.84064212292433,3e-05,,,,,
180.0,46.35409927368164,202752,,,,,,,,,,,,,,,
180.0,49.588134765625,203776,-0.012389908243858373,24.76866340637207,0.011083984375,990,0.0044058706,0.2,-4.017191727459431,0.0,21.32620527148247,3e-05,,,,,
180.0,43.49855041503906,204800,,,,,,,,,,,,,,,
,,204800,,,,,,,,,,,40.43182934,180.0,299,100,682
180.0,45.246002197265625,205824,-0.011816023779465468,16.331249237060547,0.009814453125,1000,0.0046779215,0.2,-3.997132929414511,0.0,20.690647592395543,3e-05,,,,,
180.0,45.885162353515625,206848,,,,,,,,,,,,,,,
180.0,45.87174987792969,207872,-0.012469093162508216,17.55653190612793,0.020947265625,1010,0.0052174013,0.2,-3.971320565417409,-1.1920928955078125e-07,21.647457360476256,3e-05,,,,,
180.0,47.27730941772461,208896,,,,,,,,,,,,,,,
180.0,47.95591735839844,209920,-0.012422958169554476,16.445266723632812,0.01240234375,1020,0.006440193,0.2,-3.948394935578108,0.0,17.84464461877942,3e-05,,,,,
180.0,51.146034240722656,210944,,,,,,,,,,,,,,,
180.0,47.050941467285156,211968,-0.011335163796684356,5.4379191398620605,0.00966796875,1030,0.005445466,0.2,-3.9345290046185255,0.0,19.38949223086238,3e-05,,,,,
180.0,48.8701171875,212992,,,,,,,,,,,,,,,
180.0,48.902061462402344,214016,-0.011268912972082035,10.99382495880127,0.01201171875,1040,0.005091992,0.2,-3.9511762101203205,0.0,20.82337601929903,3e-05,,,,,
180.0,45.9704704284668,215040,,,,,,,,,,,,,,,
180.0,50.61518478393555,216064,-0.010403845471591922,15.190505027770996,0.009765625,1050,0.005395979,0.2,-3.9460544623434544,0.0,20.790026117116213,3e-05,,,,,
180.0,47.64063262939453,217088,,,,,,,,,,,,,,,
180.0,49.55110549926758,218112,-0.011781442946812604,6.552420616149902,0.0130859375,1060,0.005761517,0.2,-3.9139160469174383,0.0,18.774980261176825,3e-05,,,,,
180.0,52.08857727050781,219136,,,,,,,,,,,,,,,
180.0,48.729896545410156,220160,-0.011477686943908338,18.012615203857422,0.01220703125,1070,0.004526534,0.2,-3.8938470613211393,0.0,19.853737992048263,3e-05,,,,,
180.0,50.38302230834961,221184,,,,,,,,,,,,,,,
180.0,53.60398864746094,222208,-0.01232241578254616,9.956751823425293,0.01728515625,1080,0.005176441,0.2,-3.8772812131792307,0.0,18.917693891376256,3e-05,,,,,
180.0,49.827842712402344,223232,,,,,,,,,,,,,,,
180.0,51.602142333984375,224256,-0.011146880897285882,11.749853134155273,0.0037109375,1090,0.0061955703,0.2,-3.8577416677027943,0.0,19.07226745709777,3e-05,,,,,
180.0,55.827293395996094,225280,,,,,,,,,,,,,,,
,,225280,,,,,,,,,,,48.82369677999999,180.0,299,110,751
180.0,51.80852508544922,226304,-0.008884205649519573,20.581090927124023,0.0048828125,1100,0.003452103,0.2,-3.855591443181038,0.0,20.36207010820508,3e-05,,,,,
180.0,51.17208480834961,227328,,,,,,,,,,,,,,,
180.0,50.518795013427734,228352,-0.011416135156468953,27.010072708129883,0.0208984375,1110,0.004792245,0.2,-3.863828444480896,0.0,20.75554679483175,3e-05,,,,,
180.0,51.61004638671875,229376,,,,,,,,,,,,,,,
180.0,55.308509826660156,230400,-0.012159033340140013,12.458982467651367,0.019580078125,1120,0.006864939,0.2,-3.8649263072758915,-1.1920928955078125e-07,19.743257311731575,3e-05,,,,,
180.0,53.29953384399414,231424,,,,,,,,,,,,,,,
180.0,54.47757339477539,232448,-0.012703332202363526,11.507462501525879,0.018701171875,1130,0.006058632,0.2,-3.8604200676083567,0.0,19.920712115615608,3e-05,,,,,
180.0,55.442481994628906,233472,,,,,,,,,,,,,,,
180.0,51.516231536865234,234496,-0.010871087639679899,12.166654586791992,0.012451171875,1140,0.0054037687,0.2,-3.8626722142100336,0.0,19.85984919592738,3e-05,,,,,
180.0,51.791358947753906,235520,,,,,,,,,,,,,,,
180.0,56.90504455566406,236544,-0.012969894206617028,20.980541229248047,0.027294921875,1150,0.006900261,0.2,-3.8409495130181313,0.0,19.891355573385955,3e-05,,,,,
