eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_range,train/explained_variance,train/loss,train/n_updates,train/clip_fraction,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps
14.811883926391602,1024,180.0,,,,,,,,,,,,,,,
12.340763092041016,2048,180.0,,,,,,,,,,,,,,,
13.002938270568848,3072,180.0,0.025175603,-0.04703073771233903,36.985071098804475,0.0003,-5.8665666490793225,0.2,-0.00013649463653564453,16.12883186340332,10,0.435400390625,,,,,
13.864972114562988,4096,180.0,,,,,,,,,,,,,,,
14.877882957458496,5120,180.0,0.022171602,-0.037365876970579845,50.144689911603926,0.0003,-5.853604918718338,0.2,0.0,20.554380416870117,20,0.342333984375,,,,,
13.82680606842041,6144,180.0,,,,,,,,,,,,,,,
13.624273300170898,7168,180.0,0.024602897,-0.04054041802883148,46.069237869977954,0.0003,-5.8311961248517035,0.2,0.0,44.30122375488281,30,0.375732421875,,,,,
13.309917449951172,8192,180.0,,,,,,,,,,,,,,,
13.75383186340332,9216,180.0,0.02023957,-0.036854753826628436,43.96126073598862,0.0003,-5.810692201554775,0.2,0.0,13.461713790893555,40,0.32822265625,,,,,
14.662065505981445,10240,180.0,,,,,,,,,,,,,,,
13.979581832885742,11264,180.0,0.021733915,-0.03478115228499519,54.2325666308403,0.0003,-5.78866157233715,0.2,1.1920928955078125e-07,13.106026649475098,50,0.3005859375,,,,,
12.688440322875977,12288,180.0,,,,,,,,,,,,,,,
14.797308921813965,13312,180.0,0.022430804,-0.041632415777712595,43.89747379720211,0.0003,-5.767989391088486,0.2,0.0,25.887561798095703,60,0.35927734375,,,,,
14.962915420532227,14336,180.0,,,,,,,,,,,,,,,
15.306753158569336,15360,180.0,0.022827476,-0.03682933748495998,43.543381199240685,0.0003,-5.732422129809857,0.2,-1.1920928955078125e-07,24.20920753479004,70,0.373095703125,,,,,
13.511032104492188,16384,180.0,,,,,,,,,,,,,,,
15.3782958984375,17408,180.0,0.022842035,-0.04004204712546198,38.558616164326665,0.0003,-5.705074115097522,0.2,1.1920928955078125e-07,14.742603302001953,80,0.361083984375,,,,,
14.625003814697266,18432,180.0,,,,,,,,,,,,,,,
13.634305000305176,19456,180.0,0.02159859,-0.03720134160976159,43.91702585816383,0.0003,-5.698068222403526,0.2,0.0,16.894641876220703,90,0.35,,,,,
15.756250381469727,20480,180.0,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,73,10,180.0,14.348051880000003,279
13.914575576782227,21504,180.0,0.023268346,-0.041028856599587014,37.75125044882297,0.0003,-5.675438265502453,0.2,0.0,14.051103591918945,100,0.3845703125,,,,,
15.867805480957031,22528,180.0,,,,,,,,,,,,,,,
14.416666030883789,23552,180.0,0.020238377,-0.03466291660006391,37.64534190297127,0.0003,-5.6428127735853195,0.2,0.0,16.18425750732422,110,0.323779296875,,,,,
16.213783264160156,24576,180.0,,,,,,,,,,,,,,,
15.478267669677734,25600,180.0,0.020413157,-0.03574544611037709,33.15714222490787,0.0003,-5.61223533153534,0.2,0.0,13.0458402633667,120,0.338916015625,,,,,
16.60977554321289,26624,180.0,,,,,,,,,,,,,,,
15.220802307128906,27648,180.0,0.022824705,-0.03823605504294392,41.723724234104154,0.0003,-5.603100495040417,0.2,0.0,10.108001708984375,130,0.3458984375,,,,,
17.015134811401367,28672,180.0,,,,,,,,,,,,,,,
18.029869079589844,29696,180.0,0.021924112,-0.040191817744926084,37.88520544469357,0.0003,-5.557514718174934,0.2,-1.1920928955078125e-07,10.80610466003418,140,0.38076171875,,,,,
15.492242813110352,30720,180.0,,,,,,,,,,,,,,,
