time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/loss,train/explained_variance,train/value_loss,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates,time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean
216064,85.7198486328125,180.0,0.171044921875,-3.461225910484791,-0.011339603419764898,5.244480609893799,1.1920928955078125e-07,20.354684226214886,0.015352722,0.2,0.0003,1050,,,,,
217088,86.80411529541016,180.0,,,,,,,,,,,,,,,
218112,85.62498474121094,180.0,0.203955078125,-3.465996056050062,-0.016366604951326736,13.596261978149414,0.0,20.31137888133526,0.016182553,0.2,0.0003,1060,,,,,
219136,86.93360900878906,180.0,,,,,,,,,,,,,,,
220160,85.65144348144531,180.0,0.16435546875,-3.4692385725677015,-0.011735755232803059,8.552353858947754,0.0,20.70190690457821,0.014728419,0.2,0.0003,1070,,,,,
221184,88.21524047851562,180.0,,,,,,,,,,,,,,,
222208,84.73099517822266,180.0,0.2228515625,-3.4637300528585913,-0.01630399611312896,7.032419204711914,0.0,19.461405059695245,0.017765004,0.2,0.0003,1080,,,,,
223232,85.8951416015625,180.0,,,,,,,,,,,,,,,
224256,85.72766876220703,180.0,0.129443359375,-3.467204699665308,-0.0077266933178179896,7.790032863616943,0.0,20.833598002791405,0.013948501,0.2,0.0003,1090,,,,,
225280,87.24739074707031,180.0,,,,,,,,,,,,,,,
225280,,,,,,,,,,,,,314,110,180.0,716,85.99952221999997
226304,87.35466766357422,180.0,0.1310546875,-3.474980080127716,-0.009415220076334663,13.758464813232422,0.0,19.028864482045172,0.012868425,0.2,0.0003,1100,,,,,
227328,87.80826568603516,180.0,,,,,,,,,,,,,,,
228352,85.8658447265625,180.0,0.173486328125,-3.4760588973760607,-0.010746150978957304,5.650007724761963,0.0,19.1041760802269,0.017042568,0.2,0.0003,1110,,,,,
229376,86.23159790039062,180.0,,,,,,,,,,,,,,,
230400,85.52438354492188,180.0,0.166650390625,-3.4787917360663414,-0.012604607896355447,13.458087921142578,-1.1920928955078125e-07,22.476505890488625,0.014730452,0.2,0.0003,1120,,,,,
231424,83.93795013427734,180.0,,,,,,,,,,,,,,,
232448,85.30181884765625,180.0,0.17548828125,-3.486028990149498,-0.013424505144939758,7.523519515991211,0.0,21.476025921106338,0.014452208,0.2,0.0003,1130,,,,,
233472,89.07125854492188,180.0,,,,,,,,,,,,,,,
234496,88.8385238647461,180.0,0.1751953125,-3.482443962991238,-0.009775612078374251,6.549842834472656,1.1920928955078125e-07,19.422933161258698,0.015776396,0.2,0.0003,1140,,,,,
235520,86.65896606445312,180.0,,,,,,,,,,,,,,,
236544,84.71808624267578,180.0,0.143994140625,-3.477597843110561,-0.01070126418781001,9.108935356140137,0.0,19.555696284770967,0.01652175,0.2,0.0003,1150,,,,,
237568,86.82437133789062,180.0,,,,,,,,,,,,,,,
238592,85.36687469482422,180.0,0.164794921875,-3.4793070778250694,-0.011475611990317703,5.738387584686279,0.0,19.868018898367882,0.012625279,0.2,0.0003,1160,,,,,
239616,84.55256652832031,180.0,,,,,,,,,,,,,,,
240640,85.70916748046875,180.0,0.14482421875,-3.4801845870912076,-0.011101980369130616,8.914206504821777,-1.1920928955078125e-07,21.611947432160378,0.014291507,0.2,0.0003,1170,,,,,
241664,85.953125,180.0,,,,,,,,,,,,,,,
242688,85.1492919921875,180.0,0.181787109375,-3.467998242378235,-0.013071929209399969,4.140115261077881,0.0,19.049965766072273,0.015665831,0.2,0.0003,1180,,,,,
243712,84.88150024414062,180.0,,,,,,,,,,,,,,,
244736,85.08358764648438,180.0,0.17626953125,-3.474305450171232,-0.013178779273584951,5.396630764007568,1.1920928955078125e-07,20.984696339070798,0.015353611,0.2,0.0003,1190,,,,,
245760,87.29104614257812,180.0,,,,,,,,,,,,,,,
245760,,,,,,,,,,,,,313,120,180.0,783,86.04239153999998
246784,85.19583129882812,180.0,0.204443359375,-3.4848107255995275,-0.015338165742286946,6.350169658660889,0.0,21.222988319396972,0.015866099,0.2,0.0003,1200,,,,,
247808,82.06696319580078,180.0,,,,,,,,,,,,,,,
248832,86.09380340576172,180.0,0.157080078125,-3.4665422685444356,-0.011341202919720673,12.035992622375488,-1.1920928955078125e-07,21.624912309646607,0.015743427,0.2,0.0003,1210,,,,,
249856,85.70034790039062,180.0,,,,,,,,,,,,,,,
250880,85.10977172851562,180.0,0.13994140625,-3.478573153913021,-0.009287446056259797,9.816445350646973,0.0,21.25802988409996,0.014639139,0.2,0.0003,1220,,,,,
251904,87.09776306152344,180.0,,,,,,,,,,,,,,,
252928,86.44100952148438,180.0,0.138818359375,-3.4806930400431155,-0.008790125146333594,9.192776679992676,0.0,19.99495110809803,0.014188457,0.2,0.0003,1230,,,,,
253952,85.41532897949219,180.0,,,,,,,,,,,,,,,
254976,85.77214050292969,180.0,0.142236328125,-3.4730990543961524,-0.009594779612962156,13.788824081420898,0.0,20.016755363345148,0.013864654,0.2,0.0003,1240,,,,,
256000,85.72319030761719,180.0,,,,,,,,,,,,,,,
257024,86.61528015136719,180.0,0.176708984375,-3.477453800290823,-0.013188352475117427,11.102669715881348,0.0,21.48372283577919,0.014301393,0.2,0.0003,1250,,,,,
258048,86.47925567626953,180.0,,,,,,,,,,,,,,,
259072,84.33353424072266,180.0,0.16201171875,-3.4805716395378115,-0.010992270077986177,11.835046768188477,0.0,21.154996690154075,0.017647374,0.2,0.0003,1260,,,,,
260096,85.2461929321289,180.0,,,,,,,,,,,,,,,
261120,89.6473617553711,180.0,0.162841796875,-3.470453031361103,-0.009711584754404612,11.35841178894043,0.0,21.307355305552484,0.015413924,0.2,0.0003,1270,,,,,
262144,83.39302062988281,180.0,,,,,,,,,,,,,,,
263168,85.54646301269531,180.0,0.135888671875,-3.4682386957108973,-0.0081883014383493,7.810112953186035,-1.1920928955078125e-07,20.995628315210343,0.012912137,0.2,0.0003,1280,,,,,
264192,84.00637817382812,180.0,,,,,,,,,,,,,,,
265216,87.97235107421875,180.0,0.1849609375,-3.458389323949814,-0.013496371956716758,9.267966270446777,1.1920928955078125e-07,20.289893779158593,0.014536606,0.2,0.0003,1290,,,,,
266240,84.1905517578125,180.0,,,,,,,,,,,,,,,
266240,,,,,,,,,,,,,313,130,180.0,849,86.14842405999998
267264,87.86494445800781,180.0,0.167626953125,-3.4695148192346097,-0.012002129628672264,11.725876808166504,1.1920928955078125e-07,19.413860465586186,0.015808512,0.2,0.0003,1300,,,,,
268288,86.059326171875,180.0,,,,,,,,,,,,,,,
269312,86.49510192871094,180.0,0.2072265625,-3.4618846639990806,-0.014540816583030391,16.461572647094727,0.0,19.77183676958084,0.017407808,0.2,0.0003,1310,,,,,
270336,87.72650146484375,180.0,,,,,,,,,,,,,,,
271360,85.98086547851562,180.0,0.185498046875,-3.448179579526186,-0.014360806360491552,8.999063491821289,0.0,20.504621481895448,0.015353791,0.2,0.0003,1320,,,,,
272384,85.40501403808594,180.0,,,,,,,,,,,,,,,
273408,87.17219543457031,180.0,0.132421875,-3.4499059572815893,-0.008883459404751192,8.155913352966309,0.0,19.652038884162902,0.014078103,0.2,0.0003,1330,,,,,
274432,86.75874328613281,180.0,,,,,,,,,,,,,,,
275456,87.58338928222656,180.0,0.2048828125,-3.4441349849104883,-0.015858704812126236,5.582414150238037,0.0,18.933408176898958,0.015130738,0.2,0.0003,1340,,,,,
276480,87.44483947753906,180.0,,,,,,,,,,,,,,,
277504,87.16485595703125,180.0,0.22275390625,-3.4498409196734428,-0.01723158367094584,9.511391639709473,0.0,20.410388143360613,0.016938236,0.2,0.0003,1350,,,,,
278528,88.93495178222656,180.0,,,,,,,,,,,,,,,
279552,85.46675109863281,180.0,0.124658203125,-3.4606781460344793,-0.0070206363219767805,13.56423568725586,-1.1920928955078125e-07,21.402642089128495,0.013338082,0.2,0.0003,1360,,,,,
280576,86.54460906982422,180.0,,,,,,,,,,,,,,,
281600,86.24851989746094,180.0,0.166650390625,-3.4669484585523604,-0.012666066143719946,13.328965187072754,0.0,20.916405817866327,0.01449953,0.2,0.0003,1370,,,,,
282624,86.615478515625,180.0,,,,,,,,,,,,,,,
283648,86.94007873535156,180.0,0.154345703125,-3.473251575231552,-0.009655630013730843,13.336753845214844,0.0,20.883136802911757,0.013595297,0.2,0.0003,1380,,,,,
284672,89.23561096191406,180.0,,,,,,,,,,,,,,,
285696,84.54170227050781,180.0,0.180517578125,-3.475603450089693,-0.012285657385655213,7.987460613250732,0.0,21.221477335691453,0.016301043,0.2,0.0003,1390,,,,,
286720,86.42395782470703,180.0,,,,,,,,,,,,,,,
286720,,,,,,,,,,,,,313,140,180.0,914,86.57305274000001
287744,86.15738677978516,180.0,0.153076171875,-3.470615839958191,-0.010674672294408083,10.723149299621582,0.0,21.374688678979872,0.0135717075,0.2,0.0003,1400,,,,,
288768,88.42948150634766,180.0,,,,,,,,,,,,,,,
289792,88.36421203613281,180.0,0.141552734375,-3.4582284219563006,-0.010508409052272327,9.692800521850586,0.0,22.136660858988762,0.0153713245,0.2,0.0003,1410,,,,,
290816,87.59313201904297,180.0,,,,,,,,,,,,,,,
291840,87.20278930664062,180.0,0.1875,-3.4565423749387265,-0.012670288387744222,13.408318519592285,0.0,20.894738489389418,0.015161329,0.2,0.0003,1420,,,,,
292864,86.735595703125,180.0,,,,,,,,,,,,,,,
293888,84.10025024414062,180.0,0.15615234375,-3.4479525543749334,-0.011048899768502452,12.455873489379883,0.0,18.58455449491739,0.013263948,0.2,0.0003,1430,,,,,
294912,87.41385650634766,180.0,,,,,,,,,,,,,,,
295936,88.5836181640625,180.0,0.14423828125,-3.4402988485991957,-0.008490960839117179,11.09022045135498,0.0,19.65563158392906,0.015027845,0.2,0.0003,1440,,,,,
296960,88.77676391601562,180.0,,,,,,,,,,,,,,,
297984,87.923095703125,180.0,0.1337890625,-3.4412333361804484,-0.009003643885080237,11.79577350616455,0.0,19.967795053124426,0.012419397,0.2,0.0003,1450,,,,,
299008,85.91072845458984,180.0,,,,,,,,,,,,,,,
300032,87.94025421142578,180.0,0.200244140625,-3.424630638957024,-0.015061657686601393,11.747526168823242,-2.384185791015625e-07,18.994410333037376,0.015644813,0.2,0.0003,1460,,,,,
301056,84.24394226074219,180.0,,,,,,,,,,,,,,,
302080,87.0570068359375,180.0,0.217578125,-3.435728455334902,-0.015509834815748035,5.405138969421387,0.0,19.753353202342986,0.015531756,0.2,0.0003,1470,,,,,
303104,86.21446990966797,180.0,,,,,,,,,,,,,,,
304128,87.93275451660156,180.0,0.185400390625,-3.436706241220236,-0.013630966361961327,5.824474811553955,-1.1920928955078125e-07,18.032476037740707,0.016777705,0.2,0.0003,1480,,,,,
305152,85.76699829101562,180.0,,,,,,,,,,,,,,,
306176,87.19959259033203,180.0,0.169482421875,-3.4295184232294558,-0.011995319140260108,9.240349769592285,0.0,20.02744651436806,0.015971314,0.2,0.0003,1490,,,,,
307200,85.7725830078125,180.0,,,,,,,,,,,,,,,
307200,,,,,,,,,,,,,313,150,180.0,979,86.54137322999998
308224,86.82353973388672,180.0,0.1212890625,-3.4239922627806663,-0.005800365298637189,13.422945022583008,0.0,20.466597294807436,0.014478272,0.2,0.0003,1500,,,,,
309248,83.99456787109375,180.0,,,,,,,,,,,,,,,
310272,87.6697998046875,180.0,0.14228515625,-3.4347392700612547,-0.009910316043533384,7.2749714851379395,0.0,19.249588695168494,0.01327542,0.2,0.0003,1510,,,,,
311296,85.79605102539062,180.0,,,,,,,,,,,,,,,
312320,86.1890869140625,180.0,0.1634765625,-3.4420961387455464,-0.011487594683421776,8.74178409576416,0.0,18.373957780003547,0.015050007,0.2,0.0003,1520,,,,,
313344,90.3587417602539,180.0,,,,,,,,,,,,,,,
314368,86.11105346679688,180.0,0.156640625,-3.4309970289468765,-0.009849487687461078,10.978192329406738,0.0,18.924433022737503,0.012764931,0.2,0.0003,1530,,,,,
315392,84.69461059570312,180.0,,,,,,,,,,,,,,,
316416,86.42756652832031,180.0,0.150048828125,-3.432906848192215,-0.010312082142627332,9.322361946105957,0.0,19.38657729625702,0.013394762,0.2,0.0003,1540,,,,,
317440,86.7840576171875,180.0,,,,,,,,,,,,,,,
318464,87.75165557861328,180.0,0.1416015625,-3.4436225324869154,-0.009763516177190467,7.244307518005371,0.0,20.200599493086337,0.013732733,0.2,0.0003,1550,,,,,
319488,88.50471496582031,180.0,,,,,,,,,,,,,,,
320512,86.69445037841797,180.0,0.1759765625,-3.45839666724205,-0.01195131390413735,10.201269149780273,-2.384185791015625e-07,19.481190952658654,0.014052908,0.2,0.0003,1560,,,,,
321536,89.16698455810547,180.0,,,,,,,,,,,,,,,
322560,87.0035400390625,180.0,0.170361328125,-3.4551927618682385,-0.012612463998084422,8.351043701171875,5.960464477539063e-08,21.992339923977852,0.015891705,0.2,0.0003,1570,,,,,
323584,87.90841674804688,180.0,,,,,,,,,,,,,,,
324608,87.64785766601562,180.0,0.129736328125,-3.455043216794729,-0.00734366040705936,9.284327507019043,0.0,20.277851715683937,0.014538647,0.2,0.0003,1580,,,,,
325632,83.87181091308594,180.0,,,,,,,,,,,,,,,
326656,85.90513610839844,180.0,0.16787109375,-3.4681609861552714,-0.011631262881564908,7.570611953735352,0.0,20.608878564834594,0.016662125,0.2,0.0003,1590,,,,,
327680,86.78544616699219,180.0,,,,,,,,,,,,,,,
327680,,,,,,,,,,,,,311,160,180.0,1051,87.01008639999998
328704,88.7413330078125,180.0,0.193701171875,-3.4832008801400662,-0.014537967935029882,10.380099296569824,1.1920928955078125e-07,18.346679881215096,0.013715293,0.2,0.0003,1600,,,,,
329728,85.9411392211914,180.0,,,,,,,,,,,,,,,
330752,85.48483276367188,180.0,0.145166015625,-3.479014577716589,-0.009811350844393019,15.401721954345703,0.0,21.137849715352058,0.014187247,0.2,0.0003,1610,,,,,
331776,87.13249969482422,180.0,,,,,,,,,,,,,,,
332800,86.40938568115234,180.0,0.142529296875,-3.4816884748637675,-0.010865222883876414,13.432194709777832,-1.1920928955078125e-07,22.396824765205384,0.012823075,0.2,0.0003,1620,,,,,
333824,87.24348449707031,180.0,,,,,,,,,,,,,,,
334848,86.5952377319336,180.0,0.127294921875,-3.458509673178196,-0.006963829754386097,13.494003295898438,-1.1920928955078125e-07,20.17073698490858,0.014323312,0.2,0.0003,1630,,,,,
335872,85.869140625,180.0,,,,,,,,,,,,,,,
336896,86.99098205566406,180.0,0.1322265625,-3.4502853713929653,-0.007803809421602637,9.766021728515625,0.0,18.637316766381264,0.012510287,0.2,0.0003,1640,,,,,
337920,84.55743408203125,180.0,,,,,,,,,,,,,,,
338944,86.298583984375,180.0,0.15791015625,-3.4459234826266765,-0.010566205038048792,11.346152305603027,0.0,20.234460991621017,0.015298272,0.2,0.0003,1650,,,,,
339968,87.02741241455078,180.0,,,,,,,,,,,,,,,
340992,82.9886245727539,180.0,0.1533203125,-3.4555429242551328,-0.010201057885569752,11.796346664428711,0.0,19.483119139075278,0.016084991,0.2,0.0003,1660,,,,,
342016,81.60531616210938,180.0,,,,,,,,,,,,,,,
343040,87.19569396972656,180.0,0.15283203125,-3.4456035919487475,-0.012056935303553474,8.904919624328613,0.0,19.295614117383955,0.014951431,0.2,0.0003,1670,,,,,
344064,84.75419616699219,180.0,,,,,,,,,,,,,,,
345088,84.94148254394531,180.0,0.161767578125,-3.437732009589672,-0.01124121711909538,9.597065925598145,0.0,19.610736232995986,0.0141916005,0.2,0.0003,1680,,,,,
346112,89.56587219238281,180.0,,,,,,,,,,,,,,,
347136,86.42166137695312,180.0,0.13408203125,-3.4534167416393755,-0.010630980863061268,8.118364334106445,0.0,20.553025364875793,0.011622997,0.2,0.0003,1690,,,,,
348160,86.51160430908203,180.0,,,,,,,,,,,,,,,
348160,,,,,,,,,,,,,307,170,180.0,1131,85.99455346999999
349184,86.75224304199219,180.0,0.186181640625,-3.473001680523157,-0.013763631296751556,13.274443626403809,5.960464477539063e-08,24.244701036810874,0.015888315,0.2,0.0003,1700,,,,,
350208,88.91826629638672,180.0,,,,,,,,,,,,,,,
351232,86.68174743652344,180.0,0.15322265625,-3.4757388159632683,-0.012944128175149672,11.655678749084473,0.0,19.037774246931075,0.012319683,0.2,0.0003,1710,,,,,
352256,84.31529998779297,180.0,,,,,,,,,,,,,,,
353280,90.31695556640625,180.0,0.174169921875,-3.4610192120075225,-0.0129122528975131,6.716324806213379,0.0,21.407554230093957,0.015706223,0.2,0.0003,1720,,,,,
354304,89.431640625,180.0,,,,,,,,,,,,,,,
355328,89.0535659790039,180.0,0.124560546875,-3.451157770305872,-0.008059387360117399,12.291255950927734,-2.384185791015625e-07,21.303658545017242,0.014036084,0.2,0.0003,1730,,,,,
356352,85.7437973022461,180.0,,,,,,,,,,,,,,,
357376,84.03376770019531,180.0,0.18232421875,-3.4633270025253298,-0.013109338378126268,11.268183708190918,1.7881393432617188e-07,21.427664223313332,0.014533499,0.2,0.0003,1740,,,,,
358400,87.77655029296875,180.0,,,,,,,,,,,,,,,
359424,89.17787170410156,180.0,0.1828125,-3.454485995322466,-0.011005398326960857,11.281180381774902,0.0,21.652200093865396,0.0140979625,0.2,0.0003,1750,,,,,
360448,85.62554931640625,180.0,,,,,,,,,,,,,,,
361472,89.87997436523438,180.0,0.1490234375,-3.437865663319826,-0.009868220196221956,10.753824234008789,0.0,17.746609835326673,0.01319932,0.2,0.0003,1760,,,,,
362496,88.32097625732422,180.0,,,,,,,,,,,,,,,
363520,87.7250747680664,180.0,0.153466796875,-3.443700759857893,-0.012199903163127601,8.569120407104492,1.1920928955078125e-07,19.610119166970254,0.014379874,0.2,0.0003,1770,,,,,
364544,89.21139526367188,180.0,,,,,,,,,,,,,,,
365568,88.31934356689453,180.0,0.147900390625,-3.4532878629863264,-0.01021314401878044,8.256848335266113,1.1920928955078125e-07,20.92508099377155,0.013733833,0.2,0.0003,1780,,,,,
366592,86.44474792480469,180.0,,,,,,,,,,,,,,,
367616,86.33698272705078,180.0,0.151953125,-3.4465400233864782,-0.011768926501099486,12.526819229125977,0.0,17.65943959951401,0.013247149,0.2,0.0003,1790,,,,,
368640,89.08389282226562,180.0,,,,,,,,,,,,,,,
368640,,,,,,,,,,,,,304,180,180.0,1210,87.15158466000001
369664,89.96340942382812,180.0,0.19462890625,-3.44103873744607,-0.013306582227232865,9.871115684509277,1.1920928955078125e-07,18.4555085465312,0.017123958,0.2,0.0003,1800,,,,,
370688,85.22468566894531,180.0,,,,,,,,,,,,,,,
371712,86.42642211914062,180.0,0.17001953125,-3.4322313219308853,-0.012777212617220358,7.604036808013916,0.0,21.552735841274263,0.016210351,0.2,0.0003,1810,,,,,
372736,89.33378601074219,180.0,,,,,,,,,,,,,,,
373760,87.38919067382812,180.0,0.166064453125,-3.4241646893322466,-0.010725781053770334,5.0891900062561035,1.1920928955078125e-07,19.36285699903965,0.014573779,0.2,0.0003,1820,,,,,
374784,89.18333435058594,180.0,,,,,,,,,,,,,,,
375808,86.98650360107422,180.0,0.177490234375,-3.4628677047789096,-0.012119595111289527,6.49531888961792,5.960464477539063e-08,21.74110280275345,0.016417798,0.2,0.0003,1830,,,,,
376832,89.49195861816406,180.0,,,,,,,,,,,,,,,
377856,86.18104553222656,180.0,0.11669921875,-3.466998690366745,-0.009228808202897199,13.574727058410645,0.0,20.040432849526404,0.012339652,0.2,0.0003,1840,,,,,
378880,87.84044647216797,180.0,,,,,,,,,,,,,,,
379904,87.2052001953125,180.0,0.191845703125,-3.4708582744002343,-0.015371223776674015,4.489523887634277,0.0,19.338519430160524,0.014669208,0.2,0.0003,1850,,,,,
380928,86.23320770263672,180.0,,,,,,,,,,,,,,,
381952,85.63909149169922,180.0,0.15751953125,-3.462861628085375,-0.011163301519991365,14.07142162322998,0.0,23.167978116869925,0.014365489,0.2,0.0003,1860,,,,,
382976,87.8991928100586,180.0,,,,,,,,,,,,,,,
384000,88.34646606445312,180.0,0.14169921875,-3.4593516416847705,-0.0108349499409087,15.215239524841309,0.0,22.34325225353241,0.013716033,0.2,0.0003,1870,,,,,
385024,89.78276062011719,180.0,,,,,,,,,,,,,,,
386048,86.14567565917969,180.0,0.119873046875,-3.4565587170422076,-0.0074186599318636585,7.384482383728027,0.0,20.776679855585098,0.0127271395,0.2,0.0003,1880,,,,,
387072,87.73574829101562,180.0,,,,,,,,,,,,,,,
388096,88.9971694946289,180.0,0.13974609375,-3.4681718580424787,-0.008197736462170724,9.69719409942627,0.0,21.20165859758854,0.012749679,0.2,0.0003,1890,,,,,
389120,86.61865997314453,180.0,,,,,,,,,,,,,,,
389120,,,,,,,,,,,,,301,190,180.0,1291,88.63344093000002
390144,90.69035339355469,180.0,0.15498046875,-3.451243009418249,-0.010025737188698258,8.432195663452148,-1.1920928955078125e-07,19.401847599446775,0.01612456,0.2,0.0003,1900,,,,,
391168,88.66819763183594,180.0,,,,,,,,,,,,,,,
392192,86.99896240234375,180.0,0.189453125,-3.458725607395172,-0.01426839104096871,11.324337005615234,1.1920928955078125e-07,21.238598555326462,0.016312573,0.2,0.0003,1910,,,,,
393216,87.86005401611328,180.0,,,,,,,,,,,,,,,
394240,86.0987777709961,180.0,0.14365234375,-3.4511058643460273,-0.010434103091392899,9.208925247192383,0.0,20.50766032934189,0.013749089,0.2,0.0003,1920,,,,,
395264,86.19898223876953,180.0,,,,,,,,,,,,,,,
396288,88.19034576416016,180.0,0.171142578125,-3.4501560710370542,-0.0113276590454916,6.535582542419434,0.0,20.621287208795547,0.013888648,0.2,0.0003,1930,,,,,
397312,85.1736831665039,180.0,,,,,,,,,,,,,,,
398336,86.82733154296875,180.0,0.169384765625,-3.4492816917598246,-0.01386519149527885,8.59496021270752,0.0,23.385128077864646,0.015224071,0.2,0.0003,1940,,,,,
399360,89.60714721679688,180.0,,,,,,,,,,,,,,,
400384,86.44357299804688,180.0,0.18818359375,-3.449461480975151,-0.014580473677051486,7.40882682800293,-1.1920928955078125e-07,20.794578817486762,0.014470988,0.2,0.0003,1950,,,,,
401408,87.94580078125,180.0,,,,,,,,,,,,,,,
402432,88.25474548339844,180.0,0.16123046875,-3.459588211029768,-0.011793212813790888,7.159581661224365,-1.1920928955078125e-07,21.915585854649542,0.013842432,0.2,0.0003,1960,,,,,
403456,88.57499694824219,180.0,,,,,,,,,,,,,,,
404480,90.0485610961914,180.0,0.156298828125,-3.4473225943744183,-0.010071826878993306,9.4354829788208,5.960464477539063e-08,21.873696658015252,0.015396282,0.2,0.0003,1970,,,,,
405504,87.4404296875,180.0,,,,,,,,,,,,,,,
406528,85.91197204589844,180.0,0.149169921875,-3.452959303557873,-0.010816283147141803,9.56212043762207,0.0,18.8814417719841,0.015127119,0.2,0.0003,1980,,,,,
407552,89.5570068359375,180.0,,,,,,,,,,,,,,,
408576,88.09788513183594,180.0,0.154052734375,-3.456012458354235,-0.008265242296329234,8.969259262084961,0.0,21.28392840474844,0.0143313315,0.2,0.0003,1990,,,,,
409600,88.10350036621094,180.0,,,,,,,,,,,,,,,
409600,,,,,,,,,,,,,298,200,180.0,1372,87.84190991999999
410624,85.68211364746094,180.0,0.141015625,-3.4597260184586047,-0.009677373812883161,9.878495216369629,5.960464477539063e-08,21.5414395570755,0.012839453,0.2,0.0003,2000,,,,,
411648,87.89288330078125,180.0,,,,,,,,,,,,,,,
412672,84.91388702392578,180.0,0.149609375,-3.485930310189724,-0.010920620601973496,11.14293384552002,1.1920928955078125e-07,20.218307876586913,0.016027946,0.2,0.0003,2010,,,,,
413696,87.20323181152344,180.0,,,,,,,,,,,,,,,
414720,87.46615600585938,180.0,0.12861328125,-3.480109180510044,-0.009191521535103674,14.834166526794434,0.0,19.94527051001787,0.013854515,0.2,0.0003,2020,,,,,
415744,85.45924377441406,180.0,,,,,,,,,,,,,,,
416768,89.33768463134766,180.0,0.153662109375,-3.4747157745063304,-0.011740097717847675,11.202661514282227,-1.1920928955078125e-07,21.574969908595087,0.015772775,0.2,0.0003,2030,,,,,
417792,84.20569610595703,180.0,,,,,,,,,,,,,,,
418816,87.93023681640625,180.0,0.1703125,-3.4573044791817664,-0.012746124100522139,12.02995491027832,-1.1920928955078125e-07,21.549228861927986,0.01460172,0.2,0.0003,2040,,,,,
419840,85.72520446777344,180.0,,,,,,,,,,,,,,,
420864,88.88157653808594,180.0,0.155615234375,-3.4588756009936334,-0.010405127668491332,6.002317905426025,0.0,19.240362490713597,0.015415822,0.2,0.0003,2050,,,,,
421888,89.56250762939453,180.0,,,,,,,,,,,,,,,
422912,89.17544555664062,180.0,0.1177734375,-3.451386374980211,-0.007344936818117276,11.892894744873047,-2.384185791015625e-07,20.350316582620145,0.013799023,0.2,0.0003,2060,,,,,
423936,89.21446228027344,180.0,,,,,,,,,,,,,,,
424960,88.10308837890625,180.0,0.16455078125,-3.453185451775789,-0.011027651447511744,12.865863800048828,5.960464477539063e-08,22.296287086606025,0.015880298,0.2,0.0003,2070,,,,,
425984,86.55696105957031,180.0,,,,,,,,,,,,,,,
427008,86.8945541381836,180.0,0.1455078125,-3.4325018018484115,-0.008829495900135953,9.396154403686523,-1.1920928955078125e-07,19.75696007013321,0.013784759,0.2,0.0003,2080,,,,,
428032,87.42170715332031,180.0,,,,,,,,,,,,,,,
429056,88.28494262695312,180.0,0.153125,-3.4321243591606616,-0.011218102856946643,7.476644039154053,-1.1920928955078125e-07,19.212854418158532,0.015692607,0.2,0.0003,2090,,,,,
430080,88.34820556640625,180.0,,,,,,,,,,,,,,,
430080,,,,,,,,,,,,,297,210,180.0,1445,87.90698309000001
431104,89.77774047851562,180.0,0.12880859375,-3.438773673772812,-0.008857455749239306,6.706361770629883,0.0,20.377496311068533,0.015548687,0.2,0.0003,2100,,,,,
432128,90.49083709716797,180.0,,,,,,,,,,,,,,,
433152,88.06636047363281,180.0,0.166650390625,-3.4539050713181494,-0.011908380207023584,14.973626136779785,0.0,19.81638078391552,0.015454956,0.2,0.0003,2110,,,,,
434176,87.68370056152344,180.0,,,,,,,,,,,,,,,
435200,90.7887191772461,180.0,0.136083984375,-3.462021325528622,-0.0098913504902157,11.726518630981445,1.1920928955078125e-07,21.26505138576031,0.0147170145,0.2,0.0003,2120,,,,,
436224,85.99183654785156,180.0,,,,,,,,,,,,,,,
437248,86.51493835449219,180.0,0.12685546875,-3.4533426143229007,-0.007979939780489076,6.560628414154053,0.0,18.95498588681221,0.015380837,0.2,0.0003,2130,,,,,
438272,89.28189086914062,180.0,,,,,,,,,,,,,,,
439296,88.7815170288086,180.0,0.15771484375,-3.4809987157583238,-0.010167286348587368,5.434567928314209,0.0,18.84555114507675,0.014617607,0.2,0.0003,2140,,,,,
440320,87.39938354492188,180.0,,,,,,,,,,,,,,,
441344,88.55929565429688,180.0,0.16044921875,-3.474182469397783,-0.012107325410761404,13.545819282531738,0.0,22.3980973303318,0.014693012,0.2,0.0003,2150,,,,,
442368,86.60447692871094,180.0,,,,,,,,,,,,,,,
443392,86.1782455444336,180.0,0.17177734375,-3.4886328525841237,-0.013534830388380215,8.282646179199219,0.0,20.610896164178847,0.016902816,0.2,0.0003,2160,,,,,
444416,86.75389099121094,180.0,,,,,,,,,,,,,,,
445440,88.06442260742188,180.0,0.13642578125,-3.472149300575256,-0.011374319548485801,7.945815086364746,0.0,19.84912672638893,0.016146883,0.2,0.0003,2170,,,,,
446464,87.14920043945312,180.0,,,,,,,,,,,,,,,
447488,84.90092468261719,180.0,0.142919921875,-3.465281569957733,-0.011522728751879185,14.65584945678711,0.0,22.617492559552193,0.013687169,0.2,0.0003,2180,,,,,
448512,87.58311462402344,180.0,,,,,,,,,,,,,,,
449536,87.25440979003906,180.0,0.1283203125,-3.4483050063252447,-0.010549896948941751,11.729331970214844,0.0,19.511781162023546,0.013002395,0.2,0.0003,2190,,,,,
