time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/loss,train/explained_variance,train/value_loss,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates,time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean
46080,18.465551376342773,180.0,0.329833984375,-5.317833982408047,-0.036198960387264376,11.360668182373047,0.0,21.64528734087944,0.02249439,0.2,0.0003,220,,,,,
47104,16.020587921142578,180.0,,,,,,,,,,,,,,,
48128,16.64971923828125,180.0,0.321044921875,-5.264585760235787,-0.03107957195461495,8.909873008728027,0.0,19.45100273489952,0.02156236,0.2,0.0003,230,,,,,
49152,15.476167678833008,180.0,,,,,,,,,,,,,,,
50176,17.290773391723633,180.0,0.342431640625,-5.264475302398205,-0.032031336249201556,12.088688850402832,0.0,18.84494604319334,0.020535624,0.2,0.0003,240,,,,,
51200,17.51289939880371,180.0,,,,,,,,,,,,,,,
52224,17.81148910522461,180.0,0.2943359375,-5.214235135912896,-0.028720731068460736,8.664788246154785,0.0,18.991432382166387,0.017985577,0.2,0.0003,250,,,,,
53248,17.694108963012695,180.0,,,,,,,,,,,,,,,
54272,17.938766479492188,180.0,0.344677734375,-5.164968539774418,-0.03341022678068839,8.589370727539062,0.0,17.976171116530896,0.0214946,0.2,0.0003,260,,,,,
55296,18.18653106689453,180.0,,,,,,,,,,,,,,,
56320,18.75466537475586,180.0,0.35361328125,-5.091520456969738,-0.036190175838419235,4.3909220695495605,1.7881393432617188e-07,20.117103287577628,0.021528853,0.2,0.0003,270,,,,,
57344,17.276107788085938,180.0,,,,,,,,,,,,,,,
58368,18.82265853881836,180.0,0.34560546875,-5.013707450032234,-0.03215251097935834,12.905330657958984,-1.1920928955078125e-07,19.81958795338869,0.019593216,0.2,0.0003,280,,,,,
59392,22.455942153930664,180.0,,,,,,,,,,,,,,,
60416,20.059036254882812,180.0,0.394970703125,-4.925634136795997,-0.034034400146992994,11.573843955993652,0.0,18.497892591357232,0.021232754,0.2,0.0003,290,,,,,
61440,22.3537654876709,180.0,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,319,30,180.0,192,18.252636780000003
62464,22.5986270904541,180.0,0.29052734375,-4.848806354403496,-0.027236900084244554,11.099831581115723,-1.1920928955078125e-07,21.54711465537548,0.018063653,0.2,0.0003,300,,,,,
63488,25.13411521911621,180.0,,,,,,,,,,,,,,,
64512,22.12394905090332,180.0,0.358544921875,-4.7486332029104235,-0.030239088510279545,7.485499858856201,0.0,19.265877638757228,0.019571342,0.2,0.0003,310,,,,,
65536,20.86150360107422,180.0,,,,,,,,,,,,,,,
66560,24.196781158447266,180.0,0.292431640625,-4.662520164251328,-0.028429865703219547,8.627927780151367,0.0,18.542921629548072,0.01855212,0.2,0.0003,320,,,,,
67584,27.009483337402344,180.0,,,,,,,,,,,,,,,
68608,25.893890380859375,180.0,0.322265625,-4.5638058423995975,-0.03370467475760961,7.717691898345947,0.0,19.56903311610222,0.018194605,0.2,0.0003,330,,,,,
69632,26.164663314819336,180.0,,,,,,,,,,,,,,,
70656,24.819293975830078,180.0,0.277294921875,-4.555573637783527,-0.027566352477879263,11.32177448272705,0.0,18.813781356811525,0.018951293,0.2,0.0003,340,,,,,
71680,26.271007537841797,180.0,,,,,,,,,,,,,,,
72704,29.45149040222168,180.0,0.30126953125,-4.486397221684456,-0.028396429793792775,11.185431480407715,0.0,18.697393020987512,0.020446531,0.2,0.0003,350,,,,,
73728,30.99505615234375,180.0,,,,,,,,,,,,,,,
74752,28.203571319580078,180.0,0.288818359375,-4.435003443062305,-0.02449609711911762,6.082127571105957,5.960464477539063e-08,15.601024968922138,0.017646361,0.2,0.0003,360,,,,,
75776,29.89156723022461,180.0,,,,,,,,,,,,,,,
76800,28.238548278808594,180.0,0.31962890625,-4.349828153848648,-0.031945636501768605,7.183467864990234,0.0,16.284285563230515,0.020448033,0.2,0.0003,370,,,,,
77824,31.794145584106445,180.0,,,,,,,,,,,,,,,
78848,32.685028076171875,180.0,0.278662109375,-4.314372228085995,-0.0270537411008263,9.289913177490234,0.0,19.59701600074768,0.02002481,0.2,0.0003,380,,,,,
79872,30.167856216430664,180.0,,,,,,,,,,,,,,,
80896,29.584842681884766,180.0,0.28037109375,-4.2695340916514395,-0.026456490176497028,8.081648826599121,0.0,16.889024014770985,0.01694112,0.2,0.0003,390,,,,,
81920,33.116455078125,180.0,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,318,40,180.0,256,28.088727170000002
