eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_range,train/explained_variance,train/loss,train/n_updates,train/clip_fraction,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps
14.808615684509277,1024,180.0,,,,,,,,,,,,,,,
14.719141006469727,2048,180.0,,,,,,,,,,,,,,,
15.063901901245117,3072,180.0,0.023413755,-0.03678592089418089,41.272951409220695,0.0003,-5.868211922049523,0.2,-0.0002090930938720703,10.856952667236328,10,0.406201171875,,,,,
14.927087783813477,4096,180.0,,,,,,,,,,,,,,,
14.1159029006958,5120,180.0,0.023491997,-0.034294970452901904,42.52691677808762,0.0003,-5.848203775286675,0.2,0.0,19.51886749267578,20,0.37001953125,,,,,
14.026558876037598,6144,180.0,,,,,,,,,,,,,,,
14.236722946166992,7168,180.0,0.025080116,-0.036819659113825766,41.739424359798434,0.0003,-5.829263705015182,0.2,0.0,13.329174995422363,30,0.37841796875,,,,,
14.34968090057373,8192,180.0,,,,,,,,,,,,,,,
15.438396453857422,9216,180.0,0.02389208,-0.03601185833795171,37.26559080481529,0.0003,-5.80137067437172,0.2,0.0,15.848666191101074,40,0.353369140625,,,,,
14.660619735717773,10240,180.0,,,,,,,,,,,,,,,
13.764833450317383,11264,180.0,0.02292397,-0.04081928786908975,42.36178562045097,0.0003,-5.77345659583807,0.2,0.0,30.599746704101562,50,0.383349609375,,,,,
14.341995239257812,12288,180.0,,,,,,,,,,,,,,,
14.193619728088379,13312,180.0,0.02269091,-0.038546341318578925,43.55138911008835,0.0003,-5.755200806260109,0.2,-1.1920928955078125e-07,22.085756301879883,60,0.364892578125,,,,,
13.616865158081055,14336,180.0,,,,,,,,,,,,,,,
15.922357559204102,15360,180.0,0.022613492,-0.03675645037437789,36.7017164349556,0.0003,-5.743158239126205,0.2,0.0,18.034717559814453,70,0.368212890625,,,,,
13.732865333557129,16384,180.0,,,,,,,,,,,,,,,
13.78146743774414,17408,180.0,0.025765767,-0.03645611991960322,44.468778896331784,0.0003,-5.738908116519451,0.2,0.0,23.2429141998291,80,0.356982421875,,,,,
14.994183540344238,18432,180.0,,,,,,,,,,,,,,,
14.650198936462402,19456,180.0,0.021287972,-0.03434303105896106,42.13768711984157,0.0003,-5.724837408959866,0.2,0.0,22.6022891998291,90,0.36513671875,,,,,
16.404592514038086,20480,180.0,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,69,10,180.0,14.376938419999998,293
13.473224639892578,21504,180.0,0.020875119,-0.03472396182114608,35.67018583118916,0.0003,-5.708945611119271,0.2,0.0,13.713801383972168,100,0.332958984375,,,,,
15.502151489257812,22528,180.0,,,,,,,,,,,,,,,
15.727235794067383,23552,180.0,0.022013102,-0.03320427951694001,47.29171279668808,0.0003,-5.671901865303516,0.2,0.0,29.638477325439453,110,0.32490234375,,,,,
16.037445068359375,24576,180.0,,,,,,,,,,,,,,,
15.099462509155273,25600,180.0,0.022383688,-0.03824765826502698,43.08553544580936,0.0003,-5.626861822605133,0.2,0.0,17.31703758239746,120,0.35869140625,,,,,
14.98794937133789,26624,180.0,,,,,,,,,,,,,,,
14.904783248901367,27648,180.0,0.022235662,-0.03649063643097179,38.85751633048058,0.0003,-5.597367924451828,0.2,0.0,28.918062210083008,130,0.37041015625,,,,,
15.715592384338379,28672,180.0,,,,,,,,,,,,,,,
13.80191421508789,29696,180.0,0.021456778,-0.030272341449745,49.51160396933555,0.0003,-5.563636656105518,0.2,0.0,20.00260353088379,140,0.314892578125,,,,,
15.05394172668457,30720,180.0,,,,,,,,,,,,,,,
14.695371627807617,31744,180.0,0.022481903,-0.03858331036899472,34.90202394127846,0.0003,-5.524414268136025,0.2,-1.1920928955078125e-07,26.05255889892578,150,0.365234375,,,,,
17.210861206054688,32768,180.0,,,,,,,,,,,,,,,
15.572360038757324,33792,180.0,0.022721628,-0.036314308270812036,30.513441640138627,0.0003,-5.487959557771683,0.2,0.0,13.652015686035156,160,0.333544921875,,,,,
14.817953109741211,34816,180.0,,,,,,,,,,,,,,,
15.705698013305664,35840,180.0,0.021363243,-0.035199922051106114,44.303441661596295,0.0003,-5.471448090672493,0.2,0.0,14.007243156433105,170,0.3599609375,,,,,
15.723069190979004,36864,180.0,,,,,,,,,,,,,,,
17.32662010192871,37888,180.0,0.022259613,-0.03471091136525502,38.89708853662014,0.0003,-5.459771201014519,0.2,0.0,26.684297561645508,180,0.3318359375,,,,,
15.354976654052734,38912,180.0,,,,,,,,,,,,,,,
15.665412902832031,39936,180.0,0.019638596,-0.03440230758860707,53.30289008617401,0.0003,-5.4349901750683784,0.2,0.0,18.843069076538086,190,0.33740234375,,,,,
17.751262664794922,40960,180.0,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,140,20,180.0,15.794017840000002,292
18.189321517944336,41984,180.0,0.019682342,-0.03188984435691964,38.14917531609535,0.0003,-5.394396014511585,0.2,0.0,10.21867847442627,200,0.32373046875,,,,,
16.290233612060547,43008,180.0,,,,,,,,,,,,,,,
17.45637321472168,44032,180.0,0.020687673,-0.028928725981677415,39.04017153978348,0.0003,-5.345777757465839,0.2,0.0,8.505146980285645,210,0.325146484375,,,,,
19.084049224853516,45056,180.0,,,,,,,,,,,,,,,
17.41253662109375,46080,180.0,0.021912215,-0.03372138250269927,40.83520306348801,0.0003,-5.353681914508343,0.2,-1.1920928955078125e-07,19.301929473876953,220,0.334765625,,,,,
18.168668746948242,47104,180.0,,,,,,,,,,,,,,,
16.253599166870117,48128,180.0,0.020998457,-0.03339195851440309,42.23683859407902,0.0003,-5.328838185966015,0.2,1.1920928955078125e-07,8.867697715759277,230,0.344873046875,,,,,
16.79121208190918,49152,180.0,,,,,,,,,,,,,,,
17.166828155517578,50176,180.0,0.022496635,-0.0393233789189253,36.2078367382288,0.0003,-5.262917730212211,0.2,0.0,20.97481918334961,240,0.366748046875,,,,,
17.23477554321289,51200,180.0,,,,,,,,,,,,,,,
18.28980255126953,52224,180.0,0.020407252,-0.036430408977321346,38.54471777379513,0.0003,-5.204996210336685,0.2,0.0,19.48057746887207,250,0.3541015625,,,,,
17.916032791137695,53248,180.0,,,,,,,,,,,,,,,
16.775930404663086,54272,180.0,0.02023313,-0.03351761989906663,42.27180363535881,0.0003,-5.153865507245063,0.2,0.0,35.52916717529297,260,0.33330078125,,,,,
20.14186668395996,55296,180.0,,,,,,,,,,,,,,,
18.246173858642578,56320,180.0,0.021423217,-0.03544367397553287,32.817759457230565,0.0003,-5.132210157811642,0.2,0.0,14.877882957458496,270,0.329296875,,,,,
18.63910484313965,57344,180.0,,,,,,,,,,,,,,,
18.238269805908203,58368,180.0,0.019267041,-0.030020076748041902,33.880580484867096,0.0003,-5.086262236535549,0.2,1.1920928955078125e-07,14.310924530029297,280,0.302685546875,,,,,
17.663494110107422,59392,180.0,,,,,,,,,,,,,,,
19.210296630859375,60416,180.0,0.017518606,-0.02811830833670683,41.105072379112244,0.0003,-5.030300644040108,0.2,-2.384185791015625e-07,17.80050277709961,290,0.29775390625,,,,,
19.64612579345703,61440,180.0,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,211,30,180.0,17.64762087,291
17.125062942504883,62464,180.0,0.01720709,-0.02989803012314951,46.40637235045433,0.0003,-5.036481548845768,0.2,-1.1920928955078125e-07,26.157482147216797,300,0.29375,,,,,
21.854995727539062,63488,180.0,,,,,,,,,,,,,,,
22.534908294677734,64512,180.0,0.017985296,-0.027978120654734085,40.84193669259548,0.0003,-4.992645248770714,0.2,1.1920928955078125e-07,25.153186798095703,310,0.27890625,,,,,
18.998577117919922,65536,180.0,,,,,,,,,,,,,,,
22.055126190185547,66560,180.0,0.02039497,-0.031172186443291137,44.09682146906853,0.0003,-4.904343402385711,0.2,0.0,18.266372680664062,320,0.327392578125,,,,,
19.57278823852539,67584,180.0,,,,,,,,,,,,,,,
22.386137008666992,68608,180.0,0.020072315,-0.029933047358645125,34.58115457892418,0.0003,-4.902377639710903,0.2,-1.1920928955078125e-07,21.149438858032227,330,0.294775390625,,,,,
21.12931251525879,69632,180.0,,,,,,,,,,,,,,,
21.609283447265625,70656,180.0,0.018689334,-0.02739566677046241,41.291224697232245,0.0003,-4.875213052332401,0.2,0.0,20.39339828491211,340,0.3001953125,,,,,
22.597949981689453,71680,180.0,,,,,,,,,,,,,,,
22.815631866455078,72704,180.0,0.020210167,-0.03137005480966763,40.31095373630524,0.0003,-4.841304154694081,0.2,0.0,16.727493286132812,350,0.292236328125,,,,,
22.04313087463379,73728,180.0,,,,,,,,,,,,,,,
23.04762077331543,74752,180.0,0.01984511,-0.02727473232916964,39.655756095051764,0.0003,-4.734135353565216,0.2,0.0,16.181127548217773,360,0.31728515625,,,,,
22.01355743408203,75776,180.0,,,,,,,,,,,,,,,
22.380508422851562,76800,180.0,0.016255729,-0.0219954646890983,41.537548744678496,0.0003,-4.679593133926391,0.2,1.1920928955078125e-07,26.82325553894043,370,0.2525390625,,,,,
23.908649444580078,77824,180.0,,,,,,,,,,,,,,,
25.294231414794922,78848,180.0,0.018852066,-0.02498008082911838,38.01744364798069,0.0003,-4.612858858704567,0.2,0.0,22.23777198791504,380,0.257421875,,,,,
20.069063186645508,79872,180.0,,,,,,,,,,,,,,,
28.0794734954834,80896,180.0,0.014837521,-0.02045960969408043,42.455291932821275,0.0003,-4.551712688803673,0.2,0.0,22.048824310302734,390,0.226806640625,,,,,
27.34354019165039,81920,180.0,,,,,,,,,,,,,,,
,81920,,,,,,,,,,,,282,40,180.0,23.1082701,290
27.94974136352539,82944,180.0,0.018168243,-0.025126811720838305,41.69996660351753,0.0003,-4.475142100453377,0.2,0.0,17.793685913085938,400,0.260498046875,,,,,
27.67493438720703,83968,180.0,,,,,,,,,,,,,,,
28.04421615600586,84992,180.0,0.018684596,-0.025507039071817415,42.12100291252136,0.0003,-4.413005040585995,0.2,0.0,18.347780227661133,410,0.285595703125,,,,,
24.270294189453125,86016,180.0,,,,,,,,,,,,,,,
22.48859405517578,87040,180.0,0.017108053,-0.024383909215976017,31.217443135380744,0.0003,-4.467795233428478,0.2,0.0,6.737203121185303,420,0.21953125,,,,,
26.27251434326172,88064,180.0,,,,,,,,,,,,,,,
25.340290069580078,89088,180.0,0.019094344,-0.027853992722521072,43.81013008654118,0.0003,-4.409616969525814,0.2,0.0,39.026817321777344,430,0.32314453125,,,,,
26.873600006103516,90112,180.0,,,,,,,,,,,,,,,
