time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/clip_fraction,train/entropy_loss,train/learning_rate,train/value_loss,train/approx_kl,train/explained_variance,train/loss,train/policy_gradient_loss,train/n_updates,train/clip_range,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed
32768,15.720659255981445,180.0,,,,,,,,,,,,,,,
33792,16.138538360595703,180.0,0.36513671875,-5.5122031107544895,0.0003,35.596827298402786,0.0244595,0.0,16.6259822845459,-0.035655268948175944,160,0.2,,,,,
34816,15.911449432373047,180.0,,,,,,,,,,,,,,,
35840,18.230430603027344,180.0,0.373974609375,-5.453528270125389,0.0003,38.62172029018402,0.02189031,0.0,19.780094146728516,-0.037616686431283596,170,0.2,,,,,
36864,16.01363754272461,180.0,,,,,,,,,,,,,,,
37888,16.45147705078125,180.0,0.3046875,-5.425230544805527,0.0003,36.96186484098435,0.020856097,0.00013071298599243164,7.89577054977417,-0.031138346924853975,180,0.2,,,,,
38912,17.069761276245117,180.0,,,,,,,,,,,,,,,
39936,17.324317932128906,180.0,0.344384765625,-5.381431263685227,0.0003,38.54315670728683,0.022215389,0.0,20.84221839904785,-0.035452227471978404,190,0.2,,,,,
40960,18.32159423828125,180.0,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,180.0,148,20,15.467063670000002,276
41984,19.89230728149414,180.0,0.340234375,-5.319890461862087,0.0003,47.88998617529869,0.021697639,5.960464477539063e-08,24.882606506347656,-0.03507520371422288,200,0.2,,,,,
43008,16.727802276611328,180.0,,,,,,,,,,,,,,,
44032,20.68052101135254,180.0,0.371630859375,-5.251295541226864,0.0003,34.19196446239948,0.022840254,0.0,17.92133140563965,-0.03867005392821739,210,0.2,,,,,
45056,18.322601318359375,180.0,,,,,,,,,,,,,,,
46080,18.424034118652344,180.0,0.34677734375,-5.212769165635109,0.0003,43.73010588288307,0.021669926,0.0,22.935630798339844,-0.030947327554167715,220,0.2,,,,,
47104,20.797183990478516,180.0,,,,,,,,,,,,,,,
48128,17.282527923583984,180.0,0.35517578125,-5.170529244840145,0.0003,33.16494670510292,0.02356295,0.0,15.125760078430176,-0.03215415129525354,230,0.2,,,,,
49152,19.170217514038086,180.0,,,,,,,,,,,,,,,
50176,21.114376068115234,180.0,0.321044921875,-5.1027064666152,0.0003,40.736839497089385,0.01871363,-1.1920928955078125e-07,17.289844512939453,-0.03077497056510765,240,0.2,,,,,
51200,19.140522003173828,180.0,,,,,,,,,,,,,,,
52224,18.559762954711914,180.0,0.366845703125,-5.073383492231369,0.0003,43.195333456993104,0.02401952,5.960464477539063e-08,15.641186714172363,-0.03825790388218593,250,0.2,,,,,
53248,16.91599464416504,180.0,,,,,,,,,,,,,,,
54272,19.306018829345703,180.0,0.31767578125,-5.0248511418700215,0.0003,39.76853646337986,0.018894954,0.0,16.48716926574707,-0.03088361077825539,260,0.2,,,,,
55296,19.574851989746094,180.0,,,,,,,,,,,,,,,
56320,20.47860336303711,180.0,0.284423828125,-4.954906955361366,0.0003,44.8072050511837,0.018833421,0.00010758638381958008,27.20267105102539,-0.02785203636449296,270,0.2,,,,,
57344,22.437360763549805,180.0,,,,,,,,,,,,,,,
58368,22.470569610595703,180.0,0.288671875,-4.952375470101833,0.0003,48.586731117963794,0.018981306,5.960464477539063e-08,13.876158714294434,-0.02632789708513883,280,0.2,,,,,
59392,21.36870574951172,180.0,,,,,,,,,,,,,,,
60416,21.5296630859375,180.0,0.2884765625,-4.94588962495327,0.0003,34.860503032803535,0.020101445,0.0,17.103792190551758,-0.02701389199064579,290,0.2,,,,,
61440,21.203197479248047,180.0,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,180.0,147,30,20.05193167,415
62464,19.930898666381836,180.0,0.2826171875,-4.9501492261886595,0.0003,45.1988825917244,0.021369128,0.0,16.28799057006836,-0.027042320038890465,300,0.2,,,,,
63488,19.056507110595703,180.0,,,,,,,,,,,,,,,
64512,20.30980682373047,180.0,0.272265625,-4.903392079472542,0.0003,52.10008959770202,0.018705467,0.0,23.196285247802734,-0.02712245334259933,310,0.2,,,,,
65536,24.565433502197266,180.0,,,,,,,,,,,,,,,
66560,22.11359405517578,180.0,0.343798828125,-4.850998961925507,0.0003,46.958178436756135,0.02252419,0.0,22.354467391967773,-0.033520113819395195,320,0.2,,,,,
67584,25.29862403869629,180.0,,,,,,,,,,,,,,,
68608,24.287500381469727,180.0,0.33916015625,-4.757625040411949,0.0003,42.57620559334755,0.020061973,0.0,14.545412063598633,-0.030031955405138432,330,0.2,,,,,
69632,24.400775909423828,180.0,,,,,,,,,,,,,,,
70656,25.80582618713379,180.0,0.30517578125,-4.691280055046081,0.0003,40.47480330467224,0.021850113,0.0,34.13002014160156,-0.029441019240766763,340,0.2,,,,,
71680,27.01325035095215,180.0,,,,,,,,,,,,,,,
72704,26.497573852539062,180.0,0.245849609375,-4.670322713255882,0.0003,49.40350203514099,0.019497551,-1.1920928955078125e-07,25.78622055053711,-0.02520598071278073,350,0.2,,,,,
73728,23.142539978027344,180.0,,,,,,,,,,,,,,,
74752,26.04730224609375,180.0,0.29462890625,-4.600944878160954,0.0003,43.37060087025166,0.018582549,1.8775463104248047e-05,18.02029800415039,-0.028057457973773126,360,0.2,,,,,
75776,26.554340362548828,180.0,,,,,,,,,,,,,,,
76800,26.094499588012695,180.0,0.28271484375,-4.592747853696347,0.0003,47.36472697854042,0.01989436,5.960464477539063e-08,19.053634643554688,-0.02690938859595917,370,0.2,,,,,
77824,23.553993225097656,180.0,,,,,,,,,,,,,,,
78848,28.92684555053711,180.0,0.292041015625,-4.5047947898507115,0.0003,42.558823603391644,0.019758644,0.0,13.97712516784668,-0.02813385045446921,380,0.2,,,,,
79872,28.016845703125,180.0,,,,,,,,,,,,,,,
80896,29.294559478759766,180.0,0.271435546875,-4.439383952319622,0.0003,40.21946457028389,0.02038712,0.0,24.267356872558594,-0.022306668262172025,390,0.2,,,,,
81920,31.015338897705078,180.0,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,180.0,152,40,25.928530509999995,537
82944,27.451335906982422,180.0,0.22841796875,-4.379451394081116,0.0003,41.887623965740204,0.01874045,-7.152557373046875e-05,18.780502319335938,-0.02169869710924104,400,0.2,,,,,
83968,31.20400619506836,180.0,,,,,,,,,,,,,,,
84992,29.333282470703125,180.0,0.289111328125,-4.351563726365566,0.0003,57.591581779718396,0.01741105,0.0,45.131439208984375,-0.02762915566127049,410,0.2,,,,,
86016,30.090728759765625,180.0,,,,,,,,,,,,,,,
87040,33.572975158691406,180.0,0.2705078125,-4.26747326105833,0.0003,40.17586851716042,0.019310506,0.0,20.179075241088867,-0.025031354260863736,420,0.2,,,,,
88064,29.53675079345703,180.0,,,,,,,,,,,,,,,
89088,31.563613891601562,180.0,0.2859375,-4.187358477711678,0.0003,49.59157212376594,0.020884793,1.7881393432617188e-07,27.342269897460938,-0.029054192372132092,430,0.2,,,,,
90112,35.04020690917969,180.0,,,,,,,,,,,,,,,
91136,35.32963180541992,180.0,0.26533203125,-4.140414533019066,0.0003,46.59565899372101,0.019371567,1.7881393432617188e-07,16.389856338500977,-0.025469664025877137,440,0.2,,,,,
92160,35.613563537597656,180.0,,,,,,,,,,,,,,,
93184,37.21863555908203,180.0,0.25224609375,-4.081202426552773,0.0003,50.03916721343994,0.01950524,0.0,27.130821228027344,-0.022634616261348127,450,0.2,,,,,
94208,34.35342788696289,180.0,,,,,,,,,,,,,,,
95232,36.21046447753906,180.0,0.243798828125,-3.9865645967423915,0.0003,44.869977700710294,0.017425243,0.0,20.216285705566406,-0.021908738337515388,460,0.2,,,,,
96256,37.36862564086914,180.0,,,,,,,,,,,,,,,
97280,35.85393524169922,180.0,0.23134765625,-3.8837314158678056,0.0003,43.48342618346214,0.0166859,5.960464477539063e-08,22.936216354370117,-0.02149571937989094,470,0.2,,,,,
98304,38.765602111816406,180.0,,,,,,,,,,,,,,,
99328,36.859642028808594,180.0,0.273388671875,-3.9637796618044376,0.0003,49.76243369579315,0.02206306,0.0,31.47651481628418,-0.027215647834236734,480,0.2,,,,,
100352,37.999481201171875,180.0,,,,,,,,,,,,,,,
101376,40.57942581176758,180.0,0.21650390625,-3.909279977530241,0.0003,42.974485117197034,0.015824992,1.7881393432617188e-07,28.35570526123047,-0.019290707611071413,490,0.2,,,,,
102400,37.88420867919922,180.0,,,,,,,,,,,,,,,
102400,,,,,,,,,,,,,180.0,155,50,36.81087203,657
103424,42.893959045410156,180.0,0.2185546875,-3.8820113904774187,0.0003,50.95757564306259,0.018119322,0.0,24.18732261657715,-0.02239082765154308,500,0.2,,,,,
104448,46.074642181396484,180.0,,,,,,,,,,,,,,,
105472,42.148529052734375,180.0,0.234423828125,-3.860634695738554,0.0003,49.01297532320022,0.017847802,0.0,22.829608917236328,-0.02054378730681492,510,0.2,,,,,
106496,44.80242919921875,180.0,,,,,,,,,,,,,,,
107520,41.726966857910156,180.0,0.246484375,-3.8805023819208144,0.0003,44.13361741900444,0.018092899,0.0,18.618207931518555,-0.022371639638004127,520,0.2,,,,,
108544,46.633331298828125,180.0,,,,,,,,,,,,,,,
109568,41.925716400146484,180.0,0.188720703125,-3.8629266202449797,0.0003,49.475609755516054,0.015830722,0.0,17.654315948486328,-0.016716170209110714,530,0.2,,,,,
110592,42.9771614074707,180.0,,,,,,,,,,,,,,,
111616,44.81144714355469,180.0,0.23486328125,-3.858496155589819,0.0003,54.78204984664917,0.017929917,-1.1920928955078125e-07,22.163782119750977,-0.020895842924073805,540,0.2,,,,,
112640,43.38298034667969,180.0,,,,,,,,,,,,,,,
113664,43.17879867553711,180.0,0.2126953125,-3.8222370371222496,0.0003,49.16971239447594,0.017336257,0.0,18.726072311401367,-0.017779673686891328,550,0.2,,,,,
114688,47.100921630859375,180.0,,,,,,,,,,,,,,,
115712,50.204551696777344,180.0,0.196923828125,-3.772283337265253,0.0003,52.90192635655403,0.016845424,0.0,28.6648006439209,-0.01898089856331353,560,0.2,,,,,
116736,46.79742431640625,180.0,,,,,,,,,,,,,,,
117760,47.92091369628906,180.0,0.1923828125,-3.715107933431864,0.0003,52.33694142103195,0.017038742,-1.1920928955078125e-07,30.299644470214844,-0.01960331542068161,570,0.2,,,,,
118784,45.402957916259766,180.0,,,,,,,,,,,,,,,
119808,51.73154830932617,180.0,0.216064453125,-3.726347505301237,0.0003,52.39358016848564,0.019631814,0.0,27.956775665283203,-0.01827961899980437,580,0.2,,,,,
120832,50.212486267089844,180.0,,,,,,,,,,,,,,,
121856,52.96376419067383,180.0,0.1791015625,-3.691301704198122,0.0003,50.55863484740257,0.015927672,5.960464477539063e-08,20.596302032470703,-0.015823701111366974,590,0.2,,,,,
122880,50.06016540527344,180.0,,,,,,,,,,,,,,,
122880,,,,,,,,,,,,,180.0,158,60,46.70316465,776
123904,53.451812744140625,180.0,0.232421875,-3.6324806556105615,0.0003,43.62013207376003,0.017758124,-4.76837158203125e-07,10.076713562011719,-0.01833276487996045,600,0.2,,,,,
124928,51.87480926513672,180.0,,,,,,,,,,,,,,,
125952,54.282554626464844,180.0,0.18759765625,-3.616184990853071,0.0003,44.14883229136467,0.01578534,0.0,18.75702667236328,-0.01720699533179868,610,0.2,,,,,
126976,53.2638053894043,180.0,,,,,,,,,,,,,,,
128000,55.30086898803711,180.0,0.212109375,-3.600387653708458,0.0003,47.47262029051781,0.019901294,0.0,35.66985321044922,-0.018550803235848436,620,0.2,,,,,
129024,60.405696868896484,180.0,,,,,,,,,,,,,,,
130048,57.15947723388672,180.0,0.202880859375,-3.5757755905389788,0.0003,50.51840173602104,0.016618293,0.0,23.32610511779785,-0.016785156667174304,630,0.2,,,,,
131072,54.48918914794922,180.0,,,,,,,,,,,,,,,
132096,59.498268127441406,180.0,0.17587890625,-3.575968620181084,0.0003,43.86212842464447,0.017079756,5.960464477539063e-08,24.86677360534668,-0.014886819209641544,640,0.2,,,,,
133120,59.94341278076172,180.0,,,,,,,,,,,,,,,
134144,55.570560455322266,180.0,0.1751953125,-3.628031902015209,0.0003,44.98151631355286,0.01818671,0.0,19.59006118774414,-0.017208276365272467,650,0.2,,,,,
135168,54.74428176879883,180.0,,,,,,,,,,,,,,,
136192,58.833518981933594,180.0,0.1830078125,-3.6261426880955696,0.0003,51.98222430348396,0.014220515,5.960464477539063e-08,28.486106872558594,-0.015664034617657308,660,0.2,,,,,
137216,55.20672607421875,180.0,,,,,,,,,,,,,,,
138240,66.27377319335938,180.0,0.191259765625,-3.6045534923672675,0.0003,51.93287017345428,0.016460292,-1.1920928955078125e-07,21.57699203491211,-0.014915358439611736,670,0.2,,,,,
139264,60.72706604003906,180.0,,,,,,,,,,,,,,,
140288,57.635719299316406,180.0,0.154931640625,-3.598033647239208,0.0003,51.56150753498078,0.014795518,0.0,32.91238021850586,-0.01328724050472374,680,0.2,,,,,
141312,56.789573669433594,180.0,,,,,,,,,,,,,,,
142336,61.57770919799805,180.0,0.169091796875,-3.6053100183606146,0.0003,44.79877915382385,0.012406198,0.0,39.09270095825195,-0.013135693322692533,690,0.2,,,,,
143360,61.767337799072266,180.0,,,,,,,,,,,,,,,
143360,,,,,,,,,,,,,180.0,159,70,56.51703207,896
144384,59.93529510498047,180.0,0.183544921875,-3.5901856422424316,0.0003,56.381621772050856,0.015565845,1.1920928955078125e-07,23.28585433959961,-0.016851569458958694,700,0.2,,,,,
145408,59.09538650512695,180.0,,,,,,,,,,,,,,,
146432,60.18009567260742,180.0,0.209619140625,-3.5625333204865455,0.0003,53.094065642356874,0.015371958,-1.1920928955078125e-07,28.05891990661621,-0.015605836345639546,710,0.2,,,,,
147456,61.04566955566406,180.0,,,,,,,,,,,,,,,
148480,66.35551452636719,180.0,0.248828125,-3.562899386137724,0.0003,56.09916505813599,0.015860967,0.0,40.30488967895508,-0.019244548756978473,720,0.2,,,,,
149504,62.044158935546875,180.0,,,,,,,,,,,,,,,
150528,62.04057312011719,180.0,0.193701171875,-3.5719410203397275,0.0003,52.842610138654706,0.017098654,0.0,37.41629409790039,-0.01454128652549116,730,0.2,,,,,
151552,65.08468627929688,180.0,,,,,,,,,,,,,,,
152576,65.56230926513672,180.0,0.20546875,-3.5546758003532886,0.0003,49.40277597308159,0.016949002,0.0,30.95465660095215,-0.01704135943000438,740,0.2,,,,,
153600,64.38629913330078,180.0,,,,,,,,,,,,,,,
154624,58.100032806396484,180.0,0.163671875,-3.562801241874695,0.0003,49.961707478761674,0.015624955,0.0,27.24083709716797,-0.01174282231804682,750,0.2,,,,,
155648,63.55091857910156,180.0,,,,,,,,,,,,,,,
156672,64.0928955078125,180.0,0.153173828125,-3.51737025603652,0.0003,55.610615223646164,0.014610454,1.1920928955078125e-07,42.293060302734375,-0.011208251324569573,760,0.2,,,,,
157696,64.80144500732422,180.0,,,,,,,,,,,,,,,
158720,72.32058715820312,180.0,0.168603515625,-3.5087219566106795,0.0003,47.718704456090926,0.014411496,0.0,20.184789657592773,-0.01352306697954191,770,0.2,,,,,
159744,66.26048278808594,180.0,,,,,,,,,,,,,,,
160768,66.3240966796875,180.0,0.179345703125,-3.463476151227951,0.0003,52.6983004629612,0.013556484,-1.1920928955078125e-07,14.514195442199707,-0.016473357356153427,780,0.2,,,,,
161792,67.60738372802734,180.0,,,,,,,,,,,,,,,
162816,67.52421569824219,180.0,0.148486328125,-3.4922327980399133,0.0003,43.037344539165495,0.015534222,-1.1920928955078125e-07,15.95162296295166,-0.01133173207344953,790,0.2,,,,,
163840,63.64310836791992,180.0,,,,,,,,,,,,,,,
163840,,,,,,,,,,,,,180.0,161,80,63.782497910000004,1015
164864,66.39218139648438,180.0,0.149072265625,-3.4596468448638915,0.0003,54.541992956399916,0.016047612,0.0,29.806171417236328,-0.01180183999822475,800,0.2,,,,,
165888,70.55254364013672,180.0,,,,,,,,,,,,,,,
166912,68.12416076660156,180.0,0.205224609375,-3.4332625076174734,0.0003,55.869432407617566,0.01758324,0.0,25.130962371826172,-0.016554541526420507,810,0.2,,,,,
167936,67.9864273071289,180.0,,,,,,,,,,,,,,,
168960,66.75079345703125,180.0,0.221728515625,-3.407291293144226,0.0003,46.618729788064954,0.017674804,0.0,16.346248626708984,-0.018649655811896083,820,0.2,,,,,
169984,73.52782440185547,180.0,,,,,,,,,,,,,,,
171008,67.57099151611328,180.0,0.157861328125,-3.4079143449664118,0.0003,51.74397218823433,0.013445837,0.0,27.501373291015625,-0.010726499192242046,830,0.2,,,,,
172032,68.19659423828125,180.0,,,,,,,,,,,,,,,
173056,69.76004791259766,180.0,0.18662109375,-3.4126344680786134,0.0003,50.35402126908302,0.01605697,0.0,31.74102210998535,-0.015845769975567237,840,0.2,,,,,
174080,67.62034606933594,180.0,,,,,,,,,,,,,,,
175104,71.685302734375,180.0,0.14892578125,-3.3767188392579555,0.0003,48.41655335426331,0.016545825,5.960464477539063e-08,33.5927619934082,-0.009845156229857821,850,0.2,,,,,
176128,71.49456024169922,180.0,,,,,,,,,,,,,,,
177152,70.153076171875,180.0,0.194970703125,-3.304779331386089,0.0003,46.55654991269112,0.014156047,0.0,14.202198028564453,-0.01564065091952216,860,0.2,,,,,
178176,71.67008209228516,180.0,,,,,,,,,,,,,,,
179200,71.20590209960938,180.0,0.156640625,-3.2914458975195884,0.0003,44.46943346261978,0.014491428,-3.5762786865234375e-07,17.272886276245117,-0.010746187112818006,870,0.2,,,,,
180224,69.29740905761719,180.0,,,,,,,,,,,,,,,
181248,72.36565399169922,180.0,0.153173828125,-3.2974427327513696,0.0003,49.4385246515274,0.015909376,5.960464477539063e-08,22.412185668945312,-0.009232634391810279,880,0.2,,,,,
182272,75.66742706298828,180.0,,,,,,,,,,,,,,,
183296,70.67767333984375,180.0,0.1576171875,-3.3006029680371283,0.0003,47.40596004128456,0.013869278,-1.1920928955078125e-07,20.914052963256836,-0.012956074631074444,890,0.2,,,,,
184320,71.72210693359375,180.0,,,,,,,,,,,,,,,
184320,,,,,,,,,,,,,180.0,162,90,68.99603769,1135
185344,71.67646789550781,180.0,0.17861328125,-3.3623018324375153,0.0003,45.553659522533415,0.015787216,0.0,18.889123916625977,-0.012810624201665632,900,0.2,,,,,
186368,69.90432739257812,180.0,,,,,,,,,,,,,,,
187392,68.54232788085938,180.0,0.1775390625,-3.3945134676992894,0.0003,52.642496687173846,0.018938545,-1.1920928955078125e-07,14.258849143981934,-0.015073574752022978,910,0.2,,,,,
188416,68.497314453125,180.0,,,,,,,,,,,,,,,
189440,68.67218017578125,180.0,0.14873046875,-3.4428398080170153,0.0003,52.871264290809634,0.01356307,0.0,17.319782257080078,-0.009852328911074437,920,0.2,,,,,
190464,69.67081451416016,180.0,,,,,,,,,,,,,,,
191488,69.42515563964844,180.0,0.220654296875,-3.458976473659277,0.0003,44.8720686852932,0.014118509,-1.1920928955078125e-07,16.547073364257812,-0.016225272376323117,930,0.2,,,,,
192512,70.49708557128906,180.0,,,,,,,,,,,,,,,
193536,69.9889907836914,180.0,0.1521484375,-3.471290022879839,0.0003,51.735455280542375,0.013672167,0.0,29.43950080871582,-0.010701238035835559,940,0.2,,,,,
194560,67.0467758178711,180.0,,,,,,,,,,,,,,,
195584,69.22482299804688,180.0,0.202783203125,-3.4835037633776667,0.0003,50.48112526535988,0.016930705,0.0,17.23044776916504,-0.015364016572129912,950,0.2,,,,,
196608,71.81968688964844,180.0,,,,,,,,,,,,,,,
197632,70.89834594726562,180.0,0.22314453125,-3.4679452523589136,0.0003,59.06055015921593,0.016278803,0.0,20.319520950317383,-0.02034521064924775,960,0.2,,,,,
198656,66.72476196289062,180.0,,,,,,,,,,,,,,,
199680,73.4264907836914,180.0,0.24111328125,-3.4464618273079397,0.0003,48.94244565963745,0.017125215,0.0,22.05129623413086,-0.01642716212227242,970,0.2,,,,,
200704,70.1921615600586,180.0,,,,,,,,,,,,,,,
201728,70.14812469482422,180.0,0.156201171875,-3.4223148256540297,0.0003,54.31039820313454,0.016461331,0.0,25.831228256225586,-0.009918970640865155,980,0.2,,,,,
202752,75.35018920898438,180.0,,,,,,,,,,,,,,,
203776,73.1325454711914,180.0,0.162744140625,-3.4356066070497038,0.0003,48.968269830942155,0.013946909,0.0,24.255352020263672,-0.01181001771328738,990,0.2,,,,,
204800,77.3774185180664,180.0,,,,,,,,,,,,,,,
204800,,,,,,,,,,,,,180.0,163,100,69.7089514,1254
205824,75.29623413085938,180.0,0.196533203125,-3.403544044494629,0.0003,48.952660751342776,0.016145414,0.0,33.1644172668457,-0.015624665426730643,1000,0.2,,,,,
206848,73.12801361083984,180.0,,,,,,,,,,,,,,,
207872,74.60112762451172,180.0,0.174755859375,-3.410592765361071,0.0003,56.5393951177597,0.016065478,0.0,25.281160354614258,-0.012155487103154883,1010,0.2,,,,,
208896,71.11837768554688,180.0,,,,,,,,,,,,,,,
209920,76.84889221191406,180.0,0.224609375,-3.438196988403797,0.0003,46.26120502352715,0.018804897,0.0,24.424989700317383,-0.017587616870878266,1020,0.2,,,,,
210944,74.06400299072266,180.0,,,,,,,,,,,,,,,
211968,73.74066162109375,180.0,0.182421875,-3.426150994747877,0.0003,52.16208823919296,0.016638089,-1.1920928955078125e-07,21.892976760864258,-0.013513556514226366,1030,0.2,,,,,
212992,72.96029663085938,180.0,,,,,,,,,,,,,,,
214016,72.09353637695312,180.0,0.182958984375,-3.4599306009709836,0.0003,67.08370151519776,0.015218179,0.0,13.665630340576172,-0.01361561133817304,1040,0.2,,,,,
215040,80.114013671875,180.0,,,,,,,,,,,,,,,
216064,76.41792297363281,180.0,0.204736328125,-3.4944888107478618,0.0003,61.99428051114082,0.017699331,-1.1920928955078125e-07,20.8671817779541,-0.015953130180423613,1050,0.2,,,,,
217088,71.96318817138672,180.0,,,,,,,,,,,,,,,
218112,75.06727600097656,180.0,0.16982421875,-3.484655511379242,0.0003,56.737247025966646,0.014440479,0.0,40.391971588134766,-0.01314870904898271,1060,0.2,,,,,
219136,75.26568603515625,180.0,,,,,,,,,,,,,,,
220160,75.24897766113281,180.0,0.230419921875,-3.495207366347313,0.0003,57.35800938010216,0.015912816,0.0,39.26397705078125,-0.01830383161577629,1070,0.2,,,,,
221184,75.71952819824219,180.0,,,,,,,,,,,,,,,
222208,70.6934814453125,180.0,0.144775390625,-3.5096218951046465,0.0003,51.17419086098671,0.013979077,5.960464477539063e-08,38.830020904541016,-0.009855247229279485,1080,0.2,,,,,
223232,70.88240051269531,180.0,,,,,,,,,,,,,,,
224256,75.62373352050781,180.0,0.162548828125,-3.5231601923704146,0.0003,65.41033166646957,0.015590444,-1.1920928955078125e-07,31.71599578857422,-0.011985650137648917,1090,0.2,,,,,
225280,77.42578887939453,180.0,,,,,,,,,,,,,,,
225280,,,,,,,,,,,,,180.0,164,110,74.54941986,1373
226304,75.67762756347656,180.0,0.156103515625,-3.47553278952837,0.0003,56.25445308089256,0.012097882,0.0,30.146869659423828,-0.00940428427347797,1100,0.2,,,,,
227328,73.82197570800781,180.0,,,,,,,,,,,,,,,
228352,77.11773681640625,180.0,0.191552734375,-3.461591240018606,0.0003,51.26101301312447,0.016290458,0.0,27.428218841552734,-0.01381704031227855,1110,0.2,,,,,
229376,75.95907592773438,180.0,,,,,,,,,,,,,,,
230400,77.51426696777344,180.0,0.18515625,-3.4685837268829345,0.0003,55.56191475391388,0.016203228,-2.384185791015625e-07,29.67546844482422,-0.010886039430624805,1120,0.2,,,,,
231424,74.194580078125,180.0,,,,,,,,,,,,,,,
232448,79.7391128540039,180.0,0.16083984375,-3.4891414664685727,0.0003,53.750282746553424,0.014198506,5.960464477539063e-08,38.50640869140625,-0.010969078962807544,1130,0.2,,,,,
233472,74.83678436279297,180.0,,,,,,,,,,,,,,,
234496,79.2932357788086,180.0,0.1521484375,-3.4879668921232225,0.0003,56.35213094353676,0.014021575,5.960464477539063e-08,42.54347610473633,-0.012544645540765486,1140,0.2,,,,,
