time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/learning_rate,train/value_loss,train/clip_range,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/clip_fraction,train/loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps
1024,26.001422882080078,21.0,,,,,,,,,,,,,,,
2048,26.216371536254883,21.0,,,,,,,,,,,,,,,
3072,25.352691650390625,21.0,0.0003,56.82154247760773,0.2,-5.270393393933773,0.07371198,-0.06786105814971961,10,0.448583984375,22.579790115356445,0.0013581514358520508,,,,,
4096,28.535877227783203,21.0,,,,,,,,,,,,,,,
5120,24.813716888427734,21.0,0.0003,71.5707219362259,0.2,-5.2465701177716255,0.04625313,-0.057030467194272204,20,0.37998046875,27.292150497436523,-0.000186920166015625,,,,,
6144,26.835098266601562,21.0,,,,,,,,,,,,,,,
7168,23.87096405029297,21.0,0.0003,58.63225458264351,0.2,-5.232155077159405,0.04594672,-0.0535577112226747,30,0.380126953125,19.861000061035156,-2.7060508728027344e-05,,,,,
8192,27.544822692871094,21.0,,,,,,,,,,,,,,,
9216,29.720020294189453,21.0,0.0003,61.7324903011322,0.2,-5.226193083822727,0.040063772,-0.05654779158066958,40,0.347314453125,23.703622817993164,-7.867813110351562e-06,,,,,
10240,26.179058074951172,21.0,,,,,,,,,,,,,,,
11264,26.27486801147461,21.0,0.0003,52.266016227006915,0.2,-5.210868822038174,0.05266968,-0.05268372975406237,50,0.4123046875,26.47370147705078,-7.152557373046875e-07,,,,,
12288,23.625171661376953,21.0,,,,,,,,,,,,,,,
13312,27.309288024902344,21.0,0.0003,47.37421653866768,0.2,-5.184018898010254,0.04380404,-0.052465080269030295,60,0.372705078125,18.715599060058594,0.0,,,,,
14336,31.184656143188477,21.0,,,,,,,,,,,,,,,
15360,26.331371307373047,21.0,0.0003,54.03532863855362,0.2,-5.157343505322933,0.043415003,-0.05381404195795767,70,0.368212890625,26.35607147216797,-1.1920928955078125e-07,,,,,
16384,27.84912109375,21.0,,,,,,,,,,,,,,,
17408,25.705171585083008,21.0,0.0003,45.59233611226082,0.2,-5.1274247989058495,0.047645796,-0.05745706938323565,80,0.398876953125,20.3852596282959,0.0,,,,,
18432,28.867887496948242,21.0,,,,,,,,,,,,,,,
19456,27.06038475036621,21.0,0.0003,42.02801679372787,0.2,-5.102923434972763,0.04647856,-0.05713512647198513,90,0.412744140625,19.92572784423828,-1.430511474609375e-06,,,,,
20480,28.014801025390625,21.0,,,,,,,,,,,,,,,
20480,,,,,,,,,,,,,27.70019988,21.0,10,27,732
21504,26.681339263916016,21.0,0.0003,44.36732149720192,0.2,-5.075498324632645,0.042120896,-0.0514037445129361,100,0.387451171875,21.37242317199707,-7.152557373046875e-07,,,,,
22528,30.736902236938477,21.0,,,,,,,,,,,,,,,
23552,25.85369873046875,21.0,0.0003,41.58609866499901,0.2,-5.05944137275219,0.048068494,-0.056858081195969135,110,0.4107421875,21.47247886657715,-2.384185791015625e-07,,,,,
24576,29.809789657592773,21.0,,,,,,,,,,,,,,,
25600,28.522563934326172,21.0,0.0003,42.76309142708779,0.2,-5.00276035219431,0.04679127,-0.05727738709538244,120,0.40498046875,23.605558395385742,0.0,,,,,
26624,28.057252883911133,21.0,,,,,,,,,,,,,,,
27648,28.224781036376953,21.0,0.0003,38.51126639842987,0.2,-4.961092716455459,0.047099605,-0.05359899202012457,130,0.418994140625,13.095587730407715,0.0,,,,,
28672,26.912439346313477,21.0,,,,,,,,,,,,,,,
29696,27.343055725097656,21.0,0.0003,41.6290185034275,0.2,-4.974740718305111,0.04605127,-0.05747285824036226,140,0.390185546875,19.260746002197266,0.0,,,,,
30720,24.108150482177734,21.0,,,,,,,,,,,,,,,
31744,31.55541229248047,21.0,0.0003,39.366869401931766,0.2,-4.934234596788883,0.05092904,-0.058436437573982404,150,0.420263671875,22.324913024902344,0.0,,,,,
32768,30.43994903564453,21.0,,,,,,,,,,,,,,,
33792,34.191192626953125,21.0,0.0003,38.81872964501381,0.2,-4.909239277243614,0.04272133,-0.05424808604875579,160,0.405078125,17.07524299621582,0.0,,,,,
34816,31.415569305419922,21.0,,,,,,,,,,,,,,,
35840,24.839305877685547,21.0,0.0003,40.979103499650954,0.2,-4.870194381475448,0.047826596,-0.049297040814417416,170,0.410302734375,17.204206466674805,0.0,,,,,
36864,31.0445556640625,21.0,,,,,,,,,,,,,,,
37888,29.78124237060547,21.0,0.0003,35.97729147076607,0.2,-4.8262054234743115,0.049342394,-0.048322631418704985,180,0.4302734375,18.345163345336914,0.0,,,,,
38912,27.648807525634766,21.0,,,,,,,,,,,,,,,
39936,29.13089370727539,21.0,0.0003,37.9515323638916,0.2,-4.835262626409531,0.046954054,-0.04816639831988141,190,0.40546875,18.81395721435547,0.0,,,,,
40960,29.052841186523438,21.0,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,30.410538310000003,21.0,20,56,725
41984,28.962018966674805,21.0,0.0003,36.429534149169925,0.2,-4.803504395484924,0.05136725,-0.04972277089837007,200,0.407080078125,17.74761199951172,-2.384185791015625e-07,,,,,
43008,29.083898544311523,21.0,,,,,,,,,,,,,,,
44032,28.012256622314453,21.0,0.0003,35.642407310009006,0.2,-4.763841518759728,0.047191337,-0.05337868161732331,210,0.411083984375,19.66525650024414,0.0,,,,,
45056,30.790390014648438,21.0,,,,,,,,,,,,,,,
46080,27.45379638671875,21.0,0.0003,38.326632076501845,0.2,-4.705960112810135,0.05543073,-0.050133699778234585,220,0.44130859375,14.796640396118164,1.1920928955078125e-07,,,,,
47104,30.026409149169922,21.0,,,,,,,,,,,,,,,
