eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/clip_fraction,train/n_updates,train/approx_kl,train/clip_range,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations
180.0,1024,14.534619331359863,,,,,,,,,,,,,,,
180.0,2048,13.686065673828125,,,,,,,,,,,,,,,
180.0,3072,14.472464561462402,0.400537109375,10,0.025297852,0.2,0.0003,34.97743889093399,-5.867672269046307,-0.03929972629994154,-0.0006357431411743164,9.49843692779541,,,,,
180.0,4096,14.114219665527344,,,,,,,,,,,,,,,
180.0,5120,13.620338439941406,0.33408203125,20,0.022719309,0.2,0.0003,34.59172622561455,-5.849327446520329,-0.034107610935461705,-9.775161743164062e-06,21.917951583862305,,,,,
180.0,6144,14.946598052978516,,,,,,,,,,,,,,,
180.0,7168,13.956422805786133,0.326025390625,30,0.022849001,0.2,0.0003,51.99444946050644,-5.831401571631432,-0.03630923966265982,0.00016123056411743164,28.674663543701172,,,,,
180.0,8192,12.752593040466309,,,,,,,,,,,,,,,
180.0,9216,15.428189277648926,0.340380859375,40,0.022968324,0.2,0.0003,36.58974061906338,-5.814015811681747,-0.03661034081887919,0.0,18.700634002685547,,,,,
180.0,10240,15.210134506225586,,,,,,,,,,,,,,,
180.0,11264,16.51865577697754,0.352294921875,50,0.022894029,0.2,0.0003,43.35109257698059,-5.796381291747093,-0.04245291972183622,0.0,17.78963279724121,,,,,
180.0,12288,14.935358047485352,,,,,,,,,,,,,,,
180.0,13312,13.5120210647583,0.36728515625,60,0.022617385,0.2,0.0003,42.283944103121755,-5.777136868238449,-0.03952909166000609,0.0,33.99129104614258,,,,,
180.0,14336,14.573145866394043,,,,,,,,,,,,,,,
180.0,15360,15.027759552001953,0.37255859375,70,0.022977117,0.2,0.0003,35.15481376647949,-5.759123285114765,-0.0429614160238998,-1.1920928955078125e-07,19.472341537475586,,,,,
180.0,16384,15.444912910461426,,,,,,,,,,,,,,,
180.0,17408,13.852926254272461,0.343310546875,80,0.022796644,0.2,0.0003,43.07672433853149,-5.746558997035026,-0.03843956661949051,0.0,20.666866302490234,,,,,
180.0,18432,14.72459888458252,,,,,,,,,,,,,,,
180.0,19456,13.828836441040039,0.3021484375,90,0.020817434,0.2,0.0003,47.68013530373573,-5.724701477587223,-0.036927786300657316,-1.1920928955078125e-07,21.706941604614258,,,,,
180.0,20480,15.23525619506836,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,67,14.44780172,305,180.0,10
180.0,21504,15.482047080993652,0.342529296875,100,0.02218503,0.2,0.0003,36.45487152636051,-5.681483010947704,-0.039742931444197896,0.0,17.433073043823242,,,,,
180.0,22528,16.454437255859375,,,,,,,,,,,,,,,
180.0,23552,15.523455619812012,0.40576171875,110,0.023932252,0.2,0.0003,33.61711508929729,-5.662436872720718,-0.04084838312701322,1.1920928955078125e-07,15.209545135498047,,,,,
180.0,24576,14.589439392089844,,,,,,,,,,,,,,,
180.0,25600,15.168274879455566,0.349267578125,120,0.022485524,0.2,0.0003,44.890076011419296,-5.621994225680828,-0.03641931652091444,0.0,21.879819869995117,,,,,
180.0,26624,15.873331069946289,,,,,,,,,,,,,,,
180.0,27648,14.785019874572754,0.325732421875,130,0.019980047,0.2,0.0003,38.61380693912506,-5.614111465215683,-0.037006422663398555,-1.1920928955078125e-07,20.478961944580078,,,,,
180.0,28672,15.79114055633545,,,,,,,,,,,,,,,
180.0,29696,17.86867904663086,0.282470703125,140,0.021089772,0.2,0.0003,45.82292653918266,-5.597521698474884,-0.03407283404085319,0.0,30.731542587280273,,,,,
180.0,30720,15.571094512939453,,,,,,,,,,,,,,,
180.0,31744,14.764665603637695,0.322998046875,150,0.022224924,0.2,0.0003,43.50345231890678,-5.59349491596222,-0.03642677083116723,0.0,10.325993537902832,,,,,
180.0,32768,14.775506019592285,,,,,,,,,,,,,,,
180.0,33792,13.065469741821289,0.31953125,160,0.021428121,0.2,0.0003,38.34152650535107,-5.566170220077038,-0.03332745560619514,0.00030428171157836914,23.58924674987793,,,,,
180.0,34816,16.393400192260742,,,,,,,,,,,,,,,
180.0,35840,16.706069946289062,0.32099609375,170,0.02172928,0.2,0.0003,44.31421087384224,-5.551780441403389,-0.03821366090269294,0.0,25.37632179260254,,,,,
180.0,36864,16.534730911254883,,,,,,,,,,,,,,,
180.0,37888,15.22298526763916,0.374853515625,180,0.023746282,0.2,0.0003,46.49331144690514,-5.494036103785038,-0.04190430703456514,0.0,17.53005599975586,,,,,
180.0,38912,15.38337516784668,,,,,,,,,,,,,,,
180.0,39936,16.238563537597656,0.298876953125,190,0.020887611,0.2,0.0003,49.33979495167732,-5.463668760657311,-0.030873764964053408,-7.152557373046875e-07,27.6397705078125,,,,,
180.0,40960,17.255435943603516,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,135,15.19799158,301,180.0,20
