eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/n_updates,train/value_loss,train/loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/clip_range,train/approx_kl,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations
21.0,129024,26.2740535736084,,,,,,,,,,,,,,,
21.0,129536,30.792434692382812,620,27174.335821533205,12729.65625,-4.799340742826462,-0.05873666702536866,0.0,0.287158203125,0.2,0.028586846,0.0003,,,,,
21.0,130048,28.24258041381836,,,,,,,,,,,,,,,
21.0,130560,28.489620208740234,,,,,,,,,,,,,,,
21.0,131072,29.543258666992188,,,,,,,,,,,,,,,
21.0,131584,29.449142456054688,630,26203.654223632813,11507.68359375,-4.794602717459202,-0.057905495408340356,0.0,0.294140625,0.2,0.030888129,0.0003,,,,,
21.0,132096,34.368038177490234,,,,,,,,,,,,,,,
21.0,132608,25.58672523498535,,,,,,,,,,,,,,,
21.0,133120,30.972339630126953,,,,,,,,,,,,,,,
21.0,133632,30.3211612701416,640,23081.292333984376,10969.169921875,-4.7863997399806975,-0.05523078332771547,0.0,0.322119140625,0.2,0.033031035,0.0003,,,,,
21.0,134144,30.583908081054688,,,,,,,,,,,,,,,
21.0,134656,30.620861053466797,,,,,,,,,,,,,,,
21.0,135168,30.8846492767334,,,,,,,,,,,,,,,
21.0,135680,35.520118713378906,650,25972.603173828124,11594.8740234375,-4.756008020043373,-0.057034799217944965,0.0,0.26708984375,0.2,0.02823631,0.0003,,,,,
21.0,136192,30.290973663330078,,,,,,,,,,,,,,,
21.0,136704,34.15723419189453,,,,,,,,,,,,,,,
21.0,137216,23.7434024810791,,,,,,,,,,,,,,,
21.0,137728,32.71161651611328,660,24569.319067382814,11252.8173828125,-4.728350174427033,-0.05630148347117938,0.0,0.30166015625,0.2,0.02982879,0.0003,,,,,
21.0,138240,31.54937171936035,,,,,,,,,,,,,,,
21.0,138752,26.8116397857666,,,,,,,,,,,,,,,
21.0,139264,30.8087215423584,,,,,,,,,,,,,,,
21.0,139776,28.273807525634766,670,27752.442596435547,11667.603515625,-4.673673233389854,-0.05672176337102428,-1.1920928955078125e-07,0.2974609375,0.2,0.031203702,0.0003,,,,,
21.0,140288,28.06731605529785,,,,,,,,,,,,,,,
21.0,140800,33.49263000488281,,,,,,,,,,,,,,,
21.0,141312,26.82143783569336,,,,,,,,,,,,,,,
21.0,141824,28.84027671813965,680,25482.20360107422,10687.494140625,-4.659169155359268,-0.05792828865814954,-1.1920928955078125e-07,0.281103515625,0.2,0.029580355,0.0003,,,,,
21.0,142336,32.11310958862305,,,,,,,,,,,,,,,
21.0,142848,26.695276260375977,,,,,,,,,,,,,,,
21.0,143360,32.774864196777344,,,,,,,,,,,,,,,
21.0,143872,27.392797470092773,690,25560.76353149414,12813.830078125,-4.6699376732110975,-0.05545756628271192,-1.1920928955078125e-07,0.3212890625,0.2,0.031188807,0.0003,,,,,
21.0,144384,29.639118194580078,,,,,,,,,,,,,,,
21.0,144896,32.23223114013672,,,,,,,,,,,,,,,
21.0,145408,30.12099266052246,,,,,,,,,,,,,,,
21.0,145920,27.340694427490234,700,25985.542694091797,13649.2763671875,-4.6597590208053585,-0.06346409345860593,1.1920928955078125e-07,0.319580078125,0.2,0.032522496,0.0003,,,,,
21.0,146432,28.7183837890625,,,,,,,,,,,,,,,
21.0,146944,29.126440048217773,,,,,,,,,,,,,,,
21.0,147456,32.443756103515625,,,,,,,,,,,,,,,
,147456,,,,,,,,,,,,21.0,438.50511234,134,457,30
21.0,147968,28.17141342163086,710,26872.856787109376,13843.599609375,-4.626536859571933,-0.054309340676991266,0.0,0.274755859375,0.2,0.027062165,0.0003,,,,,
21.0,148480,24.888656616210938,,,,,,,,,,,,,,,
21.0,148992,29.16975975036621,,,,,,,,,,,,,,,
21.0,149504,33.96267318725586,,,,,,,,,,,,,,,
21.0,150016,30.66118812561035,720,27673.420147705077,13572.2998046875,-4.584516213834286,-0.05797986892284825,0.0,0.305078125,0.2,0.030658511,0.0003,,,,,
21.0,150528,27.963516235351562,,,,,,,,,,,,,,,
21.0,151040,30.127826690673828,,,,,,,,,,,,,,,
21.0,151552,30.942047119140625,,,,,,,,,,,,,,,
21.0,152064,30.479442596435547,730,25762.72417602539,11923.3505859375,-4.538655219972133,-0.05804318634909578,0.0,0.283984375,0.2,0.028520787,0.0003,,,,,
21.0,152576,33.355743408203125,,,,,,,,,,,,,,,
21.0,153088,28.34232521057129,,,,,,,,,,,,,,,
21.0,153600,34.0462760925293,,,,,,,,,,,,,,,
21.0,154112,34.786720275878906,740,24721.742102050783,11996.361328125,-4.5029715076088905,-0.054618319642031565,-1.1920928955078125e-07,0.257177734375,0.2,0.025620736,0.0003,,,,,
21.0,154624,25.27621841430664,,,,,,,,,,,,,,,
21.0,155136,28.27695655822754,,,,,,,,,,,,,,,
21.0,155648,26.517587661743164,,,,,,,,,,,,,,,
