eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/loss,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/clip_range,train/explained_variance,train/n_updates,train/entropy_loss,train/clip_fraction,train/learning_rate,time/iterations,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean
180.0,14.82077407836914,1024,,,,,,,,,,,,,,,
180.0,14.867831230163574,2048,,,,,,,,,,,,,,,
180.0,12.838424682617188,3072,31.65238380432129,-0.015433809084061067,18.080481481179596,0.0068033594,0.2,-6.318092346191406e-05,10,-5.884383340924979,0.01884765625,3e-05,,,,,
180.0,13.569881439208984,4096,,,,,,,,,,,,,,,
180.0,14.590521812438965,5120,7.527960777282715,-0.020148107191926102,17.550721153616905,0.008513629,0.2,5.555152893066406e-05,20,-5.876801269501447,0.0611328125,3e-05,,,,,
180.0,14.589508056640625,6144,,,,,,,,,,,,,,,
180.0,14.324989318847656,7168,9.144264221191406,-0.019793509475130124,18.404273019731043,0.006477614,0.2,-3.5762786865234375e-07,30,-5.870484101772308,0.026953125,3e-05,,,,,
180.0,13.914934158325195,8192,,,,,,,,,,,,,,,
180.0,13.882564544677734,9216,20.94172477722168,-0.01850500790424121,17.691354708373545,0.006731903,0.2,-3.933906555175781e-06,40,-5.8634761482477185,0.030322265625,3e-05,,,,,
180.0,12.956178665161133,10240,,,,,,,,,,,,,,,
180.0,14.819551467895508,11264,17.03969383239746,-0.01860742386088532,19.240402254462243,0.007147398,0.2,0.0,50,-5.855261860787868,0.032177734375,3e-05,,,,,
180.0,15.204389572143555,12288,,,,,,,,,,,,,,,
180.0,14.112737655639648,13312,23.30879020690918,-0.022931157442508267,20.087694328278303,0.008091213,0.2,0.0,60,-5.847170868515969,0.06064453125,3e-05,,,,,
180.0,12.89102554321289,14336,,,,,,,,,,,,,,,
180.0,14.10978889465332,15360,9.59508991241455,-0.018541632782580565,19.299913964048027,0.0066582817,0.2,0.0,70,-5.842335909605026,0.030859375,3e-05,,,,,
180.0,13.157791137695312,16384,,,,,,,,,,,,,,,
180.0,12.011460304260254,17408,6.595518589019775,-0.019512585900884005,17.37452043257654,0.007822988,0.2,2.384185791015625e-07,80,-5.840101072192192,0.0474609375,3e-05,,,,,
180.0,13.648591041564941,18432,,,,,,,,,,,,,,,
180.0,13.140098571777344,19456,16.443361282348633,-0.019574610168638172,19.387521291524173,0.006476343,0.2,0.0,90,-5.836838097125292,0.028564453125,3e-05,,,,,
180.0,13.964584350585938,20480,,,,,,,,,,,,,,,
,,20480,,,,,,,,,,,10,69,294,180.0,13.50706912
180.0,14.440681457519531,21504,5.462708473205566,-0.021043727188225603,17.211788466572763,0.00714882,0.2,0.0,100,-5.830480587482453,0.042041015625,3e-05,,,,,
180.0,12.768126487731934,22528,,,,,,,,,,,,,,,
180.0,14.920205116271973,23552,19.275440216064453,-0.020405773342281462,22.152716084569693,0.006939263,0.2,5.960464477539063e-08,110,-5.8244842432439325,0.0453125,3e-05,,,,,
180.0,14.550209045410156,24576,,,,,,,,,,,,,,,
180.0,16.914722442626953,25600,21.532543182373047,-0.01887559480346681,19.34404446668923,0.0075567584,0.2,-1.1920928955078125e-07,120,-5.8187872365117075,0.04228515625,3e-05,,,,,
180.0,13.223726272583008,26624,,,,,,,,,,,,,,,
180.0,14.204620361328125,27648,6.044765949249268,-0.01864490545449371,17.489030591771005,0.007888723,0.2,0.0,130,-5.81192669942975,0.041357421875,3e-05,,,,,
180.0,14.380826950073242,28672,,,,,,,,,,,,,,,
