eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/loss,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/clip_range,train/explained_variance,train/n_updates,train/entropy_loss,train/clip_fraction,train/learning_rate,time/iterations,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean
180.0,14.876219749450684,29696,15.26061725616455,-0.021500509170800798,18.525503466278316,0.006879638,0.2,0.0,140,-5.802584917098284,0.033544921875,3e-05,,,,,
180.0,13.26312255859375,30720,,,,,,,,,,,,,,,
180.0,13.487590789794922,31744,12.395569801330566,-0.022036643659794207,17.0935082629323,0.006967611,0.2,0.0,150,-5.792959225177765,0.0271484375,3e-05,,,,,
180.0,13.340534210205078,32768,,,,,,,,,,,,,,,
180.0,15.216537475585938,33792,14.398480415344238,-0.019825939400834613,16.932865197584032,0.0075729555,0.2,-1.1920928955078125e-07,160,-5.784124801307916,0.040283203125,3e-05,,,,,
180.0,12.551464080810547,34816,,,,,,,,,,,,,,,
180.0,13.113831520080566,35840,8.376838684082031,-0.021119975428518956,19.268082106113432,0.0075259665,0.2,0.0,170,-5.7755466714501384,0.045654296875,3e-05,,,,,
180.0,14.490071296691895,36864,,,,,,,,,,,,,,,
180.0,13.90212345123291,37888,8.154221534729004,-0.022208501477689425,16.827528809383512,0.008279991,0.2,0.0,180,-5.7685978531837465,0.047607421875,3e-05,,,,,
180.0,13.127099990844727,38912,,,,,,,,,,,,,,,
180.0,14.570520401000977,39936,12.906800270080566,-0.02103239179996308,18.50338041782379,0.006472725,0.2,0.0,190,-5.763377418369055,0.025390625,3e-05,,,,,
180.0,13.509732246398926,40960,,,,,,,,,,,,,,,
,,40960,,,,,,,,,,,20,137,297,180.0,14.03431514
180.0,13.208232879638672,41984,10.877976417541504,-0.01963602393261681,15.436084423959255,0.006630721,0.2,5.960464477539063e-08,200,-5.7570303209126,0.027783203125,3e-05,,,,,
180.0,13.633670806884766,43008,,,,,,,,,,,,,,,
180.0,16.307104110717773,44032,9.580297470092773,-0.020720816072207528,16.27494953908026,0.0065547735,0.2,-2.384185791015625e-07,210,-5.749161272495985,0.019091796875,3e-05,,,,,
180.0,15.134237289428711,45056,,,,,,,,,,,,,,,
180.0,15.094291687011719,46080,19.538400650024414,-0.021616699051082832,19.59808494821191,0.007425041,0.2,0.0,220,-5.742232018709183,0.0392578125,3e-05,,,,,
180.0,13.544100761413574,47104,,,,,,,,,,,,,,,
180.0,15.218493461608887,48128,10.485682487487793,-0.019912344524709625,15.862413773313165,0.006210081,0.2,0.0,230,-5.73593223169446,0.02607421875,3e-05,,,,,
180.0,14.92330265045166,49152,,,,,,,,,,,,,,,
180.0,13.486135482788086,50176,7.522540092468262,-0.018106774766783927,17.661000607162713,0.005937239,0.2,-1.1920928955078125e-07,240,-5.728689517825842,0.0298828125,3e-05,,,,,
180.0,14.583271026611328,51200,,,,,,,,,,,,,,,
180.0,14.490201950073242,52224,9.45627498626709,-0.021152702771723854,18.671612977981567,0.0067076907,0.2,1.1920928955078125e-07,250,-5.720606873184442,0.0220703125,3e-05,,,,,
180.0,12.56497859954834,53248,,,,,,,,,,,,,,,
180.0,13.439460754394531,54272,15.621407508850098,-0.020225661295626196,17.333815752714873,0.00684447,0.2,0.0,260,-5.710657485574484,0.0373046875,3e-05,,,,,
180.0,14.648642539978027,55296,,,,,,,,,,,,,,,
180.0,14.271509170532227,56320,16.846988677978516,-0.017542159600816377,20.399431370198727,0.0057455357,0.2,0.0,270,-5.701096659898758,0.020654296875,3e-05,,,,,
180.0,14.227704048156738,57344,,,,,,,,,,,,,,,
180.0,14.491527557373047,58368,15.968648910522461,-0.021734940315946007,18.336188214272262,0.0079037035,0.2,0.0,280,-5.690423662960529,0.036865234375,3e-05,,,,,
180.0,14.791133880615234,59392,,,,,,,,,,,,,,,
180.0,13.591163635253906,60416,7.856975078582764,-0.020179911727973378,15.675336842983961,0.0070873164,0.2,0.0,290,-5.678383362293244,0.032666015625,3e-05,,,,,
180.0,15.773908615112305,61440,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,30,204,299,180.0,14.05211846
180.0,13.82525634765625,62464,9.508031845092773,-0.02045051057175442,19.187979677319525,0.0070491037,0.2,1.1920928955078125e-07,300,-5.668432981520891,0.0291015625,3e-05,,,,,
180.0,15.361989974975586,63488,,,,,,,,,,,,,,,
180.0,14.893959045410156,64512,4.502216815948486,-0.019298112091200893,19.31941420696676,0.00700783,0.2,0.0,310,-5.660618184506893,0.03251953125,3e-05,,,,,
180.0,14.024848937988281,65536,,,,,,,,,,,,,,,
180.0,15.147422790527344,66560,4.09914493560791,-0.02070186581549933,19.045365936681627,0.006557549,0.2,0.0,320,-5.652676551043987,0.024658203125,3e-05,,,,,
180.0,13.32297134399414,67584,,,,,,,,,,,,,,,
180.0,15.718901634216309,68608,11.188398361206055,-0.017813447607841225,16.983703478425742,0.006206209,0.2,0.0,330,-5.639798566699028,0.018701171875,3e-05,,,,,
180.0,16.428701400756836,69632,,,,,,,,,,,,,,,
180.0,13.734479904174805,70656,9.719616889953613,-0.020122065622126685,18.932741225510835,0.0070537277,0.2,-2.384185791015625e-07,340,-5.626328894495964,0.029296875,3e-05,,,,,
180.0,15.948213577270508,71680,,,,,,,,,,,,,,,
180.0,14.317222595214844,72704,7.833125114440918,-0.01866034295162535,19.88339353688061,0.006229657,0.2,-1.1920928955078125e-07,350,-5.608115678280592,0.017578125,3e-05,,,,,
180.0,15.492746353149414,73728,,,,,,,,,,,,,,,
180.0,15.096366882324219,74752,15.282341003417969,-0.01978734345830162,16.490414325147867,0.006950683,0.2,0.0,360,-5.591973037272692,0.032470703125,3e-05,,,,,
180.0,14.922628402709961,75776,,,,,,,,,,,,,,,
180.0,15.061384201049805,76800,17.287477493286133,-0.020379047144888317,19.682204460352658,0.007073735,0.2,0.0,370,-5.58227728754282,0.027197265625,3e-05,,,,,
180.0,13.919879913330078,77824,,,,,,,,,,,,,,,
180.0,16.552574157714844,78848,20.28054428100586,-0.01835612792037864,18.823734213411807,0.0058023254,0.2,0.0,380,-5.569951470196247,0.01591796875,3e-05,,,,,
180.0,15.078435897827148,79872,,,,,,,,,,,,,,,
180.0,14.207111358642578,80896,29.51828384399414,-0.01922552436190017,19.01570399105549,0.0064082416,0.2,0.0,390,-5.555308045446873,0.019921875,3e-05,,,,,
180.0,16.208465576171875,81920,,,,,,,,,,,,,,,
,,81920,,,,,,,,,,,40,272,300,180.0,15.332768819999998
180.0,15.88209342956543,82944,9.109417915344238,-0.01566266591908061,17.22285195440054,0.0054791467,0.2,0.0,400,-5.538987158983946,0.012744140625,3e-05,,,,,
180.0,15.513320922851562,83968,,,,,,,,,,,,,,,
180.0,16.06170082092285,84992,5.472712516784668,-0.015893684223556193,19.394949400424956,0.0054880725,0.2,0.0,410,-5.5157326065003875,0.015625,3e-05,,,,,
180.0,16.783641815185547,86016,,,,,,,,,,,,,,,
180.0,15.424470901489258,87040,10.745816230773926,-0.019470524571624993,19.94110492169857,0.0065152943,0.2,-1.1920928955078125e-07,420,-5.498421936482191,0.024462890625,3e-05,,,,,
180.0,15.66664981842041,88064,,,,,,,,,,,,,,,
180.0,15.372905731201172,89088,16.484661102294922,-0.019144560815038857,18.541327415779232,0.0067146146,0.2,1.1920928955078125e-07,430,-5.488235954940319,0.019580078125,3e-05,,,,,
180.0,15.513364791870117,90112,,,,,,,,,,,,,,,
180.0,15.678781509399414,91136,16.031286239624023,-0.018395014194902616,19.276406867802145,0.0063307043,0.2,0.0,440,-5.476294855773449,0.019677734375,3e-05,,,,,
180.0,16.050270080566406,92160,,,,,,,,,,,,,,,
180.0,16.437252044677734,93184,10.049139022827148,-0.01761619128192251,18.17183670029044,0.0058280015,0.2,0.0,450,-5.45592372789979,0.028857421875,3e-05,,,,,
180.0,16.369735717773438,94208,,,,,,,,,,,,,,,
180.0,17.119693756103516,95232,25.545095443725586,-0.0222108108438988,18.756512550264596,0.0070405146,0.2,0.0,460,-5.434543096274138,0.035791015625,3e-05,,,,,
180.0,14.94062614440918,96256,,,,,,,,,,,,,,,
180.0,16.434114456176758,97280,18.878698348999023,-0.017392354268667986,18.164464791864155,0.0067843134,0.2,0.0,470,-5.421640083193779,0.02021484375,3e-05,,,,,
180.0,16.328567504882812,98304,,,,,,,,,,,,,,,
180.0,15.751440048217773,99328,25.55511474609375,-0.01709097831408144,19.358942173793913,0.006389695,0.2,-2.384185791015625e-07,480,-5.396003963798284,0.015625,3e-05,,,,,
180.0,13.952596664428711,100352,,,,,,,,,,,,,,,
180.0,16.225143432617188,101376,10.168667793273926,-0.020885365373032982,16.74375423118472,0.006874333,0.2,0.0,490,-5.3766801811754705,0.0236328125,3e-05,,,,,
180.0,18.787979125976562,102400,,,,,,,,,,,,,,,
,,102400,,,,,,,,,,,50,341,299,180.0,16.41287628
180.0,16.327838897705078,103424,6.533099174499512,-0.01889789679371461,17.477442229539157,0.0074101673,0.2,-1.1920928955078125e-07,500,-5.362150537967682,0.024267578125,3e-05,,,,,
180.0,17.6171875,104448,,,,,,,,,,,,,,,
180.0,17.48396873474121,105472,9.913703918457031,-0.01823010333282582,20.005678238719703,0.005867639,0.2,0.0,510,-5.350302001833915,0.01708984375,3e-05,,,,,
180.0,18.408113479614258,106496,,,,,,,,,,,,,,,
180.0,15.24223518371582,107520,30.051433563232422,-0.018205730732006487,16.854308669269084,0.006274213,0.2,0.0,520,-5.3324746415019035,0.020458984375,3e-05,,,,,
180.0,17.960582733154297,108544,,,,,,,,,,,,,,,
180.0,17.60186767578125,109568,12.307747840881348,-0.01811148122051236,18.73972916826606,0.0054543726,0.2,0.0,530,-5.310502400249243,0.028271484375,3e-05,,,,,
180.0,17.480331420898438,110592,,,,,,,,,,,,,,,
180.0,17.64569854736328,111616,17.865367889404297,-0.017880417841479358,20.168999806046486,0.00625825,0.2,0.0,540,-5.291727731376886,0.016064453125,3e-05,,,,,
180.0,17.325801849365234,112640,,,,,,,,,,,,,,,
180.0,17.262805938720703,113664,21.64443016052246,-0.01655516997416271,18.72702105976641,0.006156481,0.2,0.0,550,-5.267237224429846,0.018212890625,3e-05,,,,,
180.0,16.389781951904297,114688,,,,,,,,,,,,,,,
180.0,18.472911834716797,115712,7.535272121429443,-0.017351565924036548,18.667143381014466,0.006770938,0.2,-1.1920928955078125e-07,560,-5.234377299994231,0.01689453125,3e-05,,,,,
180.0,15.4719820022583,116736,,,,,,,,,,,,,,,
180.0,17.535480499267578,117760,17.304065704345703,-0.015462998240764136,20.117512926086782,0.0050178277,0.2,0.0,570,-5.207808780670166,0.01259765625,3e-05,,,,,
180.0,16.418346405029297,118784,,,,,,,,,,,,,,,
180.0,21.042278289794922,119808,7.942232608795166,-0.018062052514505923,20.128365410864355,0.0058555678,0.2,0.0,580,-5.1840458489954475,0.018212890625,3e-05,,,,,
180.0,19.32390022277832,120832,,,,,,,,,,,,,,,
180.0,19.503528594970703,121856,16.708250045776367,-0.019402870087651534,20.155787022411822,0.007077492,0.2,0.0,590,-5.1463063061237335,0.039453125,3e-05,,,,,
180.0,20.254070281982422,122880,,,,,,,,,,,,,,,
,,122880,,,,,,,,,,,60,409,299,180.0,17.79313501
180.0,18.651073455810547,123904,15.572572708129883,-0.02164370958744257,21.060611098259688,0.0077677425,0.2,0.0,600,-5.097306802868843,0.03359375,3e-05,,,,,
180.0,20.674697875976562,124928,,,,,,,,,,,,,,,
180.0,20.61469841003418,125952,19.762752532958984,-0.014989349591633071,20.00259163081646,0.0048336945,0.2,0.0,610,-5.055423092842102,0.009912109375,3e-05,,,,,
180.0,19.784086227416992,126976,,,,,,,,,,,,,,,
180.0,19.42125701904297,128000,10.006999969482422,-0.012357150166644714,19.15006595775485,0.004162015,0.2,0.0,620,-5.020264113694429,0.010107421875,3e-05,,,,,
180.0,19.447187423706055,129024,,,,,,,,,,,,,,,
180.0,18.515613555908203,130048,6.998394966125488,-0.01597030531193013,18.76330679282546,0.00702496,0.2,-1.1920928955078125e-07,630,-4.972749523073435,0.011962890625,3e-05,,,,,
180.0,20.68457794189453,131072,,,,,,,,,,,,,,,
180.0,22.927366256713867,132096,22.146677017211914,-0.013302814987400779,21.868506717681885,0.006733476,0.2,0.0,640,-4.905377820879221,0.0109375,3e-05,,,,,
180.0,22.36689567565918,133120,,,,,,,,,,,,,,,
180.0,22.537105560302734,134144,10.555006980895996,-0.01931791098359099,18.573920553922655,0.0069798147,0.2,0.0,650,-4.865640672296285,0.0232421875,3e-05,,,,,
180.0,21.08935546875,135168,,,,,,,,,,,,,,,
180.0,22.149059295654297,136192,11.551719665527344,-0.018081991009239573,19.634499733150005,0.007087753,0.2,0.0,660,-4.837099660933018,0.022265625,3e-05,,,,,
180.0,23.77623748779297,137216,,,,,,,,,,,,,,,
180.0,26.430755615234375,138240,12.16704273223877,-0.01704287017491879,17.319858177006246,0.0063684247,0.2,-1.1920928955078125e-07,670,-4.80659034922719,0.01787109375,3e-05,,,,,
180.0,21.517227172851562,139264,,,,,,,,,,,,,,,
180.0,22.758426666259766,140288,6.549465179443359,-0.015304774587275461,18.083907763659955,0.0046702167,0.2,0.0,680,-4.776920792460442,0.016748046875,3e-05,,,,,
180.0,21.116180419921875,141312,,,,,,,,,,,,,,,
180.0,22.743467330932617,142336,15.249935150146484,-0.013560508020600538,20.720920729637147,0.0049841665,0.2,0.0,690,-4.746310571581125,0.0060546875,3e-05,,,,,
180.0,24.707950592041016,143360,,,,,,,,,,,,,,,
,,143360,,,,,,,,,,,70,478,299,180.0,21.771238789999998
180.0,22.695796966552734,144384,14.468071937561035,-0.015255348768550902,22.132651256769897,0.0066373125,0.2,0.0,700,-4.705368570238352,0.019580078125,3e-05,,,,,
180.0,25.177597045898438,145408,,,,,,,,,,,,,,,
180.0,27.6563720703125,146432,11.99696159362793,-0.019780507902760293,17.804500263929366,0.0069819326,0.2,0.0,710,-4.6501954168081285,0.0291015625,3e-05,,,,,
180.0,28.153125762939453,147456,,,,,,,,,,,,,,,
180.0,27.941211700439453,148480,5.662904739379883,-0.01518803425024089,22.340552273392678,0.0072859684,0.2,0.0,720,-4.60190612077713,0.016357421875,3e-05,,,,,
180.0,27.282611846923828,149504,,,,,,,,,,,,,,,
180.0,26.71876335144043,150528,9.017805099487305,-0.016568704565361258,18.888637222349644,0.0059971446,0.2,0.0,730,-4.547773412615061,0.017529296875,3e-05,,,,,
180.0,25.556440353393555,151552,,,,,,,,,,,,,,,
180.0,24.958953857421875,152576,11.984519004821777,-0.014467535328367375,20.45517796650529,0.005102719,0.2,1.1920928955078125e-07,740,-4.51423127502203,0.015283203125,3e-05,,,,,
180.0,28.763416290283203,153600,,,,,,,,,,,,,,,
180.0,29.54593276977539,154624,11.135104179382324,-0.01463851471835369,19.867309314757584,0.0056540566,0.2,-2.384185791015625e-07,750,-4.476873583346605,0.015185546875,3e-05,,,,,
180.0,31.1986026763916,155648,,,,,,,,,,,,,,,
180.0,32.58262634277344,156672,6.937114715576172,-0.015893171305651776,19.5436136059463,0.00739679,0.2,0.0,760,-4.44407553076744,0.0240234375,3e-05,,,,,
180.0,30.594493865966797,157696,,,,,,,,,,,,,,,
180.0,29.744213104248047,158720,16.508167266845703,-0.01440932124532992,20.34029893875122,0.0053276545,0.2,0.0,770,-4.427077744156122,0.01904296875,3e-05,,,,,
180.0,28.314544677734375,159744,,,,,,,,,,,,,,,
180.0,28.915407180786133,160768,15.818798065185547,-0.013922563228607032,20.386813785135747,0.0056424974,0.2,-2.384185791015625e-07,780,-4.41013769581914,0.014453125,3e-05,,,,,
180.0,28.17645263671875,161792,,,,,,,,,,,,,,,
180.0,32.30755615234375,162816,9.601114273071289,-0.016846415788677405,18.97266730889678,0.0060847704,0.2,0.0,790,-4.370940337330103,0.022314453125,3e-05,,,,,
180.0,33.88128662109375,163840,,,,,,,,,,,,,,,
,,163840,,,,,,,,,,,80,546,299,180.0,28.86004162
180.0,30.422359466552734,164864,11.710062026977539,-0.01168495269594132,21.672233249992132,0.004308651,0.2,-1.1920928955078125e-07,800,-4.327564360201359,0.00458984375,3e-05,,,,,
180.0,32.11714172363281,165888,,,,,,,,,,,,,,,
180.0,33.52667236328125,166912,9.672816276550293,-0.014623582702915883,16.965889195352794,0.0063679204,0.2,0.0,810,-4.2875718049705025,0.01025390625,3e-05,,,,,
180.0,38.74394226074219,167936,,,,,,,,,,,,,,,
180.0,37.178070068359375,168960,29.216899871826172,-0.014230314082305994,21.348673649504782,0.006916376,0.2,0.0,820,-4.257997235655784,0.013916015625,3e-05,,,,,
180.0,32.23664855957031,169984,,,,,,,,,,,,,,,
180.0,34.17805480957031,171008,6.704985618591309,-0.011899723904934944,18.816626578569412,0.004472767,0.2,0.0,830,-4.2474572964012625,0.007275390625,3e-05,,,,,
180.0,33.11082077026367,172032,,,,,,,,,,,,,,,
180.0,37.61308288574219,173056,10.416671752929688,-0.013804836486451677,18.82589060664177,0.006935968,0.2,0.0,840,-4.222776745259762,0.017041015625,3e-05,,,,,
180.0,40.11927032470703,174080,,,,,,,,,,,,,,,
180.0,37.260013580322266,175104,13.796248435974121,-0.013439239213766996,19.518462262302638,0.0075091384,0.2,0.0,850,-4.204533292353153,0.019140625,3e-05,,,,,
180.0,36.7076301574707,176128,,,,,,,,,,,,,,,
180.0,39.522056579589844,177152,21.408458709716797,-0.012684921392792602,18.762100087851287,0.004096818,0.2,0.0,860,-4.187069578468799,0.0138671875,3e-05,,,,,
180.0,40.39850616455078,178176,,,,,,,,,,,,,,,
180.0,39.917808532714844,179200,19.47960662841797,-0.013773968112946022,20.84603368639946,0.0050439793,0.2,0.0,870,-4.185786169022322,0.018408203125,3e-05,,,,,
180.0,39.70368957519531,180224,,,,,,,,,,,,,,,
180.0,39.99726867675781,181248,7.812355995178223,-0.010404676546022529,20.661678981781005,0.004391944,0.2,0.0,880,-4.177196907252073,0.008056640625,3e-05,,,,,
180.0,36.25880813598633,182272,,,,,,,,,,,,,,,
180.0,41.843597412109375,183296,15.882533073425293,-0.01224028787764837,19.02937339618802,0.005189539,0.2,0.0,890,-4.169630321860313,0.00927734375,3e-05,,,,,
180.0,41.849178314208984,184320,,,,,,,,,,,,,,,
,,184320,,,,,,,,,,,90,614,299,180.0,37.688597890000004
180.0,41.72492980957031,185344,21.465251922607422,-0.011529378033446846,19.899140033870935,0.0042295055,0.2,0.0,900,-4.142233117669821,0.0076171875,3e-05,,,,,
180.0,41.80943298339844,186368,,,,,,,,,,,,,,,
180.0,38.44032669067383,187392,15.652657508850098,-0.012961082894980791,20.166152808070184,0.005084724,0.2,-1.1920928955078125e-07,910,-4.11008606031537,0.014697265625,3e-05,,,,,
180.0,41.175941467285156,188416,,,,,,,,,,,,,,,
180.0,44.839454650878906,189440,14.198144912719727,-0.011543649296436342,19.702080550789834,0.005622667,0.2,0.0,920,-4.099802286922932,0.009228515625,3e-05,,,,,
180.0,42.034080505371094,190464,,,,,,,,,,,,,,,
180.0,43.86701202392578,191488,12.483895301818848,-0.013415120264835424,19.576508032903075,0.0065348377,0.2,0.0,930,-4.095682471990585,0.019970703125,3e-05,,,,,
180.0,42.60931396484375,192512,,,,,,,,,,,,,,,
180.0,45.32798767089844,193536,14.706080436706543,-0.012316610367997782,20.131319768726826,0.0040666936,0.2,-1.1920928955078125e-07,940,-4.08695708066225,0.014404296875,3e-05,,,,,
180.0,41.639923095703125,194560,,,,,,,,,,,,,,,
180.0,44.52926254272461,195584,12.164843559265137,-0.013231113974325127,21.65052310526371,0.006184636,0.2,0.0,950,-4.069019728153944,0.015478515625,3e-05,,,,,
180.0,45.65367126464844,196608,,,,,,,,,,,,,,,
180.0,46.2462158203125,197632,10.21454906463623,-0.011802912840721547,19.904191889613866,0.0058688447,0.2,0.0,960,-4.052319846302271,0.012109375,3e-05,,,,,
180.0,49.82765579223633,198656,,,,,,,,,,,,,,,
180.0,46.769622802734375,199680,11.924995422363281,-0.01059505681405426,17.92689755707979,0.004935867,0.2,0.0,970,-4.028135826438666,0.00849609375,3e-05,,,,,
180.0,43.61552810668945,200704,,,,,,,,,,,,,,,
180.0,45.945396423339844,201728,14.861567497253418,-0.012754256348125636,19.793407884985207,0.0068467315,0.2,-1.1920928955078125e-07,980,-4.006790441274643,0.019873046875,3e-05,,,,,
180.0,49.4205322265625,202752,,,,,,,,,,,,,,,
180.0,46.604270935058594,203776,21.623132705688477,-0.011071482291299617,20.616939388215542,0.0047883615,0.2,0.0,990,-4.000242352485657,0.011865234375,3e-05,,,,,
180.0,52.91970443725586,204800,,,,,,,,,,,,,,,
,,204800,,,,,,,,,,,100,682,300,180.0,46.924179460000005
180.0,50.139854431152344,205824,9.681757926940918,-0.013060857709569973,21.203462943434715,0.006662731,0.2,1.1920928955078125e-07,1000,-3.988631560653448,0.014501953125,3e-05,,,,,
180.0,46.59124755859375,206848,,,,,,,,,,,,,,,
180.0,44.34735107421875,207872,19.875423431396484,-0.01161109547247179,19.889025217294694,0.005536601,0.2,0.0,1010,-3.952472933009267,0.013818359375,3e-05,,,,,
180.0,48.12413024902344,208896,,,,,,,,,,,,,,,
180.0,47.7271728515625,209920,8.935053825378418,-0.010842839995530085,21.239390186965466,0.004693755,0.2,-1.1920928955078125e-07,1020,-3.9191874846816064,0.01064453125,3e-05,,,,,
180.0,48.04884338378906,210944,,,,,,,,,,,,,,,
180.0,48.12347412109375,211968,17.164762496948242,-0.011516326876153471,19.01659996062517,0.0055664224,0.2,1.1920928955078125e-07,1030,-3.9020827166736125,0.011376953125,3e-05,,,,,
180.0,50.0620002746582,212992,,,,,,,,,,,,,,,
180.0,55.538482666015625,214016,18.341829299926758,-0.011729257182378206,21.062151580303908,0.00547871,0.2,0.0,1040,-3.8831175439059735,0.01376953125,3e-05,,,,,
180.0,54.06080627441406,215040,,,,,,,,,,,,,,,
180.0,53.40900421142578,216064,15.328692436218262,-0.011309869199612877,19.13056550770998,0.005316193,0.2,1.1920928955078125e-07,1050,-3.878691931441426,0.010791015625,3e-05,,,,,
180.0,53.431297302246094,217088,,,,,,,,,,,,,,,
180.0,56.168907165527344,218112,10.340082168579102,-0.012096386378470925,22.448654697835444,0.005527875,0.2,0.0,1060,-3.867717792093754,0.02109375,3e-05,,,,,
180.0,55.559730529785156,219136,,,,,,,,,,,,,,,
180.0,56.05574035644531,220160,8.829861640930176,-0.010149772874865449,19.533793734014033,0.00489486,0.2,0.0,1070,-3.8453832656145095,0.0162109375,3e-05,,,,,
180.0,57.11146545410156,221184,,,,,,,,,,,,,,,
180.0,53.321685791015625,222208,16.926237106323242,-0.01189515748883423,20.028259152173995,0.004681706,0.2,0.0,1080,-3.838895396888256,0.020849609375,3e-05,,,,,
180.0,52.806861877441406,223232,,,,,,,,,,,,,,,
180.0,57.45813751220703,224256,22.431594848632812,-0.0103618422333966,20.640549010783435,0.0059945434,0.2,1.1920928955078125e-07,1090,-3.839658150449395,0.011474609375,3e-05,,,,,
180.0,55.88640594482422,225280,,,,,,,,,,,,,,,
,,225280,,,,,,,,,,,110,748,300,180.0,54.9752935
180.0,57.50939178466797,226304,10.910812377929688,-0.01207080570384278,20.727674717456104,0.0073487363,0.2,1.7881393432617188e-07,1100,-3.816989627107978,0.020361328125,3e-05,,,,,
180.0,54.36199188232422,227328,,,,,,,,,,,,,,,
180.0,55.12444305419922,228352,14.311540603637695,-0.010277932856843109,20.33210130855441,0.004535891,0.2,-1.1920928955078125e-07,1110,-3.8034811310470102,0.014892578125,3e-05,,,,,
180.0,61.62316131591797,229376,,,,,,,,,,,,,,,
180.0,55.3569221496582,230400,14.85930347442627,-0.012326509352715221,21.531341849267484,0.0069492944,0.2,0.0,1120,-3.808220361173153,0.01591796875,3e-05,,,,,
180.0,58.27377700805664,231424,,,,,,,,,,,,,,,
180.0,62.161537170410156,232448,17.647138595581055,-0.008350342703124625,19.178588639944792,0.004689264,0.2,0.0,1130,-3.7918354377150534,0.004931640625,3e-05,,,,,
180.0,63.89435577392578,233472,,,,,,,,,,,,,,,
180.0,64.72593688964844,234496,16.098682403564453,-0.010325038975133793,22.089575851708652,0.0051083732,0.2,0.0,1140,-3.7755868434906006,0.00595703125,3e-05,,,,,
180.0,63.14646911621094,235520,,,,,,,,,,,,,,,
