eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/learning_rate,train/explained_variance,train/loss,train/clip_fraction,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/clip_range,train/entropy_loss,rollout/ep_rew_mean,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps
21.0,27648,26.82604217529297,0.0003,0.0,14285.9599609375,0.264208984375,30882.837335205077,0.023620915,-0.06450246543972753,130,0.2,-5.237614522874355,,,,,
21.0,28672,26.986068725585938,,,,,,,,,,,,,,,
21.0,29696,25.698657989501953,0.0003,0.0,14444.5009765625,0.260546875,31200.59930419922,0.023070669,-0.06780167842516675,140,0.2,-5.231981936097145,,,,,
21.0,30720,32.96649169921875,,,,,,,,,,,,,,,
21.0,31744,29.979961395263672,0.0003,0.0,13289.89453125,0.24599609375,30130.369213867187,0.023438852,-0.06636777330422775,150,0.2,-5.229555822908878,,,,,
21.0,32768,31.187461853027344,,,,,,,,,,,,,,,
21.0,33792,28.193199157714844,0.0003,0.0,15895.087890625,0.2298828125,32920.356433105466,0.020214163,-0.06795863840961829,160,0.2,-5.226584073901177,,,,,
21.0,34816,30.71523666381836,,,,,,,,,,,,,,,
21.0,35840,26.805679321289062,0.0003,-2.384185791015625e-07,14423.150390625,0.277099609375,28968.461920166017,0.02415873,-0.06575868447544053,170,0.2,-5.225457781553269,,,,,
21.0,36864,26.159452438354492,,,,,,,,,,,,,,,
21.0,37888,23.899755477905273,0.0003,-1.1920928955078125e-07,18253.205078125,0.285546875,32954.92703857422,0.025846455,-0.06674605460138991,180,0.2,-5.2195800468325615,,,,,
21.0,38912,29.05316162109375,,,,,,,,,,,,,,,
21.0,39936,26.91856575012207,0.0003,0.0,12150.193359375,0.26337890625,28659.826086425783,0.023301158,-0.06439357785275206,190,0.2,-5.213771469891071,,,,,
21.0,40960,30.26131820678711,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,411.71030508999996,20,46,21.0,876
21.0,41984,28.60757827758789,0.0003,0.0,15481.81640625,0.24208984375,30620.429150390624,0.02104453,-0.06752684853272513,200,0.2,-5.209530541300774,,,,,
21.0,43008,27.24222183227539,,,,,,,,,,,,,,,
21.0,44032,28.866439819335938,0.0003,0.0,14403.244140625,0.245654296875,30617.849383544923,0.02208916,-0.06748759829206392,210,0.2,-5.203799512982369,,,,,
21.0,45056,27.021669387817383,,,,,,,,,,,,,,,
21.0,46080,28.633604049682617,0.0003,0.0,13965.0712890625,0.258447265625,30942.211193847656,0.024179183,-0.06496018634643405,220,0.2,-5.199592404067516,,,,,
21.0,47104,26.30950164794922,,,,,,,,,,,,,,,
21.0,48128,23.11394500732422,0.0003,0.0,13641.9248046875,0.27255859375,30078.08756713867,0.024711642,-0.06446101700421422,230,0.2,-5.187400004267692,,,,,
21.0,49152,24.76378631591797,,,,,,,,,,,,,,,
21.0,50176,29.615446090698242,0.0003,0.0,14468.1962890625,0.291259765625,30455.6916015625,0.028417736,-0.0697512271348387,240,0.2,-5.171687965095043,,,,,
21.0,51200,28.46990966796875,,,,,,,,,,,,,,,
21.0,52224,27.269180297851562,0.0003,0.0,13706.2626953125,0.261572265625,28825.207049560548,0.02263636,-0.06477426522178575,250,0.2,-5.155037246644497,,,,,
21.0,53248,23.3515625,,,,,,,,,,,,,,,
21.0,54272,27.432071685791016,0.0003,0.0,14424.5986328125,0.286328125,29771.737866210937,0.025996847,-0.06707479367032647,260,0.2,-5.148708480596542,,,,,
21.0,55296,28.23630714416504,,,,,,,,,,,,,,,
21.0,56320,27.539295196533203,0.0003,0.0,12747.5927734375,0.263232421875,31148.038116455078,0.02344827,-0.06551046329550445,270,0.2,-5.146371756494045,,,,,
21.0,57344,26.273223876953125,,,,,,,,,,,,,,,
21.0,58368,25.019329071044922,0.0003,0.0,13430.3251953125,0.284716796875,29058.579473876955,0.026136821,-0.06375771302264184,280,0.2,-5.139278820157051,,,,,
21.0,59392,25.1856632232666,,,,,,,,,,,,,,,
21.0,60416,25.884811401367188,0.0003,0.0,14329.92578125,0.265380859375,29451.767071533202,0.023177717,-0.06391586012905463,290,0.2,-5.1309331730008125,,,,,
21.0,61440,29.949129104614258,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,400.7323183099999,30,70,21.0,875
21.0,62464,24.846805572509766,0.0003,0.0,11355.9443359375,0.285986328125,27181.22609863281,0.026476528,-0.06502330206567422,300,0.2,-5.123409722745419,,,,,
