eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/approx_kl,train/loss,train/value_loss,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/clip_fraction,train/clip_range,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations
56.04029083251953,180224,27.0,,,,,,,,,,,,,,,
52.20111083984375,181248,27.0,0.016074814,14.981252670288086,31.577057820558547,0.0003,-4.047718024253845,-0.023594762817083392,5.960464477539063e-08,880,0.2341796875,0.2,,,,,
52.643760681152344,182272,27.0,,,,,,,,,,,,,,,
52.65294647216797,183296,27.0,0.016693508,20.088035583496094,28.66480087637901,0.0003,-4.023315891623497,-0.021285787910164798,5.960464477539063e-08,890,0.216162109375,0.2,,,,,
48.2963981628418,184320,27.0,,,,,,,,,,,,,,,
,184320,,,,,,,,,,,,578,318,27.0,50.576374130000005,90
51.06830596923828,185344,27.0,0.017522905,10.463912963867188,29.069932556152345,0.0003,-4.021726550161839,-0.021703048968629447,-1.1920928955078125e-07,900,0.2275390625,0.2,,,,,
51.12455749511719,186368,27.0,,,,,,,,,,,,,,,
53.0869140625,187392,27.0,0.014412669,16.512094497680664,30.746283847093583,0.0003,-4.0455078929662704,-0.020237090947921386,0.0,910,0.223876953125,0.2,,,,,
46.10963439941406,188416,27.0,,,,,,,,,,,,,,,
52.2859001159668,189440,27.0,0.016665766,14.66482925415039,29.23402371406555,0.0003,-4.052952809631824,-0.01717527892178623,0.0,920,0.1837890625,0.2,,,,,
49.86970901489258,190464,27.0,,,,,,,,,,,,,,,
46.93096160888672,191488,27.0,0.019096643,12.869298934936523,27.775924760103226,0.0003,-4.037124809622765,-0.021414931648178027,0.0,930,0.24599609375,0.2,,,,,
53.10189437866211,192512,27.0,,,,,,,,,,,,,,,
51.813133239746094,193536,27.0,0.016946025,13.56882095336914,29.407526552677155,0.0003,-4.026992823183536,-0.022839956398820506,5.960464477539063e-08,940,0.25166015625,0.2,,,,,
52.20152282714844,194560,27.0,,,,,,,,,,,,,,,
54.53521728515625,195584,27.0,0.018648602,15.362847328186035,29.823362678289413,0.0003,-4.0298246294260025,-0.021132657253474463,-1.1920928955078125e-07,950,0.203271484375,0.2,,,,,
52.71290588378906,196608,27.0,,,,,,,,,,,,,,,
