time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/policy_gradient_loss,train/learning_rate,train/explained_variance,train/loss,train/value_loss,train/entropy_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/clip_range,rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/fps
52224,180.0,13.602537155151367,-0.037394191618659534,0.0003,0.0,10.582559585571289,17.232094645500183,-5.737906257808208,0.021738455,0.310107421875,250,0.2,,,,,
53248,180.0,14.229487419128418,,,,,,,,,,,,,,,
54272,180.0,12.918159484863281,-0.03217527100496227,0.0003,0.0,8.073034286499023,14.961260668933392,-5.742623734474182,0.020501725,0.289404296875,260,0.2,,,,,
55296,180.0,13.032012939453125,,,,,,,,,,,,,,,
56320,180.0,13.890207290649414,-0.03699818450550083,0.0003,0.0,10.119169235229492,16.451789245009422,-5.757812522351742,0.021812795,0.32822265625,270,0.2,,,,,
57344,180.0,12.003059387207031,,,,,,,,,,,,,,,
58368,180.0,13.403022766113281,-0.03701937784935581,0.0003,0.0,11.666070938110352,15.122963686287402,-5.756364715099335,0.02134179,0.28974609375,280,0.2,,,,,
59392,180.0,13.510212898254395,,,,,,,,,,,,,,,
60416,180.0,13.768954277038574,-0.039502777477173366,0.0003,0.0,3.580655574798584,15.052484154701233,-5.743907007575035,0.021433208,0.294189453125,290,0.2,,,,,
61440,180.0,12.864516258239746,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,13.37622944,132,30,180.0,464
62464,180.0,13.024136543273926,-0.04129233872226905,0.0003,0.0,4.151530742645264,13.733266286551952,-5.7231551796197895,0.021270512,0.34111328125,300,0.2,,,,,
63488,180.0,13.41722297668457,,,,,,,,,,,,,,,
64512,180.0,13.935188293457031,-0.03757868520915508,0.0003,-1.1920928955078125e-07,12.769571304321289,13.743802247941494,-5.720302455127239,0.02098015,0.341943359375,310,0.2,,,,,
65536,180.0,14.186178207397461,,,,,,,,,,,,,,,
66560,180.0,13.486948013305664,-0.03451024768146453,0.0003,0.0,5.490307331085205,15.686063177883625,-5.732641535997391,0.020686837,0.3087890625,320,0.2,,,,,
67584,180.0,12.742411613464355,,,,,,,,,,,,,,,
68608,180.0,13.62087345123291,-0.04011819476436358,0.0003,0.0,6.263900279998779,13.002649334073066,-5.723572804033756,0.022110086,0.330517578125,330,0.2,,,,,
69632,180.0,13.438899993896484,,,,,,,,,,,,,,,
70656,180.0,13.054437637329102,-0.03135723289524321,0.0003,0.0,7.848906517028809,17.083521120250225,-5.736448168754578,0.02107292,0.2716796875,340,0.2,,,,,
71680,180.0,13.470422744750977,,,,,,,,,,,,,,,
72704,180.0,14.652277946472168,-0.03469247896719026,0.0003,0.0,5.247946739196777,15.570694175362586,-5.752241425216198,0.022386815,0.301123046875,350,0.2,,,,,
73728,180.0,13.847503662109375,,,,,,,,,,,,,,,
74752,180.0,13.26274299621582,-0.03536100776691455,0.0003,-1.1920928955078125e-07,7.097828388214111,14.10021357536316,-5.750168576836586,0.022024775,0.314892578125,360,0.2,,,,,
75776,180.0,13.261553764343262,,,,,,,,,,,,,,,
76800,180.0,13.433303833007812,-0.039587157624191606,0.0003,0.0,4.141118049621582,13.972736509144307,-5.740856769680977,0.022019051,0.338671875,370,0.2,,,,,
77824,180.0,12.933267593383789,,,,,,,,,,,,,,,
78848,180.0,13.779117584228516,-0.03611828514403896,0.0003,-1.1920928955078125e-07,7.212714195251465,15.122885443270206,-5.73226797580719,0.020398319,0.286083984375,380,0.2,,,,,
79872,180.0,12.303800582885742,,,,,,,,,,,,,,,
80896,180.0,13.475278854370117,-0.03983407539926702,0.0003,0.0,5.424525737762451,14.783670203387738,-5.729921109974384,0.021194335,0.284375,390,0.2,,,,,
81920,180.0,12.994333267211914,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,13.563304099999998,175,40,180.0,466
82944,180.0,13.769786834716797,-0.03448706536437385,0.0003,0.0,7.594768524169922,15.84725468158722,-5.734917548298836,0.02173553,0.2826171875,400,0.2,,,,,
83968,180.0,12.53411865234375,,,,,,,,,,,,,,,
84992,180.0,13.594610214233398,-0.03385782836994622,0.0003,0.0,5.735837936401367,12.447003583610059,-5.733625532686711,0.020282885,0.30859375,410,0.2,,,,,
86016,180.0,13.19790267944336,,,,,,,,,,,,,,,
87040,180.0,13.432008743286133,-0.03570793186372612,0.0003,0.0,10.191987037658691,14.64924053400755,-5.73434084057808,0.02057105,0.2775390625,420,0.2,,,,,
88064,180.0,14.487380981445312,,,,,,,,,,,,,,,
89088,180.0,13.348207473754883,-0.03552694441459607,0.0003,0.0,5.251608371734619,18.58735389560461,-5.717172631621361,0.0224211,0.297705078125,430,0.2,,,,,
90112,180.0,14.155526161193848,,,,,,,,,,,,,,,
91136,180.0,13.687963485717773,-0.033735380490543324,0.0003,0.0,6.774601459503174,16.784823252260686,-5.730549086630345,0.020334747,0.29248046875,440,0.2,,,,,
92160,180.0,13.409996032714844,,,,,,,,,,,,,,,
93184,180.0,13.647823333740234,-0.033890305100067054,0.0003,0.0,7.863278865814209,15.331639577448367,-5.730170941352844,0.020945922,0.2943359375,450,0.2,,,,,
94208,180.0,13.107682228088379,,,,,,,,,,,,,,,
95232,180.0,13.943673133850098,-0.03378355427703354,0.0003,0.0,9.363689422607422,15.910660429298877,-5.714967520534993,0.020098899,0.300634765625,460,0.2,,,,,
96256,180.0,13.239785194396973,,,,,,,,,,,,,,,
97280,180.0,14.169754028320312,-0.0404542418604251,0.0003,0.0,4.568633556365967,14.350100396573543,-5.729604525864124,0.021629184,0.379052734375,470,0.2,,,,,
98304,180.0,13.177491188049316,,,,,,,,,,,,,,,
99328,180.0,14.558284759521484,-0.03604892787989229,0.0003,0.0,10.377952575683594,17.64872876852751,-5.752398674190045,0.02065887,0.312255859375,480,0.2,,,,,
100352,180.0,13.087635040283203,,,,,,,,,,,,,,,
101376,180.0,12.668220520019531,-0.03293170359538635,0.0003,5.960464477539063e-08,4.622025012969971,13.687658911943435,-5.75045753121376,0.021371346,0.293603515625,490,0.2,,,,,
102400,180.0,12.724275588989258,,,,,,,,,,,,,,,
102400,,,,,,,,,,,,,13.427653010000002,219,50,180.0,466
103424,180.0,13.4165678024292,-0.03501943550654687,0.0003,0.0,5.904236316680908,12.951718805730343,-5.7483522415161135,0.021407392,0.286279296875,500,0.2,,,,,
104448,180.0,12.156725883483887,,,,,,,,,,,,,,,
105472,180.0,13.360546112060547,-0.03395281627454096,0.0003,0.0,9.154892921447754,17.61715808957815,-5.748410293459893,0.018823486,0.294384765625,510,0.2,,,,,
106496,180.0,12.786795616149902,,,,,,,,,,,,,,,
107520,180.0,14.433509826660156,-0.032266159300343135,0.0003,0.0,9.8108549118042,15.055175672471524,-5.74595462679863,0.01930422,0.282470703125,520,0.2,,,,,
108544,180.0,13.573953628540039,,,,,,,,,,,,,,,
109568,180.0,12.783771514892578,-0.03525538016547216,0.0003,0.0,3.673820972442627,12.550293812155724,-5.757756294310093,0.020948846,0.30263671875,530,0.2,,,,,
110592,180.0,13.016111373901367,,,,,,,,,,,,,,,
111616,180.0,12.604264259338379,-0.03673602844355628,0.0003,0.0,7.7998223304748535,16.96036854535341,-5.757312010228634,0.020061113,0.2869140625,540,0.2,,,,,
112640,180.0,13.31214714050293,,,,,,,,,,,,,,,
113664,180.0,13.582269668579102,-0.03610110347217414,0.0003,-1.1920928955078125e-07,7.016918182373047,14.879115471243859,-5.745834319293499,0.020822134,0.3078125,550,0.2,,,,,
114688,180.0,13.311412811279297,,,,,,,,,,,,,,,
115712,180.0,13.370206832885742,-0.03463938163768034,0.0003,0.0,10.509236335754395,15.939793643355369,-5.736736573278904,0.021813354,0.292041015625,560,0.2,,,,,
116736,180.0,13.812833786010742,,,,,,,,,,,,,,,
117760,180.0,12.89360237121582,-0.03432331595249707,0.0003,0.0,10.29671573638916,16.77381037771702,-5.729026636481285,0.021878388,0.295703125,570,0.2,,,,,
118784,180.0,14.040776252746582,,,,,,,,,,,,,,,
119808,180.0,13.05197525024414,-0.03636473028163891,0.0003,0.0,6.512537002563477,15.013084849715232,-5.7223856300115585,0.021338696,0.3046875,580,0.2,,,,,
120832,180.0,13.962960243225098,,,,,,,,,,,,,,,
121856,180.0,13.543212890625,-0.03917877311760094,0.0003,0.0,9.833924293518066,17.124682873487473,-5.710741348564625,0.02280933,0.313818359375,590,0.2,,,,,
122880,180.0,14.064279556274414,,,,,,,,,,,,,,,
122880,,,,,,,,,,,,,13.361219340000002,263,60,180.0,467
123904,180.0,14.897055625915527,-0.032074933347757906,0.0003,0.0,5.9797282218933105,15.222472040355205,-5.716304786503315,0.019175291,0.289697265625,600,0.2,,,,,
124928,180.0,13.341008186340332,,,,,,,,,,,,,,,
125952,180.0,14.322351455688477,-0.034482252363523,0.0003,0.0,8.01240348815918,14.643389321863651,-5.728724172711372,0.0195096,0.3044921875,610,0.2,,,,,
126976,180.0,14.219715118408203,,,,,,,,,,,,,,,
128000,180.0,12.89783000946045,-0.03461717899263021,0.0003,0.0,7.041162490844727,16.471671740710736,-5.737604652345181,0.021341793,0.2869140625,620,0.2,,,,,
129024,180.0,13.792548179626465,,,,,,,,,,,,,,,
130048,180.0,14.215614318847656,-0.030863057925307656,0.0003,0.0,3.201457977294922,12.999578450620174,-5.7422297820448875,0.020984087,0.2794921875,630,0.2,,,,,
131072,180.0,13.426300048828125,,,,,,,,,,,,,,,
132096,180.0,14.278322219848633,-0.033558429777622224,0.0003,0.0,9.188811302185059,15.128286718577147,-5.744807949662208,0.018162873,0.260107421875,640,0.2,,,,,
133120,180.0,13.70755386352539,,,,,,,,,,,,,,,
134144,180.0,13.405733108520508,-0.0366723001585342,0.0003,0.0,4.779409408569336,14.736563877761364,-5.736909131705761,0.020024324,0.2861328125,650,0.2,,,,,
135168,180.0,13.51179313659668,,,,,,,,,,,,,,,
136192,180.0,13.79111099243164,-0.03427310395636596,0.0003,5.960464477539063e-08,10.190828323364258,13.785347606241704,-5.7259745970368385,0.022794576,0.29560546875,660,0.2,,,,,
137216,180.0,13.148883819580078,,,,,,,,,,,,,,,
138240,180.0,14.242109298706055,-0.03528202798042912,0.0003,0.0,9.64460277557373,16.333502718806265,-5.731211142241955,0.02071006,0.32529296875,670,0.2,,,,,
139264,180.0,13.246755599975586,,,,,,,,,,,,,,,
140288,180.0,13.35960578918457,-0.036031087263836525,0.0003,5.960464477539063e-08,6.938314914703369,15.572276742756367,-5.7344398841261865,0.022738975,0.29130859375,680,0.2,,,,,
141312,180.0,13.871381759643555,,,,,,,,,,,,,,,
142336,180.0,13.086318969726562,-0.03846139314846368,0.0003,-1.1920928955078125e-07,8.034614562988281,15.347984835505486,-5.742000752687455,0.025125198,0.349755859375,690,0.2,,,,,
143360,180.0,14.286199569702148,,,,,,,,,,,,,,,
143360,,,,,,,,,,,,,13.543491549999999,310,70,180.0,462
144384,180.0,13.160648345947266,-0.034819316542416344,0.0003,-1.1920928955078125e-07,8.186245918273926,14.080422070622443,-5.7453668653965,0.021172952,0.30263671875,700,0.2,,,,,
145408,180.0,13.30538558959961,,,,,,,,,,,,,,,
146432,180.0,13.96299934387207,-0.034401412594161226,0.0003,0.0,6.437172889709473,15.70662128329277,-5.750214102864265,0.021255014,0.300927734375,710,0.2,,,,,
147456,180.0,13.259258270263672,,,,,,,,,,,,,,,
148480,180.0,13.247437477111816,-0.03799013130919775,0.0003,0.0,4.970204830169678,16.019521303474903,-5.743607902526856,0.021395843,0.305517578125,720,0.2,,,,,
149504,180.0,12.935457229614258,,,,,,,,,,,,,,,
150528,180.0,12.954412460327148,-0.036222464263846635,0.0003,0.0,7.177114963531494,13.630928157269954,-5.735777941346169,0.019889733,0.287646484375,730,0.2,,,,,
151552,180.0,13.463159561157227,,,,,,,,,,,,,,,
152576,180.0,14.222302436828613,-0.039464287761074954,0.0003,5.960464477539063e-08,8.149176597595215,15.090660344064236,-5.720305110514164,0.02161647,0.28232421875,740,0.2,,,,,
153600,180.0,13.332279205322266,,,,,,,,,,,,,,,
154624,180.0,13.174753189086914,-0.036355675611412154,0.0003,5.960464477539063e-08,6.066652297973633,13.268909113109112,-5.72898229509592,0.021681486,0.319287109375,750,0.2,,,,,
155648,180.0,12.823324203491211,,,,,,,,,,,,,,,
156672,180.0,13.368694305419922,-0.03834516667120624,0.0003,-1.1920928955078125e-07,5.938042640686035,13.668984580039979,-5.721023350954056,0.021846246,0.3078125,760,0.2,,,,,
157696,180.0,13.179218292236328,,,,,,,,,,,,,,,
158720,180.0,12.981961250305176,-0.03741606088296976,0.0003,0.0,3.2319862842559814,14.219509254395962,-5.72484630048275,0.021055903,0.297119140625,770,0.2,,,,,
159744,180.0,13.858551025390625,,,,,,,,,,,,,,,
160768,180.0,12.767139434814453,-0.03563717659708345,0.0003,5.960464477539063e-08,6.702568531036377,12.723773404955864,-5.7146960780024525,0.02230385,0.304296875,780,0.2,,,,,
161792,180.0,14.300092697143555,,,,,,,,,,,,,,,
162816,180.0,12.789649963378906,-0.03317762214137474,0.0003,0.0,5.443115711212158,16.530420193076132,-5.733333115279675,0.021058034,0.27998046875,790,0.2,,,,,
163840,180.0,13.912149429321289,,,,,,,,,,,,,,,
163840,,,,,,,,,,,,,13.381157139999997,357,80,180.0,458
164864,180.0,12.917423248291016,-0.032082102236745416,0.0003,0.0,10.559144020080566,16.09979721158743,-5.756254380941391,0.020695992,0.269140625,800,0.2,,,,,
165888,180.0,12.559837341308594,,,,,,,,,,,,,,,
166912,180.0,13.204212188720703,-0.035578966833418234,0.0003,0.0,9.931968688964844,14.317811996489763,-5.750392664968968,0.020511286,0.296435546875,810,0.2,,,,,
167936,180.0,12.988143920898438,,,,,,,,,,,,,,,
168960,180.0,12.755874633789062,-0.04040570762153948,0.0003,-1.1920928955078125e-07,5.603940010070801,14.94089907258749,-5.765958051383495,0.022672502,0.30888671875,820,0.2,,,,,
169984,180.0,13.209295272827148,,,,,,,,,,,,,,,
171008,180.0,13.550569534301758,-0.03784795260435203,0.0003,1.1920928955078125e-07,5.137607097625732,19.40512229949236,-5.764486177265644,0.02132902,0.306640625,830,0.2,,,,,
172032,180.0,13.073858261108398,,,,,,,,,,,,,,,
173056,180.0,13.02068042755127,-0.041138926973508204,0.0003,-1.1920928955078125e-07,4.188102722167969,11.219931873679162,-5.768184451758861,0.022799566,0.336376953125,840,0.2,,,,,
174080,180.0,13.632744789123535,,,,,,,,,,,,,,,
175104,180.0,13.496319770812988,-0.036831216454447716,0.0003,5.960464477539063e-08,6.556258201599121,14.85537350922823,-5.767297731339932,0.019941434,0.295166015625,850,0.2,,,,,
176128,180.0,12.830344200134277,,,,,,,,,,,,,,,
177152,180.0,13.989604949951172,-0.03856261402543169,0.0003,-1.1920928955078125e-07,6.573469161987305,14.914379265904426,-5.766439129412174,0.02212748,0.3046875,860,0.2,,,,,
178176,180.0,13.162240028381348,,,,,,,,,,,,,,,
179200,180.0,13.797242164611816,-0.03494454145402415,0.0003,0.0,2.869262218475342,13.882901351153851,-5.751890954375267,0.020388428,0.28173828125,870,0.2,,,,,
180224,180.0,13.246720314025879,,,,,,,,,,,,,,,
181248,180.0,13.383702278137207,-0.03779830090934411,0.0003,0.0,7.386214256286621,13.490160341560841,-5.756019207835197,0.0214172,0.303076171875,880,0.2,,,,,
182272,180.0,13.407605171203613,,,,,,,,,,,,,,,
183296,180.0,13.226021766662598,-0.035175918726599774,0.0003,0.0,2.324193000793457,12.95024107694626,-5.738803520798683,0.020165388,0.30224609375,890,0.2,,,,,
184320,180.0,14.58802604675293,,,,,,,,,,,,,,,
184320,,,,,,,,,,,,,13.728565730000003,404,90,180.0,456
185344,180.0,13.021276473999023,-0.0394308330869535,0.0003,0.0,4.686923503875732,14.32452101483941,-5.732772932946682,0.02394769,0.347998046875,900,0.2,,,,,
186368,180.0,13.250617980957031,,,,,,,,,,,,,,,
187392,180.0,12.946043014526367,-0.04090944490453694,0.0003,1.1920928955078125e-07,7.773140907287598,17.111007709801196,-5.7308525294065475,0.022770239,0.343603515625,910,0.2,,,,,
188416,180.0,12.745954513549805,,,,,,,,,,,,,,,
189440,180.0,13.374837875366211,-0.039809006647556086,0.0003,0.0,5.659579277038574,16.39805564433336,-5.734225456416607,0.021970011,0.340673828125,920,0.2,,,,,
190464,180.0,12.366128921508789,,,,,,,,,,,,,,,
191488,180.0,13.57091999053955,-0.039134832711715715,0.0003,0.0,7.517874717712402,15.653842531144619,-5.748782162368298,0.024390202,0.32431640625,930,0.2,,,,,
192512,180.0,13.059518814086914,,,,,,,,,,,,,,,
193536,180.0,13.05533218383789,-0.03823641425115056,0.0003,1.1920928955078125e-07,4.563668251037598,15.281189568340778,-5.738912765681744,0.021884896,0.330908203125,940,0.2,,,,,
194560,180.0,13.36288070678711,,,,,,,,,,,,,,,
195584,180.0,13.560184478759766,-0.0357458665035665,0.0003,-1.1920928955078125e-07,7.174450874328613,15.032129994034767,-5.7240963384509085,0.021094825,0.28681640625,950,0.2,,,,,
196608,180.0,14.292831420898438,,,,,,,,,,,,,,,
197632,180.0,13.192731857299805,-0.03611084296571789,0.0003,-2.384185791015625e-07,11.44558048248291,16.198894609510898,-5.726344844698906,0.022163045,0.31787109375,960,0.2,,,,,
198656,180.0,12.948694229125977,,,,,,,,,,,,,,,
199680,180.0,13.527475357055664,-0.03290758044167887,0.0003,-1.1920928955078125e-07,3.204827070236206,15.219133053719997,-5.744167131185532,0.021064471,0.300634765625,970,0.2,,,,,
200704,180.0,13.314287185668945,,,,,,,,,,,,,,,
201728,180.0,14.262831687927246,-0.03427744858199731,0.0003,-1.1920928955078125e-07,10.658336639404297,15.89774397611618,-5.736661030352115,0.019668344,0.26318359375,980,0.2,,,,,
202752,180.0,13.769478797912598,,,,,,,,,,,,,,,
203776,180.0,13.457588195800781,-0.03204112009552773,0.0003,5.960464477539063e-08,6.969735622406006,14.942193156480789,-5.738832013309002,0.01996938,0.271923828125,990,0.2,,,,,
204800,180.0,14.516111373901367,,,,,,,,,,,,,,,
204800,,,,,,,,,,,,,13.556123459999998,451,100,180.0,453
205824,180.0,12.960564613342285,-0.04225514710415155,0.0003,0.0,6.243701934814453,14.087481613457204,-5.74009187668562,0.023950044,0.3384765625,1000,0.2,,,,,
206848,180.0,13.20692253112793,,,,,,,,,,,,,,,
207872,180.0,13.127281188964844,-0.0383482722347253,0.0003,5.960464477539063e-08,4.942615032196045,13.396431988477707,-5.734859611093998,0.021634696,0.330615234375,1010,0.2,,,,,
208896,180.0,13.466684341430664,,,,,,,,,,,,,,,
209920,180.0,13.960891723632812,-0.03539977956243092,0.0003,0.0,8.453167915344238,15.853883971273898,-5.717746067047119,0.023155566,0.311767578125,1020,0.2,,,,,
210944,180.0,13.089824676513672,,,,,,,,,,,,,,,
211968,180.0,12.881577491760254,-0.03557587061295635,0.0003,-1.1920928955078125e-07,7.465379238128662,14.090209583938123,-5.730160643160343,0.021353561,0.304345703125,1030,0.2,,,,,
212992,180.0,12.965346336364746,,,,,,,,,,,,,,,
214016,180.0,13.243038177490234,-0.04028787741262931,0.0003,0.0,10.913073539733887,15.871245850622653,-5.736201897263527,0.022000574,0.335205078125,1040,0.2,,,,,
215040,180.0,13.577688217163086,,,,,,,,,,,,,,,
216064,180.0,13.511659622192383,-0.038407954192371106,0.0003,0.0,3.4316298961639404,17.515601007640363,-5.734121572971344,0.022684652,0.315673828125,1050,0.2,,,,,
217088,180.0,13.403374671936035,,,,,,,,,,,,,,,
218112,180.0,13.24669361114502,-0.038656923759845085,0.0003,0.0,3.919952392578125,16.232947267591953,-5.724258297681809,0.023001816,0.327490234375,1060,0.2,,,,,
219136,180.0,13.193429946899414,,,,,,,,,,,,,,,
220160,180.0,13.54897689819336,-0.03478645874129142,0.0003,0.0,6.821994781494141,17.545611180365086,-5.734920431673527,0.02169302,0.2984375,1070,0.2,,,,,
221184,180.0,12.892587661743164,,,,,,,,,,,,,,,
222208,180.0,13.191740036010742,-0.03589654650131706,0.0003,0.0,6.584995269775391,14.471473255753518,-5.744881416857242,0.021093307,0.316650390625,1080,0.2,,,,,
223232,180.0,12.875476837158203,,,,,,,,,,,,,,,
224256,180.0,13.470477104187012,-0.03360974179377081,0.0003,0.0,10.857110023498535,15.50476419851184,-5.750898019969464,0.022910459,0.315869140625,1090,0.2,,,,,
225280,180.0,12.605798721313477,,,,,,,,,,,,,,,
225280,,,,,,,,,,,,,13.354794709999998,498,110,180.0,452
226304,180.0,13.869218826293945,-0.03514602985087549,0.0003,0.0,2.632676601409912,15.015545196831226,-5.752949126064777,0.020467155,0.29443359375,1100,0.2,,,,,
227328,180.0,12.84461784362793,,,,,,,,,,,,,,,
228352,180.0,12.492079734802246,-0.03702920549403643,0.0003,0.0,7.014799118041992,12.125393905490636,-5.747040861845017,0.021900404,0.305224609375,1110,0.2,,,,,
229376,180.0,13.358558654785156,,,,,,,,,,,,,,,
230400,180.0,13.330263137817383,-0.03826446129824035,0.0003,0.0,11.314038276672363,16.15472031533718,-5.730538704991341,0.020467613,0.309765625,1120,0.2,,,,,
231424,180.0,12.970226287841797,,,,,,,,,,,,,,,
232448,180.0,13.035480499267578,-0.036293900449527426,0.0003,0.0,4.04604434967041,13.747016827762128,-5.724626158177853,0.022662323,0.309375,1130,0.2,,,,,
233472,180.0,13.343352317810059,,,,,,,,,,,,,,,
234496,180.0,12.541892051696777,-0.03734517908014823,0.0003,0.0,10.885026931762695,15.439726102352143,-5.7463797479867935,0.02185591,0.3130859375,1140,0.2,,,,,
235520,180.0,14.44671630859375,,,,,,,,,,,,,,,
