eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/entropy_loss,train/approx_kl,train/loss,train/n_updates,train/explained_variance,train/clip_range_vf,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean
13.694541931152344,1024,180.0,,,,,,,,,,,,,,,,
15.624357223510742,2048,180.0,,,,,,,,,,,,,,,,
14.597663879394531,3072,180.0,0.45087890625,0.2,-0.04278910441425978,0.0003,43.259123385697606,-5.8636753864586355,0.025480457,25.81193733215332,10,0.000648200511932373,0.2,,,,,
16.23186492919922,4096,180.0,,,,,,,,,,,,,,,,
12.81368637084961,5120,180.0,0.4205078125,0.2,-0.037099418051730025,0.0003,37.938536767661574,-5.843947155028582,0.024125405,23.91268539428711,20,-0.0010612010955810547,0.2,,,,,
13.646183013916016,6144,180.0,,,,,,,,,,,,,,,,
14.160592079162598,7168,180.0,0.406494140625,0.2,-0.039278234168159544,0.0003,47.70763712376356,-5.819534941017627,0.025704924,37.29655075073242,30,-1.1920928955078125e-07,0.2,,,,,
13.897651672363281,8192,180.0,,,,,,,,,,,,,,,,
15.147330284118652,9216,180.0,0.38251953125,0.2,-0.036325081606628375,0.0003,41.71065769195557,-5.802400351315737,0.021981895,39.39149856567383,40,0.0,0.2,,,,,
14.991966247558594,10240,180.0,,,,,,,,,,,,,,,,
14.108651161193848,11264,180.0,0.443994140625,0.2,-0.04286222617774911,0.0003,38.99489592388272,-5.7777669064700605,0.025181202,20.117233276367188,50,-2.384185791015625e-07,0.2,,,,,
15.156448364257812,12288,180.0,,,,,,,,,,,,,,,,
15.252601623535156,13312,180.0,0.40078125,0.2,-0.04017796623666072,0.0003,39.80970428138971,-5.75789945051074,0.024254628,22.543479919433594,60,1.1920928955078125e-07,0.2,,,,,
14.957773208618164,14336,180.0,,,,,,,,,,,,,,,,
15.341588973999023,15360,180.0,0.348095703125,0.2,-0.03130430682031147,0.0003,38.95728785693645,-5.74113777205348,0.020498633,31.90377426147461,70,-1.1920928955078125e-07,0.2,,,,,
14.836620330810547,16384,180.0,,,,,,,,,,,,,,,,
14.689468383789062,17408,180.0,0.4005859375,0.2,-0.037078499347990145,0.0003,39.60530659258366,-5.739544091373682,0.024265895,30.433759689331055,80,0.0,0.2,,,,,
14.669626235961914,18432,180.0,,,,,,,,,,,,,,,,
15.106249809265137,19456,180.0,0.4,0.2,-0.03990950549195986,0.0003,46.8479801774025,-5.726646184176206,0.022300743,27.102027893066406,90,0.0,0.2,,,,,
13.583311080932617,20480,180.0,,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,,306,10,66,180.0,14.05676111
14.484174728393555,21504,180.0,0.346435546875,0.2,-0.03388521490705898,0.0003,37.163659773021934,-5.726722236722708,0.022047088,38.10847854614258,100,0.0,0.2,,,,,
12.877055168151855,22528,180.0,,,,,,,,,,,,,,,,
13.484140396118164,23552,180.0,0.401123046875,0.2,-0.03828250187871163,0.0003,45.82544462531805,-5.700508567690849,0.023569107,45.18159866333008,110,0.0,0.2,,,,,
14.339773178100586,24576,180.0,,,,,,,,,,,,,,,,
14.043350219726562,25600,180.0,0.417529296875,0.2,-0.036759820503357334,0.0003,42.678142407536505,-5.697162216901779,0.024090804,26.895307540893555,120,1.1920928955078125e-07,0.2,,,,,
15.456964492797852,26624,180.0,,,,,,,,,,,,,,,,
14.391523361206055,27648,180.0,0.38349609375,0.2,-0.037124154587036176,0.0003,48.870107266306874,-5.678965177386999,0.023059897,39.052703857421875,130,-1.1920928955078125e-07,0.2,,,,,
14.16836929321289,28672,180.0,,,,,,,,,,,,,,,,
14.437843322753906,29696,180.0,0.36708984375,0.2,-0.037007238211663206,0.0003,43.63135345876217,-5.681110668927431,0.02193679,29.117834091186523,140,0.0,0.2,,,,,
13.64944839477539,30720,180.0,,,,,,,,,,,,,,,,
16.224679946899414,31744,180.0,0.386669921875,0.2,-0.03809641614207067,0.0003,38.37386465519667,-5.6467632435262205,0.024888322,27.65605354309082,150,1.1920928955078125e-07,0.2,,,,,
14.900111198425293,32768,180.0,,,,,,,,,,,,,,,,
15.631808280944824,33792,180.0,0.393896484375,0.2,-0.03918311574743712,0.0003,44.18951387554407,-5.637092314660549,0.023428414,38.284812927246094,160,0.0,0.2,,,,,
14.83895492553711,34816,180.0,,,,,,,,,,,,,,,,
15.406620025634766,35840,180.0,0.3732421875,0.2,-0.03717283409860102,0.0003,39.48759217783809,-5.652949114143849,0.021586018,23.56930923461914,170,0.0,0.2,,,,,
14.520818710327148,36864,180.0,,,,,,,,,,,,,,,,
15.080930709838867,37888,180.0,0.39130859375,0.2,-0.037061096025718145,0.0003,38.31482705548406,-5.650194981694222,0.022182614,28.771718978881836,180,-1.1920928955078125e-07,0.2,,,,,
14.558635711669922,38912,180.0,,,,,,,,,,,,,,,,
15.515571594238281,39936,180.0,0.4119140625,0.2,-0.0388893911454943,0.0003,49.915078884363176,-5.627292600274086,0.023143237,54.66651153564453,190,0.0,0.2,,,,,
16.563364028930664,40960,180.0,,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,,302,20,135,180.0,14.652711109999998
15.774612426757812,41984,180.0,0.383642578125,0.2,-0.03472397073855973,0.0003,46.073554107546805,-5.632205428183079,0.023799054,19.541709899902344,200,0.0,0.2,,,,,
15.050993919372559,43008,180.0,,,,,,,,,,,,,,,,
14.83173656463623,44032,180.0,0.3767578125,0.2,-0.037706093112501546,0.0003,42.64277890473604,-5.625205873697996,0.022155963,31.059757232666016,210,1.1920928955078125e-07,0.2,,,,,
15.648040771484375,45056,180.0,,,,,,,,,,,,,,,,
15.329793930053711,46080,180.0,0.400830078125,0.2,-0.03692599475907628,0.0003,44.11649606227875,-5.600201201438904,0.02421425,21.563966751098633,220,0.0,0.2,,,,,
13.36159896850586,47104,180.0,,,,,,,,,,,,,,,,
13.525910377502441,48128,180.0,0.406640625,0.2,-0.03614811946972622,0.0003,42.33686349466443,-5.589604556560516,0.023335475,22.778900146484375,230,0.0,0.2,,,,,
14.930231094360352,49152,180.0,,,,,,,,,,,,,,,,
14.826324462890625,50176,180.0,0.39619140625,0.2,-0.036803973561472955,0.0003,44.285352662205696,-5.571021573245526,0.021986067,20.93790626525879,240,0.0,0.2,,,,,
13.842801094055176,51200,180.0,,,,,,,,,,,,,,,,
15.470548629760742,52224,180.0,0.405712890625,0.2,-0.03793456175189931,0.0003,40.227428829669954,-5.5652423620224,0.02301394,8.182184219360352,250,0.0,0.2,,,,,
14.762882232666016,53248,180.0,,,,,,,,,,,,,,,,
14.438565254211426,54272,180.0,0.382666015625,0.2,-0.0349850434497057,0.0003,47.5057327978313,-5.562081010639668,0.023767132,15.011972427368164,260,5.960464477539063e-08,0.2,,,,,
14.841978073120117,55296,180.0,,,,,,,,,,,,,,,,
15.324007034301758,56320,180.0,0.377392578125,0.2,-0.03561374683195027,0.0003,45.59981430396438,-5.567238093912602,0.023039153,22.844812393188477,270,0.0,0.2,,,,,
13.70620346069336,57344,180.0,,,,,,,,,,,,,,,,
15.772165298461914,58368,180.0,0.387890625,0.2,-0.038599667725793554,0.0003,41.6376602165401,-5.544467857480049,0.022494277,22.536556243896484,280,0.0,0.2,,,,,
15.379173278808594,59392,180.0,,,,,,,,,,,,,,,,
17.57625961303711,60416,180.0,0.384130859375,0.2,-0.03540562865382526,0.0003,44.157892785966396,-5.508814432471991,0.02302938,46.907691955566406,290,0.0,0.2,,,,,
15.551443099975586,61440,180.0,,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,,297,30,206,180.0,15.245074870000002
15.580581665039062,62464,180.0,0.397412109375,0.2,-0.03733586836460745,0.0003,45.87294357791543,-5.51486616358161,0.024003536,56.559627532958984,300,0.0,0.2,,,,,
15.767595291137695,63488,180.0,,,,,,,,,,,,,,,,
15.276121139526367,64512,180.0,0.4166015625,0.2,-0.0400545509022777,0.0003,35.97916930541396,-5.506702144443989,0.023959499,25.153141021728516,310,0.0,0.2,,,,,
16.6984920501709,65536,180.0,,,,,,,,,,,,,,,,
16.95139503479004,66560,180.0,0.38828125,0.2,-0.03544611090546823,0.0003,38.417558039724824,-5.494126138836146,0.023013096,6.728553295135498,320,1.1920928955078125e-07,0.2,,,,,
14.731307983398438,67584,180.0,,,,,,,,,,,,,,,,
14.78095817565918,68608,180.0,0.39140625,0.2,-0.035032069948829306,0.0003,34.34510667100549,-5.465819874405861,0.022352476,12.898762702941895,330,0.0,0.2,,,,,
16.039472579956055,69632,180.0,,,,,,,,,,,,,,,,
17.416641235351562,70656,180.0,0.37734375,0.2,-0.036512860364746304,0.0003,38.08995024561882,-5.4690380550920965,0.023598563,17.846708297729492,340,1.1920928955078125e-07,0.2,,,,,
16.21689796447754,71680,180.0,,,,,,,,,,,,,,,,
16.40363121032715,72704,180.0,0.3748046875,0.2,-0.03463608046913578,0.0003,38.396262212097646,-5.467869499325753,0.022151358,20.754465103149414,350,-1.1920928955078125e-07,0.2,,,,,
13.867960929870605,73728,180.0,,,,,,,,,,,,,,,,
15.983742713928223,74752,180.0,0.337109375,0.2,-0.03217649250145769,0.0003,37.60717741176486,-5.454847655445337,0.02126983,33.52246856689453,360,0.0,0.2,,,,,
15.222712516784668,75776,180.0,,,,,,,,,,,,,,,,
16.405187606811523,76800,180.0,0.41005859375,0.2,-0.03780371961765923,0.0003,39.39496364109218,-5.454098427295685,0.02265537,12.902220726013184,370,0.0,0.2,,,,,
16.0643310546875,77824,180.0,,,,,,,,,,,,,,,,
16.984830856323242,78848,180.0,0.3912109375,0.2,-0.03266553717758143,0.0003,51.20926698893309,-5.446313188225031,0.023133922,30.305086135864258,380,-1.1920928955078125e-07,0.2,,,,,
14.510753631591797,79872,180.0,,,,,,,,,,,,,,,,
15.72620964050293,80896,180.0,0.380517578125,0.2,-0.03384513933197013,0.0003,44.28136167004705,-5.448104816675186,0.022886354,49.86516189575195,390,0.0,0.2,,,,,
15.972484588623047,81920,180.0,,,,,,,,,,,,,,,,
,81920,,,,,,,,,,,,,293,40,278,180.0,15.482411949999996
18.125411987304688,82944,180.0,0.368994140625,0.2,-0.03273329499534157,0.0003,47.41224582791328,-5.4267035394907,0.023198789,54.497718811035156,400,0.0,0.2,,,,,
15.765782356262207,83968,180.0,,,,,,,,,,,,,,,,
19.277469635009766,84992,180.0,0.353076171875,0.2,-0.030490962192197914,0.0003,40.58323750272393,-5.413505525887013,0.021260537,51.30232238769531,410,1.1920928955078125e-07,0.2,,,,,
16.995315551757812,86016,180.0,,,,,,,,,,,,,,,,
16.909788131713867,87040,180.0,0.39658203125,0.2,-0.036209510031039824,0.0003,42.12703787535429,-5.393690006434918,0.025014393,26.52750587463379,420,0.0,0.2,,,,,
17.245264053344727,88064,180.0,,,,,,,,,,,,,,,,
17.1820068359375,89088,180.0,0.3802734375,0.2,-0.03507160124136135,0.0003,41.10729583799839,-5.3272010706365105,0.021715753,9.798434257507324,430,0.0,0.2,,,,,
16.9078311920166,90112,180.0,,,,,,,,,,,,,,,,
17.891246795654297,91136,180.0,0.379296875,0.2,-0.03366489564468793,0.0003,37.37568482458592,-5.295902401208878,0.021568429,47.41946792602539,440,0.0,0.2,,,,,
17.584121704101562,92160,180.0,,,,,,,,,,,,,,,,
16.52288055419922,93184,180.0,0.400390625,0.2,-0.037699874061218,0.0003,47.48878151923418,-5.317953209578991,0.02386365,14.382058143615723,450,0.0,0.2,,,,,
17.51608657836914,94208,180.0,,,,,,,,,,,,,,,,
15.663447380065918,95232,180.0,0.371826171875,0.2,-0.03248087453830521,0.0003,46.563313188403846,-5.334647843241692,0.02280663,28.53108787536621,460,-1.1920928955078125e-07,0.2,,,,,
15.53222370147705,96256,180.0,,,,,,,,,,,,,,,,
16.50505828857422,97280,180.0,0.383984375,0.2,-0.03564183049820713,0.0003,42.450148445367816,-5.289157211780548,0.02312326,28.81639862060547,470,0.0,0.2,,,,,
18.57215118408203,98304,180.0,,,,,,,,,,,,,,,,
17.077354431152344,99328,180.0,0.3451171875,0.2,-0.03139793513473706,0.0003,45.37838799208403,-5.311994534730911,0.023141034,67.91446685791016,480,-1.1920928955078125e-07,0.2,,,,,
16.713726043701172,100352,180.0,,,,,,,,,,,,,,,,
19.010515213012695,101376,180.0,0.37236328125,0.2,-0.03136388980092306,0.0003,44.46968413218856,-5.270341125875712,0.02105147,38.5236930847168,490,0.0,0.2,,,,,
15.031366348266602,102400,180.0,,,,,,,,,,,,,,,,
,102400,,,,,,,,,,,,,293,50,349,180.0,16.961891129999998
15.807798385620117,103424,180.0,0.35830078125,0.2,-0.032462850517913464,0.0003,30.16701097264886,-5.232249719649554,0.022001727,32.07148742675781,500,0.0,0.2,,,,,
17.58747673034668,104448,180.0,,,,,,,,,,,,,,,,
18.287307739257812,105472,180.0,0.37880859375,0.2,-0.03572658714692807,0.0003,38.096452398598196,-5.201385758072138,0.023997258,15.742290496826172,510,0.0,0.2,,,,,
17.304502487182617,106496,180.0,,,,,,,,,,,,,,,,
18.298864364624023,107520,180.0,0.3318359375,0.2,-0.02930873208169942,0.0003,39.001673109829426,-5.1691482238471504,0.021243993,20.859207153320312,520,0.0,0.2,,,,,
17.482877731323242,108544,180.0,,,,,,,,,,,,,,,,
16.29511833190918,109568,180.0,0.357763671875,0.2,-0.03524701241549337,0.0003,42.37313210070133,-5.1173488713800905,0.021110717,29.203323364257812,530,0.0,0.2,,,,,
18.02838706970215,110592,180.0,,,,,,,,,,,,,,,,
17.068708419799805,111616,180.0,0.350341796875,0.2,-0.030105811655084837,0.0003,41.5056983679533,-5.105856381356716,0.020771999,39.42972183227539,540,0.0,0.2,,,,,
21.002593994140625,112640,180.0,,,,,,,,,,,,,,,,
19.590198516845703,113664,180.0,0.382421875,0.2,-0.03330534780398011,0.0003,38.92913309633732,-5.1048110328614715,0.022761079,8.130855560302734,550,0.0,0.2,,,,,
17.750926971435547,114688,180.0,,,,,,,,,,,,,,,,
19.425626754760742,115712,180.0,0.3525390625,0.2,-0.032314874484291066,0.0003,43.1503604516387,-5.10122283026576,0.021820448,20.001861572265625,560,-1.1920928955078125e-07,0.2,,,,,
19.445602416992188,116736,180.0,,,,,,,,,,,,,,,,
22.404327392578125,117760,180.0,0.315283203125,0.2,-0.028408707580820192,0.0003,44.33526514992118,-5.067114213854074,0.020459112,73.47261047363281,570,0.0,0.2,,,,,
17.88829803466797,118784,180.0,,,,,,,,,,,,,,,,
19.025989532470703,119808,180.0,0.3689453125,0.2,-0.032533970295480684,0.0003,42.63525258898735,-5.020675397664308,0.021750053,19.298368453979492,580,1.1920928955078125e-07,0.2,,,,,
20.18311309814453,120832,180.0,,,,,,,,,,,,,,,,
21.247817993164062,121856,180.0,0.334033203125,0.2,-0.03112026819217135,0.0003,49.07471161782742,-5.0165823101997375,0.02152254,38.92860412597656,590,0.0,0.2,,,,,
19.066396713256836,122880,180.0,,,,,,,,,,,,,,,,
,122880,,,,,,,,,,,,,293,60,419,180.0,18.41739269
19.047300338745117,123904,180.0,0.35703125,0.2,-0.032143912352967166,0.0003,43.88669909387827,-4.997842075675726,0.021164432,38.0184211730957,600,0.0,0.2,,,,,
20.957290649414062,124928,180.0,,,,,,,,,,,,,,,,
16.900407791137695,125952,180.0,0.333154296875,0.2,-0.030106067903398072,0.0003,45.39779921248555,-5.038179145008326,0.021687897,70.76287841796875,610,-1.1920928955078125e-07,0.2,,,,,
17.209882736206055,126976,180.0,,,,,,,,,,,,,,,,
20.220600128173828,128000,180.0,0.351708984375,0.2,-0.0297247742433683,0.0003,46.249176636338234,-5.003076867759228,0.02032627,26.680078506469727,620,0.0,0.2,,,,,
19.320491790771484,129024,180.0,,,,,,,,,,,,,,,,
19.27385711669922,130048,180.0,0.36220703125,0.2,-0.03291313283552881,0.0003,52.231654825806615,-5.027736315131188,0.022873674,38.28989791870117,630,0.0,0.2,,,,,
22.159523010253906,131072,180.0,,,,,,,,,,,,,,,,
21.229999542236328,132096,180.0,0.3431640625,0.2,-0.029442948003998028,0.0003,45.28975113928318,-5.004606587439776,0.019904908,28.299720764160156,640,0.0,0.2,,,,,
20.816280364990234,133120,180.0,,,,,,,,,,,,,,,,
20.929912567138672,134144,180.0,0.33701171875,0.2,-0.03128353971478646,0.0003,40.450489746034144,-4.930260960012674,0.022418179,14.82430648803711,650,1.7881393432617188e-07,0.2,,,,,
22.12657928466797,135168,180.0,,,,,,,,,,,,,,,,
19.645261764526367,136192,180.0,0.33232421875,0.2,-0.0298288843681803,0.0003,36.83198172450066,-4.904215058684349,0.02208266,29.57902717590332,660,0.0,0.2,,,,,
21.667797088623047,137216,180.0,,,,,,,,,,,,,,,,
19.090391159057617,138240,180.0,0.345849609375,0.2,-0.03137682737105933,0.0003,42.02522902041674,-4.910154761373997,0.021439217,58.81140899658203,670,0.0,0.2,,,,,
21.827205657958984,139264,180.0,,,,,,,,,,,,,,,,
22.793397903442383,140288,180.0,0.373388671875,0.2,-0.033406015810032844,0.0003,35.56670495718718,-4.856016207486391,0.020702854,22.136869430541992,680,2.384185791015625e-07,0.2,,,,,
