time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/learning_rate,train/loss,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/n_updates,train/value_loss,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean
465920,120.0,22.515010833740234,0.0003,66.00927734375,-5.4456592060625555,0.3,-0.05143314722372452,0.045938462,0.320703125,0.0,2270,65.44591819941998,,,,,
466944,120.0,24.988285064697266,,,,,,,,,,,,,,,
467968,120.0,20.00882911682129,0.0003,44.454341888427734,-5.486312914639711,0.3,-0.0404078853680403,0.04718984,0.251318359375,0.0,2280,58.23002916574478,,,,,
468992,120.0,20.67926025390625,,,,,,,,,,,,,,,
470016,120.0,24.60821533203125,0.0003,105.24352264404297,-5.498170433938503,0.3,-0.04055594097953872,0.04462798,0.280712890625,0.0,2290,60.65774850398302,,,,,
471040,120.0,24.49962043762207,,,,,,,,,,,,,,,
471040,,,,,,,,,,,,,120.0,1302,230,361,23.62775325
472064,120.0,24.956310272216797,0.0003,54.304168701171875,-5.471251425147057,0.3,-0.04733691386936698,0.0439026,0.268798828125,0.0,2300,59.60063701570034,,,,,
473088,120.0,22.144439697265625,,,,,,,,,,,,,,,
474112,120.0,23.03628921508789,0.0003,23.71946907043457,-5.482184155285358,0.3,-0.0468937226854905,0.04510978,0.270166015625,0.0,2310,51.24337412714958,,,,,
475136,120.0,23.49390983581543,,,,,,,,,,,,,,,
476160,120.0,24.019214630126953,0.0003,58.069923400878906,-5.484328448027372,0.3,-0.0405123591030133,0.039976195,0.25029296875,0.0,2320,62.0127353489399,,,,,
477184,120.0,24.068559646606445,,,,,,,,,,,,,,,
478208,120.0,21.985633850097656,0.0003,88.24893188476562,-5.492304645478725,0.3,-0.036267332894931316,0.0475151,0.248095703125,1.1920928955078125e-07,2330,66.5307416588068,,,,,
479232,120.0,23.220590591430664,,,,,,,,,,,,,,,
480256,120.0,23.886417388916016,0.0003,102.40164184570312,-5.467211265861988,0.3,-0.0485590296691953,0.047595512,0.27626953125,0.0,2340,71.27156588733196,,,,,
481280,120.0,25.50890350341797,,,,,,,,,,,,,,,
482304,120.0,20.946147918701172,0.0003,91.38469696044922,-5.489127454161644,0.3,-0.04286202892835718,0.04528416,0.260888671875,5.960464477539063e-08,2350,62.749713191390036,,,,,
483328,120.0,19.956693649291992,,,,,,,,,,,,,,,
484352,120.0,22.69159507751465,0.0003,56.11517333984375,-5.469591654092073,0.3,-0.0414707105665002,0.045629967,0.266162109375,0.0,2360,60.4863292247057,,,,,
485376,120.0,21.839420318603516,,,,,,,,,,,,,,,
486400,120.0,21.03038787841797,0.0003,125.76529693603516,-5.517252489924431,0.3,-0.03850657733419212,0.044566132,0.260400390625,1.1920928955078125e-07,2370,67.09159357249737,,,,,
487424,120.0,25.5748233795166,,,,,,,,,,,,,,,
488448,120.0,21.648035049438477,0.0003,96.19313049316406,-5.473366861045361,0.3,-0.04563354587589856,0.04895758,0.269775390625,1.1920928955078125e-07,2380,71.54766074717045,,,,,
489472,120.0,22.616348266601562,,,,,,,,,,,,,,,
490496,120.0,22.236034393310547,0.0003,50.25594711303711,-5.5012586697936054,0.3,-0.04405441462586168,0.042416528,0.27724609375,5.960464477539063e-08,2390,58.88243297338486,,,,,
491520,120.0,21.447114944458008,,,,,,,,,,,,,,,
491520,,,,,,,,,,,,,120.0,1358,240,361,22.182096629999997
492544,120.0,19.57990264892578,0.0003,60.94497299194336,-5.5000389277935025,0.3,-0.040073735491387194,0.04221131,0.2625,0.0,2400,61.415440800786016,,,,,
493568,120.0,23.21626091003418,,,,,,,,,,,,,,,
494592,120.0,24.232282638549805,0.0003,57.021827697753906,-5.497468777000904,0.3,-0.03936373851265671,0.04561061,0.246826171875,0.0,2410,63.39933852851391,,,,,
495616,120.0,23.001869201660156,,,,,,,,,,,,,,,
496640,120.0,20.689186096191406,0.0003,68.62274169921875,-5.509726762026548,0.3,-0.041326692029542755,0.04667166,0.27861328125,0.0,2420,62.15553653240204,,,,,
497664,120.0,22.956064224243164,,,,,,,,,,,,,,,
498688,120.0,21.001461029052734,0.0003,34.1085090637207,-5.494029935449362,0.3,-0.040541735599254024,0.044952985,0.268115234375,0.0,2430,64.01071918159724,,,,,
499712,120.0,24.490657806396484,,,,,,,,,,,,,,,
500736,120.0,22.495027542114258,0.0003,61.31052780151367,-5.5080595023930075,0.3,-0.043141171384922926,0.042280618,0.250244140625,1.1920928955078125e-07,2440,56.52895819842816,,,,,
501760,120.0,22.016401290893555,,,,,,,,,,,,,,,
502784,120.0,25.311840057373047,0.0003,67.25038146972656,-5.469344272464514,0.3,-0.04689923267287668,0.050669193,0.29814453125,0.0,2450,57.373896571993825,,,,,
503808,120.0,22.21476173400879,,,,,,,,,,,,,,,
504832,120.0,21.94597053527832,0.0003,31.166154861450195,-5.44809165969491,0.3,-0.04587740161950933,0.046095967,0.319140625,5.960464477539063e-08,2460,55.36058263480663,,,,,
505856,120.0,22.53452491760254,,,,,,,,,,,,,,,
506880,120.0,22.153339385986328,0.0003,60.12848663330078,-5.475543568283319,0.3,-0.04364094247030152,0.04710828,0.25546875,0.0,2470,55.01188499182463,,,,,
507904,120.0,24.31238555908203,,,,,,,,,,,,,,,
508928,120.0,21.79035186767578,0.0003,72.5982894897461,-5.466895071417094,0.3,-0.036478373638237825,0.048225697,0.24794921875,0.0,2480,65.56884733140468,,,,,
509952,120.0,21.529037475585938,,,,,,,,,,,,,,,
510976,120.0,21.731184005737305,0.0003,49.49266815185547,-5.528609829396009,0.3,-0.046684011200704846,0.04866554,0.28486328125,0.0,2490,58.374770012497905,,,,,
512000,120.0,21.0856876373291,,,,,,,,,,,,,,,
512000,,,,,,,,,,,,,120.0,1414,250,361,22.39341061
513024,120.0,20.909324645996094,0.0003,82.3138198852539,-5.496488228440285,0.3,-0.04009150259444141,0.043656744,0.28115234375,0.0,2500,66.1117392718792,,,,,
514048,120.0,22.129196166992188,,,,,,,,,,,,,,,
515072,120.0,24.069833755493164,0.0003,82.423095703125,-5.476936950534582,0.3,-0.04369952258639387,0.047258347,0.25009765625,0.0,2510,65.2662265971303,,,,,
516096,120.0,24.404247283935547,,,,,,,,,,,,,,,
517120,120.0,23.06197738647461,0.0003,31.70001220703125,-5.466693259775639,0.3,-0.04101208015199518,0.044215064,0.272314453125,0.0,2520,59.27184372842312,,,,,
518144,120.0,25.194067001342773,,,,,,,,,,,,,,,
519168,120.0,22.77956771850586,0.0003,49.44357681274414,-5.4711317755281925,0.3,-0.04028946793914656,0.045649227,0.2654296875,0.0,2530,55.82970744967461,,,,,
520192,120.0,23.259422302246094,,,,,,,,,,,,,,,
521216,120.0,22.63434600830078,0.0003,68.4394302368164,-5.472074171900749,0.3,-0.04413546218347619,0.043290358,0.2765625,0.0,2540,58.40365884304047,,,,,
522240,120.0,24.570951461791992,,,,,,,,,,,,,,,
523264,120.0,24.0960693359375,0.0003,85.28278350830078,-5.480523846298456,0.3,-0.047793000827732614,0.04850197,0.28857421875,1.1920928955078125e-07,2550,55.12498732507229,,,,,
524288,120.0,23.57225799560547,,,,,,,,,,,,,,,
525312,120.0,25.057714462280273,0.0003,46.63102340698242,-5.476514305174351,0.3,-0.04307981500896858,0.045461107,0.272216796875,0.0,2560,65.00006619393825,,,,,
526336,120.0,23.2587890625,,,,,,,,,,,,,,,
527360,120.0,21.561033248901367,0.0003,61.55622482299805,-5.417424394935369,0.3,-0.040618107766204045,0.04558055,0.275830078125,0.0,2570,53.04544583857059,,,,,
528384,120.0,23.442378997802734,,,,,,,,,,,,,,,
529408,120.0,23.235931396484375,0.0003,38.996315002441406,-5.4684369817376135,0.3,-0.03456778617037344,0.04122952,0.244287109375,0.0,2580,55.60124802738428,,,,,
530432,120.0,25.77800750732422,,,,,,,,,,,,,,,
531456,120.0,23.470354080200195,0.0003,44.13979721069336,-5.464472062140703,0.3,-0.04435162176232552,0.04975109,0.27177734375,0.0,2590,51.90528842806816,,,,,
532480,120.0,25.055734634399414,,,,,,,,,,,,,,,
532480,,,,,,,,,,,,,120.0,1471,260,361,23.235226670000003
533504,120.0,22.455333709716797,0.0003,38.059112548828125,-5.499778926372528,0.3,-0.04524979443885968,0.051277515,0.2625,-1.1920928955078125e-07,2600,54.878544341027734,,,,,
534528,120.0,22.31963348388672,,,,,,,,,,,,,,,
535552,120.0,24.44314193725586,0.0003,38.5618782043457,-5.468075823783875,0.3,-0.04655386607046239,0.044286627,0.284228515625,0.0,2610,61.13689022958279,,,,,
536576,120.0,21.558826446533203,,,,,,,,,,,,,,,
537600,120.0,23.920249938964844,0.0003,58.10576629638672,-5.464657889306546,0.3,-0.03609808362198237,0.045950726,0.25732421875,-1.1920928955078125e-07,2620,54.61258942186832,,,,,
538624,120.0,22.060848236083984,,,,,,,,,,,,,,,
539648,120.0,22.590484619140625,0.0003,49.65577697753906,-5.466713429242373,0.3,-0.035284650012908966,0.049586397,0.2640625,0.0,2630,57.02556009739637,,,,,
540672,120.0,23.675785064697266,,,,,,,,,,,,,,,
541696,120.0,25.90388298034668,0.0003,53.42097473144531,-5.48763237670064,0.3,-0.03928522409623838,0.04673899,0.254833984375,0.0,2640,55.25019312649965,,,,,
542720,120.0,22.415225982666016,,,,,,,,,,,,,,,
543744,120.0,22.321744918823242,0.0003,32.856143951416016,-5.477748657763004,0.3,-0.045959895259147746,0.05382381,0.255126953125,-1.1920928955078125e-07,2650,62.776611390709874,,,,,
544768,120.0,26.468456268310547,,,,,,,,,,,,,,,
545792,120.0,23.333465576171875,0.0003,57.1555061340332,-5.458405439555645,0.3,-0.038612240515794836,0.04421045,0.235791015625,0.0,2660,67.32648400962353,,,,,
546816,120.0,24.30660629272461,,,,,,,,,,,,,,,
547840,120.0,23.573974609375,0.0003,63.14585494995117,-5.415143775194883,0.3,-0.04011593476134294,0.045820862,0.26572265625,0.0,2670,55.35826000571251,,,,,
548864,120.0,22.550792694091797,,,,,,,,,,,,,,,
549888,120.0,21.440616607666016,0.0003,34.096378326416016,-5.433751393854618,0.3,-0.048341632583469615,0.051504634,0.2673828125,-1.1920928955078125e-07,2680,65.55763707906007,,,,,
550912,120.0,25.96023941040039,,,,,,,,,,,,,,,
551936,120.0,24.15331268310547,0.0003,45.856689453125,-5.436360713839531,0.3,-0.040937621791817945,0.047779378,0.29931640625,0.0,2690,53.195122516155244,,,,,
552960,120.0,23.91348648071289,,,,,,,,,,,,,,,
552960,,,,,,,,,,,,,120.0,1527,270,362,24.06273864
553984,120.0,23.722536087036133,0.0003,72.32459259033203,-5.448058864474296,0.3,-0.03765935949195409,0.04591775,0.23447265625,0.0,2700,56.09013190567494,,,,,
555008,120.0,26.585180282592773,,,,,,,,,,,,,,,
556032,120.0,22.68053436279297,0.0003,72.98129272460938,-5.496650070697069,0.3,-0.04240919959484017,0.046392642,0.280810546875,0.0,2710,57.69144723117351,,,,,
557056,120.0,26.162168502807617,,,,,,,,,,,,,,,
558080,120.0,23.161130905151367,0.0003,34.766414642333984,-5.5001199573278425,0.3,-0.041916836835298454,0.051044144,0.280517578125,1.1920928955078125e-07,2720,51.56743062734604,,,,,
559104,120.0,24.265949249267578,,,,,,,,,,,,,,,
560128,120.0,25.5059871673584,0.0003,64.93449401855469,-5.5034567900002,0.3,-0.0442130433730199,0.04723797,0.297265625,1.1920928955078125e-07,2730,64.32784119844436,,,,,
561152,120.0,23.19611930847168,,,,,,,,,,,,,,,
562176,120.0,24.646045684814453,0.0003,32.56840515136719,-5.501178271323442,0.3,-0.045535387626296144,0.04955601,0.27431640625,0.0,2740,57.51832578778267,,,,,
563200,120.0,21.320268630981445,,,,,,,,,,,,,,,
564224,120.0,21.761213302612305,0.0003,85.18067169189453,-5.488302646577358,0.3,-0.04227066363018821,0.044232853,0.287451171875,5.960464477539063e-08,2750,63.39852149039507,,,,,
565248,120.0,21.02079963684082,,,,,,,,,,,,,,,
566272,120.0,23.71534538269043,0.0003,26.072643280029297,-5.461760521680117,0.3,-0.041144157454982636,0.046498936,0.25537109375,0.0,2760,51.911575339734554,,,,,
567296,120.0,24.233797073364258,,,,,,,,,,,,,,,
568320,120.0,23.402584075927734,0.0003,77.51388549804688,-5.473378119617701,0.3,-0.04572775090055074,0.046590704,0.29208984375,-1.1920928955078125e-07,2770,68.1764279782772,,,,,
569344,120.0,21.38395881652832,,,,,,,,,,,,,,,
570368,120.0,22.76457977294922,0.0003,87.265380859375,-5.470289627462625,0.3,-0.04050829991174396,0.048843518,0.278369140625,0.0,2780,58.96314653158188,,,,,
571392,120.0,23.537099838256836,,,,,,,,,,,,,,,
572416,120.0,25.061885833740234,0.0003,51.376258850097656,-5.481843090057373,0.3,-0.033765796879015396,0.044825885,0.233740234375,0.0,2790,54.02626475691795,,,,,
573440,120.0,24.761064529418945,,,,,,,,,,,,,,,
573440,,,,,,,,,,,,,120.0,1583,280,362,23.61213488
574464,120.0,24.325031280517578,0.0003,85.92792510986328,-5.486388820409775,0.3,-0.04756333630575682,0.04884845,0.28115234375,1.1920928955078125e-07,2800,68.30790649652481,,,,,
575488,120.0,19.802865982055664,,,,,,,,,,,,,,,
576512,120.0,21.970531463623047,0.0003,60.67159652709961,-5.490339420735836,0.3,-0.03994810911390232,0.047371544,0.279833984375,0.0,2810,64.96058739721775,,,,,
577536,120.0,20.99370002746582,,,,,,,,,,,,,,,
578560,120.0,24.54168701171875,0.0003,65.9877700805664,-5.510067960619926,0.3,-0.044227921027777485,0.045531742,0.2583984375,0.0,2820,66.68230448961258,,,,,
579584,120.0,23.813682556152344,,,,,,,,,,,,,,,
580608,120.0,22.979127883911133,0.0003,79.24921417236328,-5.529206696152687,0.3,-0.03607464376837015,0.043567047,0.22822265625,0.0,2830,55.23735758662224,,,,,
581632,120.0,21.59646987915039,,,,,,,,,,,,,,,
582656,120.0,22.690185546875,0.0003,52.66146469116211,-5.4863351181149485,0.3,-0.04231981920456747,0.045840237,0.245556640625,0.0,2840,69.76905820220709,,,,,
583680,120.0,22.5087890625,,,,,,,,,,,,,,,
584704,120.0,24.005218505859375,0.0003,57.070003509521484,-5.545308788120747,0.3,-0.03834275206754682,0.044948164,0.260302734375,0.0,2850,57.530847664177415,,,,,
585728,120.0,17.290668487548828,,,,,,,,,,,,,,,
586752,120.0,21.46938133239746,0.0003,66.52055358886719,-5.5405734613537785,0.3,-0.043669578997651115,0.05143864,0.278515625,0.0,2860,59.629601216316225,,,,,
587776,120.0,22.91415023803711,,,,,,,,,,,,,,,
588800,120.0,22.26186752319336,0.0003,79.44908905029297,-5.528385046869516,0.3,-0.04329001535734278,0.05089701,0.277978515625,-1.1920928955078125e-07,2870,63.472362148761746,,,,,
589824,120.0,23.595834732055664,,,,,,,,,,,,,,,
590848,120.0,25.10448455810547,0.0003,70.31741333007812,-5.538293813914061,0.3,-0.03921444852821878,0.04335386,0.241748046875,1.1920928955078125e-07,2880,63.75316517800093,,,,,
591872,120.0,22.48847198486328,,,,,,,,,,,,,,,
592896,120.0,21.569488525390625,0.0003,40.384124755859375,-5.520384941995144,0.3,-0.048784211422753285,0.0451964,0.278271484375,-1.1920928955078125e-07,2890,53.93666500151157,,,,,
593920,120.0,23.447877883911133,,,,,,,,,,,,,,,
593920,,,,,,,,,,,,,120.0,1640,290,362,22.266576580000002
594944,120.0,23.976930618286133,0.0003,67.81015014648438,-5.5166235499084,0.3,-0.043549110218009446,0.04574204,0.321630859375,0.0,2900,47.97391973137856,,,,,
595968,120.0,22.55718231201172,,,,,,,,,,,,,,,
596992,120.0,25.54488754272461,0.0003,59.12125778198242,-5.52248305156827,0.3,-0.044013344348059036,0.045459982,0.28408203125,0.0,2910,56.114577281475064,,,,,
598016,120.0,22.526931762695312,,,,,,,,,,,,,,,
599040,120.0,20.33184814453125,0.0003,75.55274963378906,-5.52182537689805,0.3,-0.04565650550866849,0.04271867,0.267236328125,0.0,2920,52.46664673835039,,,,,
600064,120.0,20.69399642944336,,,,,,,,,,,,,,,
601088,120.0,23.769634246826172,0.0003,57.53494644165039,-5.516236639767885,0.3,-0.03897964597636019,0.041265085,0.240673828125,0.0,2930,56.56855240315199,,,,,
602112,120.0,21.440990447998047,,,,,,,,,,,,,,,
603136,120.0,23.553258895874023,0.0003,69.53507995605469,-5.530910210311413,0.3,-0.04004192427673843,0.044828415,0.280029296875,0.0,2940,60.19258039444685,,,,,
604160,120.0,22.342533111572266,,,,,,,,,,,,,,,
605184,120.0,24.434005737304688,0.0003,75.69921875,-5.520176816731691,0.3,-0.04683563761973346,0.045884684,0.28623046875,0.0,2950,50.57672605365515,,,,,
606208,120.0,23.017677307128906,,,,,,,,,,,,,,,
607232,120.0,23.392879486083984,0.0003,41.63217544555664,-5.506598569452763,0.3,-0.0477638440541341,0.046782985,0.30029296875,0.0,2960,63.459245547652245,,,,,
608256,120.0,22.273178100585938,,,,,,,,,,,,,,,
609280,120.0,25.015777587890625,0.0003,35.9881706237793,-5.485192475467921,0.3,-0.040281996479461665,0.042888295,0.268359375,0.0,2970,53.93311355561018,,,,,
610304,120.0,24.287073135375977,,,,,,,,,,,,,,,
611328,120.0,20.5701904296875,0.0003,51.928958892822266,-5.52242961153388,0.3,-0.03590219884135877,0.041698094,0.25234375,5.960464477539063e-08,2980,63.154430237412456,,,,,
612352,120.0,23.00421142578125,,,,,,,,,,,,,,,
613376,120.0,23.7672176361084,0.0003,55.59991455078125,-5.533744118362665,0.3,-0.040774387307828876,0.04500719,0.259326171875,0.0,2990,61.15497076511383,,,,,
614400,120.0,20.966646194458008,,,,,,,,,,,,,,,
614400,,,,,,,,,,,,,120.0,1696,300,362,22.183663759999995
615424,120.0,20.58380889892578,0.0003,66.97486114501953,-5.574053937941789,0.3,-0.03914141322748037,0.04685449,0.260791015625,0.0,3000,59.925644379854205,,,,,
616448,120.0,23.428443908691406,,,,,,,,,,,,,,,
617472,120.0,21.453018188476562,0.0003,31.71461296081543,-5.563308566808701,0.3,-0.04326473256369354,0.04609478,0.29111328125,0.0,3010,61.31664607524872,,,,,
618496,120.0,21.937641143798828,,,,,,,,,,,,,,,
619520,120.0,24.257680892944336,0.0003,92.682861328125,-5.55172980427742,0.3,-0.04605554790323367,0.049632315,0.292138671875,0.0,3020,59.20648633241653,,,,,
620544,120.0,20.1713924407959,,,,,,,,,,,,,,,
621568,120.0,25.119129180908203,0.0003,39.66877365112305,-5.556828086823225,0.3,-0.04630182409819099,0.03910169,0.254443359375,-1.1920928955078125e-07,3030,66.51443382501603,,,,,
622592,120.0,23.553550720214844,,,,,,,,,,,,,,,
623616,120.0,22.736827850341797,0.0003,48.8119010925293,-5.536244765669108,0.3,-0.04726636249142757,0.042937133,0.269921875,-1.1920928955078125e-07,3040,50.347916182875636,,,,,
624640,120.0,24.451690673828125,,,,,,,,,,,,,,,
625664,120.0,23.489723205566406,0.0003,52.42052459716797,-5.568049561232328,0.3,-0.04177084285765886,0.04201946,0.258544921875,0.0,3050,49.74049114733934,,,,,
626688,120.0,22.847965240478516,,,,,,,,,,,,,,,
627712,120.0,24.14130401611328,0.0003,105.1058349609375,-5.5166847132146355,0.3,-0.04054919691334362,0.04869134,0.271533203125,0.0,3060,62.92855638861656,,,,,
628736,120.0,20.071319580078125,,,,,,,,,,,,,,,
629760,120.0,24.02884292602539,0.0003,64.69615936279297,-5.511341819912195,0.3,-0.038037301893200495,0.04253607,0.25048828125,5.960464477539063e-08,3070,56.47001322805882,,,,,
630784,120.0,23.531314849853516,,,,,,,,,,,,,,,
631808,120.0,21.564422607421875,0.0003,37.19933319091797,-5.527354668825865,0.3,-0.04100004228166654,0.04322587,0.2595703125,0.0,3080,49.31619139760733,,,,,
632832,120.0,21.005977630615234,,,,,,,,,,,,,,,
633856,120.0,21.697532653808594,0.0003,54.1744499206543,-5.5443819560110565,0.3,-0.04600879144927603,0.044057183,0.2708984375,0.0,3090,68.738540533185,,,,,
634880,120.0,22.538345336914062,,,,,,,,,,,,,,,
634880,,,,,,,,,,,,,120.0,1752,310,362,23.351458309999998
635904,120.0,23.915613174438477,0.0003,59.91099548339844,-5.519212741404772,0.3,-0.04989472145825857,0.048295595,0.27705078125,5.960464477539063e-08,3100,62.2242725789547,,,,,
636928,120.0,22.41912078857422,,,,,,,,,,,,,,,
637952,120.0,24.405099868774414,0.0003,54.62897491455078,-5.492767849564553,0.3,-0.03784381307996228,0.046154037,0.26123046875,-1.1920928955078125e-07,3110,50.509658977389336,,,,,
638976,120.0,22.21233558654785,,,,,,,,,,,,,,,
640000,120.0,24.790420532226562,0.0003,113.1283187866211,-5.433925331383944,0.3,-0.035256023569672834,0.041633904,0.220947265625,5.960464477539063e-08,3120,59.18700897991657,,,,,
641024,120.0,20.91543960571289,,,,,,,,,,,,,,,
642048,120.0,27.32046127319336,0.0003,49.702110290527344,-5.421846301853657,0.3,-0.04306138092506444,0.043507718,0.256787109375,5.960464477539063e-08,3130,55.04277923107147,,,,,
643072,120.0,23.864253997802734,,,,,,,,,,,,,,,
644096,120.0,23.96078872680664,0.0003,66.15023803710938,-5.414080921560526,0.3,-0.04330376438156236,0.045782235,0.25751953125,0.0,3140,56.325147153437136,,,,,
645120,120.0,20.72732925415039,,,,,,,,,,,,,,,
646144,120.0,22.845672607421875,0.0003,78.42108154296875,-5.423887377977371,0.3,-0.04530615070252679,0.045206968,0.269921875,0.0,3150,63.46069613099098,,,,,
647168,120.0,23.742443084716797,,,,,,,,,,,,,,,
648192,120.0,23.064695358276367,0.0003,36.46818161010742,-5.4120588392019275,0.3,-0.04176486962896888,0.044303875,0.262109375,0.0,3160,64.4400680333376,,,,,
649216,120.0,24.266942977905273,,,,,,,,,,,,,,,
650240,120.0,22.287418365478516,0.0003,48.76084518432617,-5.4986828364431855,0.3,-0.041383458745258395,0.05053869,0.2751953125,0.0,3170,51.75073220282793,,,,,
651264,120.0,21.409366607666016,,,,,,,,,,,,,,,
652288,120.0,26.39842987060547,0.0003,87.99497985839844,-5.474135994166136,0.3,-0.04390549235176877,0.04660333,0.27841796875,0.0,3180,59.51560127437115,,,,,
653312,120.0,23.57906723022461,,,,,,,,,,,,,,,
654336,120.0,24.388225555419922,0.0003,38.284332275390625,-5.480654265731573,0.3,-0.037635199928627114,0.04594475,0.278564453125,0.0,3190,49.463268341124056,,,,,
655360,120.0,24.71329116821289,,,,,,,,,,,,,,,
655360,,,,,,,,,,,,,120.0,1809,320,362,23.83363221
656384,120.0,24.558208465576172,0.0003,30.243690490722656,-5.531650324165821,0.3,-0.04000877615835634,0.048074633,0.280078125,0.0,3200,54.89853437244892,,,,,
657408,120.0,23.043460845947266,,,,,,,,,,,,,,,
658432,120.0,21.192472457885742,0.0003,36.89195251464844,-5.52190851867199,0.3,-0.04295268063942785,0.047458638,0.26435546875,-1.1920928955078125e-07,3210,53.71684629917145,,,,,
659456,120.0,23.894935607910156,,,,,,,,,,,,,,,
660480,120.0,26.42044448852539,0.0003,101.97085571289062,-5.53538967743516,0.3,-0.04397559253120562,0.049097747,0.25361328125,-1.1920928955078125e-07,3220,58.54980781674385,,,,,
661504,120.0,24.164581298828125,,,,,,,,,,,,,,,
662528,120.0,20.36618995666504,0.0003,52.459068298339844,-5.529116220027208,0.3,-0.04327018942167342,0.049484145,0.2634765625,0.0,3230,64.09233997762203,,,,,
663552,120.0,23.90277671813965,,,,,,,,,,,,,,,
664576,120.0,20.872879028320312,0.0003,64.98155975341797,-5.535760725289583,0.3,-0.04233601293090032,0.044691056,0.27646484375,-1.1920928955078125e-07,3240,52.824114087224004,,,,,
665600,120.0,26.06873321533203,,,,,,,,,,,,,,,
666624,120.0,21.888774871826172,0.0003,104.40924835205078,-5.496041104197502,0.3,-0.041229535551610755,0.045574248,0.250927734375,0.0,3250,68.30386345684528,,,,,
667648,120.0,21.294830322265625,,,,,,,,,,,,,,,
668672,120.0,24.50148582458496,0.0003,67.32605743408203,-5.530337178707123,0.3,-0.03935101648166892,0.04435675,0.274365234375,0.0,3260,56.57874232828617,,,,,
669696,120.0,22.948352813720703,,,,,,,,,,,,,,,
670720,120.0,23.251100540161133,0.0003,44.07691955566406,-5.556709202378988,0.3,-0.03975244084140286,0.04774274,0.251611328125,-1.1920928955078125e-07,3270,57.517116045951845,,,,,
671744,120.0,24.537382125854492,,,,,,,,,,,,,,,
672768,120.0,21.313980102539062,0.0003,91.02548217773438,-5.543755413591862,0.3,-0.03982787543645827,0.042613447,0.2453125,0.0,3280,58.66234967559576,,,,,
673792,120.0,22.065086364746094,,,,,,,,,,,,,,,
674816,120.0,25.98531150817871,0.0003,61.59821319580078,-5.520975378900767,0.3,-0.045560484375528176,0.04702151,0.289990234375,0.0,3290,52.54932469278574,,,,,
675840,120.0,23.55658721923828,,,,,,,,,,,,,,,
675840,,,,,,,,,,,,,120.0,1865,330,362,21.988950149999997
676864,120.0,23.462194442749023,0.0003,84.12879943847656,-5.494067411124706,0.3,-0.044975277183402794,0.046202157,0.282470703125,5.960464477539063e-08,3300,58.337670692801474,,,,,
677888,120.0,23.971290588378906,,,,,,,,,,,,,,,
678912,120.0,20.890541076660156,0.0003,53.8723258972168,-5.471100275963545,0.3,-0.04529449751953507,0.0478082,0.289013671875,0.0,3310,66.02636260986328,,,,,
679936,120.0,21.76567268371582,,,,,,,,,,,,,,,
680960,120.0,22.352752685546875,0.0003,72.48047637939453,-5.469805251806974,0.3,-0.04563346208669827,0.043185316,0.282275390625,0.0,3320,61.1030567586422,,,,,
681984,120.0,23.188594818115234,,,,,,,,,,,,,,,
683008,120.0,25.65505599975586,0.0003,37.06414031982422,-5.492068333178759,0.3,-0.044290232324419775,0.043638356,0.303173828125,0.0,3330,52.412504743039605,,,,,
684032,120.0,22.27991485595703,,,,,,,,,,,,,,,
685056,120.0,21.250274658203125,0.0003,108.08908081054688,-5.4944976679980755,0.3,-0.04460030934133101,0.04790794,0.260986328125,0.0,3340,64.15570805370808,,,,,
686080,120.0,20.57013511657715,,,,,,,,,,,,,,,
687104,120.0,23.982669830322266,0.0003,74.68476867675781,-5.472446113079786,0.3,-0.04992922478049877,0.051557004,0.314892578125,0.0,3350,50.15131084024906,,,,,
688128,120.0,27.958703994750977,,,,,,,,,,,,,,,
689152,120.0,21.559877395629883,0.0003,81.85153198242188,-5.465964268147945,0.3,-0.037991094087192326,0.045010164,0.225244140625,0.0,3360,70.68342740535736,,,,,
690176,120.0,21.869525909423828,,,,,,,,,,,,,,,
691200,120.0,27.44214630126953,0.0003,86.37913513183594,-5.448261843621731,0.3,-0.04536044787528226,0.045954555,0.3126953125,0.0,3370,57.90253267288208,,,,,
692224,120.0,24.14733123779297,,,,,,,,,,,,,,,
693248,120.0,25.54281234741211,0.0003,76.7364501953125,-5.427887474745512,0.3,-0.04256395921693183,0.040347066,0.241259765625,-1.1920928955078125e-07,3380,66.02094168812036,,,,,
694272,120.0,25.822093963623047,,,,,,,,,,,,,,,
695296,120.0,24.84526824951172,0.0003,85.49270629882812,-5.371290327608586,0.3,-0.03896422216348583,0.04231857,0.2203125,0.0,3390,68.90934309661388,,,,,
696320,120.0,22.439638137817383,,,,,,,,,,,,,,,
696320,,,,,,,,,,,,,120.0,1922,340,362,23.352057259999995
697344,120.0,23.920711517333984,0.0003,83.28247833251953,-5.351832649111747,0.3,-0.04024296927800606,0.048514582,0.276171875,0.0,3400,62.748005118966105,,,,,
698368,120.0,22.999849319458008,,,,,,,,,,,,,,,
699392,120.0,22.95809555053711,0.0003,67.69876861572266,-5.372986505180597,0.3,-0.04691132097650552,0.042955637,0.2876953125,0.0,3410,67.30311090946198,,,,,
700416,120.0,24.200782775878906,,,,,,,,,,,,,,,
