time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/learning_rate,train/loss,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/n_updates,train/value_loss,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean
230400,120.0,22.966325759887695,0.0003,100.44161224365234,-5.481827477365732,0.3,-0.03825504886990529,0.036005225,0.22841796875,-2.384185791015625e-07,1120,69.55369180738926,,,,,
231424,120.0,23.654685974121094,,,,,,,,,,,,,,,
232448,120.0,25.345232009887695,0.0003,30.604150772094727,-5.481565234065056,0.3,-0.044672239732608435,0.0472983,0.2390625,-1.1920928955078125e-07,1130,53.875998272001745,,,,,
233472,120.0,24.120590209960938,,,,,,,,,,,,,,,
234496,120.0,26.585227966308594,0.0003,32.511775970458984,-5.486452310532331,0.3,-0.04526275652024196,0.043926366,0.2748046875,0.0,1140,51.67993403673172,,,,,
235520,120.0,22.809703826904297,,,,,,,,,,,,,,,
236544,120.0,23.74394989013672,0.0003,65.41584777832031,-5.467047166079283,0.3,-0.044742879585464836,0.043013617,0.271484375,-1.1920928955078125e-07,1150,58.38473278284073,,,,,
237568,120.0,25.26495361328125,,,,,,,,,,,,,,,
238592,120.0,25.658946990966797,0.0003,62.48273849487305,-5.488342299312353,0.3,-0.04974453928589355,0.04516172,0.294482421875,0.0,1160,66.76119790971279,,,,,
239616,120.0,24.029109954833984,,,,,,,,,,,,,,,
240640,120.0,21.78524398803711,0.0003,103.82622528076172,-5.459997244924307,0.3,-0.0423038407250715,0.041365124,0.222509765625,5.960464477539063e-08,1170,57.254370477795604,,,,,
241664,120.0,23.269569396972656,,,,,,,,,,,,,,,
242688,120.0,24.781112670898438,0.0003,35.647621154785156,-5.467033877968788,0.3,-0.04463430059640814,0.046704672,0.303857421875,0.0,1180,60.243490022420886,,,,,
243712,120.0,24.419574737548828,,,,,,,,,,,,,,,
244736,120.0,22.981178283691406,0.0003,53.02498245239258,-5.499150978028775,0.3,-0.04545926747523481,0.048298836,0.25986328125,0.0,1190,61.57586444616318,,,,,
245760,120.0,22.050277709960938,,,,,,,,,,,,,,,
245760,,,,,,,,,,,,,120.0,681,120,360,23.716616560000002
246784,120.0,22.19807243347168,0.0003,66.50349426269531,-5.511346723139286,0.3,-0.03960629623325076,0.042546608,0.26474609375,0.0,1200,50.56167966872454,,,,,
247808,120.0,21.378135681152344,,,,,,,,,,,,,,,
248832,120.0,22.786611557006836,0.0003,53.43230056762695,-5.51333928629756,0.3,-0.04296628741903987,0.046557285,0.2771484375,0.0,1210,65.8016296505928,,,,,
249856,120.0,22.650066375732422,,,,,,,,,,,,,,,
250880,120.0,21.954936981201172,0.0003,61.257041931152344,-5.512308182567358,0.3,-0.04117916631657863,0.046864554,0.264453125,0.0,1220,55.39118943363428,,,,,
251904,120.0,24.0721435546875,,,,,,,,,,,,,,,
252928,120.0,23.11655044555664,0.0003,63.6588249206543,-5.515179836750031,0.3,-0.04494908790511545,0.047597483,0.266845703125,0.0,1230,61.83610753044486,,,,,
253952,120.0,24.4626522064209,,,,,,,,,,,,,,,
254976,120.0,22.26908302307129,0.0003,68.62435150146484,-5.526547142118216,0.3,-0.04631546356540639,0.047417857,0.290283203125,0.0,1240,59.01770446151495,,,,,
256000,120.0,19.839574813842773,,,,,,,,,,,,,,,
257024,120.0,22.02753448486328,0.0003,44.780975341796875,-5.561219897121191,0.3,-0.04714431666507153,0.046537668,0.260986328125,-1.1920928955078125e-07,1250,62.449663519859314,,,,,
258048,120.0,20.633148193359375,,,,,,,,,,,,,,,
259072,120.0,21.34035873413086,0.0003,77.02688598632812,-5.531144852936268,0.3,-0.04377203956828453,0.047304973,0.27744140625,0.0,1260,54.87814656496048,,,,,
260096,120.0,22.627933502197266,,,,,,,,,,,,,,,
261120,120.0,21.971227645874023,0.0003,67.72577667236328,-5.584112375974655,0.3,-0.04390304976477637,0.047216777,0.302197265625,-1.1920928955078125e-07,1270,61.02642391473055,,,,,
262144,120.0,23.812318801879883,,,,,,,,,,,,,,,
263168,120.0,21.117412567138672,0.0003,54.57244110107422,-5.563301423192025,0.3,-0.04262687790978816,0.045967277,0.2443359375,0.0,1280,57.68767146915197,,,,,
264192,120.0,19.392837524414062,,,,,,,,,,,,,,,
265216,120.0,24.08659553527832,0.0003,64.97506713867188,-5.5556887775659565,0.3,-0.04427247662533773,0.041183546,0.24765625,0.0,1290,61.02375074625015,,,,,
266240,120.0,22.30437660217285,,,,,,,,,,,,,,,
266240,,,,,,,,,,,,,120.0,738,130,360,22.171707510000005
267264,120.0,21.213939666748047,0.0003,40.742820739746094,-5.540179542452097,0.3,-0.03687223064989666,0.040951103,0.2677734375,0.0,1300,55.326995795965196,,,,,
268288,120.0,21.328689575195312,,,,,,,,,,,,,,,
269312,120.0,23.148820877075195,0.0003,27.50629997253418,-5.577674345672131,0.3,-0.04322374926123303,0.045226805,0.2439453125,5.960464477539063e-08,1310,52.43680356442928,,,,,
270336,120.0,19.238569259643555,,,,,,,,,,,,,,,
271360,120.0,23.066661834716797,0.0003,39.6174430847168,-5.576719827950001,0.3,-0.04415318782066606,0.047002986,0.26083984375,0.0,1320,58.34129584729671,,,,,
272384,120.0,22.14457893371582,,,,,,,,,,,,,,,
273408,120.0,21.751651763916016,0.0003,98.23583984375,-5.57438914552331,0.3,-0.03889926673073205,0.044433344,0.252978515625,0.0,1330,56.09048966765404,,,,,
274432,120.0,23.509153366088867,,,,,,,,,,,,,,,
275456,120.0,22.64373779296875,0.0003,61.785308837890625,-5.541441003233194,0.3,-0.047269414258335016,0.05035959,0.31376953125,0.0,1340,58.54433446824551,,,,,
276480,120.0,20.098552703857422,,,,,,,,,,,,,,,
277504,120.0,24.554046630859375,0.0003,56.40802001953125,-5.5453005760908125,0.3,-0.04662498542675166,0.040387582,0.247509765625,-1.1920928955078125e-07,1350,55.04337488561869,,,,,
278528,120.0,22.813772201538086,,,,,,,,,,,,,,,
279552,120.0,22.33509635925293,0.0003,53.555419921875,-5.49648057371378,0.3,-0.04693335026749992,0.042367652,0.270458984375,0.0,1360,59.10538686364889,,,,,
280576,120.0,23.544099807739258,,,,,,,,,,,,,,,
281600,120.0,24.243566513061523,0.0003,38.318565368652344,-5.472323781251907,0.3,-0.0513976833972265,0.05139405,0.31494140625,0.0,1370,49.298758526146415,,,,,
282624,120.0,26.64767074584961,,,,,,,,,,,,,,,
283648,120.0,24.78255844116211,0.0003,37.10529327392578,-5.464145599305629,0.3,-0.04701106347874884,0.044508696,0.262890625,0.0,1380,57.97766833007336,,,,,
284672,120.0,23.687788009643555,,,,,,,,,,,,,,,
285696,120.0,23.258983612060547,0.0003,64.23719024658203,-5.46049489825964,0.3,-0.050010194230708294,0.04575921,0.270068359375,-1.1920928955078125e-07,1390,58.58457078635693,,,,,
286720,120.0,24.132423400878906,,,,,,,,,,,,,,,
286720,,,,,,,,,,,,,120.0,794,140,360,23.21544592
287744,120.0,22.199459075927734,0.0003,57.83307647705078,-5.4509626515209675,0.3,-0.0434789978149638,0.040394798,0.271923828125,5.960464477539063e-08,1400,56.1203234359622,,,,,
288768,120.0,23.053115844726562,,,,,,,,,,,,,,,
289792,120.0,22.24716567993164,0.0003,66.69752502441406,-5.473682376742363,0.3,-0.04120689054398099,0.04218536,0.254638671875,-2.384185791015625e-07,1410,67.5583350867033,,,,,
290816,120.0,22.747398376464844,,,,,,,,,,,,,,,
291840,120.0,25.86116600036621,0.0003,31.8647518157959,-5.473382763564587,0.3,-0.03822225393232657,0.0446491,0.236328125,0.0,1420,57.87671138644218,,,,,
292864,120.0,24.520666122436523,,,,,,,,,,,,,,,
293888,120.0,25.194416046142578,0.0003,50.132938385009766,-5.516502751410007,0.3,-0.04278496144906967,0.042683925,0.251123046875,0.0,1430,60.64073625802994,,,,,
294912,120.0,22.651004791259766,,,,,,,,,,,,,,,
295936,120.0,24.439632415771484,0.0003,79.5321044921875,-5.500252564996481,0.3,-0.04192300806462299,0.044324532,0.259619140625,0.0,1440,59.11073095798493,,,,,
296960,120.0,23.58983612060547,,,,,,,,,,,,,,,
297984,120.0,23.84832000732422,0.0003,69.2421875,-5.523319914937019,0.3,-0.041391715703502995,0.04295034,0.240087890625,0.0,1450,62.82649828791618,,,,,
299008,120.0,23.629613876342773,,,,,,,,,,,,,,,
300032,120.0,24.102750778198242,0.0003,64.1783676147461,-5.518965011835098,0.3,-0.04109356336339261,0.04565499,0.240478515625,0.0,1460,57.60123499929905,,,,,
301056,120.0,21.211685180664062,,,,,,,,,,,,,,,
302080,120.0,24.343788146972656,0.0003,68.0623550415039,-5.518068104982376,0.3,-0.04731969899439718,0.048600618,0.28779296875,0.0,1470,61.01462182700634,,,,,
303104,120.0,23.01020622253418,,,,,,,,,,,,,,,
304128,120.0,21.934505462646484,0.0003,73.7237319946289,-5.527909080684185,0.3,-0.04334237666917033,0.042207383,0.2439453125,0.0,1480,56.41986268162727,,,,,
305152,120.0,18.95567512512207,,,,,,,,,,,,,,,
306176,120.0,25.831127166748047,0.0003,57.55739974975586,-5.496647018939257,0.3,-0.044170664656849115,0.042261593,0.2583984375,0.0,1490,53.20345561057329,,,,,
307200,120.0,21.706390380859375,,,,,,,,,,,,,,,
307200,,,,,,,,,,,,,120.0,850,150,361,23.391684969999996
308224,120.0,26.375343322753906,0.0003,25.597293853759766,-5.486509186029434,0.3,-0.045964458522212225,0.049057774,0.2955078125,0.0,1500,45.622737164795396,,,,,
309248,120.0,25.940319061279297,,,,,,,,,,,,,,,
310272,120.0,26.04547691345215,0.0003,43.587554931640625,-5.475604416429997,0.3,-0.0473677514026349,0.05009091,0.3091796875,0.0,1510,55.364199578762054,,,,,
311296,120.0,24.92205047607422,,,,,,,,,,,,,,,
312320,120.0,24.674297332763672,0.0003,50.02851104736328,-5.456615743786097,0.3,-0.04341759222152177,0.045225695,0.278955078125,0.0,1520,50.635911563038825,,,,,
313344,120.0,20.31773567199707,,,,,,,,,,,,,,,
314368,120.0,24.862640380859375,0.0003,74.0328598022461,-5.514278759807349,0.3,-0.03907213010534179,0.040970266,0.234814453125,5.960464477539063e-08,1530,59.72418587207794,,,,,
315392,120.0,23.134347915649414,,,,,,,,,,,,,,,
316416,120.0,23.458782196044922,0.0003,29.818113327026367,-5.535430648922921,0.3,-0.041984043850243326,0.046882175,0.26806640625,0.0,1540,51.60219459831715,,,,,
317440,120.0,21.717187881469727,,,,,,,,,,,,,,,
318464,120.0,23.540908813476562,0.0003,32.918724060058594,-5.521743109822273,0.3,-0.049791415695654,0.04622974,0.28232421875,0.0,1550,50.516584573686124,,,,,
319488,120.0,22.249879837036133,,,,,,,,,,,,,,,
320512,120.0,21.08443260192871,0.0003,39.86931610107422,-5.541810461878777,0.3,-0.04173860118171433,0.04727889,0.242822265625,5.960464477539063e-08,1560,56.887060429155824,,,,,
321536,120.0,20.91741180419922,,,,,,,,,,,,,,,
322560,120.0,21.335594177246094,0.0003,35.710079193115234,-5.564722899347544,0.3,-0.042467283875157594,0.044211697,0.249462890625,-1.1920928955078125e-07,1570,58.57452166080475,,,,,
323584,120.0,19.8467960357666,,,,,,,,,,,,,,,
324608,120.0,22.81593132019043,0.0003,37.377113342285156,-5.552717684954405,0.3,-0.04317685143032577,0.04396253,0.24052734375,-1.1920928955078125e-07,1580,63.72812750339508,,,,,
325632,120.0,25.31916618347168,,,,,,,,,,,,,,,
326656,120.0,22.12160873413086,0.0003,73.82954406738281,-5.565300317853689,0.3,-0.04065604504794464,0.043370463,0.25478515625,0.0,1590,64.56424189209937,,,,,
327680,120.0,21.588214874267578,,,,,,,,,,,,,,,
327680,,,,,,,,,,,,,120.0,907,160,361,23.007658499999998
328704,120.0,21.84867286682129,0.0003,58.76287841796875,-5.568107787519693,0.3,-0.04095271110218164,0.04605136,0.25029296875,0.0,1600,58.175005404651166,,,,,
329728,120.0,20.70520782470703,,,,,,,,,,,,,,,
330752,120.0,23.32992172241211,0.0003,87.2938003540039,-5.5588139817118645,0.3,-0.0467283201214741,0.046521187,0.25625,0.0,1610,62.759888991713524,,,,,
331776,120.0,21.938556671142578,,,,,,,,,,,,,,,
332800,120.0,23.53759002685547,0.0003,81.67632293701172,-5.535342689603567,0.3,-0.046607521772239126,0.047350302,0.248486328125,0.0,1620,58.81341350972652,,,,,
333824,120.0,20.5422420501709,,,,,,,,,,,,,,,
334848,120.0,24.034069061279297,0.0003,71.70071411132812,-5.519316262006759,0.3,-0.046171867439989,0.046026893,0.28125,0.0,1630,60.384816378355026,,,,,
335872,120.0,22.946256637573242,,,,,,,,,,,,,,,
336896,120.0,23.234954833984375,0.0003,48.372314453125,-5.499789076298475,0.3,-0.04202850569417933,0.04425291,0.26533203125,0.0,1640,55.04110864549875,,,,,
337920,120.0,23.570388793945312,,,,,,,,,,,,,,,
338944,120.0,24.629287719726562,0.0003,61.71453094482422,-5.515979528427124,0.3,-0.044302986784896345,0.04198957,0.2423828125,-1.1920928955078125e-07,1650,56.55977525562048,,,,,
339968,120.0,22.509891510009766,,,,,,,,,,,,,,,
340992,120.0,22.986156463623047,0.0003,43.67148971557617,-5.506415428966283,0.3,-0.04785076924381428,0.044776436,0.267724609375,-1.1920928955078125e-07,1660,69.31724506020547,,,,,
342016,120.0,20.876277923583984,,,,,,,,,,,,,,,
343040,120.0,25.038822174072266,0.0003,36.108848571777344,-5.488775708526373,0.3,-0.04305464941062383,0.042291798,0.25107421875,0.0,1670,55.782248882949354,,,,,
344064,120.0,25.256973266601562,,,,,,,,,,,,,,,
345088,120.0,23.464969635009766,0.0003,45.31529998779297,-5.48301907852292,0.3,-0.041306842075573516,0.04497202,0.25712890625,0.0,1680,57.92941773831844,,,,,
346112,120.0,23.404165267944336,,,,,,,,,,,,,,,
347136,120.0,24.77566909790039,0.0003,25.03681182861328,-5.464506320655346,0.3,-0.04993151530743489,0.052995984,0.28701171875,0.0,1690,64.33471785783767,,,,,
348160,120.0,25.185026168823242,,,,,,,,,,,,,,,
348160,,,,,,,,,,,,,120.0,963,170,361,23.222021699999996
349184,120.0,23.696712493896484,0.0003,35.37336349487305,-5.478129072487354,0.3,-0.04011955258947637,0.042103812,0.238134765625,0.0,1700,64.62516549825668,,,,,
350208,120.0,23.353456497192383,,,,,,,,,,,,,,,
351232,120.0,22.594758987426758,0.0003,83.01153564453125,-5.498445132374764,0.3,-0.037937824560503944,0.045691375,0.262744140625,0.0,1710,57.6789590254426,,,,,
352256,120.0,22.73116111755371,,,,,,,,,,,,,,,
353280,120.0,24.61673355102539,0.0003,58.23074722290039,-5.506723820418119,0.3,-0.04944231672634487,0.046430577,0.30009765625,0.0,1720,56.97778386175632,,,,,
354304,120.0,23.72960090637207,,,,,,,,,,,,,,,
355328,120.0,21.841846466064453,0.0003,93.50323486328125,-5.502728376537561,0.3,-0.044653593278781045,0.047415204,0.254296875,0.0,1730,63.84635869264603,,,,,
356352,120.0,22.998336791992188,,,,,,,,,,,,,,,
357376,120.0,23.864898681640625,0.0003,72.09115600585938,-5.515027188509703,0.3,-0.046092142849738595,0.046010897,0.268798828125,1.1920928955078125e-07,1740,66.33499430716037,,,,,
358400,120.0,24.391407012939453,,,,,,,,,,,,,,,
359424,120.0,23.967548370361328,0.0003,39.180912017822266,-5.503597743064165,0.3,-0.04484664741321467,0.050643772,0.2818359375,0.0,1750,55.341425108909604,,,,,
360448,120.0,25.987646102905273,,,,,,,,,,,,,,,
361472,120.0,21.712493896484375,0.0003,72.81333923339844,-5.52362530529499,0.3,-0.04254069872004038,0.046583213,0.27392578125,-1.1920928955078125e-07,1760,59.6406176045537,,,,,
362496,120.0,22.63805389404297,,,,,,,,,,,,,,,
363520,120.0,22.966495513916016,0.0003,29.735916137695312,-5.535688646137714,0.3,-0.04187183649992221,0.04769975,0.273046875,5.960464477539063e-08,1770,60.051072208583356,,,,,
364544,120.0,23.500282287597656,,,,,,,,,,,,,,,
365568,120.0,23.773143768310547,0.0003,90.23831939697266,-5.509898709505796,0.3,-0.04225488593547198,0.046834514,0.232568359375,0.0,1780,62.15659700632095,,,,,
366592,120.0,24.01064682006836,,,,,,,,,,,,,,,
367616,120.0,22.07372283935547,0.0003,66.04609680175781,-5.452460358291864,0.3,-0.040544637149287154,0.042690545,0.258056640625,5.960464477539063e-08,1790,57.73572724610567,,,,,
368640,120.0,24.637832641601562,,,,,,,,,,,,,,,
368640,,,,,,,,,,,,,120.0,1020,180,361,23.891051710000003
369664,120.0,23.255632400512695,0.0003,34.71892166137695,-5.488047625124454,0.3,-0.032932986238301966,0.042962983,0.238427734375,-1.1920928955078125e-07,1800,54.14624781608582,,,,,
370688,120.0,21.016504287719727,,,,,,,,,,,,,,,
371712,120.0,22.885154724121094,0.0003,53.46443176269531,-5.4852593772113325,0.3,-0.0412875990390603,0.042739216,0.216162109375,0.0,1810,63.66421328783035,,,,,
372736,120.0,20.372777938842773,,,,,,,,,,,,,,,
373760,120.0,24.057628631591797,0.0003,93.4647445678711,-5.458005700260401,0.3,-0.049670859437173934,0.047178585,0.31259765625,0.0,1820,54.535825823247436,,,,,
374784,120.0,23.764680862426758,,,,,,,,,,,,,,,
375808,120.0,23.314756393432617,0.0003,83.0057601928711,-5.468410491198301,0.3,-0.0414976621454116,0.044526316,0.30048828125,1.1920928955078125e-07,1830,55.22592597752809,,,,,
376832,120.0,24.756351470947266,,,,,,,,,,,,,,,
377856,120.0,23.563587188720703,0.0003,31.55705451965332,-5.503053623437881,0.3,-0.044026502157794314,0.04656128,0.291796875,0.0,1840,52.20339943319559,,,,,
378880,120.0,21.622360229492188,,,,,,,,,,,,,,,
379904,120.0,23.29500961303711,0.0003,28.88791847229004,-5.511289142072201,0.3,-0.039867060202959693,0.043415256,0.236572265625,0.0,1850,54.50279796719551,,,,,
380928,120.0,22.628456115722656,,,,,,,,,,,,,,,
381952,120.0,23.335309982299805,0.0003,86.45841217041016,-5.439549648016691,0.3,-0.05399940309216618,0.04400274,0.277978515625,0.0,1860,58.68439293652773,,,,,
382976,120.0,24.57798194885254,,,,,,,,,,,,,,,
384000,120.0,24.72559356689453,0.0003,59.0359001159668,-5.44842376857996,0.3,-0.04331662689401128,0.043804616,0.276806640625,0.0,1870,52.446578635275365,,,,,
385024,120.0,23.604019165039062,,,,,,,,,,,,,,,
386048,120.0,26.566082000732422,0.0003,100.71697998046875,-5.45704188644886,0.3,-0.03710349386528833,0.0462785,0.255126953125,0.0,1880,52.255887961387636,,,,,
387072,120.0,23.377410888671875,,,,,,,,,,,,,,,
388096,120.0,23.724361419677734,0.0003,30.73125648498535,-5.447032061964274,0.3,-0.04583269489958184,0.04836417,0.286767578125,5.960464477539063e-08,1890,49.672612878680226,,,,,
389120,120.0,23.412139892578125,,,,,,,,,,,,,,,
389120,,,,,,,,,,,,,120.0,1076,190,361,24.461758179999997
390144,120.0,21.279483795166016,0.0003,25.83057975769043,-5.46520763784647,0.3,-0.0436471677145164,0.048278276,0.2408203125,1.1920928955078125e-07,1900,52.32962439209223,,,,,
391168,120.0,22.74488067626953,,,,,,,,,,,,,,,
392192,120.0,21.414857864379883,0.0003,48.87082290649414,-5.510686505585909,0.3,-0.04250082872677012,0.045259055,0.277294921875,0.0,1910,48.96818112432957,,,,,
393216,120.0,23.951234817504883,,,,,,,,,,,,,,,
394240,120.0,22.53641700744629,0.0003,96.83181762695312,-5.490617450326681,0.3,-0.043784766504177244,0.049895506,0.306787109375,5.960464477539063e-08,1920,54.88645492792129,,,,,
395264,120.0,24.927661895751953,,,,,,,,,,,,,,,
396288,120.0,22.015888214111328,0.0003,93.53421020507812,-5.484626186639071,0.3,-0.0400866245799989,0.046046294,0.267724609375,-1.1920928955078125e-07,1930,72.93188861012459,,,,,
397312,120.0,24.437231063842773,,,,,,,,,,,,,,,
398336,120.0,22.16846466064453,0.0003,19.64512062072754,-5.50479269400239,0.3,-0.03681555859802756,0.041966166,0.25361328125,0.0,1940,55.0640886336565,,,,,
399360,120.0,25.75122833251953,,,,,,,,,,,,,,,
400384,120.0,22.643756866455078,0.0003,61.317081451416016,-5.483490008115768,0.3,-0.0477416460722452,0.044295326,0.27998046875,0.0,1950,56.59349821954966,,,,,
401408,120.0,19.421142578125,,,,,,,,,,,,,,,
402432,120.0,22.76091957092285,0.0003,41.45311737060547,-5.468396487087011,0.3,-0.04013758205110207,0.0460411,0.280224609375,0.0,1960,55.33326720148325,,,,,
403456,120.0,23.991592407226562,,,,,,,,,,,,,,,
404480,120.0,22.458227157592773,0.0003,30.52053451538086,-5.45621682703495,0.3,-0.04252251688631077,0.042244665,0.273828125,-1.1920928955078125e-07,1970,63.38966084122658,,,,,
405504,120.0,21.162172317504883,,,,,,,,,,,,,,,
406528,120.0,23.447757720947266,0.0003,73.74625396728516,-5.489229814708233,0.3,-0.03804069819889264,0.045280024,0.26455078125,0.0,1980,50.77604633718729,,,,,
407552,120.0,20.11280059814453,,,,,,,,,,,,,,,
408576,120.0,22.616498947143555,0.0003,56.537193298339844,-5.483867112547159,0.3,-0.04294630264485022,0.044830404,0.239453125,5.960464477539063e-08,1990,59.13872998058796,,,,,
409600,120.0,23.614704132080078,,,,,,,,,,,,,,,
409600,,,,,,,,,,,,,120.0,1132,200,361,23.002638580000003
410624,120.0,22.614452362060547,0.0003,93.81489562988281,-5.461444050818682,0.3,-0.035023090053437046,0.047907062,0.26083984375,0.0,2000,62.11945622265339,,,,,
411648,120.0,21.676189422607422,,,,,,,,,,,,,,,
412672,120.0,24.979835510253906,0.0003,83.5056381225586,-5.443174477666616,0.3,-0.04645317052709288,0.049748737,0.29853515625,0.0,2010,67.08711423873902,,,,,
413696,120.0,23.038911819458008,,,,,,,,,,,,,,,
414720,120.0,22.448942184448242,0.0003,71.43058776855469,-5.4837310165166855,0.3,-0.035576006027986294,0.04362344,0.236767578125,5.960464477539063e-08,2020,62.710682672262195,,,,,
415744,120.0,24.868986129760742,,,,,,,,,,,,,,,
416768,120.0,21.80677032470703,0.0003,61.75914001464844,-5.513964764773846,0.3,-0.04235865225782618,0.05039394,0.288330078125,0.0,2030,62.60025296211243,,,,,
417792,120.0,21.896377563476562,,,,,,,,,,,,,,,
418816,120.0,21.632495880126953,0.0003,24.73252296447754,-5.521585654467344,0.3,-0.03546725834166864,0.041101784,0.246142578125,5.960464477539063e-08,2040,51.94980241507292,,,,,
419840,120.0,24.076417922973633,,,,,,,,,,,,,,,
420864,120.0,23.60057830810547,0.0003,70.97434997558594,-5.504050158709288,0.3,-0.04317550417326856,0.043051507,0.27041015625,-1.1920928955078125e-07,2050,65.90848797559738,,,,,
421888,120.0,23.825641632080078,,,,,,,,,,,,,,,
422912,120.0,21.769058227539062,0.0003,81.0937271118164,-5.51954868286848,0.3,-0.047101227453094904,0.049373772,0.266796875,0.0,2060,56.91154322624207,,,,,
423936,120.0,23.09009552001953,,,,,,,,,,,,,,,
424960,120.0,22.185321807861328,0.0003,38.70774459838867,-5.538132144510746,0.3,-0.04528412443032721,0.05180508,0.29091796875,5.960464477539063e-08,2070,54.011013589799404,,,,,
425984,120.0,23.022624969482422,,,,,,,,,,,,,,,
427008,120.0,24.129730224609375,0.0003,32.09440612792969,-5.541434697061777,0.3,-0.04199872801364109,0.041940607,0.260498046875,1.1920928955078125e-07,2080,67.1436432570219,,,,,
428032,120.0,25.591733932495117,,,,,,,,,,,,,,,
429056,120.0,22.548742294311523,0.0003,54.31946563720703,-5.517023602128029,0.3,-0.04109997855921392,0.041986067,0.271484375,0.0,2090,48.767434725165366,,,,,
430080,120.0,22.877897262573242,,,,,,,,,,,,,,,
430080,,,,,,,,,,,,,120.0,1189,210,361,23.0462902
431104,120.0,24.365779876708984,0.0003,93.73612976074219,-5.528051996976137,0.3,-0.050482333407126136,0.047315724,0.287158203125,0.0,2100,64.66597365736962,,,,,
432128,120.0,22.401390075683594,,,,,,,,,,,,,,,
433152,120.0,22.054401397705078,0.0003,84.41046905517578,-5.521247555315495,0.3,-0.041543114012893054,0.04546594,0.248046875,0.0,2110,61.96994394659996,,,,,
434176,120.0,23.595327377319336,,,,,,,,,,,,,,,
435200,120.0,23.278518676757812,0.0003,80.03562927246094,-5.494294802844524,0.3,-0.04398904580011731,0.04648765,0.25234375,5.960464477539063e-08,2120,62.456491366028786,,,,,
436224,120.0,21.614519119262695,,,,,,,,,,,,,,,
437248,120.0,23.91794776916504,0.0003,88.08776092529297,-5.477737707644701,0.3,-0.04557197543326765,0.043661583,0.25556640625,-1.1920928955078125e-07,2130,58.64272037595511,,,,,
438272,120.0,21.638378143310547,,,,,,,,,,,,,,,
439296,120.0,23.282089233398438,0.0003,57.44380569458008,-5.464016597718,0.3,-0.04167232985855662,0.044748753,0.25712890625,5.960464477539063e-08,2140,49.31261305958033,,,,,
440320,120.0,23.566455841064453,,,,,,,,,,,,,,,
441344,120.0,20.663021087646484,0.0003,46.52193069458008,-5.466803923249245,0.3,-0.046239847817923875,0.04722401,0.2703125,0.0,2150,58.60319898873568,,,,,
442368,120.0,23.961029052734375,,,,,,,,,,,,,,,
443392,120.0,21.772499084472656,0.0003,24.268306732177734,-5.5055369809269905,0.3,-0.044553285021538616,0.05318,0.271875,0.0,2160,55.160308910906316,,,,,
444416,120.0,22.21261215209961,,,,,,,,,,,,,,,
445440,120.0,22.71038818359375,0.0003,46.299888610839844,-5.497039037942886,0.3,-0.04419330093369354,0.042486485,0.265234375,0.0,2170,60.356921428442,,,,,
446464,120.0,22.81882095336914,,,,,,,,,,,,,,,
447488,120.0,24.341564178466797,0.0003,27.12186622619629,-5.4937564097344875,0.3,-0.050028439860398066,0.04934469,0.3078125,0.0,2180,50.6262218028307,,,,,
448512,120.0,21.608016967773438,,,,,,,,,,,,,,,
449536,120.0,23.6668758392334,0.0003,76.15107727050781,-5.474520596861839,0.3,-0.035724360119274934,0.03970637,0.231103515625,0.0,2190,59.631670659780504,,,,,
450560,120.0,20.39025115966797,,,,,,,,,,,,,,,
450560,,,,,,,,,,,,,120.0,1245,220,361,23.418531869999992
451584,120.0,21.059288024902344,0.0003,63.62610626220703,-5.543087624758482,0.3,-0.042778452506900065,0.04724423,0.270849609375,1.1920928955078125e-07,2200,60.38418308794498,,,,,
452608,120.0,21.728805541992188,,,,,,,,,,,,,,,
453632,120.0,21.331470489501953,0.0003,106.18494415283203,-5.538532137870789,0.3,-0.03718768277176423,0.04272207,0.250341796875,-1.1920928955078125e-07,2210,58.432110148668286,,,,,
454656,120.0,25.77050018310547,,,,,,,,,,,,,,,
455680,120.0,21.747447967529297,0.0003,81.39088439941406,-5.518537527322769,0.3,-0.042271531419100936,0.043339677,0.244091796875,0.0,2220,57.4490898579359,,,,,
456704,120.0,24.855667114257812,,,,,,,,,,,,,,,
457728,120.0,24.014636993408203,0.0003,56.79693603515625,-5.513272217661142,0.3,-0.04443575609839172,0.048174232,0.252197265625,0.0,2230,67.80122545659542,,,,,
458752,120.0,23.163455963134766,,,,,,,,,,,,,,,
459776,120.0,22.78915023803711,0.0003,18.856853485107422,-5.5004583276808265,0.3,-0.04155352638626937,0.053199634,0.270361328125,-1.1920928955078125e-07,2240,59.3677372649312,,,,,
460800,120.0,20.147232055664062,,,,,,,,,,,,,,,
461824,120.0,23.90761947631836,0.0003,44.1389274597168,-5.511397351324558,0.3,-0.03884113489111769,0.04267063,0.268896484375,0.0,2250,60.59841278493404,,,,,
462848,120.0,23.68665313720703,,,,,,,,,,,,,,,
463872,120.0,24.1818790435791,0.0003,47.223350524902344,-5.497131410241127,0.3,-0.036580328024138,0.04497732,0.229443359375,0.0,2260,60.645667758584025,,,,,
464896,120.0,22.80402374267578,,,,,,,,,,,,,,,
