eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/learning_rate,train/loss,train/n_updates,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/entropy_loss,train/clip_fraction,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean
12.0,9.630138397216797,191488,0.0003,5.389981746673584,930,0.0,0.2,-0.011580306251562433,15.45305676162243,0.11274144,-2.2384958893060682,0.381103515625,,,,,
12.0,13.370561599731445,192512,,,,,,,,,,,,,,,
12.0,19.578821182250977,193536,0.0003,6.9710259437561035,940,1.1920928955078125e-07,0.2,-0.01169386539113475,16.531648245453834,0.11059938,-2.2496598444879057,0.366650390625,,,,,
12.0,12.58039665222168,194560,,,,,,,,,,,,,,,
12.0,21.623294830322266,195584,0.0003,5.591159820556641,950,0.0,0.2,-0.0194101782864891,13.270713678002357,0.10088645,-2.240379182994366,0.340869140625,,,,,
12.0,18.552749633789062,196608,,,,,,,,,,,,,,,
12.0,19.845651626586914,197632,0.0003,7.87033224105835,960,-1.1920928955078125e-07,0.2,-0.015103883983101696,14.420610295236111,0.09434973,-2.2557657323777676,0.324658203125,,,,,
12.0,20.988069534301758,198656,,,,,,,,,,,,,,,
12.0,21.611818313598633,199680,0.0003,6.965820789337158,970,0.0,0.2,-0.007526294168201275,13.669137021899223,0.07075362,-2.2726785980165003,0.330126953125,,,,,
12.0,21.80699920654297,200704,,,,,,,,,,,,,,,
12.0,22.244850158691406,201728,0.0003,4.932401657104492,980,0.0,0.2,-0.005802493660303299,11.223881617188454,0.06936194,-2.2883701257407667,0.39990234375,,,,,
12.0,23.643043518066406,202752,,,,,,,,,,,,,,,
12.0,21.731719970703125,203776,0.0003,4.967753887176514,990,0.0,0.2,-0.011607813849695958,12.975680167973042,0.0700905,-2.2889739640057085,0.36650390625,,,,,
12.0,21.668277740478516,204800,,,,,,,,,,,,,,,
,,204800,,,,,,,,,,,18.85575932,1087,188,100,12.0
12.0,8.14541244506836,205824,0.0003,6.062077045440674,1000,5.960464477539063e-08,0.2,-0.009358255301776808,14.228818300366402,0.07497796,-2.2855946399271487,0.29892578125,,,,,
12.0,10.067251205444336,206848,,,,,,,,,,,,,,,
12.0,20.030500411987305,207872,0.0003,8.152490615844727,1010,0.0,0.2,-0.008975405365345069,14.789255337417126,0.073349476,-2.259995798766613,0.2990234375,,,,,
12.0,20.310497283935547,208896,,,,,,,,,,,,,,,
