time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/clip_fraction,train/loss,train/explained_variance,train/n_updates,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps
50176,19.15781593322754,180.0,3e-05,21.517871529608964,-5.7046088322997095,-0.016344075760571286,0.0049619614,0.2,0.01513671875,19.953590393066406,0.0,240,,,,,
51200,19.648094177246094,180.0,,,,,,,,,,,,,,,
52224,18.353036880493164,180.0,3e-05,23.138296741992235,-5.697531239688397,-0.01744754623650806,0.005490122,0.2,0.01650390625,10.7949800491333,0.0,250,,,,,
53248,22.43067169189453,180.0,,,,,,,,,,,,,,,
54272,21.73293685913086,180.0,3e-05,21.549333602190018,-5.691793589293956,-0.017409750655497193,0.005501088,0.2,0.021826171875,12.983790397644043,-1.1920928955078125e-07,260,,,,,
55296,22.489992141723633,180.0,,,,,,,,,,,,,,,
56320,21.00189971923828,180.0,3e-05,20.174161057174206,-5.682748370617628,-0.016345992748392747,0.0052231196,0.2,0.01416015625,27.853788375854492,0.0,270,,,,,
57344,20.10150909423828,180.0,,,,,,,,,,,,,,,
58368,19.50287628173828,180.0,3e-05,19.431834193319084,-5.671947573870421,-0.018846810491231734,0.0062332205,0.2,0.02158203125,8.171379089355469,0.0,280,,,,,
59392,18.92591667175293,180.0,,,,,,,,,,,,,,,
60416,21.078229904174805,180.0,3e-05,19.95073022544384,-5.664686472713948,-0.018390745719807457,0.0054743793,0.2,0.0171875,26.329980850219727,-1.1920928955078125e-07,290,,,,,
61440,19.49445343017578,180.0,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,180.0,30,19.77986248,228,268
62464,17.69917106628418,180.0,3e-05,19.665105933696033,-5.656076412647963,-0.01879175120520813,0.005689946,0.2,0.020947265625,7.286399841308594,0.0,300,,,,,
