time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/clip_fraction,train/loss,train/explained_variance,train/n_updates,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps
63488,16.219097137451172,180.0,,,,,,,,,,,,,,,
64512,17.333820343017578,180.0,3e-05,20.134179002791644,-5.643430092185736,-0.01781754354306031,0.006204633,0.2,0.0158203125,17.29149055480957,0.0,310,,,,,
65536,22.303794860839844,180.0,,,,,,,,,,,,,,,
66560,17.97269630432129,180.0,3e-05,19.937600523233414,-5.630562855303287,-0.018264675885438918,0.006134194,0.2,0.016552734375,8.224024772644043,0.0,320,,,,,
67584,19.605915069580078,180.0,,,,,,,,,,,,,,,
68608,20.97650146484375,180.0,3e-05,21.730385704338552,-5.621328441053629,-0.01579333746994962,0.0050352863,0.2,0.016162109375,6.989907264709473,1.7881393432617188e-07,330,,,,,
69632,19.531246185302734,180.0,,,,,,,,,,,,,,,
70656,20.305831909179688,180.0,3e-05,19.3892107732594,-5.610672777146101,-0.018543720846355426,0.005258577,0.2,0.016796875,18.274553298950195,0.0,340,,,,,
71680,21.06928062438965,180.0,,,,,,,,,,,,,,,
72704,21.643840789794922,180.0,3e-05,21.17770472019911,-5.598754955083132,-0.02143352628190769,0.0069353958,0.2,0.02607421875,22.896709442138672,1.7881393432617188e-07,350,,,,,
73728,21.883583068847656,180.0,,,,,,,,,,,,,,,
74752,21.492408752441406,180.0,3e-05,21.26047512590885,-5.58827545940876,-0.018721910939711962,0.006212891,0.2,0.0234375,12.138603210449219,0.0,360,,,,,
75776,23.885967254638672,180.0,,,,,,,,,,,,,,,
76800,22.521934509277344,180.0,3e-05,22.94982635974884,-5.581952572613955,-0.02027377677804907,0.005902122,0.2,0.02705078125,12.99315357208252,0.0,370,,,,,
77824,20.2861328125,180.0,,,,,,,,,,,,,,,
78848,22.815601348876953,180.0,3e-05,20.290322929620743,-5.5700388044118885,-0.01641214656374359,0.0059562586,0.2,0.01484375,4.878103733062744,0.0,380,,,,,
79872,20.15566635131836,180.0,,,,,,,,,,,,,,,
80896,21.352970123291016,180.0,3e-05,22.233237056434156,-5.555274929106235,-0.020513181521528166,0.0065735867,0.2,0.023486328125,13.334095001220703,0.0,390,,,,,
81920,22.95102310180664,180.0,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,180.0,40,20.726060249999996,297,275
82944,26.0118465423584,180.0,3e-05,20.937028037756683,-5.536161778122187,-0.01732013834553072,0.0058084778,0.2,0.023046875,7.635458469390869,0.0,400,,,,,
83968,25.542802810668945,180.0,,,,,,,,,,,,,,,
84992,19.202335357666016,180.0,3e-05,21.300376841425894,-5.519296312332154,-0.019423575310065645,0.00658133,0.2,0.02451171875,7.689158916473389,0.0,410,,,,,
86016,23.63290023803711,180.0,,,,,,,,,,,,,,,
87040,20.804645538330078,180.0,3e-05,19.52291223183274,-5.510814134776592,-0.0198671831516549,0.0063484674,0.2,0.02265625,11.258949279785156,0.0,420,,,,,
88064,22.128774642944336,180.0,,,,,,,,,,,,,,,
89088,22.721954345703125,180.0,3e-05,20.685861784219743,-5.496100872755051,-0.019524210464442148,0.00627412,0.2,0.019482421875,15.5139799118042,0.0,430,,,,,
90112,25.367023468017578,180.0,,,,,,,,,,,,,,,
91136,17.70516014099121,180.0,3e-05,21.246011570841073,-5.474101751297712,-0.01740553861591252,0.0062875366,0.2,0.017919921875,12.153509140014648,0.0,440,,,,,
92160,24.83452033996582,180.0,,,,,,,,,,,,,,,
93184,25.554637908935547,180.0,3e-05,21.732003678381442,-5.454363773018121,-0.017446620708869886,0.0059604635,0.2,0.018408203125,9.900675773620605,5.960464477539063e-08,450,,,,,
94208,21.964506149291992,180.0,,,,,,,,,,,,,,,
95232,24.039941787719727,180.0,3e-05,23.284391622245312,-5.442933984845877,-0.016888783028844046,0.0054189893,0.2,0.012939453125,17.762405395507812,-1.1920928955078125e-07,460,,,,,
96256,24.628684997558594,180.0,,,,,,,,,,,,,,,
97280,27.431577682495117,180.0,3e-05,21.108713928610086,-5.437027626484633,-0.019287065042226458,0.006074566,0.2,0.0244140625,6.385907173156738,0.0,470,,,,,
98304,23.172204971313477,180.0,,,,,,,,,,,,,,,
99328,20.847881317138672,180.0,3e-05,24.363981518149377,-5.432073312997818,-0.01472377634854638,0.004897971,0.2,0.013427734375,27.988576889038086,5.960464477539063e-08,480,,,,,
100352,23.739931106567383,180.0,,,,,,,,,,,,,,,
101376,25.39382553100586,180.0,3e-05,21.631047504395248,-5.411396014690399,-0.01921497924158757,0.006947593,0.2,0.018994140625,18.32868766784668,0.0,490,,,,,
102400,25.178874969482422,180.0,,,,,,,,,,,,,,,
102400,,,,,,,,,,,,,180.0,50,23.229799370000002,370,276
103424,22.43465805053711,180.0,3e-05,23.54582224935293,-5.385400401055813,-0.01672988548070862,0.0054741637,0.2,0.015478515625,12.767109870910645,0.0,500,,,,,
104448,25.89166831970215,180.0,,,,,,,,,,,,,,,
105472,23.544906616210938,180.0,3e-05,24.117831967771053,-5.374826692789793,-0.017581352257548134,0.0057455227,0.2,0.016943359375,14.73931884765625,0.0,510,,,,,
106496,24.5975284576416,180.0,,,,,,,,,,,,,,,
107520,23.896982192993164,180.0,3e-05,23.544743604958057,-5.369002499431372,-0.016945380292236224,0.00558828,0.2,0.014990234375,33.17621612548828,5.960464477539063e-08,520,,,,,
108544,24.895723342895508,180.0,,,,,,,,,,,,,,,
109568,26.06545639038086,180.0,3e-05,23.92605650499463,-5.361549267172814,-0.016918361080024626,0.005868011,0.2,0.015283203125,14.496471405029297,1.7881393432617188e-07,530,,,,,
110592,24.40041732788086,180.0,,,,,,,,,,,,,,,
111616,22.691967010498047,180.0,3e-05,19.88914530351758,-5.352489936351776,-0.017632587617845273,0.0063463035,0.2,0.02451171875,15.870341300964355,0.0,540,,,,,
112640,24.724857330322266,180.0,,,,,,,,,,,,,,,
113664,24.577964782714844,180.0,3e-05,21.838796792924406,-5.350879339128733,-0.01786737952425028,0.0056334967,0.2,0.0197265625,18.14433479309082,0.0,550,,,,,
114688,22.948701858520508,180.0,,,,,,,,,,,,,,,
115712,23.359792709350586,180.0,3e-05,22.518819534033536,-5.340138903260231,-0.01568509249973431,0.00572069,0.2,0.014990234375,20.24809455871582,0.0,560,,,,,
116736,25.159381866455078,180.0,,,,,,,,,,,,,,,
117760,23.866958618164062,180.0,3e-05,21.3120995298028,-5.318129877746105,-0.016285716507263716,0.0056843227,0.2,0.020263671875,11.568211555480957,1.1920928955078125e-07,570,,,,,
118784,23.633220672607422,180.0,,,,,,,,,,,,,,,
119808,24.355695724487305,180.0,3e-05,20.661316516250373,-5.29592854231596,-0.01807600280189945,0.0061402107,0.2,0.023681640625,9.531905174255371,0.0,580,,,,,
120832,25.977828979492188,180.0,,,,,,,,,,,,,,,
121856,27.02031707763672,180.0,3e-05,24.14188385158777,-5.280031208693981,-0.019577378750545903,0.006847945,0.2,0.0296875,14.789152145385742,0.0,590,,,,,
122880,26.152542114257812,180.0,,,,,,,,,,,,,,,
122880,,,,,,,,,,,,,180.0,60,24.82766276,443,277
123904,24.58301544189453,180.0,3e-05,23.886819618195297,-5.27062755599618,-0.014310338205541484,0.0050401916,0.2,0.015380859375,13.426774024963379,0.0,600,,,,,
124928,25.397846221923828,180.0,,,,,,,,,,,,,,,
125952,27.030168533325195,180.0,3e-05,23.187011003494263,-5.256024222820997,-0.018091696241754107,0.0060553458,0.2,0.020068359375,7.820718765258789,0.0,610,,,,,
126976,25.92046356201172,180.0,,,,,,,,,,,,,,,
128000,27.360776901245117,180.0,3e-05,23.0190867587924,-5.239105316251516,-0.014273941646388266,0.0049859253,0.2,0.017041015625,9.281993865966797,0.0,620,,,,,
129024,25.80714225769043,180.0,,,,,,,,,,,,,,,
130048,27.97934341430664,180.0,3e-05,18.542890518158675,-5.226670777797699,-0.02012990556177101,0.0071704574,0.2,0.03291015625,8.778109550476074,0.0,630,,,,,
131072,26.689373016357422,180.0,,,,,,,,,,,,,,,
132096,28.165042877197266,180.0,3e-05,22.480134274810553,-5.216698254644871,-0.014812315786184627,0.0053000576,0.2,0.009521484375,13.6006498336792,0.0,640,,,,,
133120,25.703231811523438,180.0,,,,,,,,,,,,,,,
134144,28.919551849365234,180.0,3e-05,24.04284054413438,-5.202966313809156,-0.020677866295591228,0.0066081434,0.2,0.0333984375,23.73393440246582,1.7881393432617188e-07,650,,,,,
135168,25.691465377807617,180.0,,,,,,,,,,,,,,,
136192,27.592254638671875,180.0,3e-05,23.83432405292988,-5.194713500887156,-0.017473104126474938,0.006389723,0.2,0.014892578125,14.235718727111816,0.0,660,,,,,
137216,27.33004379272461,180.0,,,,,,,,,,,,,,,
138240,26.694625854492188,180.0,3e-05,23.573924691975115,-5.18778780773282,-0.016010318469488992,0.0057649957,0.2,0.017626953125,17.02337646484375,0.0,670,,,,,
139264,25.692752838134766,180.0,,,,,,,,,,,,,,,
140288,26.98238754272461,180.0,3e-05,20.97643948048353,-5.176376204192638,-0.017957727876637363,0.006484182,0.2,0.023193359375,9.956104278564453,0.0,680,,,,,
141312,29.726449966430664,180.0,,,,,,,,,,,,,,,
142336,26.81190299987793,180.0,3e-05,22.751470239460467,-5.15383950099349,-0.01597917629624135,0.0063846726,0.2,0.02021484375,18.588272094726562,0.0,690,,,,,
143360,28.489330291748047,180.0,,,,,,,,,,,,,,,
143360,,,,,,,,,,,,,180.0,70,26.655387880000003,517,276
144384,27.78643798828125,180.0,3e-05,24.36270541548729,-5.130643450468779,-0.01615029376835082,0.004896257,0.2,0.02275390625,13.088318824768066,0.0,700,,,,,
145408,27.62964630126953,180.0,,,,,,,,,,,,,,,
146432,28.69932746887207,180.0,3e-05,23.795319209992886,-5.098956371098756,-0.017249368090415374,0.006687081,0.2,0.02822265625,27.51141929626465,0.0,710,,,,,
147456,31.06376075744629,180.0,,,,,,,,,,,,,,,
148480,30.71377182006836,180.0,3e-05,25.009138275682925,-5.077575577050448,-0.013109841350524221,0.005305878,0.2,0.009912109375,13.1256742477417,5.960464477539063e-08,720,,,,,
149504,27.757001876831055,180.0,,,,,,,,,,,,,,,
150528,28.279064178466797,180.0,3e-05,23.410395050793888,-5.0512916840612885,-0.0164641961309826,0.0064978893,0.2,0.016748046875,9.793863296508789,0.0,730,,,,,
151552,31.515748977661133,180.0,,,,,,,,,,,,,,,
152576,25.787370681762695,180.0,3e-05,22.857682859897615,-5.048343684524298,-0.017687494575875463,0.0072411606,0.2,0.01904296875,17.3765811920166,0.0,740,,,,,
153600,28.9169979095459,180.0,,,,,,,,,,,,,,,
154624,28.40118408203125,180.0,3e-05,24.08717208430171,-5.039557440578937,-0.016907408846600448,0.0060570687,0.2,0.015625,20.216384887695312,0.0,750,,,,,
155648,28.756683349609375,180.0,,,,,,,,,,,,,,,
156672,28.973716735839844,180.0,3e-05,21.07669872418046,-5.016489283740521,-0.01634951629821444,0.005792233,0.2,0.025048828125,16.448205947875977,0.0,760,,,,,
157696,30.79647445678711,180.0,,,,,,,,,,,,,,,
158720,29.508543014526367,180.0,3e-05,23.344958736002447,-4.997055808454752,-0.014335659316566307,0.005137685,0.2,0.016162109375,22.33995246887207,0.0,770,,,,,
159744,28.277677536010742,180.0,,,,,,,,,,,,,,,
160768,26.799877166748047,180.0,3e-05,22.933110032975673,-4.980283062905073,-0.01207807893079007,0.0046499223,0.2,0.014111328125,16.488380432128906,0.0,780,,,,,
161792,32.4686279296875,180.0,,,,,,,,,,,,,,,
162816,30.18212890625,180.0,3e-05,22.726914689689874,-4.96521746814251,-0.013206283549516229,0.005573928,0.2,0.012060546875,17.920812606811523,0.0,790,,,,,
163840,29.614673614501953,180.0,,,,,,,,,,,,,,,
163840,,,,,,,,,,,,,180.0,80,29.964298160000002,593,276
164864,32.9239501953125,180.0,3e-05,25.030004553496838,-4.946000289171934,-0.014471490339929005,0.0058991923,0.2,0.012548828125,15.396783828735352,0.0,800,,,,,
165888,31.046756744384766,180.0,,,,,,,,,,,,,,,
166912,27.257320404052734,180.0,3e-05,26.09609082043171,-4.937348648905754,-0.014848596806405111,0.00480677,0.2,0.017626953125,19.581281661987305,0.0,810,,,,,
167936,28.900434494018555,180.0,,,,,,,,,,,,,,,
168960,29.878780364990234,180.0,3e-05,23.72373382821679,-4.9414962261915205,-0.015606995396956336,0.00642202,0.2,0.017138671875,16.863040924072266,-1.1920928955078125e-07,820,,,,,
169984,33.575687408447266,180.0,,,,,,,,,,,,,,,
171008,28.073165893554688,180.0,3e-05,27.02101600021124,-4.937866074591875,-0.014340662938047899,0.005257335,0.2,0.011572265625,16.343772888183594,0.0,830,,,,,
172032,29.869253158569336,180.0,,,,,,,,,,,,,,,
173056,33.30032730102539,180.0,3e-05,25.733448339998723,-4.930830142647028,-0.012218187046528328,0.004491121,0.2,0.008349609375,24.13380241394043,-1.1920928955078125e-07,840,,,,,
174080,30.736780166625977,180.0,,,,,,,,,,,,,,,
175104,31.98236656188965,180.0,3e-05,25.15870555192232,-4.91998338624835,-0.016196189710171893,0.0064386385,0.2,0.019970703125,25.957887649536133,5.960464477539063e-08,850,,,,,
176128,30.8179874420166,180.0,,,,,,,,,,,,,,,
177152,28.92544174194336,180.0,3e-05,21.620364867150784,-4.8980285540223125,-0.015776425220246894,0.006583805,0.2,0.017724609375,9.816104888916016,0.0,860,,,,,
178176,34.573368072509766,180.0,,,,,,,,,,,,,,,
179200,31.995939254760742,180.0,3e-05,21.201680785417558,-4.879125046730041,-0.01587800743873231,0.006280994,0.2,0.018798828125,5.59877872467041,1.1920928955078125e-07,870,,,,,
180224,31.65679168701172,180.0,,,,,,,,,,,,,,,
181248,30.856365203857422,180.0,3e-05,25.084419877827166,-4.86885379627347,-0.013966943252307828,0.004818549,0.2,0.01455078125,10.046871185302734,0.0,880,,,,,
182272,31.81696128845215,180.0,,,,,,,,,,,,,,,
183296,30.575458526611328,180.0,3e-05,23.648398412019013,-4.848411297053099,-0.014554695837432519,0.0059327185,0.2,0.0126953125,10.314571380615234,-1.1920928955078125e-07,890,,,,,
184320,30.308467864990234,180.0,,,,,,,,,,,,,,,
184320,,,,,,,,,,,,,180.0,90,30.92019923,669,275
185344,30.134777069091797,180.0,3e-05,21.78474553078413,-4.819688099622726,-0.018180020007275744,0.007138754,0.2,0.02958984375,10.055669784545898,0.0,900,,,,,
186368,32.1052360534668,180.0,,,,,,,,,,,,,,,
187392,33.070899963378906,180.0,3e-05,26.769921046495437,-4.800384756177664,-0.013827025188220432,0.0062050372,0.2,0.01513671875,17.520017623901367,0.0,910,,,,,
188416,33.28314208984375,180.0,,,,,,,,,,,,,,,
189440,35.41168975830078,180.0,3e-05,24.815498182177542,-4.782691100239754,-0.015409750194521621,0.0068033356,0.2,0.019140625,18.255638122558594,0.0,920,,,,,
190464,33.92716979980469,180.0,,,,,,,,,,,,,,,
191488,29.95817756652832,180.0,3e-05,26.121808604896067,-4.763447667658329,-0.013577353184882669,0.0048473943,0.2,0.009912109375,12.41579532623291,0.0,930,,,,,
192512,26.96808624267578,180.0,,,,,,,,,,,,,,,
193536,33.329856872558594,180.0,3e-05,24.13025832772255,-4.755063064396381,-0.015062607624349767,0.0064936746,0.2,0.018115234375,13.730803489685059,0.0,940,,,,,
194560,36.154258728027344,180.0,,,,,,,,,,,,,,,
195584,32.59162139892578,180.0,3e-05,24.87224898636341,-4.740434066206217,-0.013539430728269509,0.005701296,0.2,0.008935546875,9.839597702026367,0.0,950,,,,,
196608,33.76203155517578,180.0,,,,,,,,,,,,,,,
197632,31.595306396484375,180.0,3e-05,22.90267934575677,-4.72580204308033,-0.016958117684407626,0.0070638526,0.2,0.025048828125,9.51720142364502,0.0,960,,,,,
198656,37.23789978027344,180.0,,,,,,,,,,,,,,,
199680,31.828575134277344,180.0,3e-05,26.363634780049324,-4.719454446434975,-0.015564747977623482,0.006061335,0.2,0.0208984375,16.758588790893555,0.0,970,,,,,
200704,33.00936508178711,180.0,,,,,,,,,,,,,,,
201728,31.560514450073242,180.0,3e-05,24.34943002462387,-4.71878662109375,-0.014397472741256934,0.005657968,0.2,0.02548828125,17.222003936767578,-1.1920928955078125e-07,980,,,,,
202752,33.44931411743164,180.0,,,,,,,,,,,,,,,
203776,34.192626953125,180.0,3e-05,25.973092010617258,-4.722575051337481,-0.01240935806381458,0.0043870294,0.2,0.01279296875,16.288911819458008,0.0,990,,,,,
204800,36.65497970581055,180.0,,,,,,,,,,,,,,,
204800,,,,,,,,,,,,,180.0,100,33.0976833,744,275
205824,35.938453674316406,180.0,3e-05,22.87451314628124,-4.705921036750079,-0.015618027228993015,0.005951013,0.2,0.014501953125,20.12648582458496,0.0,1000,,,,,
206848,36.212738037109375,180.0,,,,,,,,,,,,,,,
207872,33.35963439941406,180.0,3e-05,23.346542452275752,-4.687236166000366,-0.013930510379577755,0.005617547,0.2,0.018310546875,13.03285026550293,0.0,1010,,,,,
208896,38.013587951660156,180.0,,,,,,,,,,,,,,,
209920,34.689674377441406,180.0,3e-05,24.997974446415903,-4.682339848577977,-0.014734334367676637,0.005947969,0.2,0.02939453125,20.807294845581055,0.0,1020,,,,,
210944,37.63336944580078,180.0,,,,,,,,,,,,,,,
211968,32.7246208190918,180.0,3e-05,23.12473426759243,-4.673026764392853,-0.013103523301833776,0.0056065563,0.2,0.012060546875,17.044944763183594,0.0,1030,,,,,
212992,34.874698638916016,180.0,,,,,,,,,,,,,,,
214016,34.631649017333984,180.0,3e-05,27.417614099383353,-4.673745997995138,-0.012035074852246908,0.004385093,0.2,0.0126953125,19.1591854095459,0.0,1040,,,,,
215040,37.683738708496094,180.0,,,,,,,,,,,,,,,
216064,34.73942184448242,180.0,3e-05,27.049983870983123,-4.676642133295536,-0.012837329580906953,0.0049027875,0.2,0.01162109375,16.734500885009766,0.0,1050,,,,,
217088,37.519287109375,180.0,,,,,,,,,,,,,,,
218112,34.59403991699219,180.0,3e-05,25.785804222524167,-4.6657821960747246,-0.01322784432759363,0.005749337,0.2,0.014990234375,24.73472785949707,0.0,1060,,,,,
219136,35.60734176635742,180.0,,,,,,,,,,,,,,,
220160,36.55771255493164,180.0,3e-05,25.169100749492646,-4.648066282272339,-0.011860645974593353,0.004452278,0.2,0.009423828125,18.235519409179688,5.960464477539063e-08,1070,,,,,
221184,37.80653762817383,180.0,,,,,,,,,,,,,,,
222208,32.82633590698242,180.0,3e-05,24.95683405250311,-4.6309310354292395,-0.011890057468917803,0.0049442938,0.2,0.01103515625,19.002168655395508,0.0,1080,,,,,
223232,35.90017318725586,180.0,,,,,,,,,,,,,,,
224256,40.322418212890625,180.0,3e-05,22.95729412585497,-4.622184953093528,-0.01233509406010853,0.00519516,0.2,0.012841796875,16.898944854736328,0.0,1090,,,,,
225280,38.035980224609375,180.0,,,,,,,,,,,,,,,
225280,,,,,,,,,,,,,180.0,110,35.58555601,822,273
226304,36.2623176574707,180.0,3e-05,27.22246498093009,-4.610542090982198,-0.014445895335666138,0.005429264,0.2,0.017041015625,15.815488815307617,0.0,1100,,,,,
227328,34.330108642578125,180.0,,,,,,,,,,,,,,,
228352,40.2242546081543,180.0,3e-05,25.407189996540545,-4.596988835930825,-0.013475205467329943,0.005191126,0.2,0.01015625,24.621002197265625,0.0,1110,,,,,
229376,34.14107131958008,180.0,,,,,,,,,,,,,,,
230400,40.121742248535156,180.0,3e-05,28.62327086031437,-4.589402993768454,-0.013303502370399655,0.0057893926,0.2,0.027001953125,21.032833099365234,0.0,1120,,,,,
231424,36.38134765625,180.0,,,,,,,,,,,,,,,
232448,32.98322296142578,180.0,3e-05,26.305769285559656,-4.590216142684222,-0.013065757656295317,0.005624936,0.2,0.01767578125,16.500244140625,0.0,1130,,,,,
233472,41.35545349121094,180.0,,,,,,,,,,,,,,,
234496,37.688636779785156,180.0,3e-05,27.223940417170525,-4.566631631553173,-0.013192322684517421,0.0054561063,0.2,0.012939453125,16.225177764892578,0.0,1140,,,,,
235520,37.12492370605469,180.0,,,,,,,,,,,,,,,
236544,38.83489990234375,180.0,3e-05,28.760809554159643,-4.563588924705982,-0.01219945453631226,0.0053482587,0.2,0.011572265625,19.24039649963379,0.0,1150,,,,,
237568,37.82982635498047,180.0,,,,,,,,,,,,,,,
238592,38.49665069580078,180.0,3e-05,26.627516029775144,-4.558620397746563,-0.011882651773339603,0.0058509125,0.2,0.005078125,18.320127487182617,5.960464477539063e-08,1160,,,,,
239616,33.231040954589844,180.0,,,,,,,,,,,,,,,
240640,36.76759338378906,180.0,3e-05,26.88299453705549,-4.547167540341616,-0.013113388012061477,0.0052406644,0.2,0.01376953125,28.110107421875,0.0,1170,,,,,
241664,34.51968765258789,180.0,,,,,,,,,,,,,,,
242688,42.98213195800781,180.0,3e-05,26.813719455897807,-4.548228396475315,-0.012591796798915311,0.0049052797,0.2,0.01064453125,18.766611099243164,0.0,1180,,,,,
243712,40.045448303222656,180.0,,,,,,,,,,,,,,,
244736,36.12770080566406,180.0,3e-05,27.00715031027794,-4.540578936040402,-0.01128087378492637,0.0048371633,0.2,0.009130859375,20.789447784423828,0.0,1190,,,,,
245760,34.78484344482422,180.0,,,,,,,,,,,,,,,
245760,,,,,,,,,,,,,180.0,120,36.09759649000001,901,272
246784,37.19757080078125,180.0,3e-05,30.07116450369358,-4.526687896251678,-0.011369429967271572,0.0055271992,0.2,0.00859375,13.008700370788574,0.0,1200,,,,,
247808,34.64411926269531,180.0,,,,,,,,,,,,,,,
248832,38.521018981933594,180.0,3e-05,26.542962639033796,-4.502442041784525,-0.01448573447560193,0.0063093873,0.2,0.017919921875,18.12603187561035,-1.1920928955078125e-07,1210,,,,,
249856,36.670772552490234,180.0,,,,,,,,,,,,,,,
250880,40.4467658996582,180.0,3e-05,27.606985096633434,-4.486145845800638,-0.010940803805351607,0.0041689277,0.2,0.00966796875,12.135626792907715,0.0,1220,,,,,
251904,38.50849151611328,180.0,,,,,,,,,,,,,,,
252928,39.014015197753906,180.0,3e-05,25.36733873486519,-4.4802925400435925,-0.012626977563195396,0.005496826,0.2,0.0134765625,15.474289894104004,-1.1920928955078125e-07,1230,,,,,
253952,35.928001403808594,180.0,,,,,,,,,,,,,,,
254976,38.32372283935547,180.0,3e-05,26.582039973139764,-4.46504537165165,-0.012550988337898162,0.00462073,0.2,0.01591796875,21.600000381469727,0.0,1240,,,,,
256000,40.86825180053711,180.0,,,,,,,,,,,,,,,
257024,40.803985595703125,180.0,3e-05,27.9562293484807,-4.453489635884762,-0.010666655472232379,0.0050263084,0.2,0.0078125,21.630537033081055,0.0,1250,,,,,
258048,34.867916107177734,180.0,,,,,,,,,,,,,,,
259072,44.94926452636719,180.0,3e-05,32.3798597663641,-4.448931109160185,-0.012270403677393914,0.0051557543,0.2,0.02197265625,16.322973251342773,0.0,1260,,,,,
260096,39.23956298828125,180.0,,,,,,,,,,,,,,,
261120,40.67778778076172,180.0,3e-05,29.25436709076166,-4.451300416141748,-0.00963136335631134,0.0039527644,0.2,0.008349609375,18.734535217285156,0.0,1270,,,,,
262144,38.16737365722656,180.0,,,,,,,,,,,,,,,
263168,42.107078552246094,180.0,3e-05,28.29809684380889,-4.457099683582783,-0.013341086817672477,0.004701157,0.2,0.0171875,21.238121032714844,0.0,1280,,,,,
264192,38.83839416503906,180.0,,,,,,,,,,,,,,,
265216,36.399452209472656,180.0,3e-05,26.4597770601511,-4.442358545958996,-0.013149958879512268,0.00583493,0.2,0.02158203125,26.521968841552734,0.0,1290,,,,,
266240,41.10969924926758,180.0,,,,,,,,,,,,,,,
266240,,,,,,,,,,,,,180.0,130,40.520291660000005,978,272
267264,39.773834228515625,180.0,3e-05,28.375756023824216,-4.437611413002014,-0.01037356241249654,0.0040595476,0.2,0.014208984375,20.89164161682129,0.0,1300,,,,,
268288,43.450477600097656,180.0,,,,,,,,,,,,,,,
269312,38.7852897644043,180.0,3e-05,30.851220928132534,-4.448058750480413,-0.01122153814358171,0.0046931403,0.2,0.00966796875,13.760509490966797,0.0,1310,,,,,
270336,37.487098693847656,180.0,,,,,,,,,,,,,,,
271360,37.51062774658203,180.0,3e-05,30.515800791978837,-4.445522662997246,-0.012527105412482342,0.0043064025,0.2,0.01318359375,21.2469425201416,0.0,1320,,,,,
272384,37.02227783203125,180.0,,,,,,,,,,,,,,,
273408,40.47893524169922,180.0,3e-05,28.159251499176026,-4.425872398912906,-0.011950112992781214,0.0044857482,0.2,0.0134765625,20.817392349243164,0.0,1330,,,,,
274432,37.1795654296875,180.0,,,,,,,,,,,,,,,
275456,38.0347900390625,180.0,3e-05,26.78874717801809,-4.404529187828302,-0.011668353603454307,0.005147579,0.2,0.0087890625,19.047054290771484,-1.1920928955078125e-07,1340,,,,,
276480,36.742557525634766,180.0,,,,,,,,,,,,,,,
277504,33.63165283203125,180.0,3e-05,28.02776385396719,-4.400901527702809,-0.011226353189704242,0.0050981794,0.2,0.017919921875,18.816627502441406,5.960464477539063e-08,1350,,,,,
278528,35.60023498535156,180.0,,,,,,,,,,,,,,,
279552,39.28239822387695,180.0,3e-05,28.225394283235072,-4.39334187656641,-0.011662872230954236,0.004891637,0.2,0.0126953125,16.848411560058594,-1.1920928955078125e-07,1360,,,,,
280576,37.685428619384766,180.0,,,,,,,,,,,,,,,
281600,39.227195739746094,180.0,3e-05,27.689546586573123,-4.38855365216732,-0.011403297109791311,0.0051254276,0.2,0.0126953125,13.139307022094727,0.0,1370,,,,,
282624,45.156185150146484,180.0,,,,,,,,,,,,,,,
283648,37.69709777832031,180.0,3e-05,26.263375736773014,-4.375465749204158,-0.011557725829334231,0.0049436865,0.2,0.0126953125,24.60595703125,1.1920928955078125e-07,1380,,,,,
284672,43.98500061035156,180.0,,,,,,,,,,,,,,,
285696,38.9796257019043,180.0,3e-05,27.06468195915222,-4.376239230483771,-0.011806957182670885,0.006169359,0.2,0.0125,27.147294998168945,5.960464477539063e-08,1390,,,,,
286720,38.31651306152344,180.0,,,,,,,,,,,,,,,
286720,,,,,,,,,,,,,180.0,140,39.77671357,1051,272
287744,44.55278778076172,180.0,3e-05,26.67419163584709,-4.3834970109164715,-0.012114416897384217,0.0057241,0.2,0.00908203125,21.614593505859375,5.960464477539063e-08,1400,,,,,
288768,34.970848083496094,180.0,,,,,,,,,,,,,,,
289792,38.893775939941406,180.0,3e-05,27.64273167103529,-4.38529834523797,-0.011633160794735887,0.005744527,0.2,0.00966796875,20.010042190551758,5.960464477539063e-08,1410,,,,,
290816,39.2005615234375,180.0,,,,,,,,,,,,,,,
291840,41.581722259521484,180.0,3e-05,27.86720414161682,-4.381513677537441,-0.012362804371514357,0.004553253,0.2,0.015478515625,13.062289237976074,5.960464477539063e-08,1420,,,,,
292864,40.60951232910156,180.0,,,,,,,,,,,,,,,
293888,41.4632568359375,180.0,3e-05,27.50339567512274,-4.368666568398476,-0.01136392656917451,0.0044639036,0.2,0.0123046875,18.416765213012695,-1.1920928955078125e-07,1430,,,,,
294912,44.388824462890625,180.0,,,,,,,,,,,,,,,
295936,39.73371505737305,180.0,3e-05,30.72752235084772,-4.3738518811762335,-0.010843445313730627,0.003959099,0.2,0.009326171875,26.064908981323242,-1.1920928955078125e-07,1440,,,,,
296960,40.94773864746094,180.0,,,,,,,,,,,,,,,
297984,41.07377624511719,180.0,3e-05,27.81151646077633,-4.372039740532637,-0.011683251794966053,0.004698773,0.2,0.01015625,18.24198341369629,0.0,1450,,,,,
299008,41.05817794799805,180.0,,,,,,,,,,,,,,,
300032,41.36394500732422,180.0,3e-05,26.193737603724003,-4.3757485128939155,-0.010983642742212396,0.004403321,0.2,0.016455078125,22.64842414855957,5.960464477539063e-08,1460,,,,,
301056,36.635406494140625,180.0,,,,,,,,,,,,,,,
