eval/mean_reward,eval/mean_ep_length,time/total_timesteps,train/clip_fraction,train/entropy_loss,train/approx_kl,train/loss,train/n_updates,train/explained_variance,train/clip_range,train/value_loss,train/learning_rate,train/policy_gradient_loss,time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps
23.542179107666016,120.0,60416,0.244384765625,-5.5000126853585245,0.04162298,18.704153060913086,290,0.0,0.3,56.691147197782996,0.0003,-0.0426537674269639,,,,,
23.51718521118164,120.0,61440,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,30,23.256442739999997,355,120.0,172
20.2991943359375,120.0,62464,0.264599609375,-5.516447702795267,0.04522242,37.81672668457031,300,5.960464477539063e-08,0.3,55.59779631644487,0.0003,-0.0427336639688292,,,,,
20.855737686157227,120.0,63488,,,,,,,,,,,,,,,
20.693702697753906,120.0,64512,0.288720703125,-5.570001696050167,0.042562075,41.199737548828125,310,0.0,0.3,52.107201324403285,0.0003,-0.04381693171962979,,,,,
20.318252563476562,120.0,65536,,,,,,,,,,,,,,,
23.474416732788086,120.0,66560,0.23505859375,-5.62258775383234,0.039841007,28.076488494873047,320,0.0,0.3,59.28124793469906,0.0003,-0.04511294535986963,,,,,
21.666074752807617,120.0,67584,,,,,,,,,,,,,,,
20.332645416259766,120.0,68608,0.233544921875,-5.6186371423304085,0.04124221,41.2007942199707,330,5.960464477539063e-08,0.3,57.74562829136848,0.0003,-0.04003892213149811,,,,,
22.102991104125977,120.0,69632,,,,,,,,,,,,,,,
22.00718879699707,120.0,70656,0.24013671875,-5.622875348478556,0.043942805,36.71980285644531,340,0.0,0.3,63.06065768003464,0.0003,-0.04456584804065642,,,,,
21.845619201660156,120.0,71680,,,,,,,,,,,,,,,
21.8101806640625,120.0,72704,0.2271484375,-5.586928223818541,0.040473577,71.5183334350586,350,0.0,0.3,53.35372887700796,0.0003,-0.04102655460810638,,,,,
20.557472229003906,120.0,73728,,,,,,,,,,,,,,,
22.194000244140625,120.0,74752,0.262646484375,-5.598270109295845,0.042190216,87.44180297851562,360,0.0,0.3,66.97186428904533,0.0003,-0.043727983173448594,,,,,
22.300451278686523,120.0,75776,,,,,,,,,,,,,,,
23.142709732055664,120.0,76800,0.2466796875,-5.590481032431126,0.045125846,52.24179458618164,370,5.960464477539063e-08,0.3,58.16656311452389,0.0003,-0.048968966730535614,,,,,
20.546131134033203,120.0,77824,,,,,,,,,,,,,,,
20.452762603759766,120.0,78848,0.283203125,-5.559435041993856,0.042702146,85.92889404296875,380,-1.1920928955078125e-07,0.3,61.24889415055513,0.0003,-0.05159620339763933,,,,,
22.372282028198242,120.0,79872,,,,,,,,,,,,,,,
24.242164611816406,120.0,80896,0.247705078125,-5.556972519308329,0.04138615,23.233078002929688,390,-1.1920928955078125e-07,0.3,55.55263456106186,0.0003,-0.03969511212271755,,,,,
22.937891006469727,120.0,81920,,,,,,,,,,,,,,,
,,81920,,,,,,,,,,,40,21.79550788,470,120.0,174
24.03496742248535,120.0,82944,0.288134765625,-5.560215590894222,0.04401534,46.6573371887207,400,0.0,0.3,56.08356372565031,0.0003,-0.046260618684027574,,,,,
21.306995391845703,120.0,83968,,,,,,,,,,,,,,,
19.527366638183594,120.0,84992,0.2291015625,-5.574478635936975,0.041722223,74.80026245117188,410,-1.1920928955078125e-07,0.3,63.38159926235676,0.0003,-0.04583916217488877,,,,,
23.376487731933594,120.0,86016,,,,,,,,,,,,,,,
20.991966247558594,120.0,87040,0.2474609375,-5.5826230950653555,0.041613303,57.14553451538086,420,0.0,0.3,58.702706444263455,0.0003,-0.035912606113561195,,,,,
24.50167465209961,120.0,88064,,,,,,,,,,,,,,,
21.87322998046875,120.0,89088,0.314208984375,-5.578965113312006,0.046397533,97.85973358154297,430,-1.1920928955078125e-07,0.3,59.566669350862504,0.0003,-0.04943643981241621,,,,,
22.42910385131836,120.0,90112,,,,,,,,,,,,,,,
20.585771560668945,120.0,91136,0.2732421875,-5.541064998507499,0.042009786,21.029165267944336,440,5.960464477539063e-08,0.3,58.81726375222206,0.0003,-0.04348233842974878,,,,,
22.3551025390625,120.0,92160,,,,,,,,,,,,,,,
21.89239501953125,120.0,93184,0.1931640625,-5.531102584302426,0.042392015,75.48814392089844,450,5.960464477539063e-08,0.3,61.116108767688274,0.0003,-0.03745727327186614,,,,,
20.31101417541504,120.0,94208,,,,,,,,,,,,,,,
22.13937759399414,120.0,95232,0.2384765625,-5.556489236652851,0.042656712,58.6677131652832,460,0.0,0.3,55.85532032847404,0.0003,-0.037592137437422936,,,,,
23.639392852783203,120.0,96256,,,,,,,,,,,,,,,
22.681377410888672,120.0,97280,0.21484375,-5.549602486938238,0.043722816,75.22624969482422,470,0.0,0.3,67.04151889383793,0.0003,-0.039941847514273834,,,,,
24.010528564453125,120.0,98304,,,,,,,,,,,,,,,
21.92064094543457,120.0,99328,0.258349609375,-5.5465930387377735,0.04712198,57.854759216308594,480,0.0,0.3,62.03025625497103,0.0003,-0.03799593311996432,,,,,
24.608999252319336,120.0,100352,,,,,,,,,,,,,,,
23.524492263793945,120.0,101376,0.253125,-5.504840153455734,0.04113297,37.56723403930664,490,0.0,0.3,64.7048102915287,0.0003,-0.04113452653728018,,,,,
22.99880599975586,120.0,102400,,,,,,,,,,,,,,,
,,102400,,,,,,,,,,,50,22.563101899999996,587,120.0,174
20.29793930053711,120.0,103424,0.265673828125,-5.514944969117641,0.048063636,64.27091217041016,500,0.0,0.3,49.6785754725337,0.0003,-0.04618513520181296,,,,,
22.328025817871094,120.0,104448,,,,,,,,,,,,,,,
22.893964767456055,120.0,105472,0.234375,-5.488569603860379,0.039862268,41.46424865722656,510,0.0,0.3,65.37465708851815,0.0003,-0.04304238319891738,,,,,
25.30178451538086,120.0,106496,,,,,,,,,,,,,,,
22.449787139892578,120.0,107520,0.2828125,-5.495868769288063,0.042498183,64.43538665771484,520,0.0,0.3,63.598898705840114,0.0003,-0.04384752614278113,,,,,
22.515567779541016,120.0,108544,,,,,,,,,,,,,,,
25.381301879882812,120.0,109568,0.238818359375,-5.493195170909166,0.043594897,67.47908020019531,530,0.0,0.3,59.55454521328211,0.0003,-0.038244710113940525,,,,,
24.029705047607422,120.0,110592,,,,,,,,,,,,,,,
22.389404296875,120.0,111616,0.25625,-5.495647721737623,0.046002604,97.47586822509766,540,0.0,0.3,60.00385956168175,0.0003,-0.04611898905641283,,,,,
23.022390365600586,120.0,112640,,,,,,,,,,,,,,,
25.497068405151367,120.0,113664,0.272119140625,-5.474311845749616,0.04655806,43.87129211425781,550,0.0,0.3,57.25437410026789,0.0003,-0.04583744969277177,,,,,
23.897624969482422,120.0,114688,,,,,,,,,,,,,,,
22.225616455078125,120.0,115712,0.302587890625,-5.49527745693922,0.04831069,57.822444915771484,560,5.960464477539063e-08,0.3,51.472505101561545,0.0003,-0.05182164210636984,,,,,
22.839576721191406,120.0,116736,,,,,,,,,,,,,,,
21.35201072692871,120.0,117760,0.27080078125,-5.570256259292364,0.045680933,34.763397216796875,570,0.0,0.3,49.46834269464016,0.0003,-0.03712537185056135,,,,,
21.59331512451172,120.0,118784,,,,,,,,,,,,,,,
23.82623291015625,120.0,119808,0.223046875,-5.56907898336649,0.04396561,45.52729797363281,580,0.0,0.3,54.809830863773826,0.0003,-0.0399908925712225,,,,,
20.19675636291504,120.0,120832,,,,,,,,,,,,,,,
21.474414825439453,120.0,121856,0.24677734375,-5.551317174732685,0.045842092,91.50617980957031,590,0.0,0.3,57.84438658803701,0.0003,-0.04179535875591682,,,,,
22.69723129272461,120.0,122880,,,,,,,,,,,,,,,
,,122880,,,,,,,,,,,60,22.817924389999998,705,120.0,174
21.1126766204834,120.0,123904,0.2423828125,-5.52547186166048,0.041851565,33.658050537109375,600,0.0,0.3,55.45225267708302,0.0003,-0.03882182609595475,,,,,
18.862972259521484,120.0,124928,,,,,,,,,,,,,,,
24.8337459564209,120.0,125952,0.264501953125,-5.54367213845253,0.04395882,38.02027130126953,610,0.0,0.3,58.52021810412407,0.0003,-0.03947868061150075,,,,,
19.155399322509766,120.0,126976,,,,,,,,,,,,,,,
25.205581665039062,120.0,128000,0.272998046875,-5.522187281399965,0.043596387,95.60348510742188,620,0.0,0.3,60.11077238023281,0.0003,-0.046944566748425134,,,,,
21.285890579223633,120.0,129024,,,,,,,,,,,,,,,
22.996562957763672,120.0,130048,0.251025390625,-5.502606908231973,0.04818733,51.31013870239258,630,0.0,0.3,59.74076473712921,0.0003,-0.04404475108603947,,,,,
22.4520206451416,120.0,131072,,,,,,,,,,,,,,,
22.908363342285156,120.0,132096,0.252490234375,-5.515384309738875,0.04675004,50.58244323730469,640,0.0,0.3,65.21579292416573,0.0003,-0.04210876416836982,,,,,
22.603124618530273,120.0,133120,,,,,,,,,,,,,,,
24.422466278076172,120.0,134144,0.23193359375,-5.519931326806545,0.04167541,72.51966094970703,650,0.0,0.3,55.688227611780164,0.0003,-0.034991184882892414,,,,,
21.230972290039062,120.0,135168,,,,,,,,,,,,,,,
19.845783233642578,120.0,136192,0.262158203125,-5.546436891704798,0.045651294,49.53035354614258,660,0.0,0.3,50.242456908524034,0.0003,-0.04229886145767523,,,,,
22.876407623291016,120.0,137216,,,,,,,,,,,,,,,
23.340396881103516,120.0,138240,0.2384765625,-5.544075711071491,0.04675776,35.381797790527344,670,0.0,0.3,58.55500428080559,0.0003,-0.04362530948783387,,,,,
23.59735107421875,120.0,139264,,,,,,,,,,,,,,,
23.382511138916016,120.0,140288,0.27353515625,-5.5310804806649685,0.048071973,57.34706497192383,680,-1.1920928955078125e-07,0.3,55.98278308212757,0.0003,-0.04776050290602143,,,,,
23.1173152923584,120.0,141312,,,,,,,,,,,,,,,
24.538589477539062,120.0,142336,0.2974609375,-5.5189173810184,0.049701832,30.32904815673828,690,5.960464477539063e-08,0.3,56.17463536709547,0.0003,-0.04667179542593658,,,,,
21.487239837646484,120.0,143360,,,,,,,,,,,,,,,
,,143360,,,,,,,,,,,70,22.306878919999996,823,120.0,174
23.68605613708496,120.0,144384,0.250830078125,-5.515657085925341,0.042882305,65.86859893798828,700,0.0,0.3,59.597522175312044,0.0003,-0.041623633458220864,,,,,
20.49300765991211,120.0,145408,,,,,,,,,,,,,,,
21.635643005371094,120.0,146432,0.2619140625,-5.518845850229264,0.04170279,53.974239349365234,710,0.0,0.3,58.49491133242846,0.0003,-0.039627198642665465,,,,,
23.520835876464844,120.0,147456,,,,,,,,,,,,,,,
22.65039825439453,120.0,148480,0.23017578125,-5.547316389530897,0.04385637,40.26332092285156,720,0.0,0.3,57.41161012947559,0.0003,-0.04021593579091132,,,,,
21.631324768066406,120.0,149504,,,,,,,,,,,,,,,
24.25470733642578,120.0,150528,0.25478515625,-5.528515572845936,0.042364586,45.09097671508789,730,0.0,0.3,60.51050068438053,0.0003,-0.043823460345447526,,,,,
23.919178009033203,120.0,151552,,,,,,,,,,,,,,,
22.428190231323242,120.0,152576,0.267724609375,-5.5593042306602,0.048170134,20.74449348449707,740,0.0,0.3,57.81454215347767,0.0003,-0.04318971994580352,,,,,
22.021892547607422,120.0,153600,,,,,,,,,,,,,,,
22.890235900878906,120.0,154624,0.237060546875,-5.579989536851644,0.04110354,35.71794891357422,750,0.0,0.3,61.360900500416754,0.0003,-0.04315860903443536,,,,,
24.878395080566406,120.0,155648,,,,,,,,,,,,,,,
21.944416046142578,120.0,156672,0.238916015625,-5.57273658439517,0.038990423,96.28617095947266,760,0.0,0.3,65.0688631951809,0.0003,-0.041888449570978994,,,,,
20.863784790039062,120.0,157696,,,,,,,,,,,,,,,
21.85417366027832,120.0,158720,0.27939453125,-5.585881762206554,0.043666992,103.84500885009766,770,5.960464477539063e-08,0.3,52.90684239566326,0.0003,-0.04984349552541971,,,,,
20.069753646850586,120.0,159744,,,,,,,,,,,,,,,
20.25461196899414,120.0,160768,0.282666015625,-5.595432621985674,0.04477118,66.13529968261719,780,0.0,0.3,52.697990261018276,0.0003,-0.04615775816564564,,,,,
24.396007537841797,120.0,161792,,,,,,,,,,,,,,,
22.495197296142578,120.0,162816,0.24091796875,-5.578074608743191,0.041151643,21.7838134765625,790,0.0,0.3,49.27043874412775,0.0003,-0.04048222021519905,,,,,
22.933738708496094,120.0,163840,,,,,,,,,,,,,,,
,,163840,,,,,,,,,,,80,21.887574490000002,938,120.0,174
24.750566482543945,120.0,164864,0.269580078125,-5.544526778906584,0.045094825,79.70500946044922,800,1.1920928955078125e-07,0.3,58.781775042414665,0.0003,-0.04530330983470776,,,,,
25.565608978271484,120.0,165888,,,,,,,,,,,,,,,
22.69839859008789,120.0,166912,0.270654296875,-5.5422773219645025,0.042853177,61.245967864990234,810,0.0,0.3,60.86590351164341,0.0003,-0.04702119202993345,,,,,
26.118549346923828,120.0,167936,,,,,,,,,,,,,,,
22.66842269897461,120.0,168960,0.2728515625,-5.501204244047403,0.045175258,42.53158950805664,820,1.1920928955078125e-07,0.3,52.43602730929852,0.0003,-0.04332484469559859,,,,,
23.661941528320312,120.0,169984,,,,,,,,,,,,,,,
23.01866340637207,120.0,171008,0.236865234375,-5.505692005157471,0.043848284,45.05425262451172,830,0.0,0.3,60.63278526067734,0.0003,-0.04266111856122734,,,,,
22.246700286865234,120.0,172032,,,,,,,,,,,,,,,
23.25925064086914,120.0,173056,0.269775390625,-5.4889394663274285,0.040322997,40.627296447753906,840,-1.1920928955078125e-07,0.3,61.3811295747757,0.0003,-0.04762731860755594,,,,,
24.032978057861328,120.0,174080,,,,,,,,,,,,,,,
23.485763549804688,120.0,175104,0.239306640625,-5.532729953527451,0.04388142,95.35938262939453,850,0.0,0.3,56.95607182383537,0.0003,-0.034621993344990186,,,,,
22.221820831298828,120.0,176128,,,,,,,,,,,,,,,
22.76944351196289,120.0,177152,0.237841796875,-5.561182175576687,0.043607697,67.86639404296875,860,0.0,0.3,54.915578845143315,0.0003,-0.040432808760670014,,,,,
22.17196273803711,120.0,178176,,,,,,,,,,,,,,,
22.572675704956055,120.0,179200,0.27822265625,-5.554233744740486,0.04562708,73.8277587890625,870,0.0,0.3,51.484481611847876,0.0003,-0.04697145345635363,,,,,
21.513622283935547,120.0,180224,,,,,,,,,,,,,,,
23.492393493652344,120.0,181248,0.2544921875,-5.531560759246349,0.04422746,44.88870620727539,880,0.0,0.3,55.38303534984588,0.0003,-0.045590556183378796,,,,,
23.339374542236328,120.0,182272,,,,,,,,,,,,,,,
21.365825653076172,120.0,183296,0.250244140625,-5.529998870939016,0.043035988,39.153377532958984,890,0.0,0.3,49.90138278901577,0.0003,-0.04201422561964137,,,,,
22.06656837463379,120.0,184320,,,,,,,,,,,,,,,
,,184320,,,,,,,,,,,90,23.243570730000005,1057,120.0,174
22.521873474121094,120.0,185344,0.2736328125,-5.525210650265217,0.04279331,38.731449127197266,900,0.0,0.3,62.39164346754551,0.0003,-0.04386192795500392,,,,,
23.058643341064453,120.0,186368,,,,,,,,,,,,,,,
22.957965850830078,120.0,187392,0.234716796875,-5.542174232751131,0.039429743,70.42332458496094,910,0.0,0.3,59.57022066414356,0.0003,-0.039013378157687836,,,,,
21.219785690307617,120.0,188416,,,,,,,,,,,,,,,
21.278797149658203,120.0,189440,0.2416015625,-5.556972376257181,0.04266534,114.427734375,920,-1.1920928955078125e-07,0.3,63.78600658476353,0.0003,-0.04188602381691453,,,,,
22.56432342529297,120.0,190464,,,,,,,,,,,,,,,
24.726179122924805,120.0,191488,0.25263671875,-5.577233228087425,0.04251819,39.75880432128906,930,-1.1920928955078125e-07,0.3,60.97138586938381,0.0003,-0.041212444335542386,,,,,
23.803892135620117,120.0,192512,,,,,,,,,,,,,,,
21.711362838745117,120.0,193536,0.233154296875,-5.57415287271142,0.041873824,57.732582092285156,940,1.1920928955078125e-07,0.3,59.31188393980265,0.0003,-0.03910538726195227,,,,,
23.700563430786133,120.0,194560,,,,,,,,,,,,,,,
21.105316162109375,120.0,195584,0.25859375,-5.570471186935902,0.043182895,72.0575180053711,950,1.1920928955078125e-07,0.3,54.29350789785385,0.0003,-0.04534878120466601,,,,,
25.151432037353516,120.0,196608,,,,,,,,,,,,,,,
22.36282730102539,120.0,197632,0.26806640625,-5.5159691035747525,0.04545601,76.75431060791016,960,0.0,0.3,61.39663136899471,0.0003,-0.04528841014835052,,,,,
23.839567184448242,120.0,198656,,,,,,,,,,,,,,,
21.925067901611328,120.0,199680,0.26982421875,-5.576362089067698,0.05003795,35.88639831542969,970,0.0,0.3,56.79987872242928,0.0003,-0.040641337107808796,,,,,
22.052555084228516,120.0,200704,,,,,,,,,,,,,,,
20.82303810119629,120.0,201728,0.2736328125,-5.606462841480971,0.04511772,55.11631393432617,980,0.0,0.3,54.219605329632756,0.0003,-0.04108213264626102,,,,,
22.890365600585938,120.0,202752,,,,,,,,,,,,,,,
21.490758895874023,120.0,203776,0.2703125,-5.589092752337455,0.042617477,25.219879150390625,990,0.0,0.3,56.70202429145574,0.0003,-0.04413431725115515,,,,,
21.311038970947266,120.0,204800,,,,,,,,,,,,,,,
,,204800,,,,,,,,,,,100,22.687526070000004,1177,120.0,173
21.068464279174805,120.0,205824,0.261865234375,-5.599123686552048,0.048617948,66.19664001464844,1000,0.0,0.3,58.336230646073815,0.0003,-0.04461242032411974,,,,,
22.443817138671875,120.0,206848,,,,,,,,,,,,,,,
24.54955291748047,120.0,207872,0.28515625,-5.579142734408379,0.05031995,98.93826293945312,1010,0.0,0.3,57.63395070284605,0.0003,-0.04920183035283117,,,,,
23.952667236328125,120.0,208896,,,,,,,,,,,,,,,
20.713085174560547,120.0,209920,0.28203125,-5.559636361896992,0.044171542,63.94379806518555,1020,5.960464477539063e-08,0.3,58.033654087781905,0.0003,-0.04747415245583397,,,,,
21.78662872314453,120.0,210944,,,,,,,,,,,,,,,
19.26883316040039,120.0,211968,0.239794921875,-5.5164568312466145,0.04333704,62.85721206665039,1030,-1.1920928955078125e-07,0.3,66.90998170673848,0.0003,-0.04246102232045814,,,,,
19.38046646118164,120.0,212992,,,,,,,,,,,,,,,
25.218233108520508,120.0,214016,0.2126953125,-5.5083903186023235,0.04228358,60.75426483154297,1040,0.0,0.3,54.86860077083111,0.0003,-0.0343266585146921,,,,,
19.467029571533203,120.0,215040,,,,,,,,,,,,,,,
21.352951049804688,120.0,216064,0.24189453125,-5.506015646457672,0.042205915,100.47698211669922,1050,0.0,0.3,66.72201632708311,0.0003,-0.043629416346084325,,,,,
19.447792053222656,120.0,217088,,,,,,,,,,,,,,,
21.69828987121582,120.0,218112,0.256884765625,-5.536146441102028,0.042209983,77.7976303100586,1060,0.0,0.3,61.11337228417396,0.0003,-0.0418778806575574,,,,,
23.65314292907715,120.0,219136,,,,,,,,,,,,,,,
23.67583656311035,120.0,220160,0.25498046875,-5.504440970718861,0.044567127,25.59909439086914,1070,1.7881393432617188e-07,0.3,49.895910809934136,0.0003,-0.039490139143526906,,,,,
23.613792419433594,120.0,221184,,,,,,,,,,,,,,,
23.636768341064453,120.0,222208,0.27333984375,-5.512541969865561,0.048206534,56.18585205078125,1080,0.0,0.3,57.00576629340649,0.0003,-0.04312823456348269,,,,,
23.98897361755371,120.0,223232,,,,,,,,,,,,,,,
21.743013381958008,120.0,224256,0.2560546875,-5.53260680064559,0.046501607,99.8784408569336,1090,0.0,0.3,63.726890788972376,0.0003,-0.04228819968047901,,,,,
21.125185012817383,120.0,225280,,,,,,,,,,,,,,,
,,225280,,,,,,,,,,,110,22.47390849,1336,120.0,168
21.82369613647461,120.0,226304,0.270654296875,-5.541686811298132,0.04769767,84.77287292480469,1100,-1.1920928955078125e-07,0.3,53.64313871413469,0.0003,-0.04726269264829171,,,,,
20.816795349121094,120.0,227328,,,,,,,,,,,,,,,
23.622478485107422,120.0,228352,0.305029296875,-5.528805334866047,0.044927604,81.80158233642578,1110,5.960464477539063e-08,0.3,63.673904955387115,0.0003,-0.0519694827242347,,,,,
23.03230857849121,120.0,229376,,,,,,,,,,,,,,,
23.02215003967285,120.0,230400,0.244482421875,-5.524679990857839,0.040209495,22.69350814819336,1120,0.0,0.3,53.98866865932941,0.0003,-0.041832074228295824,,,,,
21.22592544555664,120.0,231424,,,,,,,,,,,,,,,
20.81808090209961,120.0,232448,0.253076171875,-5.520525577664375,0.04254854,68.69220733642578,1130,-1.1920928955078125e-07,0.3,54.54643902480602,0.0003,-0.04275653397198766,,,,,
20.87374496459961,120.0,233472,,,,,,,,,,,,,,,
22.038780212402344,120.0,234496,0.257763671875,-5.527355087548495,0.041130915,71.6227035522461,1140,0.0,0.3,54.54571185708046,0.0003,-0.03670055642905936,,,,,
23.76589012145996,120.0,235520,,,,,,,,,,,,,,,
25.54821014404297,120.0,236544,0.313232421875,-5.507355046272278,0.04758782,23.926076889038086,1150,-1.1920928955078125e-07,0.3,58.49656368494034,0.0003,-0.05172352607478388,,,,,
