time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/approx_kl,train/clip_range,train/entropy_loss,train/learning_rate,train/loss,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations
32768,14.784173965454102,180.0,,,,,,,,,,,,,,,
33792,15.05029296875,180.0,-0.0376453092925658,0.34443359375,160,0.0,0.023494864,0.2,-5.668846070766449,0.0003,17.096412658691406,44.14742455482483,,,,,
34816,15.134328842163086,180.0,,,,,,,,,,,,,,,
35840,14.17609977722168,180.0,-0.0361614227440441,0.321630859375,170,0.0,0.020982407,0.2,-5.6680104553699495,0.0003,11.807973861694336,43.262029519677164,,,,,
36864,15.35110092163086,180.0,,,,,,,,,,,,,,,
37888,14.376180648803711,180.0,-0.03400199274183251,0.33583984375,180,0.0,0.022316206,0.2,-5.667161473631859,0.0003,24.044185638427734,36.23148182928562,,,,,
38912,13.31481647491455,180.0,,,,,,,,,,,,,,,
39936,15.201517105102539,180.0,-0.03479258916340768,0.293505859375,190,-1.1920928955078125e-07,0.020182282,0.2,-5.673430342972279,0.0003,36.71123504638672,40.849578908085824,,,,,
40960,14.959969520568848,180.0,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,180.0,14.186414440000004,343,119,20
41984,16.344051361083984,180.0,-0.031289462254790124,0.2734375,200,0.0,0.019784901,0.2,-5.6637863859534265,0.0003,14.793127059936523,48.31017507910728,,,,,
43008,14.081552505493164,180.0,,,,,,,,,,,,,,,
44032,15.152956008911133,180.0,-0.033658576614107004,0.317626953125,210,-1.1920928955078125e-07,0.023301464,0.2,-5.665204124152661,0.0003,23.53730010986328,36.94777507781983,,,,,
45056,14.189886093139648,180.0,,,,,,,,,,,,,,,
46080,13.624452590942383,180.0,-0.032047587366832886,0.30537109375,220,0.0,0.020897293,0.2,-5.658059127628803,0.0003,14.436919212341309,41.39639979898929,,,,,
47104,15.87799072265625,180.0,,,,,,,,,,,,,,,
48128,14.160506248474121,180.0,-0.03411997504736064,0.3255859375,230,-1.1920928955078125e-07,0.022524156,0.2,-5.696095134317875,0.0003,23.95662498474121,47.855159401893616,,,,,
49152,13.803786277770996,180.0,,,,,,,,,,,,,,,
50176,14.121938705444336,180.0,-0.03823598138551461,0.309765625,240,0.0,0.02317813,0.2,-5.666975691914558,0.0003,22.03545570373535,41.38624303638935,,,,,
51200,14.888582229614258,180.0,,,,,,,,,,,,,,,
52224,12.813665390014648,180.0,-0.03331772020610515,0.3,250,-1.1920928955078125e-07,0.02129164,0.2,-5.694055125117302,0.0003,21.569198608398438,37.95845370590687,,,,,
53248,14.21957015991211,180.0,,,,,,,,,,,,,,,
54272,14.592385292053223,180.0,-0.03483283026143909,0.288525390625,260,0.0,0.02194346,0.2,-5.681300565600395,0.0003,9.597516059875488,39.97410377860069,,,,,
55296,14.157541275024414,180.0,,,,,,,,,,,,,,,
56320,15.457853317260742,180.0,-0.03658390169584891,0.316064453125,270,0.0,0.023294432,0.2,-5.675865930318833,0.0003,26.21138572692871,41.45951915681362,,,,,
57344,14.789891242980957,180.0,,,,,,,,,,,,,,,
58368,14.406850814819336,180.0,-0.039996650603279706,0.334228515625,280,5.960464477539063e-08,0.021307249,0.2,-5.66361890733242,0.0003,26.21880340576172,45.97956378459931,,,,,
59392,14.801423072814941,180.0,,,,,,,,,,,,,,,
60416,14.170167922973633,180.0,-0.0322577435101266,0.3146484375,290,0.0,0.021134024,0.2,-5.667992644011974,0.0003,27.656627655029297,42.27340480685234,,,,,
61440,14.443881034851074,180.0,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,180.0,14.329798979999998,342,179,30
62464,14.660776138305664,180.0,-0.03528423917596228,0.304248046875,300,-1.1920928955078125e-07,0.021671697,0.2,-5.656506010890007,0.0003,22.029645919799805,47.80098342299461,,,,,
63488,14.993035316467285,180.0,,,,,,,,,,,,,,,
64512,13.6587495803833,180.0,-0.035509532877767924,0.31357421875,310,0.0,0.022734988,0.2,-5.652549147605896,0.0003,15.7822904586792,40.65152766704559,,,,,
65536,15.459678649902344,180.0,,,,,,,,,,,,,,,
66560,15.519866943359375,180.0,-0.03684068928268971,0.358203125,320,1.1920928955078125e-07,0.024769895,0.2,-5.657943007349968,0.0003,17.28105926513672,41.15189128816128,,,,,
67584,14.551097869873047,180.0,,,,,,,,,,,,,,,
68608,14.525776863098145,180.0,-0.03494997420348227,0.284033203125,330,0.0,0.020617984,0.2,-5.654275219142437,0.0003,22.944427490234375,45.273154228925705,,,,,
69632,13.70834732055664,180.0,,,,,,,,,,,,,,,
70656,12.79277229309082,180.0,-0.03243150230264291,0.29619140625,340,0.0,0.02209048,0.2,-5.646330082416535,0.0003,26.588180541992188,42.084845018386844,,,,,
71680,14.8829345703125,180.0,,,,,,,,,,,,,,,
72704,14.515363693237305,180.0,-0.032102352981746664,0.30068359375,350,0.0,0.021517478,0.2,-5.654253576695919,0.0003,13.95438289642334,41.70306379795075,,,,,
73728,13.390888214111328,180.0,,,,,,,,,,,,,,,
74752,15.263071060180664,180.0,-0.034388127122656445,0.307421875,360,0.0,0.02133175,0.2,-5.638633696734905,0.0003,22.63705062866211,38.07220051586628,,,,,
75776,13.386821746826172,180.0,,,,,,,,,,,,,,,
76800,16.47268295288086,180.0,-0.0315001384835341,0.29326171875,370,0.0,0.020477198,0.2,-5.66219947040081,0.0003,14.358672142028809,38.70830540060997,,,,,
77824,13.81013298034668,180.0,,,,,,,,,,,,,,,
78848,14.555665969848633,180.0,-0.03402990241156658,0.3021484375,380,0.0,0.021808812,0.2,-5.63564585596323,0.0003,15.33151626586914,40.208138382434846,,,,,
79872,14.14849853515625,180.0,,,,,,,,,,,,,,,
80896,15.504000663757324,180.0,-0.03077074427274056,0.293603515625,390,0.0,0.021490246,0.2,-5.610582421720028,0.0003,14.542662620544434,46.858497300744055,,,,,
81920,14.601696968078613,180.0,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,180.0,14.88734226,342,239,40
82944,14.403263092041016,180.0,-0.03594629620929481,0.319677734375,400,0.0,0.022604927,0.2,-5.598786494135856,0.0003,29.812477111816406,38.03316759467125,,,,,
83968,13.372225761413574,180.0,,,,,,,,,,,,,,,
84992,15.883573532104492,180.0,-0.03419034686812665,0.294775390625,410,0.0,0.019196307,0.2,-5.581953758001328,0.0003,18.33491325378418,39.185483717918395,,,,,
86016,15.547828674316406,180.0,,,,,,,,,,,,,,,
87040,15.918952941894531,180.0,-0.03336559855670203,0.289111328125,420,0.0,0.020312153,0.2,-5.569792503118515,0.0003,11.60944652557373,35.13358649611473,,,,,
88064,15.087133407592773,180.0,,,,,,,,,,,,,,,
89088,15.029030799865723,180.0,-0.02953478597046342,0.2955078125,430,0.0,0.020873617,0.2,-5.5766953632235525,0.0003,23.289955139160156,43.98565022051334,,,,,
90112,15.657567977905273,180.0,,,,,,,,,,,,,,,
91136,14.467050552368164,180.0,-0.03082264374825172,0.263037109375,440,5.960464477539063e-08,0.020160966,0.2,-5.578280264139176,0.0003,15.916522979736328,44.44004861712456,,,,,
92160,16.03837013244629,180.0,,,,,,,,,,,,,,,
93184,15.17277717590332,180.0,-0.03406764085302712,0.274951171875,450,0.0,0.02012753,0.2,-5.553474052250385,0.0003,25.538488388061523,48.9986957013607,,,,,
94208,15.353824615478516,180.0,,,,,,,,,,,,,,,
95232,14.080467224121094,180.0,-0.029160641146881973,0.29345703125,460,0.0,0.020451471,0.2,-5.58928494900465,0.0003,16.435279846191406,40.39016471803188,,,,,
96256,16.276765823364258,180.0,,,,,,,,,,,,,,,
97280,13.310924530029297,180.0,-0.03520918758295011,0.286962890625,470,0.0,0.020710636,0.2,-5.5841881275177006,0.0003,16.52466583251953,44.16047095656395,,,,,
98304,15.530710220336914,180.0,,,,,,,,,,,,,,,
99328,14.566774368286133,180.0,-0.02998679121665191,0.26865234375,480,-1.1920928955078125e-07,0.018381137,0.2,-5.571723994612694,0.0003,19.128034591674805,38.9573571562767,,,,,
100352,15.116379737854004,180.0,,,,,,,,,,,,,,,
101376,15.523170471191406,180.0,-0.036919346974173095,0.361865234375,490,-1.1920928955078125e-07,0.022161016,0.2,-5.5870180681347845,0.0003,18.525556564331055,43.448531568050385,,,,,
102400,14.545083999633789,180.0,,,,,,,,,,,,,,,
102400,,,,,,,,,,,,,180.0,15.06051084,341,299,50
103424,14.732124328613281,180.0,-0.035041316049318996,0.30810546875,500,0.0,0.023349114,0.2,-5.599095141887664,0.0003,36.96904373168945,49.490339463949205,,,,,
104448,15.388145446777344,180.0,,,,,,,,,,,,,,,
105472,13.220905303955078,180.0,-0.03502460927702487,0.327099609375,510,-1.1920928955078125e-07,0.02214888,0.2,-5.616771385073662,0.0003,31.720500946044922,55.95170579850674,,,,,
106496,15.30555534362793,180.0,,,,,,,,,,,,,,,
107520,15.249750137329102,180.0,-0.035514632653212176,0.317041015625,520,0.0,0.02307064,0.2,-5.6365219295024875,0.0003,27.189157485961914,42.38361741900444,,,,,
108544,14.26539134979248,180.0,,,,,,,,,,,,,,,
109568,14.667108535766602,180.0,-0.032533410677569916,0.27001953125,530,0.0,0.020838087,0.2,-5.624679474532604,0.0003,29.27599334716797,43.5906230032444,,,,,
110592,15.513997077941895,180.0,,,,,,,,,,,,,,,
111616,13.999052047729492,180.0,-0.035220324443071147,0.31982421875,540,0.0,0.020912241,0.2,-5.608227449655533,0.0003,28.91794204711914,39.14051032960415,,,,,
112640,16.936769485473633,180.0,,,,,,,,,,,,,,,
113664,15.282979011535645,180.0,-0.03275882889720379,0.29189453125,550,0.0,0.022343427,0.2,-5.59630573540926,0.0003,24.275230407714844,38.74678146243095,,,,,
114688,14.698537826538086,180.0,,,,,,,,,,,,,,,
115712,15.194499969482422,180.0,-0.03763183574628783,0.336767578125,560,0.0,0.022015266,0.2,-5.613400664925575,0.0003,18.26175308227539,41.86778677105904,,,,,
116736,14.157228469848633,180.0,,,,,,,,,,,,,,,
