eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/learning_rate,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/entropy_loss,train/loss,train/explained_variance,train/value_loss,time/fps,time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean
180.0,84992,19.64031410217285,0.0003,0.3337890625,0.2,-0.03545269198366441,0.022210091,410,-4.708556059002876,3.7443292140960693,-1.1920928955078125e-07,16.460072401165963,,,,,
180.0,86016,19.776647567749023,,,,,,,,,,,,,,,
180.0,87040,19.35224151611328,0.0003,0.32607421875,0.2,-0.02960814154066611,0.01891888,420,-4.608677135407925,6.078459739685059,0.0,15.108675044775008,,,,,
180.0,88064,19.996397018432617,,,,,,,,,,,,,,,
180.0,89088,19.519569396972656,0.0003,0.292138671875,0.2,-0.027142856776481494,0.018946972,430,-4.560362364351749,10.99109935760498,0.0,18.77465011179447,,,,,
180.0,90112,21.382883071899414,,,,,,,,,,,,,,,
180.0,91136,20.688751220703125,0.0003,0.308154296875,0.2,-0.025708453587139957,0.018941954,440,-4.534456726908684,8.267522811889648,-1.1920928955078125e-07,16.88173726797104,,,,,
180.0,92160,21.104656219482422,,,,,,,,,,,,,,,
180.0,93184,21.22060203552246,0.0003,0.27626953125,0.2,-0.026370801233133533,0.018275656,450,-4.4974577784538265,8.748798370361328,-1.1920928955078125e-07,18.05799506753683,,,,,
180.0,94208,20.95069122314453,,,,,,,,,,,,,,,
180.0,95232,23.890363693237305,0.0003,0.313232421875,0.2,-0.029023967773537152,0.01980237,460,-4.469513213634491,12.550945281982422,0.0,18.901896987855434,,,,,
180.0,96256,22.021800994873047,,,,,,,,,,,,,,,
180.0,97280,21.901987075805664,0.0003,0.304052734375,0.2,-0.028559417626820505,0.02095885,470,-4.455517670512199,6.093441486358643,0.0,15.084000286459922,,,,,
180.0,98304,22.59389877319336,,,,,,,,,,,,,,,
180.0,99328,22.32375144958496,0.0003,0.297314453125,0.2,-0.027729516645194963,0.020051925,480,-4.416765077412128,10.223125457763672,0.0,17.287654322385787,,,,,
180.0,100352,23.400421142578125,,,,,,,,,,,,,,,
180.0,101376,23.099220275878906,0.0003,0.268017578125,0.2,-0.025768101069843397,0.01616412,490,-4.36423813700676,6.698126316070557,0.0,16.354548539221287,,,,,
180.0,102400,22.281991958618164,,,,,,,,,,,,,,,
,102400,,,,,,,,,,,,460,222,180.0,50,21.15042704
180.0,103424,25.504711151123047,0.0003,0.217529296875,0.2,-0.02120158657853608,0.01579016,500,-4.308068872988224,7.339533805847168,0.0,16.62603849172592,,,,,
180.0,104448,21.76026153564453,,,,,,,,,,,,,,,
180.0,105472,25.15052604675293,0.0003,0.260205078125,0.2,-0.02574920176703017,0.01809014,510,-4.262232138216495,7.604981899261475,-1.1920928955078125e-07,15.987856218218804,,,,,
180.0,106496,24.093765258789062,,,,,,,,,,,,,,,
180.0,107520,24.32370376586914,0.0003,0.2662109375,0.2,-0.026132145238807424,0.017970234,520,-4.211834387481213,10.169663429260254,0.0,15.556036281585694,,,,,
180.0,108544,27.580440521240234,,,,,,,,,,,,,,,
180.0,109568,24.098155975341797,0.0003,0.219873046875,0.2,-0.022628094247193076,0.016304806,530,-4.166968920826912,6.862949848175049,0.0,16.055754478275777,,,,,
180.0,110592,22.81326675415039,,,,,,,,,,,,,,,
180.0,111616,24.945018768310547,0.0003,0.24423828125,0.2,-0.025507840956561268,0.017613068,540,-4.131455257534981,8.645606994628906,0.0,16.053544799983502,,,,,
180.0,112640,24.817306518554688,,,,,,,,,,,,,,,
180.0,113664,24.996177673339844,0.0003,0.241162109375,0.2,-0.023546879371860997,0.017422097,550,-4.131314218044281,7.900361061096191,0.0,15.175900387763978,,,,,
180.0,114688,27.26974105834961,,,,,,,,,,,,,,,
180.0,115712,27.509057998657227,0.0003,0.21669921875,0.2,-0.0223642269949778,0.018380396,560,-4.105385264754295,11.882892608642578,0.0,16.331230519711973,,,,,
180.0,116736,26.404651641845703,,,,,,,,,,,,,,,
180.0,117760,26.671438217163086,0.0003,0.250341796875,0.2,-0.025604905001819132,0.020051165,570,-4.046859256923199,7.501773357391357,0.0,16.24728103429079,,,,,
180.0,118784,25.318843841552734,,,,,,,,,,,,,,,
180.0,119808,26.28194236755371,0.0003,0.260302734375,0.2,-0.024382145251729527,0.017673068,580,-3.9742505230009555,6.433084487915039,0.0,15.892007268965244,,,,,
180.0,120832,25.23434829711914,,,,,,,,,,,,,,,
180.0,121856,28.932579040527344,0.0003,0.197998046875,0.2,-0.02115637623355724,0.015954968,590,-3.8879416242241858,8.049660682678223,0.0,16.557323744893075,,,,,
180.0,122880,29.22852325439453,,,,,,,,,,,,,,,
,122880,,,,,,,,,,,,459,267,180.0,60,25.86421411
180.0,123904,27.35292625427246,0.0003,0.220751953125,0.2,-0.021273668349022046,0.015661728,600,-3.796422192454338,8.562601089477539,0.0,13.953054529428481,,,,,
180.0,124928,26.413843154907227,,,,,,,,,,,,,,,
180.0,125952,31.098236083984375,0.0003,0.188916015625,0.2,-0.0190792241046438,0.017015796,610,-3.6743433125317098,6.899771690368652,-1.1920928955078125e-07,16.410485982894897,,,,,
180.0,126976,31.284082412719727,,,,,,,,,,,,,,,
180.0,128000,31.934906005859375,0.0003,0.22783203125,0.2,-0.022993931591918225,0.014268872,620,-3.665935771167278,5.077943325042725,0.0,15.353158321976661,,,,,
180.0,129024,28.721607208251953,,,,,,,,,,,,,,,
180.0,130048,29.577505111694336,0.0003,0.184814453125,0.2,-0.01926597064739326,0.012889621,630,-3.698098157346249,4.453714370727539,0.0,15.933436730504036,,,,,
180.0,131072,29.89952850341797,,,,,,,,,,,,,,,
180.0,132096,29.7916202545166,0.0003,0.168994140625,0.2,-0.01593121370387962,0.014290987,640,-3.663693356513977,8.458648681640625,-2.384185791015625e-07,17.227791061997415,,,,,
180.0,133120,30.250436782836914,,,,,,,,,,,,,,,
180.0,134144,32.12958526611328,0.0003,0.16533203125,0.2,-0.014615775153652066,0.014348451,650,-3.5820424124598502,6.14399528503418,0.0,13.250935451686383,,,,,
180.0,135168,31.86897850036621,,,,,,,,,,,,,,,
180.0,136192,31.978439331054688,0.0003,0.18525390625,0.2,-0.017169708252185955,0.013126858,660,-3.5838249780237676,9.219347953796387,-1.1920928955078125e-07,15.652864007651806,,,,,
180.0,137216,32.069305419921875,,,,,,,,,,,,,,,
180.0,138240,34.10198211669922,0.0003,0.18583984375,0.2,-0.017431774924625644,0.014300624,670,-3.5274370945990086,6.012383460998535,-1.1920928955078125e-07,12.006425718963147,,,,,
180.0,139264,32.07849884033203,,,,,,,,,,,,,,,
180.0,140288,32.385398864746094,0.0003,0.247900390625,0.2,-0.023939853708725423,0.018711552,680,-3.609610177576542,8.595846176147461,0.0,15.317435595393182,,,,,
180.0,141312,32.74677658081055,,,,,,,,,,,,,,,
180.0,142336,34.932891845703125,0.0003,0.16025390625,0.2,-0.014328490894695279,0.01453272,690,-3.5477782525122166,8.01949691772461,5.960464477539063e-08,15.607308408617973,,,,,
180.0,143360,33.99657440185547,,,,,,,,,,,,,,,
,143360,,,,,,,,,,,,459,311,180.0,70,31.622087580000002
180.0,144384,31.603778839111328,0.0003,0.206298828125,0.2,-0.0199161581833323,0.019835884,700,-3.5723403953015804,5.75129508972168,0.0,13.996888580918313,,,,,
180.0,145408,33.68816375732422,,,,,,,,,,,,,,,
180.0,146432,29.560016632080078,0.0003,0.2541015625,0.2,-0.023225398889917415,0.019682001,710,-3.6958219200372695,5.411056995391846,0.0,13.79368465691805,,,,,
180.0,147456,32.585105895996094,,,,,,,,,,,,,,,
180.0,148480,32.04445266723633,0.0003,0.198095703125,0.2,-0.01690950164775131,0.015834583,720,-3.7362889394164087,7.1342010498046875,-1.1920928955078125e-07,15.759217916429042,,,,,
180.0,149504,32.188690185546875,,,,,,,,,,,,,,,
180.0,150528,30.81224250793457,0.0003,0.21767578125,0.2,-0.01868857536901487,0.01857002,730,-3.730670040845871,6.982804775238037,0.0,15.243669770658016,,,,,
180.0,151552,31.244647979736328,,,,,,,,,,,,,,,
180.0,152576,32.505157470703125,0.0003,0.16396484375,0.2,-0.016734899129733093,0.014979428,740,-3.735462048649788,7.566914081573486,0.0,14.927000766992569,,,,,
180.0,153600,33.06043243408203,,,,,,,,,,,,,,,
180.0,154624,33.701576232910156,0.0003,0.221435546875,0.2,-0.02077547972439788,0.01789502,750,-3.698720086365938,7.918727874755859,0.0,16.740426629781723,,,,,
180.0,155648,33.228729248046875,,,,,,,,,,,,,,,
180.0,156672,33.751956939697266,0.0003,0.23984375,0.2,-0.02272484478307888,0.018426292,760,-3.684765923768282,6.519219398498535,-1.1920928955078125e-07,17.919472619891167,,,,,
180.0,157696,33.61296081542969,,,,,,,,,,,,,,,
180.0,158720,33.54607391357422,0.0003,0.1818359375,0.2,-0.01809924995104666,0.014931875,770,-3.705951874703169,5.71019983291626,0.0,17.58899280577898,,,,,
180.0,159744,34.014835357666016,,,,,,,,,,,,,,,
180.0,160768,33.85535430908203,0.0003,0.19765625,0.2,-0.018626013398170473,0.015558289,780,-3.7367653332650663,7.747768402099609,0.0,18.997009941935538,,,,,
180.0,161792,31.217060089111328,,,,,,,,,,,,,,,
180.0,162816,36.329505920410156,0.0003,0.162646484375,0.2,-0.016012596772634426,0.013392385,790,-3.733433545380831,3.9576046466827393,0.0,17.742446112632752,,,,,
180.0,163840,31.934480667114258,,,,,,,,,,,,,,,
,163840,,,,,,,,,,,,459,356,180.0,80,32.83979371
180.0,164864,33.531028747558594,0.0003,0.20087890625,0.2,-0.01890626681561116,0.014784427,800,-3.7264316521584986,12.271484375,0.0,21.221574461460115,,,,,
180.0,165888,35.10102081298828,,,,,,,,,,,,,,,
180.0,166912,37.035194396972656,0.0003,0.236572265625,0.2,-0.02140869156573899,0.018058939,810,-3.6407419838011266,5.446398735046387,-1.1920928955078125e-07,17.680789141356946,,,,,
180.0,167936,35.37628173828125,,,,,,,,,,,,,,,
180.0,168960,36.55474090576172,0.0003,0.177197265625,0.2,-0.014589180653274525,0.016953569,820,-3.5880860820412637,3.654881238937378,0.0,16.289770236611368,,,,,
180.0,169984,36.30345916748047,,,,,,,,,,,,,,,
180.0,171008,35.598663330078125,0.0003,0.171728515625,0.2,-0.015444766999280546,0.014699241,830,-3.546013667434454,8.431417465209961,0.0,17.58936334848404,,,,,
180.0,172032,37.250125885009766,,,,,,,,,,,,,,,
180.0,173056,34.80200958251953,0.0003,0.16826171875,0.2,-0.014224081848806237,0.015012201,840,-3.619303435087204,4.314164161682129,0.0,15.936356669664383,,,,,
180.0,174080,35.786380767822266,,,,,,,,,,,,,,,
180.0,175104,37.13372039794922,0.0003,0.164501953125,0.2,-0.015086507911473746,0.01502588,850,-3.6053069859743117,5.184539318084717,0.0,16.560557824373245,,,,,
180.0,176128,37.640602111816406,,,,,,,,,,,,,,,
180.0,177152,37.47080612182617,0.0003,0.1759765625,0.2,-0.016893521157908254,0.014323093,860,-3.6674679458141326,5.617437839508057,0.0,16.17564128637314,,,,,
180.0,178176,34.28349304199219,,,,,,,,,,,,,,,
180.0,179200,36.77395248413086,0.0003,0.24404296875,0.2,-0.02246921399200801,0.018805666,870,-3.6493820272386075,7.692716121673584,-1.1920928955078125e-07,16.529567785561085,,,,,
180.0,180224,35.805458068847656,,,,,,,,,,,,,,,
180.0,181248,36.72002410888672,0.0003,0.181396484375,0.2,-0.016512173973023892,0.01644801,880,-3.580876003205776,7.176633834838867,0.0,20.243834117054938,,,,,
180.0,182272,37.94947052001953,,,,,,,,,,,,,,,
180.0,183296,37.95889663696289,0.0003,0.21357421875,0.2,-0.01817745796579402,0.015401879,890,-3.573384812474251,7.534308910369873,0.0,18.803814689815045,,,,,
180.0,184320,37.35469055175781,,,,,,,,,,,,,,,
,184320,,,,,,,,,,,,458,401,180.0,90,36.36684123
180.0,185344,34.09175109863281,0.0003,0.21484375,0.2,-0.01835744843701832,0.019731501,900,-3.619999535381794,6.005966663360596,1.1920928955078125e-07,17.14304046332836,,,,,
180.0,186368,36.757179260253906,,,,,,,,,,,,,,,
180.0,187392,37.233699798583984,0.0003,0.193408203125,0.2,-0.019813740116660483,0.013797713,910,-3.658674082905054,9.288299560546875,1.7881393432617188e-07,18.778870862722396,,,,,
180.0,188416,35.87026596069336,,,,,,,,,,,,,,,
180.0,189440,37.31159973144531,0.0003,0.213623046875,0.2,-0.019626769132446497,0.015950564,920,-3.697911850363016,5.39944314956665,0.0,19.338298061490057,,,,,
180.0,190464,36.79026412963867,,,,,,,,,,,,,,,
180.0,191488,35.06868362426758,0.0003,0.18330078125,0.2,-0.017387583284289576,0.017329562,930,-3.7124226078391076,11.583552360534668,0.0,16.95196858793497,,,,,
180.0,192512,36.80006790161133,,,,,,,,,,,,,,,
180.0,193536,36.26178741455078,0.0003,0.1908203125,0.2,-0.018024184829118894,0.015825277,940,-3.685305763781071,7.128274440765381,0.0,21.98663237988949,,,,,
180.0,194560,35.856834411621094,,,,,,,,,,,,,,,
180.0,195584,36.907188415527344,0.0003,0.18720703125,0.2,-0.018569369209581056,0.016487718,950,-3.6358584232628344,9.143636703491211,0.0,19.14337731152773,,,,,
180.0,196608,40.28108215332031,,,,,,,,,,,,,,,
180.0,197632,38.47222900390625,0.0003,0.18876953125,0.2,-0.018865581235149875,0.016661093,960,-3.6232769168913364,14.601903915405273,0.0,19.86589872390032,,,,,
180.0,198656,37.70269012451172,,,,,,,,,,,,,,,
180.0,199680,39.60299301147461,0.0003,0.174755859375,0.2,-0.01642270208685659,0.015273845,970,-3.623672669380903,6.363872528076172,0.0,18.88979082107544,,,,,
180.0,200704,39.68936538696289,,,,,,,,,,,,,,,
180.0,201728,38.440162658691406,0.0003,0.19189453125,0.2,-0.016995466203661637,0.016324257,980,-3.609446553885937,9.291651725769043,0.0,19.401842071115972,,,,,
180.0,202752,37.559364318847656,,,,,,,,,,,,,,,
180.0,203776,38.87824249267578,0.0003,0.21357421875,0.2,-0.01972142278245883,0.019223481,990,-3.596845153719187,9.156007766723633,0.0,17.67168114632368,,,,,
180.0,204800,41.32856750488281,,,,,,,,,,,,,,,
,204800,,,,,,,,,,,,409,500,180.0,100,37.70585405
180.0,205824,38.767333984375,0.0003,0.223486328125,0.2,-0.019451293317251837,0.01931499,1000,-3.607978604733944,8.229496002197266,1.1920928955078125e-07,17.721467077732086,,,,,
180.0,206848,41.68364715576172,,,,,,,,,,,,,,,
180.0,207872,40.313079833984375,0.0003,0.212548828125,0.2,-0.018655579769983888,0.017349005,1010,-3.6666492886841295,7.73647928237915,0.0,19.100860545039176,,,,,
180.0,208896,39.6511116027832,,,,,,,,,,,,,,,
180.0,209920,38.721561431884766,0.0003,0.176806640625,0.2,-0.015151174619677476,0.01634234,1020,-3.6662985742092133,12.17639446258545,0.0,20.57947026193142,,,,,
180.0,210944,41.647064208984375,,,,,,,,,,,,,,,
180.0,211968,40.917572021484375,0.0003,0.225146484375,0.2,-0.017776045753271318,0.018385638,1030,-3.669727185368538,12.229215621948242,0.0,19.621003967523574,,,,,
180.0,212992,39.432098388671875,,,,,,,,,,,,,,,
180.0,214016,39.544342041015625,0.0003,0.171630859375,0.2,-0.012885655669379048,0.01475466,1040,-3.6716333352029324,7.139878273010254,0.0,20.984143222868443,,,,,
180.0,215040,40.28644943237305,,,,,,,,,,,,,,,
180.0,216064,41.21274185180664,0.0003,0.239013671875,0.2,-0.02080897184641799,0.017831225,1050,-3.6703440621495247,14.317193984985352,0.0,18.613138902187348,,,,,
180.0,217088,39.380374908447266,,,,,,,,,,,,,,,
180.0,218112,42.03956604003906,0.0003,0.195068359375,0.2,-0.01859963100141613,0.016456734,1060,-3.657616214454174,9.686051368713379,0.0,20.974655798077585,,,,,
180.0,219136,42.85346603393555,,,,,,,,,,,,,,,
180.0,220160,41.15021514892578,0.0003,0.18017578125,0.2,-0.014950414434133563,0.012137882,1070,-3.655941430479288,10.541150093078613,0.0,19.205397805571558,,,,,
180.0,221184,40.762638092041016,,,,,,,,,,,,,,,
180.0,222208,41.783485412597656,0.0003,0.232861328125,0.2,-0.019318479375215247,0.016676132,1080,-3.6773467995226383,13.779723167419434,0.0,23.58662464916706,,,,,
180.0,223232,43.214378356933594,,,,,,,,,,,,,,,
180.0,224256,43.35234451293945,0.0003,0.1943359375,0.2,-0.016909822680463548,0.016115941,1090,-3.664582920074463,8.237592697143555,-1.1920928955078125e-07,24.96288700401783,,,,,
180.0,225280,41.949947357177734,,,,,,,,,,,,,,,
,225280,,,,,,,,,,,,412,545,180.0,110,41.47874962
180.0,226304,39.77534484863281,0.0003,0.178955078125,0.2,-0.012752379071025643,0.014952089,1100,-3.607840846478939,7.0014119148254395,0.0,18.352836535871027,,,,,
180.0,227328,42.74534606933594,,,,,,,,,,,,,,,
180.0,228352,42.96164321899414,0.0003,0.20244140625,0.2,-0.014627594863122794,0.016315764,1110,-3.5989364445209504,13.861183166503906,1.1920928955078125e-07,20.041799564659595,,,,,
180.0,229376,43.11186218261719,,,,,,,,,,,,,,,
180.0,230400,42.587486267089844,0.0003,0.152294921875,0.2,-0.011583899530523922,0.013672126,1120,-3.603339048475027,10.184638023376465,0.0,21.91435589492321,,,,,
180.0,231424,42.064552307128906,,,,,,,,,,,,,,,
180.0,232448,40.510093688964844,0.0003,0.13837890625,0.2,-0.011593317464576102,0.013861583,1130,-3.561909443885088,10.362441062927246,0.0,22.22110965847969,,,,,
180.0,233472,44.347320556640625,,,,,,,,,,,,,,,
180.0,234496,43.50666809082031,0.0003,0.21884765625,0.2,-0.01812544505955884,0.01776649,1140,-3.5391252525150776,5.0989484786987305,-1.1920928955078125e-07,18.486853508651258,,,,,
180.0,235520,45.74795150756836,,,,,,,,,,,,,,,
