eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/learning_rate,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/entropy_loss,train/loss,train/explained_variance,train/value_loss,time/fps,time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean
180.0,236544,45.74082946777344,0.0003,0.207373046875,0.2,-0.018565438996301965,0.016975086,1150,-3.5535175159573553,9.3453950881958,1.7881393432617188e-07,20.32217607796192,,,,,
180.0,237568,43.561851501464844,,,,,,,,,,,,,,,
180.0,238592,43.57156753540039,0.0003,0.16572265625,0.2,-0.012446492118760944,0.015174132,1160,-3.5465206377208234,6.90015983581543,-1.1920928955078125e-07,21.396281576156618,,,,,
180.0,239616,45.85801696777344,,,,,,,,,,,,,,,
180.0,240640,43.97218322753906,0.0003,0.138525390625,0.2,-0.01309687590401154,0.014931098,1170,-3.5419061608612536,12.123787879943848,-1.1920928955078125e-07,20.67838012576103,,,,,
180.0,241664,46.00962448120117,,,,,,,,,,,,,,,
180.0,242688,45.90467834472656,0.0003,0.233642578125,0.2,-0.018992370431078598,0.017118417,1180,-3.5539295591413973,10.893722534179688,1.1920928955078125e-07,19.086339282989503,,,,,
180.0,243712,47.25654602050781,,,,,,,,,,,,,,,
180.0,244736,44.16847229003906,0.0003,0.18779296875,0.2,-0.01658419865707401,0.01567814,1190,-3.5482916295528413,9.319656372070312,0.0,20.735754120349885,,,,,
180.0,245760,46.406349182128906,,,,,,,,,,,,,,,
,245760,,,,,,,,,,,,415,591,180.0,120,44.045985500000015
180.0,246784,42.96356201171875,0.0003,0.17412109375,0.2,-0.015980411022610497,0.01667118,1200,-3.5577042289078236,12.591009140014648,0.0,21.29323693215847,,,,,
180.0,247808,42.24409484863281,,,,,,,,,,,,,,,
180.0,248832,47.96417999267578,0.0003,0.180859375,0.2,-0.013611714888247662,0.015765151,1210,-3.5592073284089567,12.578572273254395,5.960464477539063e-08,22.14263363480568,,,,,
180.0,249856,45.512489318847656,,,,,,,,,,,,,,,
180.0,250880,47.443458557128906,0.0003,0.18388671875,0.2,-0.014478203021280934,0.015816798,1220,-3.560301312804222,12.309110641479492,0.0,23.24915293753147,,,,,
180.0,251904,46.950496673583984,,,,,,,,,,,,,,,
180.0,252928,47.49489212036133,0.0003,0.175732421875,0.2,-0.01376241586112883,0.015158571,1230,-3.5090614296495914,16.25467872619629,0.0,22.205777971446516,,,,,
180.0,253952,47.10990524291992,,,,,,,,,,,,,,,
180.0,254976,48.03863525390625,0.0003,0.21328125,0.2,-0.01592444920897833,0.01686912,1240,-3.514961888641119,11.972465515136719,-1.1920928955078125e-07,23.10133804678917,,,,,
180.0,256000,46.11522674560547,,,,,,,,,,,,,,,
180.0,257024,47.48851776123047,0.0003,0.197314453125,0.2,-0.01626708486583084,0.016816061,1250,-3.4718211077153684,12.718151092529297,0.0,22.2511016279459,,,,,
180.0,258048,49.914302825927734,,,,,,,,,,,,,,,
180.0,259072,48.65589904785156,0.0003,0.1306640625,0.2,-0.009144276430015452,0.012727873,1260,-3.450732524693012,8.996854782104492,0.0,21.483593380451204,,,,,
180.0,260096,48.77259063720703,,,,,,,,,,,,,,,
180.0,261120,46.47798156738281,0.0003,0.139990234375,0.2,-0.011659823356603738,0.01401607,1270,-3.4467644043266774,10.367839813232422,0.0,17.54369672834873,,,,,
180.0,262144,49.355525970458984,,,,,,,,,,,,,,,
180.0,263168,49.98515319824219,0.0003,0.18974609375,0.2,-0.014334560802672059,0.014099976,1280,-3.415587463229895,9.475460052490234,-1.1920928955078125e-07,19.972697314620017,,,,,
180.0,264192,49.45423889160156,,,,,,,,,,,,,,,
180.0,265216,49.350929260253906,0.0003,0.14443359375,0.2,-0.01004893529752735,0.015493664,1290,-3.4002415664494037,10.85641860961914,-1.1920928955078125e-07,19.104172742366792,,,,,
180.0,266240,48.762847900390625,,,,,,,,,,,,,,,
,266240,,,,,,,,,,,,418,636,180.0,130,47.54457829999999
180.0,267264,49.558128356933594,0.0003,0.172802734375,0.2,-0.013674776203697548,0.017729871,1300,-3.399336900562048,12.608489036560059,-1.1920928955078125e-07,17.52145982384682,,,,,
180.0,268288,47.59495544433594,,,,,,,,,,,,,,,
180.0,269312,48.70016860961914,0.0003,0.185986328125,0.2,-0.015985708599328064,0.016144384,1310,-3.4131314791738987,7.391634464263916,0.0,19.789359517395496,,,,,
180.0,270336,47.98917770385742,,,,,,,,,,,,,,,
180.0,271360,52.030242919921875,0.0003,0.106201171875,0.2,-0.008013454926549457,0.011707211,1320,-3.394384346157312,8.549064636230469,0.0,20.827234780788423,,,,,
180.0,272384,48.88776779174805,,,,,,,,,,,,,,,
180.0,273408,47.367835998535156,0.0003,0.176611328125,0.2,-0.011962723710166757,0.016817365,1330,-3.4153082616627217,10.90053653717041,0.0,18.0567491337657,,,,,
180.0,274432,50.41223907470703,,,,,,,,,,,,,,,
180.0,275456,48.72576904296875,0.0003,0.158251953125,0.2,-0.012417823338182643,0.013412733,1340,-3.3957011558115484,12.261448860168457,-1.1920928955078125e-07,21.796257773041724,,,,,
180.0,276480,47.62080383300781,,,,,,,,,,,,,,,
180.0,277504,48.96297073364258,0.0003,0.154052734375,0.2,-0.012522106921096565,0.016094342,1350,-3.413976242393255,8.813024520874023,0.0,19.395795327425002,,,,,
180.0,278528,49.84492492675781,,,,,,,,,,,,,,,
180.0,279552,50.62364959716797,0.0003,0.18955078125,0.2,-0.014264101692242548,0.01651117,1360,-3.4268047593533995,8.986810684204102,-1.1920928955078125e-07,21.42339800298214,,,,,
180.0,280576,50.47398376464844,,,,,,,,,,,,,,,
180.0,281600,49.66210174560547,0.0003,0.157666015625,0.2,-0.010956081828771858,0.014777519,1370,-3.4323657788336277,9.049656867980957,0.0,19.85646006166935,,,,,
180.0,282624,51.148826599121094,,,,,,,,,,,,,,,
180.0,283648,51.21017837524414,0.0003,0.16533203125,0.2,-0.01438604191353079,0.016641159,1380,-3.444696506857872,12.97973918914795,-1.1920928955078125e-07,22.65461039543152,,,,,
180.0,284672,50.11712646484375,,,,,,,,,,,,,,,
180.0,285696,49.1815185546875,0.0003,0.170703125,0.2,-0.012766261622891762,0.012765018,1390,-3.436787450313568,5.135641574859619,-1.1920928955078125e-07,19.31817018687725,,,,,
180.0,286720,50.35193634033203,,,,,,,,,,,,,,,
,286720,,,,,,,,,,,,420,682,180.0,140,48.93372285
180.0,287744,49.318138122558594,0.0003,0.1587890625,0.2,-0.011306064580276142,0.015683144,1400,-3.451345930248499,10.363141059875488,0.0,18.674098339676856,,,,,
180.0,288768,49.3287353515625,,,,,,,,,,,,,,,
180.0,289792,49.059974670410156,0.0003,0.130078125,0.2,-0.010986227011017036,0.014628381,1410,-3.4505190372467043,7.1168012619018555,1.1920928955078125e-07,20.245846524834633,,,,,
180.0,290816,51.324989318847656,,,,,,,,,,,,,,,
180.0,291840,48.9697265625,0.0003,0.132861328125,0.2,-0.011149493919219822,0.013610348,1420,-3.4420256540179253,9.742376327514648,0.0,19.832507695257664,,,,,
180.0,292864,48.29243469238281,,,,,,,,,,,,,,,
180.0,293888,49.15003967285156,0.0003,0.13359375,0.2,-0.009786384998005816,0.01245491,1430,-3.4432932399213314,8.588573455810547,-1.1920928955078125e-07,21.578856571018697,,,,,
180.0,294912,50.30715560913086,,,,,,,,,,,,,,,
180.0,295936,49.3858757019043,0.0003,0.135400390625,0.2,-0.008362798915914026,0.011992116,1440,-3.4393157713115214,12.143073081970215,-1.1920928955078125e-07,21.92281527519226,,,,,
180.0,296960,47.64891052246094,,,,,,,,,,,,,,,
180.0,297984,50.0341796875,0.0003,0.15400390625,0.2,-0.011282022853265516,0.014414262,1450,-3.432216855883598,10.970495223999023,0.0,20.574982242286204,,,,,
180.0,299008,50.51155471801758,,,,,,,,,,,,,,,
180.0,300032,49.14588165283203,0.0003,0.163330078125,0.2,-0.013392685253347737,0.016184617,1460,-3.4377982169389725,5.536988735198975,0.0,20.84963054060936,,,,,
180.0,301056,51.590049743652344,,,,,,,,,,,,,,,
180.0,302080,49.70405578613281,0.0003,0.185888671875,0.2,-0.015851528979692376,0.016134026,1470,-3.423717100918293,10.496050834655762,0.0,19.47929492741823,,,,,
180.0,303104,50.26641082763672,,,,,,,,,,,,,,,
180.0,304128,46.398948669433594,0.0003,0.1689453125,0.2,-0.013897188598639332,0.01629618,1480,-3.4135007254779337,9.952712059020996,0.0,19.297637598216532,,,,,
180.0,305152,47.800209045410156,,,,,,,,,,,,,,,
180.0,306176,49.15062713623047,0.0003,0.161767578125,0.2,-0.012633207283215597,0.014953051,1490,-3.4170079566538334,15.054509162902832,0.0,19.344679859280586,,,,,
180.0,307200,49.79770278930664,,,,,,,,,,,,,,,
,307200,,,,,,,,,,,,422,727,180.0,150,49.16032529
180.0,308224,48.99066925048828,0.0003,0.136767578125,0.2,-0.01101600019756006,0.013218963,1500,-3.4248234540224076,8.075201988220215,0.0,18.25153982192278,,,,,
180.0,309248,48.011383056640625,,,,,,,,,,,,,,,
180.0,310272,50.04122543334961,0.0003,0.1263671875,0.2,-0.010291572638379876,0.010715595,1510,-3.414480625838041,12.291559219360352,5.960464477539063e-08,21.65578847229481,,,,,
180.0,311296,50.77031707763672,,,,,,,,,,,,,,,
180.0,312320,48.765724182128906,0.0003,0.182666015625,0.2,-0.013177310972241684,0.016297907,1520,-3.396258042007685,7.538198947906494,0.0,21.442006030678748,,,,,
180.0,313344,49.278594970703125,,,,,,,,,,,,,,,
180.0,314368,48.30487060546875,0.0003,0.21533203125,0.2,-0.01821952278696699,0.016245494,1530,-3.3863571107387545,7.930696487426758,0.0,19.75401172041893,,,,,
180.0,315392,52.32666778564453,,,,,,,,,,,,,,,
180.0,316416,48.65702819824219,0.0003,0.15419921875,0.2,-0.010183681573835202,0.012028886,1540,-3.4200442641973496,3.2800400257110596,1.7881393432617188e-07,19.680258691310883,,,,,
180.0,317440,50.33843994140625,,,,,,,,,,,,,,,
180.0,318464,49.49128723144531,0.0003,0.19091796875,0.2,-0.01361033230787143,0.0150919,1550,-3.398110445588827,9.645879745483398,0.0,20.492236039042474,,,,,
180.0,319488,51.20555877685547,,,,,,,,,,,,,,,
180.0,320512,49.19401550292969,0.0003,0.158447265625,0.2,-0.010743070958415046,0.016663274,1560,-3.403711159527302,15.028602600097656,0.0,19.554224994778632,,,,,
180.0,321536,51.66344451904297,,,,,,,,,,,,,,,
180.0,322560,50.91212844848633,0.0003,0.1126953125,0.2,-0.007490559002326336,0.012406068,1570,-3.409876284003258,15.019187927246094,0.0,22.93007096350193,,,,,
180.0,323584,50.144142150878906,,,,,,,,,,,,,,,
180.0,324608,51.14894104003906,0.0003,0.16015625,0.2,-0.010790960473241285,0.015385555,1580,-3.381996224075556,10.216734886169434,-2.384185791015625e-07,18.940456576645374,,,,,
180.0,325632,50.76044845581055,,,,,,,,,,,,,,,
180.0,326656,52.06665802001953,0.0003,0.18388671875,0.2,-0.013257944530050737,0.01581053,1590,-3.383487769961357,11.481249809265137,0.0,19.709845396876336,,,,,
180.0,327680,50.41111755371094,,,,,,,,,,,,,,,
,327680,,,,,,,,,,,,423,773,180.0,160,49.579611830000005
180.0,328704,52.32383728027344,0.0003,0.1640625,0.2,-0.014074519059795421,0.013740631,1600,-3.3951746448874474,8.351937294006348,0.0,20.20886769145727,,,,,
180.0,329728,50.03352737426758,,,,,,,,,,,,,,,
180.0,330752,49.215728759765625,0.0003,0.19091796875,0.2,-0.012993267400452169,0.0163644,1610,-3.4252214558422565,11.110766410827637,0.0,20.302631518244745,,,,,
180.0,331776,53.020503997802734,,,,,,,,,,,,,,,
180.0,332800,48.744014739990234,0.0003,0.1552734375,0.2,-0.012491294624487637,0.0137324855,1620,-3.4221841745078563,9.219624519348145,5.960464477539063e-08,21.63540488779545,,,,,
180.0,333824,50.346046447753906,,,,,,,,,,,,,,,
180.0,334848,48.950016021728516,0.0003,0.1525390625,0.2,-0.011021770232764539,0.015640702,1630,-3.422240015119314,11.1745023727417,1.1920928955078125e-07,20.132660713791847,,,,,
180.0,335872,50.702598571777344,,,,,,,,,,,,,,,
180.0,336896,50.088096618652344,0.0003,0.168701171875,0.2,-0.013451014010934159,0.016063452,1640,-3.4163207672536373,8.503103256225586,0.0,20.933290126919747,,,,,
180.0,337920,50.41650390625,,,,,,,,,,,,,,,
180.0,338944,48.98094177246094,0.0003,0.16650390625,0.2,-0.01245553319749888,0.01681089,1650,-3.402402272820473,8.857657432556152,5.960464477539063e-08,22.948560041189193,,,,,
180.0,339968,47.56324768066406,,,,,,,,,,,,,,,
180.0,340992,49.58499526977539,0.0003,0.12958984375,0.2,-0.009518372987804469,0.015229974,1660,-3.3494797214865684,11.54288387298584,0.0,18.1485677421093,,,,,
180.0,342016,49.5612907409668,,,,,,,,,,,,,,,
180.0,343040,48.95933532714844,0.0003,0.16376953125,0.2,-0.012140149383048993,0.0147097055,1670,-3.35083164870739,10.082871437072754,0.0,18.312493182718754,,,,,
180.0,344064,49.356292724609375,,,,,,,,,,,,,,,
180.0,345088,49.49567413330078,0.0003,0.1755859375,0.2,-0.012568581262894441,0.016856046,1680,-3.3931902572512627,10.312453269958496,0.0,18.887257081270217,,,,,
180.0,346112,49.86857604980469,,,,,,,,,,,,,,,
180.0,347136,49.120262145996094,0.0003,0.14345703125,0.2,-0.010751772248477209,0.012448484,1690,-3.4144970037043096,7.994414806365967,0.0,19.660445174574853,,,,,
180.0,348160,49.683746337890625,,,,,,,,,,,,,,,
,348160,,,,,,,,,,,,423,822,180.0,170,49.6015429
180.0,349184,50.79065704345703,0.0003,0.1634765625,0.2,-0.012566689326195046,0.017963447,1700,-3.4428631104528904,9.760802268981934,0.0,22.321393242478372,,,,,
180.0,350208,50.00439453125,,,,,,,,,,,,,,,
180.0,351232,49.4512939453125,0.0003,0.154736328125,0.2,-0.012692711906856858,0.014910944,1710,-3.4580031096935273,8.059745788574219,0.0,21.43093523681164,,,,,
180.0,352256,50.631126403808594,,,,,,,,,,,,,,,
180.0,353280,49.76197814941406,0.0003,0.180126953125,0.2,-0.012327043431287165,0.017307702,1720,-3.4622824184596537,11.292613983154297,0.0,20.082819113135336,,,,,
180.0,354304,49.97606658935547,,,,,,,,,,,,,,,
180.0,355328,52.22991943359375,0.0003,0.161572265625,0.2,-0.012924640881828963,0.012743412,1730,-3.4469539977610113,7.824368476867676,0.0,21.680104526877404,,,,,
180.0,356352,50.5008659362793,,,,,,,,,,,,,,,
180.0,357376,50.257537841796875,0.0003,0.12265625,0.2,-0.008885079326864798,0.013671181,1740,-3.4482781402766705,5.5693278312683105,0.0,18.436943240463734,,,,,
180.0,358400,51.785736083984375,,,,,,,,,,,,,,,
180.0,359424,49.947998046875,0.0003,0.159814453125,0.2,-0.011619232992234173,0.012372925,1750,-3.441214632242918,13.765290260314941,-1.1920928955078125e-07,21.54940074086189,,,,,
180.0,360448,50.01372528076172,,,,,,,,,,,,,,,
180.0,361472,51.94813537597656,0.0003,0.1650390625,0.2,-0.015091267673415131,0.015549552,1760,-3.4556605614721776,9.082475662231445,0.0,23.678552463650703,,,,,
180.0,362496,50.32917404174805,,,,,,,,,,,,,,,
180.0,363520,48.40424346923828,0.0003,0.15400390625,0.2,-0.012919292292644968,0.013436131,1770,-3.429889625310898,8.986916542053223,1.1920928955078125e-07,20.14519512206316,,,,,
180.0,364544,49.82994079589844,,,,,,,,,,,,,,,
180.0,365568,49.19318389892578,0.0003,0.179736328125,0.2,-0.014477480671484955,0.015422797,1780,-3.421305975317955,8.073323249816895,-1.1920928955078125e-07,21.992142203450204,,,,,
180.0,366592,50.42753601074219,,,,,,,,,,,,,,,
180.0,367616,48.13900375366211,0.0003,0.17119140625,0.2,-0.012248056645330508,0.014762319,1790,-3.416468061506748,14.06908893585205,1.1920928955078125e-07,20.90639371573925,,,,,
180.0,368640,46.68711853027344,,,,,,,,,,,,,,,
,368640,,,,,,,,,,,,422,872,180.0,180,50.04459788000001
180.0,369664,51.691917419433594,0.0003,0.129931640625,0.2,-0.010419311188161372,0.015187463,1800,-3.4054532654583456,9.604235649108887,0.0,18.926720216870308,,,,,
180.0,370688,49.60943603515625,,,,,,,,,,,,,,,
180.0,371712,51.822296142578125,0.0003,0.179296875,0.2,-0.014272859040647744,0.012706778,1810,-3.395413340628147,10.805825233459473,0.0,21.075140330195428,,,,,
180.0,372736,49.390846252441406,,,,,,,,,,,,,,,
180.0,373760,50.365081787109375,0.0003,0.1869140625,0.2,-0.014041795213415753,0.016325288,1820,-3.4182886317372323,4.706367015838623,-1.1920928955078125e-07,19.711921349167824,,,,,
180.0,374784,49.65654373168945,,,,,,,,,,,,,,,
180.0,375808,48.03942108154297,0.0003,0.13271484375,0.2,-0.011535871686646715,0.012502579,1830,-3.428945754468441,20.143842697143555,5.960464477539063e-08,23.338786870241165,,,,,
180.0,376832,49.33504867553711,,,,,,,,,,,,,,,
180.0,377856,50.736045837402344,0.0003,0.178759765625,0.2,-0.012957178792566993,0.015253932,1840,-3.435280200839043,10.701401710510254,5.960464477539063e-08,21.655011856555937,,,,,
180.0,378880,48.22909164428711,,,,,,,,,,,,,,,
180.0,379904,50.248443603515625,0.0003,0.157958984375,0.2,-0.01219433884252794,0.014739402,1850,-3.4584813602268696,15.636103630065918,5.960464477539063e-08,22.120113092660905,,,,,
180.0,380928,50.35173797607422,,,,,,,,,,,,,,,
180.0,381952,52.387672424316406,0.0003,0.181494140625,0.2,-0.013828091428149492,0.015277469,1860,-3.4665489345788956,11.521737098693848,0.0,22.706900343298912,,,,,
180.0,382976,49.80052947998047,,,,,,,,,,,,,,,
180.0,384000,50.88993835449219,0.0003,0.198974609375,0.2,-0.01566760765563231,0.015434869,1870,-3.430450665205717,12.412821769714355,0.0,22.94672662317753,,,,,
180.0,385024,50.31178283691406,,,,,,,,,,,,,,,
180.0,386048,50.62256622314453,0.0003,0.120703125,0.2,-0.008138676104135812,0.012341987,1880,-3.42523972094059,8.041038513183594,0.0,22.177736519277097,,,,,
180.0,387072,51.521751403808594,,,,,,,,,,,,,,,
180.0,388096,50.209476470947266,0.0003,0.156591796875,0.2,-0.012714950049121399,0.015866734,1890,-3.4418104708194734,11.392830848693848,5.960464477539063e-08,21.56056928038597,,,,,
180.0,389120,50.34751892089844,,,,,,,,,,,,,,,
,389120,,,,,,,,,,,,424,917,180.0,190,49.80891314
180.0,390144,49.10600662231445,0.0003,0.146044921875,0.2,-0.011538983442005702,0.014998102,1900,-3.4577194288372994,7.307568073272705,0.0,20.817270646989346,,,,,
180.0,391168,49.73175811767578,,,,,,,,,,,,,,,
180.0,392192,49.71471405029297,0.0003,0.14716796875,0.2,-0.011847883340669796,0.01598432,1910,-3.473360625654459,12.026299476623535,0.0,20.890096029639246,,,,,
180.0,393216,49.97389221191406,,,,,,,,,,,,,,,
180.0,394240,50.84056091308594,0.0003,0.135888671875,0.2,-0.009620728424488334,0.016155781,1920,-3.4744395181536674,6.270841598510742,0.0,20.707564705610274,,,,,
180.0,395264,49.30982971191406,,,,,,,,,,,,,,,
180.0,396288,49.52408218383789,0.0003,0.175244140625,0.2,-0.013351179768505972,0.016849855,1930,-3.4413316741585733,6.731332302093506,0.0,20.55204474925995,,,,,
180.0,397312,48.88241195678711,,,,,,,,,,,,,,,
180.0,398336,51.456199645996094,0.0003,0.1361328125,0.2,-0.011037232482340186,0.014937103,1940,-3.429555698484182,13.179871559143066,0.0,20.098327523469926,,,,,
180.0,399360,50.1480712890625,,,,,,,,,,,,,,,
180.0,400384,52.56050109863281,0.0003,0.221484375,0.2,-0.01685484560293844,0.017360158,1950,-3.4043076395988465,13.098402976989746,0.0,19.709605559706688,,,,,
180.0,401408,50.595237731933594,,,,,,,,,,,,,,,
