eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/clip_range,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/clip_fraction,train/loss,train/n_updates,train/approx_kl,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations
180.0,15.051641464233398,1024,,,,,,,,,,,,,,,
180.0,13.576656341552734,2048,,,,,,,,,,,,,,,
180.0,13.268671035766602,3072,0.2,0.0003,-0.0017199516296386719,-0.04504185024125036,-5.865801431238651,43.009141254425046,0.43662109375,23.29387092590332,10,0.02511354,,,,,
180.0,13.931925773620605,4096,,,,,,,,,,,,,,,
180.0,12.486833572387695,5120,0.2,0.0003,0.0,-0.03606793387007201,-5.844215549528599,45.45020935535431,0.366455078125,27.955678939819336,20,0.025031444,,,,,
180.0,13.021337509155273,6144,,,,,,,,,,,,,,,
180.0,13.828641891479492,7168,0.2,0.0003,0.0,-0.0359512620663736,-5.819081929326058,47.58379349708557,0.3576171875,26.874929428100586,30,0.026424326,,,,,
180.0,14.042694091796875,8192,,,,,,,,,,,,,,,
180.0,12.842243194580078,9216,0.2,0.0003,0.0,-0.04305671586917015,-5.780885218083858,34.853164637088774,0.424609375,32.22164535522461,40,0.026302136,,,,,
180.0,12.711931228637695,10240,,,,,,,,,,,,,,,
180.0,14.038187026977539,11264,0.2,0.0003,0.0,-0.041463525526341985,-5.768773178756237,39.2028254032135,0.3509765625,18.138559341430664,50,0.022697765,,,,,
180.0,12.376113891601562,12288,,,,,,,,,,,,,,,
180.0,15.82882308959961,13312,0.2,0.0003,0.0,-0.039181384787661956,-5.736232078075409,41.65039990246296,0.356396484375,20.605710983276367,60,0.022767222,,,,,
180.0,14.923481941223145,14336,,,,,,,,,,,,,,,
180.0,15.20509147644043,15360,0.2,0.0003,5.960464477539063e-08,-0.036699503088311755,-5.710464565455913,44.285951456427576,0.34208984375,17.510107040405273,70,0.021970013,,,,,
180.0,15.051162719726562,16384,,,,,,,,,,,,,,,
180.0,13.291666984558105,17408,0.2,0.0003,0.0,-0.03560948054218897,-5.679046209156513,38.283342719078064,0.337060546875,14.227001190185547,80,0.021270279,,,,,
180.0,14.303571701049805,18432,,,,,,,,,,,,,,,
180.0,16.90947914123535,19456,0.2,0.0003,-1.1920928955078125e-07,-0.03789854257120169,-5.658455869555473,41.17689991593361,0.354345703125,33.119293212890625,90,0.022551693,,,,,
180.0,15.560656547546387,20480,,,,,,,,,,,,,,,
,,20480,,,,,,,,,,,14.99758978,93,180.0,219,10
180.0,15.22901725769043,21504,0.2,0.0003,0.0,-0.03800445018059691,-5.631322878599167,41.48803397417068,0.355224609375,14.901895523071289,100,0.022406217,,,,,
180.0,16.324798583984375,22528,,,,,,,,,,,,,,,
180.0,15.72243881225586,23552,0.2,0.0003,0.0,-0.038350179011467846,-5.58594912737608,40.682624739408496,0.3533203125,22.187192916870117,110,0.022080172,,,,,
180.0,16.754146575927734,24576,,,,,,,,,,,,,,,
180.0,15.614595413208008,25600,0.2,0.0003,0.0,-0.03892499020294053,-5.557850037515164,29.351159025728702,0.37177734375,17.942771911621094,120,0.024266124,,,,,
180.0,15.027582168579102,26624,,,,,,,,,,,,,,,
180.0,15.867698669433594,27648,0.2,0.0003,-1.1920928955078125e-07,-0.03248808597418247,-5.541177317500114,34.43280538916588,0.33095703125,17.925851821899414,130,0.022701107,,,,,
180.0,16.713890075683594,28672,,,,,,,,,,,,,,,
180.0,17.43703842163086,29696,0.2,0.0003,-1.1920928955078125e-07,-0.03482289564999519,-5.533692345023155,39.2920186817646,0.32060546875,18.93169403076172,140,0.019658659,,,,,
180.0,17.155275344848633,30720,,,,,,,,,,,,,,,
180.0,17.39228630065918,31744,0.2,0.0003,1.1920928955078125e-07,-0.03565182917227503,-5.514397950470448,34.316763246059416,0.34169921875,10.895391464233398,150,0.0233379,,,,,
180.0,17.306180953979492,32768,,,,,,,,,,,,,,,
180.0,17.625593185424805,33792,0.2,0.0003,-1.1920928955078125e-07,-0.03777154249837622,-5.455407601594925,43.818860691785815,0.344482421875,9.867744445800781,160,0.024559211,,,,,
180.0,15.07552433013916,34816,,,,,,,,,,,,,,,
180.0,15.810229301452637,35840,0.2,0.0003,0.0,-0.034588007189449856,-5.435986903309822,40.17771780192852,0.337841796875,25.316490173339844,170,0.021227593,,,,,
180.0,16.88825798034668,36864,,,,,,,,,,,,,,,
180.0,17.566448211669922,37888,0.2,0.0003,-1.1920928955078125e-07,-0.037662853274377996,-5.4071000382304195,38.94650202989578,0.37216796875,16.762407302856445,180,0.022964273,,,,,
180.0,16.48674774169922,38912,,,,,,,,,,,,,,,
180.0,17.140295028686523,39936,0.2,0.0003,0.0,-0.031174337011179887,-5.378360892832279,39.89022603332997,0.31845703125,9.407646179199219,190,0.020230215,,,,,
180.0,18.24010467529297,40960,,,,,,,,,,,,,,,
,,40960,,,,,,,,,,,15.844326170000002,185,180.0,221,20
180.0,16.94191551208496,41984,0.2,0.0003,-1.1920928955078125e-07,-0.03634940965021087,-5.318753041327,50.98270010948181,0.384423828125,14.617810249328613,200,0.024106892,,,,,
180.0,17.560630798339844,43008,,,,,,,,,,,,,,,
180.0,18.763769149780273,44032,0.2,0.0003,1.1920928955078125e-07,-0.03307263616152341,-5.279695934057235,41.15886879563332,0.34609375,31.27384376525879,210,0.021431424,,,,,
180.0,16.940019607543945,45056,,,,,,,,,,,,,,,
180.0,16.211820602416992,46080,0.2,0.0003,-1.1920928955078125e-07,-0.034050785627914595,-5.267995730042458,39.644044059515,0.344287109375,16.571149826049805,220,0.022683702,,,,,
180.0,16.726978302001953,47104,,,,,,,,,,,,,,,
180.0,19.065567016601562,48128,0.2,0.0003,0.0,-0.029300303243508095,-5.227031087875366,43.529475873708726,0.29248046875,21.716794967651367,230,0.0216388,,,,,
180.0,16.789337158203125,49152,,,,,,,,,,,,,,,
180.0,18.985774993896484,50176,0.2,0.0003,0.0,-0.03540723055048147,-5.135228863358497,41.05921310186386,0.35830078125,15.620742797851562,240,0.021799862,,,,,
180.0,18.187259674072266,51200,,,,,,,,,,,,,,,
180.0,19.72037124633789,52224,0.2,0.0003,5.960464477539063e-08,-0.03419209298881469,-5.061269845068455,44.550588104128835,0.321484375,24.422422409057617,250,0.02140918,,,,,
180.0,20.916051864624023,53248,,,,,,,,,,,,,,,
180.0,20.688249588012695,54272,0.2,0.0003,0.0,-0.03161241315101506,-5.026582208275795,43.02888115048408,0.316650390625,13.272482872009277,260,0.02073076,,,,,
180.0,20.097225189208984,55296,,,,,,,,,,,,,,,
180.0,21.711349487304688,56320,0.2,0.0003,0.0,-0.03298907553835306,-4.976357215642929,42.22403582632542,0.342236328125,21.127233505249023,270,0.02224936,,,,,
180.0,19.555742263793945,57344,,,,,,,,,,,,,,,
180.0,21.783218383789062,58368,0.2,0.0003,0.0,-0.031177578937786166,-4.901889145374298,37.64884227216244,0.3296875,18.136749267578125,280,0.022017349,,,,,
180.0,22.242568969726562,59392,,,,,,,,,,,,,,,
180.0,20.970752716064453,60416,0.2,0.0003,0.0,-0.033876200368104036,-4.8276485174894335,39.506750237941745,0.3349609375,21.709980010986328,290,0.02133606,,,,,
180.0,22.28856086730957,61440,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,20.036544879999997,279,180.0,219,30
180.0,25.35895538330078,62464,0.2,0.0003,0.0,-0.0296649717449327,-4.811751027405262,41.94049468040466,0.2693359375,21.46368408203125,300,0.020797353,,,,,
180.0,22.299182891845703,63488,,,,,,,,,,,,,,,
180.0,24.013751983642578,64512,0.2,0.0003,0.0,-0.032138210229459216,-4.742508240044117,40.596667546033856,0.322607421875,18.981733322143555,310,0.020281136,,,,,
180.0,25.397865295410156,65536,,,,,,,,,,,,,,,
180.0,23.70287322998047,66560,0.2,0.0003,0.0,-0.023536111666180658,-4.657779976725578,38.05618830323219,0.25849609375,21.92256736755371,320,0.017714271,,,,,
180.0,22.564247131347656,67584,,,,,,,,,,,,,,,
180.0,27.025733947753906,68608,0.2,0.0003,0.0,-0.02728546290600207,-4.576783014833927,36.739058485627176,0.277734375,9.679299354553223,330,0.01954684,,,,,
180.0,28.11566925048828,69632,,,,,,,,,,,,,,,
180.0,23.297306060791016,70656,0.2,0.0003,0.0,-0.02277329369680956,-4.584355814754963,36.74817188978195,0.244384765625,22.882192611694336,340,0.019964233,,,,,
180.0,27.339588165283203,71680,,,,,,,,,,,,,,,
180.0,24.889856338500977,72704,0.2,0.0003,0.0,-0.028749831108143553,-4.652858707308769,45.911576664447786,0.276904296875,24.339447021484375,350,0.021718413,,,,,
180.0,26.21796417236328,73728,,,,,,,,,,,,,,,
180.0,27.95943832397461,74752,0.2,0.0003,0.0,-0.03172812206030358,-4.594221168756485,36.83062389194966,0.31298828125,23.6036434173584,360,0.020237517,,,,,
180.0,29.084245681762695,75776,,,,,,,,,,,,,,,
180.0,31.236858367919922,76800,0.2,0.0003,0.0,-0.028570629002933855,-4.507122462987899,40.95768571794033,0.278173828125,19.653379440307617,370,0.019547174,,,,,
180.0,29.385814666748047,77824,,,,,,,,,,,,,,,
180.0,29.266063690185547,78848,0.2,0.0003,0.0,-0.02858901647850871,-4.449233496189118,40.82152382731438,0.289501953125,17.229658126831055,380,0.0180986,,,,,
180.0,36.646305084228516,79872,,,,,,,,,,,,,,,
180.0,31.6468505859375,80896,0.2,0.0003,0.0,-0.023324747021251823,-4.263385586440563,46.12914124727249,0.247314453125,39.27830505371094,390,0.01656659,,,,,
180.0,32.05533981323242,81920,,,,,,,,,,,,,,,
,,81920,,,,,,,,,,,26.79858974,379,180.0,215,40
180.0,30.4615421295166,82944,0.2,0.0003,0.0,-0.026973221512162127,-4.160244518518448,41.66051693558693,0.272412109375,23.828479766845703,400,0.019998586,,,,,
180.0,33.726226806640625,83968,,,,,,,,,,,,,,,
180.0,33.57197189331055,84992,0.2,0.0003,0.0,-0.022952596994582564,-4.079365827143192,37.01445218324661,0.20830078125,22.710628509521484,410,0.014040751,,,,,
180.0,32.702877044677734,86016,,,,,,,,,,,,,,,
180.0,30.362930297851562,87040,0.2,0.0003,0.0,-0.03100119743030518,-4.037448402494192,45.175010001659395,0.290576171875,25.649259567260742,420,0.020313207,,,,,
180.0,32.60138702392578,88064,,,,,,,,,,,,,,,
180.0,34.27936553955078,89088,0.2,0.0003,0.0,-0.022483674927207174,-4.0292785950005054,41.37272085547447,0.227197265625,21.641881942749023,430,0.015889933,,,,,
180.0,30.517311096191406,90112,,,,,,,,,,,,,,,
180.0,32.375789642333984,91136,0.2,0.0003,0.0,-0.029952422964561264,-4.146761606633663,39.155811628699304,0.28916015625,20.85167694091797,440,0.021133501,,,,,
180.0,32.703731536865234,92160,,,,,,,,,,,,,,,
180.0,34.282623291015625,93184,0.2,0.0003,-1.1920928955078125e-07,-0.022617932585126253,-4.04740975573659,38.57085073590279,0.23203125,25.047290802001953,450,0.017629612,,,,,
180.0,35.55245590209961,94208,,,,,,,,,,,,,,,
180.0,37.261260986328125,95232,0.2,0.0003,1.7881393432617188e-07,-0.025782740546856076,-3.8892130948603154,38.80654855370521,0.255810546875,23.635292053222656,460,0.019841626,,,,,
180.0,37.61931610107422,96256,,,,,,,,,,,,,,,
180.0,39.34235763549805,97280,0.2,0.0003,0.0,-0.019451214314176467,-3.6951122604310513,39.719590371847154,0.233740234375,18.439577102661133,470,0.018619416,,,,,
180.0,32.69718933105469,98304,,,,,,,,,,,,,,,
180.0,39.4127082824707,99328,0.2,0.0003,0.0,-0.021159736265690298,-3.6583103589713573,39.98138200640678,0.18984375,13.374500274658203,480,0.013533061,,,,,
180.0,39.075523376464844,100352,,,,,,,,,,,,,,,
180.0,44.01182556152344,101376,0.2,0.0003,0.0,-0.022701593777310337,-3.6153716169297696,38.98373155593872,0.201904296875,24.043773651123047,490,0.014435429,,,,,
180.0,45.14574432373047,102400,,,,,,,,,,,,,,,
,,102400,,,,,,,,,,,35.90806905,472,180.0,216,50
180.0,42.00169372558594,103424,0.2,0.0003,-1.1920928955078125e-07,-0.0178878521284787,-3.445423378795385,40.897812095284465,0.18837890625,21.402912139892578,500,0.014968772,,,,,
180.0,42.00849151611328,104448,,,,,,,,,,,,,,,
180.0,40.597869873046875,105472,0.2,0.0003,0.0,-0.02347034299891675,-3.495754346996546,41.687411236763,0.215087890625,24.476224899291992,510,0.016071547,,,,,
180.0,39.58129119873047,106496,,,,,,,,,,,,,,,
180.0,47.452476501464844,107520,0.2,0.0003,-1.1920928955078125e-07,-0.021204194631718565,-3.5479313887655737,48.84212754964828,0.2103515625,22.30066680908203,520,0.014122476,,,,,
180.0,41.0627555847168,108544,,,,,,,,,,,,,,,
180.0,42.921260833740234,109568,0.2,0.0003,0.0,-0.02037876126996707,-3.67908169105649,37.21576134264469,0.18330078125,25.28598976135254,530,0.015576583,,,,,
180.0,42.587249755859375,110592,,,,,,,,,,,,,,,
180.0,45.61968231201172,111616,0.2,0.0003,-1.1920928955078125e-07,-0.02219749441865133,-3.6910318471491337,41.52917271256447,0.20556640625,15.100435256958008,540,0.014301339,,,,,
180.0,43.4918212890625,112640,,,,,,,,,,,,,,,
180.0,44.48866653442383,113664,0.2,0.0003,0.0,-0.019732992061472034,-3.7061911530792715,44.48779205083847,0.202880859375,29.841894149780273,550,0.016126167,,,,,
180.0,44.960670471191406,114688,,,,,,,,,,,,,,,
180.0,40.53528594970703,115712,0.2,0.0003,5.960464477539063e-08,-0.023952636195463128,-3.7935157835483553,43.002211809158325,0.23447265625,25.71942710876465,560,0.019965125,,,,,
180.0,45.809959411621094,116736,,,,,,,,,,,,,,,
