eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/loss,train/n_updates,train/entropy_loss,train/explained_variance,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed
40.0,66.22969818115234,48128,0.5494140625,0.2,0.0003,0.091654874,-0.06513072535744868,53.93529667854309,21.234039306640625,230,-4.463021947443485,5.960464477539063e-08,,,,,
40.0,63.73919677734375,49152,,,,,,,,,,,,,,,
40.0,63.01641082763672,50176,0.6005859375,0.2,0.0003,0.11899636,-0.06065476475923788,61.30489189624787,33.877662658691406,240,-4.410288634896278,-1.1920928955078125e-07,,,,,
40.0,68.86658477783203,51200,,,,,,,,,,,,,,,
40.0,63.740447998046875,52224,0.606396484375,0.2,0.0003,0.10371933,-0.062257580686127766,52.899047738313676,27.319704055786133,250,-4.327873507142067,5.960464477539063e-08,,,,,
40.0,61.03634262084961,53248,,,,,,,,,,,,,,,
40.0,63.027076721191406,54272,0.623583984375,0.2,0.0003,0.14710112,-0.06486516984878107,52.70505475997925,21.477859497070312,260,-4.242908306419849,0.0,,,,,
40.0,63.132293701171875,55296,,,,,,,,,,,,,,,
40.0,62.294830322265625,56320,0.630126953125,0.2,0.0003,0.12191282,-0.063265161216259,59.82196371555328,31.401399612426758,270,-4.175499324500561,0.0,,,,,
40.0,68.04785919189453,57344,,,,,,,,,,,,,,,
40.0,63.826171875,58368,0.657373046875,0.2,0.0003,0.13418654,-0.05378823725041002,45.60975625514984,19.501800537109375,280,-4.137777768075466,0.0,,,,,
40.0,66.92921447753906,59392,,,,,,,,,,,,,,,
40.0,65.15400695800781,60416,0.648193359375,0.2,0.0003,0.15621991,-0.05118915699422359,54.54986765384674,21.880144119262695,290,-4.1174565389752384,-1.1920928955078125e-07,,,,,
40.0,66.22269439697266,61440,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,65.3694677,363,40.0,30,168
40.0,66.46105194091797,62464,0.572265625,0.2,0.0003,0.09974822,-0.06352363280602731,51.32527134418488,22.648815155029297,300,-4.059851837158203,0.0,,,,,
40.0,61.64240264892578,63488,,,,,,,,,,,,,,,
40.0,66.8447265625,64512,0.6154296875,0.2,0.0003,0.103173256,-0.05863343604141846,49.78672069311142,18.885059356689453,310,-3.988068263977766,0.0,,,,,
40.0,63.47389221191406,65536,,,,,,,,,,,,,,,
40.0,68.05448150634766,66560,0.575537109375,0.2,0.0003,0.09108949,-0.06323686754330993,53.633786463737486,24.484134674072266,320,-3.903080850839615,0.0,,,,,
40.0,62.66780090332031,67584,,,,,,,,,,,,,,,
40.0,65.51444244384766,68608,0.5876953125,0.2,0.0003,0.09464708,-0.05713167663780041,45.12549700140953,20.11280059814453,330,-3.872795171290636,-1.1920928955078125e-07,,,,,
40.0,68.44329833984375,69632,,,,,,,,,,,,,,,
40.0,73.08241271972656,70656,0.6232421875,0.2,0.0003,0.09003191,-0.061054680476081556,42.184085541963576,18.77594566345215,340,-3.862318444252014,0.0,,,,,
40.0,71.77166748046875,71680,,,,,,,,,,,,,,,
40.0,65.55274200439453,72704,0.62890625,0.2,0.0003,0.107050255,-0.05747955917613581,51.304345494508745,27.75240707397461,350,-3.8184805922210217,5.960464477539063e-08,,,,,
40.0,68.76113891601562,73728,,,,,,,,,,,,,,,
40.0,72.92229461669922,74752,0.58935546875,0.2,0.0003,0.0956215,-0.052527200349140914,48.21765228509903,28.39402198791504,360,-3.7745834700763226,0.0,,,,,
40.0,62.84357452392578,75776,,,,,,,,,,,,,,,
