eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/clip_fraction,train/n_updates,train/approx_kl,train/clip_range,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations
180.0,1024,14.025362968444824,,,,,,,,,,,,,,,
180.0,2048,14.077532768249512,,,,,,,,,,,,,,,
180.0,3072,14.383537292480469,0.327978515625,10,0.020742632,0.2,0.0003,42.336981925368306,-5.872350105643273,-0.047705345758004114,0.0031572580337524414,14.135696411132812,,,,,
180.0,4096,14.179893493652344,,,,,,,,,,,,,,,
180.0,5120,13.091129302978516,0.347021484375,20,0.024659961,0.2,0.0003,35.44585891366005,-5.850282654166222,-0.03760602214606479,0.002343118190765381,12.64864444732666,,,,,
180.0,6144,14.326922416687012,,,,,,,,,,,,,,,
180.0,7168,14.13389778137207,0.357177734375,30,0.023508722,0.2,0.0003,44.10911831855774,-5.835026054084301,-0.0349330328142969,-0.0009224414825439453,19.634817123413086,,,,,
180.0,8192,14.647964477539062,,,,,,,,,,,,,,,
180.0,9216,12.553251266479492,0.35341796875,40,0.021028988,0.2,0.0003,33.984004908800124,-5.81499270349741,-0.03422368605388328,0.0014126896858215332,15.012146949768066,,,,,
180.0,10240,14.157032012939453,,,,,,,,,,,,,,,
180.0,11264,13.942939758300781,0.29765625,50,0.022108864,0.2,0.0003,45.60373440682888,-5.795264494419098,-0.033988572940870654,0.0006229281425476074,16.703657150268555,,,,,
180.0,12288,14.788161277770996,,,,,,,,,,,,,,,
180.0,13312,14.639022827148438,0.3220703125,60,0.021419724,0.2,0.0003,41.38487004339695,-5.774815264344215,-0.03664211303694174,-0.00021755695343017578,24.1368465423584,,,,,
180.0,14336,15.140737533569336,,,,,,,,,,,,,,,
180.0,15360,13.788496017456055,0.348095703125,70,0.022038255,0.2,0.0003,36.91829981803894,-5.756203687191009,-0.03931987231626408,0.00046765804290771484,22.72429656982422,,,,,
180.0,16384,14.834905624389648,,,,,,,,,,,,,,,
180.0,17408,14.889394760131836,0.36240234375,80,0.024989698,0.2,0.0003,36.976115599274635,-5.731060115993023,-0.0387104955065297,0.00019484758377075195,18.319612503051758,,,,,
180.0,18432,14.3917236328125,,,,,,,,,,,,,,,
180.0,19456,13.98801326751709,0.364453125,90,0.024232216,0.2,0.0003,40.23342319130897,-5.724477480351925,-0.03684349536306399,-0.0007079839706420898,29.808788299560547,,,,,
180.0,20480,14.369405746459961,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,91,13.54236135,223,180.0,10
180.0,21504,16.6748046875,0.326220703125,100,0.02298494,0.2,0.0003,44.565863916277884,-5.712431581318379,-0.03297657724178862,0.0,17.009632110595703,,,,,
180.0,22528,13.300609588623047,,,,,,,,,,,,,,,
180.0,23552,17.03095245361328,0.381201171875,110,0.024695124,0.2,0.0003,39.68511373698711,-5.689906713366509,-0.03750849242205732,0.0001138448715209961,25.25755500793457,,,,,
180.0,24576,15.400096893310547,,,,,,,,,,,,,,,
180.0,25600,14.486565589904785,0.319921875,120,0.021606185,0.2,0.0003,36.138157749176024,-5.676374976336956,-0.03666484313289402,5.364418029785156e-07,21.770416259765625,,,,,
180.0,26624,13.589754104614258,,,,,,,,,,,,,,,
180.0,27648,13.699850082397461,0.34423828125,130,0.021658834,0.2,0.0003,36.74639601707459,-5.639651603996754,-0.037903503949928564,0.0,23.68679428100586,,,,,
180.0,28672,14.704391479492188,,,,,,,,,,,,,,,
180.0,29696,15.416135787963867,0.35390625,140,0.023053544,0.2,0.0003,38.083182361721995,-5.601049533486366,-0.033468983662169195,5.960464477539062e-07,10.551156997680664,,,,,
180.0,30720,15.193382263183594,,,,,,,,,,,,,,,
180.0,31744,14.588366508483887,0.332373046875,150,0.02197143,0.2,0.0003,32.99005219638347,-5.596237650513649,-0.03490875004717964,0.0,10.277101516723633,,,,,
180.0,32768,15.611612319946289,,,,,,,,,,,,,,,
180.0,33792,14.831886291503906,0.33271484375,160,0.022048034,0.2,0.0003,38.49603998661041,-5.596977928280831,-0.03816368035331834,-1.1920928955078125e-07,20.198963165283203,,,,,
180.0,34816,14.714686393737793,,,,,,,,,,,,,,,
180.0,35840,17.1380615234375,0.319384765625,170,0.02217587,0.2,0.0003,41.8274716168642,-5.571367295086384,-0.03536289910407504,0.0,32.09501647949219,,,,,
180.0,36864,14.579185485839844,,,,,,,,,,,,,,,
180.0,37888,18.079730987548828,0.30556640625,180,0.019897155,0.2,0.0003,33.98077052533627,-5.531400150060653,-0.03399071916210232,0.0,19.818103790283203,,,,,
180.0,38912,15.320817947387695,,,,,,,,,,,,,,,
180.0,39936,15.04165267944336,0.307080078125,190,0.021741614,0.2,0.0003,50.3774157166481,-5.524617858231068,-0.0359762858657632,0.0,29.815387725830078,,,,,
180.0,40960,15.264395713806152,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,182,14.993899340000002,224,180.0,20
180.0,41984,15.985695838928223,0.318212890625,200,0.019722227,0.2,0.0003,41.674663844704625,-5.46811235845089,-0.02849037569903885,-3.5762786865234375e-07,21.324344635009766,,,,,
180.0,43008,16.031967163085938,,,,,,,,,,,,,,,
180.0,44032,14.877593994140625,0.31396484375,210,0.02086867,0.2,0.0003,43.858041274547574,-5.457921226322651,-0.030327792157186194,0.0,21.455055236816406,,,,,
180.0,45056,16.55141830444336,,,,,,,,,,,,,,,
180.0,46080,14.989296913146973,0.351904296875,220,0.023604132,0.2,0.0003,38.71927262544632,-5.407396432757378,-0.036124751193710836,1.1920928955078125e-07,30.606292724609375,,,,,
180.0,47104,17.52793312072754,,,,,,,,,,,,,,,
180.0,48128,16.316864013671875,0.34345703125,230,0.020578455,0.2,0.0003,43.049124205112456,-5.3688828840851786,-0.03712980048439931,-1.1920928955078125e-07,16.49093246459961,,,,,
180.0,49152,16.283370971679688,,,,,,,,,,,,,,,
180.0,50176,16.458528518676758,0.31982421875,240,0.020727083,0.2,0.0003,40.77469644546509,-5.38141655176878,-0.03372819248907035,0.0,24.299673080444336,,,,,
180.0,51200,17.826019287109375,,,,,,,,,,,,,,,
180.0,52224,17.971214294433594,0.32626953125,250,0.022502758,0.2,0.0003,41.44981769323349,-5.332279588282108,-0.029014497062598822,0.0,16.218257904052734,,,,,
180.0,53248,17.48792839050293,,,,,,,,,,,,,,,
180.0,54272,19.377948760986328,0.321630859375,260,0.018888606,0.2,0.0003,43.53110352754593,-5.21984628289938,-0.03504406883148477,0.0,27.857234954833984,,,,,
180.0,55296,17.81363296508789,,,,,,,,,,,,,,,
180.0,56320,18.602439880371094,0.313232421875,270,0.02101881,0.2,0.0003,37.41612261533737,-5.176868072152137,-0.030291401357681026,0.0,16.60115623474121,,,,,
180.0,57344,18.93964195251465,,,,,,,,,,,,,,,
180.0,58368,18.463581085205078,0.365771484375,280,0.02150236,0.2,0.0003,42.73294269740582,-5.094519476592541,-0.03765041196893435,0.0,24.392578125,,,,,
180.0,59392,19.006925582885742,,,,,,,,,,,,,,,
