eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/clip_range,train/explained_variance,train/entropy_loss,train/loss,train/clip_fraction,train/value_loss,train/learning_rate,time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean
180.0,41984,69.08684539794922,0.06058627179299947,200,0.22737512,0.2,0.0,-3.387972515821457,11.589905738830566,0.621337890625,14.416948422044516,0.003,,,,,
180.0,43008,65.37306213378906,,,,,,,,,,,,,,,
180.0,44032,65.03533172607422,0.061049561018899114,210,0.26953256,0.2,0.0,-3.426326011121273,8.189393997192383,0.6162109375,13.540681253746152,0.003,,,,,
180.0,45056,69.35450744628906,,,,,,,,,,,,,,,
180.0,46080,63.49505615234375,0.091217749765201,220,0.27416468,0.2,0.0,-3.4105515632778407,6.721476078033447,0.633642578125,16.49703213945031,0.003,,,,,
180.0,47104,68.32272338867188,,,,,,,,,,,,,,,
180.0,48128,69.75169372558594,0.0711073454687721,230,0.16559523,0.2,-1.1920928955078125e-07,-3.3904027696698904,6.663934707641602,0.65771484375,13.637073097005487,0.003,,,,,
180.0,49152,66.90786743164062,,,,,,,,,,,,,,,
180.0,50176,61.70608139038086,0.06349719215431833,240,0.57214165,0.2,0.0,-3.3763254579156636,7.344016075134277,0.62587890625,16.633977181464434,0.003,,,,,
180.0,51200,66.0868148803711,,,,,,,,,,,,,,,
180.0,52224,64.3619384765625,0.06673541318668867,250,2.558269,0.2,1.1920928955078125e-07,-3.427030488103628,7.427238941192627,0.64609375,16.134681576117874,0.003,,,,,
180.0,53248,59.08018112182617,,,,,,,,,,,,,,,
180.0,54272,64.68656158447266,0.07013224698748673,260,0.29079103,0.2,0.0,-3.3860570196062327,13.895970344543457,0.6552734375,14.907362975925206,0.003,,,,,
180.0,55296,65.49591064453125,,,,,,,,,,,,,,,
180.0,56320,64.69564056396484,0.05802704854868353,270,0.3618774,0.2,0.0,-3.2693456005305053,5.5852460861206055,0.632861328125,14.436449842900037,0.003,,,,,
180.0,57344,63.56486129760742,,,,,,,,,,,,,,,
180.0,58368,64.84156799316406,0.06543710569530958,280,0.18319227,0.2,1.1920928955078125e-07,-3.1708203099668024,10.912714004516602,0.6046875,13.640841586887836,0.003,,,,,
180.0,59392,63.8860969543457,,,,,,,,,,,,,,,
180.0,60416,68.34164428710938,0.05018075093103107,290,0.37272915,0.2,0.0,-3.2799999222159384,3.154437303543091,0.598095703125,13.370482986047865,0.003,,,,,
180.0,61440,66.83940887451172,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,245,30,250,65.36457105999997,180.0
180.0,62464,67.3812255859375,0.07340788846413489,300,0.2378446,0.2,-1.1920928955078125e-07,-3.2464029055088757,13.48320198059082,0.608935546875,15.398818000406028,0.003,,,,,
180.0,63488,67.4375,,,,,,,,,,,,,,,
180.0,64512,66.78550720214844,0.10894770369704929,310,0.5509262,0.2,5.960464477539063e-08,-2.986034905910492,5.9455342292785645,0.709912109375,12.551297549530863,0.003,,,,,
180.0,65536,68.18025207519531,,,,,,,,,,,,,,,
180.0,66560,64.9912338256836,0.050702012285910314,320,0.12714499,0.2,0.0,-3.019188621267676,15.621082305908203,0.5982421875,11.099160591512918,0.003,,,,,
180.0,67584,69.98089599609375,,,,,,,,,,,,,,,
180.0,68608,70.12039184570312,0.03267092835885706,330,0.15814316,0.2,0.0,-2.9396257109940054,7.484614849090576,0.515087890625,9.683840354904532,0.003,,,,,
180.0,69632,71.21517944335938,,,,,,,,,,,,,,,
180.0,70656,75.27349090576172,0.04753889645071467,340,0.119069345,0.2,5.960464477539063e-08,-2.9478823378682137,4.847463130950928,0.562890625,11.127700609341264,0.003,,,,,
180.0,71680,77.05052185058594,,,,,,,,,,,,,,,
180.0,72704,70.958251953125,0.04589660153869772,350,0.20392598,0.2,-1.1920928955078125e-07,-3.0835633389651775,16.224275588989258,0.543408203125,11.981098638102413,0.003,,,,,
180.0,73728,72.093994140625,,,,,,,,,,,,,,,
180.0,74752,63.864784240722656,0.05668473109253682,360,0.35523582,0.2,0.0,-3.094871651008725,6.524301052093506,0.602734375,13.19186402335763,0.003,,,,,
180.0,75776,65.5642318725586,,,,,,,,,,,,,,,
180.0,76800,66.17842102050781,0.04040373763491516,370,0.12882157,0.2,5.960464477539063e-08,-3.0450543228536846,8.388101577758789,0.540869140625,11.457829143106938,0.003,,,,,
180.0,77824,65.5771713256836,,,,,,,,,,,,,,,
180.0,78848,71.45352172851562,0.06093972970556934,380,0.14617804,0.2,1.7881393432617188e-07,-3.008680694550276,15.145305633544922,0.546142578125,12.657576818019152,0.003,,,,,
180.0,79872,73.69259643554688,,,,,,,,,,,,,,,
180.0,80896,79.11193084716797,0.05106499229004839,390,0.5047225,0.2,0.0,-3.0119723472744226,4.94201135635376,0.547802734375,11.422394038364292,0.003,,,,,
180.0,81920,78.80885314941406,,,,,,,,,,,,,,,
,81920,,,,,,,,,,,,333,40,245,71.16494011,180.0
180.0,82944,84.40695190429688,0.03894735818666959,400,0.080110386,0.2,0.0,-3.010395832359791,5.24233341217041,0.528369140625,12.718592096120119,0.003,,,,,
180.0,83968,79.14225769042969,,,,,,,,,,,,,,,
180.0,84992,84.24371337890625,0.048865087558806405,410,0.10902816,0.2,0.0,-3.0144862312823535,6.00136137008667,0.55283203125,11.753475641831756,0.003,,,,,
180.0,86016,81.5297622680664,,,,,,,,,,,,,,,
180.0,87040,85.36280822753906,0.05085040099802427,420,0.08970836,0.2,0.0,-3.045808082818985,5.556419849395752,0.520166015625,14.376659575104714,0.003,,,,,
180.0,88064,84.71778869628906,,,,,,,,,,,,,,,
180.0,89088,83.23977661132812,0.0455471068918996,430,0.08641729,0.2,0.0,-3.08083560988307,10.470610618591309,0.5248046875,14.830596946179867,0.003,,,,,
180.0,90112,80.36426544189453,,,,,,,,,,,,,,,
180.0,91136,83.82405090332031,0.049228501823381524,440,0.07473099,0.2,0.0,-2.9955706533044575,4.271892070770264,0.557470703125,12.035936250910163,0.003,,,,,
180.0,92160,85.04998016357422,,,,,,,,,,,,,,,
180.0,93184,77.21266174316406,0.05033445899462095,450,0.4006549,0.2,0.0,-3.0150018956512215,7.194239616394043,0.585888671875,11.670809625834227,0.003,,,,,
180.0,94208,78.62101745605469,,,,,,,,,,,,,,,
180.0,95232,79.69984436035156,0.05370560821975232,460,0.16006784,0.2,0.0,-3.059611204639077,6.2368011474609375,0.566259765625,12.233293048664928,0.003,,,,,
180.0,96256,80.09296417236328,,,,,,,,,,,,,,,
180.0,97280,79.24151611328125,0.053188052581390366,470,0.16544047,0.2,0.0,-3.1127842091023923,10.411773681640625,0.5451171875,12.732256209477782,0.003,,,,,
180.0,98304,79.21951293945312,,,,,,,,,,,,,,,
180.0,99328,79.42955780029297,0.04829484578340271,480,0.12542245,0.2,0.0,-3.1528613649308683,12.284585952758789,0.6083984375,12.865060156211257,0.003,,,,,
180.0,100352,82.65493774414062,,,,,,,,,,,,,,,
180.0,101376,80.59809875488281,0.050672993467014746,490,0.1493451,0.2,0.0,-3.17606958784163,7.963430404663086,0.572021484375,11.21209742128849,0.003,,,,,
180.0,102400,81.21543884277344,,,,,,,,,,,,,,,
,102400,,,,,,,,,,,,421,50,242,81.79059012,180.0
180.0,103424,81.52250671386719,0.04934945904751657,500,0.089823276,0.2,5.960464477539063e-08,-3.2673392739146947,10.635961532592773,0.613232421875,14.703408401459455,0.003,,,,,
180.0,104448,82.58456420898438,,,,,,,,,,,,,,,
180.0,105472,80.13691711425781,0.06570493022736627,510,0.08746628,0.2,1.1920928955078125e-07,-3.30365200266242,13.560359954833984,0.590576171875,16.946880938857795,0.003,,,,,
180.0,106496,81.94647216796875,,,,,,,,,,,,,,,
180.0,107520,83.42367553710938,0.05727085706021171,520,0.13633978,0.2,0.0,-3.318440127000213,14.804848670959473,0.564013671875,17.318168864399194,0.003,,,,,
180.0,108544,85.44181060791016,,,,,,,,,,,,,,,
180.0,109568,83.04322814941406,0.0517499629255326,530,0.14029855,0.2,0.0,-3.2920547384768724,8.240463256835938,0.581884765625,15.988302018493414,0.003,,,,,
180.0,110592,83.3568344116211,,,,,,,,,,,,,,,
180.0,111616,80.4684829711914,0.051393121598812284,540,0.15349637,0.2,-1.1920928955078125e-07,-3.1994071688503025,9.607601165771484,0.60068359375,15.516942336410285,0.003,,,,,
180.0,112640,83.61512756347656,,,,,,,,,,,,,,,
180.0,113664,81.27613830566406,0.05154734078096226,550,0.079455025,0.2,1.1920928955078125e-07,-3.2204201143234967,9.210763931274414,0.579248046875,14.052461382746696,0.003,,,,,
180.0,114688,77.90771484375,,,,,,,,,,,,,,,
180.0,115712,82.90138244628906,0.05524029614971369,560,0.09083133,0.2,0.0,-3.246108779683709,11.815673828125,0.5740234375,12.550731873512268,0.003,,,,,
180.0,116736,77.66265869140625,,,,,,,,,,,,,,,
180.0,117760,84.40376281738281,0.039133393267547945,570,0.12350642,0.2,0.0,-3.211325606331229,7.098036766052246,0.553759765625,14.550672516226768,0.003,,,,,
180.0,118784,84.29779052734375,,,,,,,,,,,,,,,
180.0,119808,80.93766784667969,0.04901485990703804,580,0.13222367,0.2,0.0,-3.2042849861085414,14.804559707641602,0.566943359375,14.26555926427245,0.003,,,,,
180.0,120832,80.77818298339844,,,,,,,,,,,,,,,
180.0,121856,80.42247772216797,0.041037803381914276,590,0.10758132,0.2,0.0,-3.177428878471255,6.411143779754639,0.517822265625,13.388911914825439,0.003,,,,,
180.0,122880,78.81932067871094,,,,,,,,,,,,,,,
,122880,,,,,,,,,,,,505,60,243,81.77885512,180.0
180.0,123904,77.02386474609375,0.05457735436357325,600,0.21276015,0.2,0.0,-3.0421722874045374,17.313369750976562,0.594873046875,11.92372918650508,0.003,,,,,
180.0,124928,80.1566390991211,,,,,,,,,,,,,,,
180.0,125952,77.46664428710938,0.04579864902771078,610,0.11762875,0.2,0.0,-3.098954498767853,5.896406173706055,0.566015625,11.036433363705873,0.003,,,,,
180.0,126976,77.48548126220703,,,,,,,,,,,,,,,
180.0,128000,79.11203002929688,0.04190626287308987,620,0.1399337,0.2,0.0,-2.9877459928393364,4.034594535827637,0.53251953125,8.971256138011814,0.003,,,,,
180.0,129024,79.33545684814453,,,,,,,,,,,,,,,
180.0,130048,78.03593444824219,0.05025309349002782,630,0.33116344,0.2,0.0,-3.0935240682214498,9.357748985290527,0.584033203125,9.502472420036792,0.003,,,,,
180.0,131072,75.15855407714844,,,,,,,,,,,,,,,
180.0,132096,76.40897369384766,0.04160858852992533,640,0.1058506,0.2,0.0,-3.1443712793290617,5.625641822814941,0.5814453125,12.026200908795,0.003,,,,,
180.0,133120,77.73152160644531,,,,,,,,,,,,,,,
180.0,134144,75.72935485839844,0.04462014158780221,650,0.14473724,0.2,-1.1920928955078125e-07,-3.1890792146325113,7.949760913848877,0.562060546875,12.686179422587156,0.003,,,,,
180.0,135168,71.81011962890625,,,,,,,,,,,,,,,
180.0,136192,75.30938720703125,0.0476217337185517,660,0.0961726,0.2,0.0,-3.156018475815654,5.682638645172119,0.555126953125,12.226409468054772,0.003,,,,,
180.0,137216,79.49160766601562,,,,,,,,,,,,,,,
180.0,138240,78.17056274414062,0.044844430700322846,670,0.13192025,0.2,5.960464477539063e-08,-3.1797395084053277,9.491415023803711,0.566357421875,12.464931653812528,0.003,,,,,
180.0,139264,77.24874877929688,,,,,,,,,,,,,,,
180.0,140288,73.90383911132812,0.05754949763286277,680,0.07950243,0.2,-1.1920928955078125e-07,-3.204350434243679,11.73385238647461,0.5833984375,11.469670186191797,0.003,,,,,
180.0,141312,77.06623077392578,,,,,,,,,,,,,,,
180.0,142336,74.19733428955078,0.05536690303342766,690,0.2147717,0.2,0.0,-3.1508922543376685,5.254961013793945,0.565625,11.864789925515652,0.003,,,,,
180.0,143360,73.53860473632812,,,,,,,,,,,,,,,
,143360,,,,,,,,,,,,582,70,245,76.64865458999999,180.0
180.0,144384,78.1546401977539,0.04700230604648823,700,0.2459408,0.2,0.0,-3.153116994351149,3.9885005950927734,0.58984375,13.162014857679605,0.003,,,,,
180.0,145408,75.72483825683594,,,,,,,,,,,,,,,
180.0,146432,80.72679138183594,0.046653476420760856,710,0.10762587,0.2,0.0,-3.1529369447380304,3.861687183380127,0.56962890625,12.542207255586982,0.003,,,,,
180.0,147456,80.59284210205078,,,,,,,,,,,,,,,
180.0,148480,81.09320068359375,0.05111293389782077,720,0.07183717,0.2,-1.1920928955078125e-07,-3.1286453142762185,14.928366661071777,0.555419921875,15.174787034839392,0.003,,,,,
180.0,149504,82.2655258178711,,,,,,,,,,,,,,,
180.0,150528,81.0367431640625,0.07946625288095674,730,0.145181,0.2,-1.1920928955078125e-07,-3.187891810014844,9.511369705200195,0.5517578125,15.413680826872588,0.003,,,,,
180.0,151552,78.69432067871094,,,,,,,,,,,,,,,
180.0,152576,83.81109619140625,0.0525814208369411,740,0.06096607,0.2,-1.1920928955078125e-07,-3.150057652965188,10.94450569152832,0.551708984375,14.348867850005627,0.003,,,,,
180.0,153600,81.72594451904297,,,,,,,,,,,,,,,
180.0,154624,82.79318237304688,0.04873797879627091,750,0.096034735,0.2,5.960464477539063e-08,-3.1958865359425546,11.060690879821777,0.576220703125,15.337058633193374,0.003,,,,,
180.0,155648,82.41021728515625,,,,,,,,,,,,,,,
180.0,156672,80.77132415771484,0.04341504865078605,760,0.088807896,0.2,1.1920928955078125e-07,-3.194341269508004,12.148886680603027,0.5453125,15.006601543352009,0.003,,,,,
180.0,157696,79.635986328125,,,,,,,,,,,,,,,
180.0,158720,81.29507446289062,0.050235975347459313,770,0.10297282,0.2,1.1920928955078125e-07,-3.216323243826628,4.979351997375488,0.596875,14.63760300166905,0.003,,,,,
180.0,159744,82.76301574707031,,,,,,,,,,,,,,,
180.0,160768,84.61138916015625,0.04807794790431217,780,0.08202115,0.2,5.960464477539063e-08,-3.0629769690334796,10.23109245300293,0.557275390625,12.997179082781077,0.003,,,,,
180.0,161792,83.08908081054688,,,,,,,,,,,,,,,
180.0,162816,85.7431640625,0.04462793275670265,790,0.065377854,0.2,-1.1920928955078125e-07,-3.1751317132264374,4.945633411407471,0.54638671875,13.103439044207335,0.003,,,,,
180.0,163840,80.66287994384766,,,,,,,,,,,,,,,
,163840,,,,,,,,,,,,657,80,249,81.93882466000001,180.0
180.0,164864,81.78663635253906,0.043686909911048136,800,0.111841395,0.2,-1.1920928955078125e-07,-3.1874854132533073,16.448869705200195,0.539111328125,15.455135308951139,0.003,,,,,
180.0,165888,82.32279205322266,,,,,,,,,,,,,,,
180.0,166912,82.50987243652344,0.049575174614437854,810,0.30841938,0.2,-1.1920928955078125e-07,-3.1071379579603673,10.415125846862793,0.560595703125,15.581244273483753,0.003,,,,,
180.0,167936,82.60212707519531,,,,,,,,,,,,,,,
180.0,168960,84.77735900878906,0.041103096893493785,820,0.15666889,0.2,0.0,-3.146103911101818,6.644460678100586,0.5794921875,12.714787019044161,0.003,,,,,
180.0,169984,85.99604797363281,,,,,,,,,,,,,,,
180.0,171008,86.34555053710938,0.051885310086072424,830,0.04890947,0.2,5.960464477539063e-08,-3.0922551047056914,13.554380416870117,0.5478515625,14.746206818148494,0.003,,,,,
180.0,172032,84.09430694580078,,,,,,,,,,,,,,,
180.0,173056,83.92861938476562,0.042004607696435416,840,0.07599321,0.2,0.0,-3.122799238935113,10.1983003616333,0.55126953125,13.564449325948953,0.003,,,,,
180.0,174080,84.45557403564453,,,,,,,,,,,,,,,
180.0,175104,82.88340759277344,0.050031716213561596,850,0.14546295,0.2,0.0,-3.1082145661115645,7.98936653137207,0.528173828125,14.200111294537782,0.003,,,,,
180.0,176128,84.62223815917969,,,,,,,,,,,,,,,
180.0,177152,82.17727661132812,0.043628609518054876,860,0.08550026,0.2,1.1920928955078125e-07,-3.165756968408823,6.966925621032715,0.57255859375,14.599389944598078,0.003,,,,,
180.0,178176,83.84605407714844,,,,,,,,,,,,,,,
180.0,179200,85.15850830078125,0.04430621899446123,870,0.09151001,0.2,0.0,-3.120830451697111,16.488439559936523,0.566357421875,15.623309716582298,0.003,,,,,
180.0,180224,85.18063354492188,,,,,,,,,,,,,,,
180.0,181248,86.4449234008789,0.05306280287277332,880,0.09804511,0.2,5.960464477539063e-08,-3.1546433322131633,11.07047176361084,0.58017578125,15.541954626515508,0.003,,,,,
180.0,182272,83.00430297851562,,,,,,,,,,,,,,,
180.0,183296,87.35894775390625,0.06937904581573093,890,0.091370165,0.2,0.0,-3.191669295355678,6.4510626792907715,0.56455078125,15.103058966994286,0.003,,,,,
180.0,184320,89.94007110595703,,,,,,,,,,,,,,,
,184320,,,,,,,,,,,,746,90,246,84.40745552,180.0
180.0,185344,87.4508285522461,0.04938163297774736,900,0.08508741,0.2,0.0,-3.185486475750804,11.168534278869629,0.550927734375,16.82983138859272,0.003,,,,,
180.0,186368,89.32173156738281,,,,,,,,,,,,,,,
180.0,187392,90.151611328125,0.05076499857968884,910,0.057009343,0.2,-1.1920928955078125e-07,-3.15827616378665,3.6078708171844482,0.569091796875,15.65340696722269,0.003,,,,,
180.0,188416,87.35682678222656,,,,,,,,,,,,,,,
180.0,189440,83.60393524169922,0.04840683876245748,920,0.079385094,0.2,0.0,-3.1485723480582237,15.08362865447998,0.559326171875,14.081007113307715,0.003,,,,,
180.0,190464,83.11038208007812,,,,,,,,,,,,,,,
180.0,191488,85.01847839355469,0.04779861451825127,930,0.07367428,0.2,5.960464477539063e-08,-2.992820347845554,6.804394245147705,0.543017578125,11.917201448231936,0.003,,,,,
180.0,192512,84.688720703125,,,,,,,,,,,,,,,
180.0,193536,81.05488586425781,0.04922753337596077,940,0.08949169,0.2,0.0,-3.0267204001545904,7.833292484283447,0.54541015625,14.442826129496098,0.003,,,,,
180.0,194560,82.5494613647461,,,,,,,,,,,,,,,
180.0,195584,83.65924072265625,0.04571795962110627,950,0.10433611,0.2,-1.1920928955078125e-07,-3.046218129619956,8.394012451171875,0.537841796875,11.986061155796051,0.003,,,,,
180.0,196608,82.04837799072266,,,,,,,,,,,,,,,
180.0,197632,80.65237426757812,0.041699880617670715,960,0.11129743,0.2,-1.1920928955078125e-07,-3.048350576683879,11.046697616577148,0.536669921875,13.58920315504074,0.003,,,,,
180.0,198656,82.06063842773438,,,,,,,,,,,,,,,
180.0,199680,79.99275207519531,0.04312612508438178,970,0.111417055,0.2,0.0,-3.1309102617204188,5.252490997314453,0.55068359375,12.441080958396196,0.003,,,,,
180.0,200704,81.11461639404297,,,,,,,,,,,,,,,
180.0,201728,84.03710174560547,0.04201147066778503,980,0.0836839,0.2,-1.1920928955078125e-07,-3.091445456817746,12.828356742858887,0.5314453125,14.444866180047393,0.003,,,,,
180.0,202752,83.05970001220703,,,,,,,,,,,,,,,
180.0,203776,87.60546875,0.05528190105469548,990,0.11868702,0.2,0.0,-3.161372010409832,13.019644737243652,0.582568359375,16.101149962097406,0.003,,,,,
180.0,204800,87.34974670410156,,,,,,,,,,,,,,,
,204800,,,,,,,,,,,,845,100,242,84.66357129,180.0
180.0,205824,86.82997131347656,0.05280533616169123,1000,0.12719597,0.2,-1.1920928955078125e-07,-3.2207434136420487,5.299691200256348,0.537744140625,16.2274702064693,0.003,,,,,
180.0,206848,84.45993041992188,,,,,,,,,,,,,,,
180.0,207872,83.34846496582031,0.04725678268441698,1010,0.08426106,0.2,-1.1920928955078125e-07,-3.1004592131823303,10.768200874328613,0.543017578125,14.432111350074411,0.003,,,,,
180.0,208896,85.41297912597656,,,,,,,,,,,,,,,
180.0,209920,84.13948059082031,0.04180305555091764,1020,0.13430217,0.2,1.1920928955078125e-07,-3.1542616434395314,9.057662963867188,0.559326171875,13.434490678459406,0.003,,,,,
180.0,210944,82.70037078857422,,,,,,,,,,,,,,,
180.0,211968,88.89389038085938,0.04322116987495974,1030,0.10341136,0.2,0.0,-3.1475607436150312,20.33411407470703,0.5818359375,14.105009787157178,0.003,,,,,
180.0,212992,86.35653686523438,,,,,,,,,,,,,,,
180.0,214016,83.00468444824219,0.053980789559864205,1040,0.09775851,0.2,-1.1920928955078125e-07,-3.203551261126995,13.614338874816895,0.579833984375,15.35906854122877,0.003,,,,,
180.0,215040,82.86996459960938,,,,,,,,,,,,,,,
180.0,216064,84.86320495605469,0.05348496319784317,1050,0.11362916,0.2,0.0,-3.112680334597826,11.202085494995117,0.565185546875,13.689858401566743,0.003,,,,,
180.0,217088,87.43619537353516,,,,,,,,,,,,,,,
180.0,218112,86.52764892578125,0.042250269712531006,1060,0.1094707,0.2,0.0,-3.1220029275864363,11.010586738586426,0.5595703125,14.729233375936747,0.003,,,,,
180.0,219136,86.88727569580078,,,,,,,,,,,,,,,
180.0,220160,83.59977722167969,0.05237417602329515,1070,0.14872245,0.2,5.960464477539063e-08,-3.130319170281291,15.22116470336914,0.585302734375,15.397640866786242,0.003,,,,,
180.0,221184,82.89427185058594,,,,,,,,,,,,,,,
180.0,222208,85.27047729492188,0.05539602549106348,1080,0.22502749,0.2,-1.1920928955078125e-07,-3.1875322453677652,11.734675407409668,0.582666015625,13.763977935910225,0.003,,,,,
180.0,223232,89.578369140625,,,,,,,,,,,,,,,
180.0,224256,86.72425842285156,0.04706446179188788,1090,0.10523938,0.2,1.1920928955078125e-07,-3.1603725723922254,9.124329566955566,0.55615234375,17.180409938842057,0.003,,,,,
180.0,225280,86.66822052001953,,,,,,,,,,,,,,,
,225280,,,,,,,,,,,,940,110,239,85.04338297,180.0
180.0,226304,88.21873474121094,0.04730555757123511,1100,0.09492792,0.2,0.0,-3.1806307654827832,4.33740234375,0.54677734375,14.919881756231188,0.003,,,,,
180.0,227328,90.14012145996094,,,,,,,,,,,,,,,
180.0,228352,85.72674560546875,0.04277249754886725,1110,0.08637527,0.2,1.1920928955078125e-07,-3.1460782285779714,9.408441543579102,0.549951171875,14.16321325674653,0.003,,,,,
180.0,229376,85.91679382324219,,,,,,,,,,,,,,,
180.0,230400,84.45030975341797,0.05370470488560386,1120,0.13872433,0.2,0.0,-3.1705091547220947,11.505277633666992,0.552734375,17.96135694310069,0.003,,,,,
180.0,231424,85.79200744628906,,,,,,,,,,,,,,,
180.0,232448,80.01525115966797,0.0541138664157188,1130,0.07949227,0.2,0.0,-3.2202172473073007,5.1108856201171875,0.600048828125,14.205361208319664,0.003,,,,,
180.0,233472,79.07549285888672,,,,,,,,,,,,,,,
180.0,234496,83.79417419433594,0.04375567889983358,1140,0.30417848,0.2,5.960464477539063e-08,-3.225028746947646,7.348722457885742,0.5421875,14.730416513979435,0.003,,,,,
180.0,235520,84.55415344238281,,,,,,,,,,,,,,,
180.0,236544,74.85372924804688,0.048726610529411116,1150,0.07824309,0.2,0.0,-3.2300085511058567,4.580525875091553,0.563427734375,16.520162039995192,0.003,,,,,
180.0,237568,79.978515625,,,,,,,,,,,,,,,
