eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/approx_kl,train/loss,train/value_loss,train/entropy_loss,train/clip_fraction,train/explained_variance,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/n_updates,time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps
180.0,1024,13.081191062927246,,,,,,,,,,,,,,,
180.0,2048,14.245981216430664,,,,,,,,,,,,,,,
180.0,3072,13.476846694946289,0.024987604,25.361778259277344,43.59642705619335,-5.869414073228836,0.3900390625,-0.0005536079406738281,0.2,0.0003,-0.039190325301024134,10,,,,,
180.0,4096,13.141984939575195,,,,,,,,,,,,,,,
180.0,5120,14.048728942871094,0.02457675,13.741935729980469,44.001230084896086,-5.848480312526226,0.355078125,3.319978713989258e-05,0.2,0.0003,-0.0419971086375881,20,,,,,
180.0,6144,13.155390739440918,,,,,,,,,,,,,,,
180.0,7168,14.589805603027344,0.025879301,24.587743759155273,45.62173102498055,-5.829018525779247,0.348193359375,-1.0728836059570312e-06,0.2,0.0003,-0.0403915433504153,30,,,,,
180.0,8192,13.284586906433105,,,,,,,,,,,,,,,
180.0,9216,14.857889175415039,0.023195824,23.734628677368164,40.51998418271542,-5.813742431998253,0.328564453125,0.0,0.2,0.0003,-0.04224598613509443,40,,,,,
180.0,10240,14.33756160736084,,,,,,,,,,,,,,,
180.0,11264,14.92831039428711,0.025047375,9.448128700256348,34.459086281061175,-5.790208122134208,0.377880859375,0.0,0.2,0.0003,-0.04715788148751017,50,,,,,
180.0,12288,14.918661117553711,,,,,,,,,,,,,,,
180.0,13312,14.39406967163086,0.021273894,15.838136672973633,40.725610890984534,-5.773682741820812,0.3513671875,0.0,0.2,0.0003,-0.04449148271232843,60,,,,,
180.0,14336,13.325085639953613,,,,,,,,,,,,,,,
180.0,15360,15.404362678527832,0.021511884,10.359552383422852,34.16514502465725,-5.737853300571442,0.34189453125,0.0,0.2,0.0003,-0.042586987547110766,70,,,,,
180.0,16384,12.875593185424805,,,,,,,,,,,,,,,
180.0,17408,14.447089195251465,0.023917593,15.822807312011719,39.63272663652897,-5.7360559985041615,0.2912109375,0.0,0.2,0.0003,-0.04062028305779677,80,,,,,
180.0,18432,15.384760856628418,,,,,,,,,,,,,,,
180.0,19456,14.171905517578125,0.023141006,23.368101119995117,44.55982328653336,-5.710141026973725,0.3205078125,5.960464477539063e-08,0.2,0.0003,-0.04154241790820379,90,,,,,
180.0,20480,12.954707145690918,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,62,10,13.99609192,180.0,329
180.0,21504,15.315938949584961,0.024054796,11.69943618774414,42.7001417517662,-5.690695978701115,0.31220703125,0.0,0.2,0.0003,-0.04100366415223107,100,,,,,
180.0,22528,15.624490737915039,,,,,,,,,,,,,,,
180.0,23552,14.58681583404541,0.022383379,22.85877227783203,38.25465901494026,-5.6730024471879,0.307080078125,0.0,0.2,0.0003,-0.04194265570258722,110,,,,,
180.0,24576,17.206771850585938,,,,,,,,,,,,,,,
180.0,25600,14.268584251403809,0.023128506,41.396484375,52.86924100220203,-5.647162988781929,0.329296875,-1.1920928955078125e-07,0.2,0.0003,-0.04187166476622224,120,,,,,
180.0,26624,17.355510711669922,,,,,,,,,,,,,,,
180.0,27648,17.14659881591797,0.022029916,12.389847755432129,33.3223242521286,-5.6227643057703975,0.31376953125,0.0,0.2,0.0003,-0.04417187895887764,130,,,,,
180.0,28672,13.497602462768555,,,,,,,,,,,,,,,
180.0,29696,17.158353805541992,0.022356998,27.1055908203125,44.49578914642334,-5.567737999558449,0.34873046875,0.0,0.2,0.0003,-0.045437825201952366,140,,,,,
180.0,30720,15.985101699829102,,,,,,,,,,,,,,,
180.0,31744,16.65579605102539,0.023882903,30.658552169799805,42.05305613279343,-5.544904226064682,0.351123046875,0.0,0.2,0.0003,-0.044227885256987065,150,,,,,
180.0,32768,15.58926773071289,,,,,,,,,,,,,,,
180.0,33792,15.808710098266602,0.023388159,27.376914978027344,42.60439673662186,-5.529794628918171,0.32001953125,0.0,0.2,0.0003,-0.04367092775937635,160,,,,,
180.0,34816,15.403234481811523,,,,,,,,,,,,,,,
180.0,35840,16.25543785095215,0.022205755,9.1625394821167,35.18030045330524,-5.501038585603237,0.29384765625,0.0,0.2,0.0003,-0.04284986196144018,170,,,,,
180.0,36864,15.252914428710938,,,,,,,,,,,,,,,
180.0,37888,14.660470962524414,0.020639908,25.341693878173828,45.003079080581664,-5.445917753875255,0.322802734375,-1.1920928955078125e-07,0.2,0.0003,-0.04109886624355567,180,,,,,
180.0,38912,14.833919525146484,,,,,,,,,,,,,,,
180.0,39936,16.95524787902832,0.023380661,22.397369384765625,46.52972865104675,-5.419758905470371,0.357568359375,0.0,0.2,0.0003,-0.04700147988623939,190,,,,,
180.0,40960,15.776108741760254,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,126,20,15.66602909,180.0,322
180.0,41984,15.261329650878906,0.023890791,15.713727951049805,38.093280562758444,-5.379876188933849,0.363818359375,0.0,0.2,0.0003,-0.04540324978297576,200,,,,,
180.0,43008,18.352519989013672,,,,,,,,,,,,,,,
180.0,44032,17.694034576416016,0.021937361,18.617265701293945,38.01607150137424,-5.3338321700692175,0.35498046875,0.0,0.2,0.0003,-0.04255503625900019,210,,,,,
180.0,45056,16.165538787841797,,,,,,,,,,,,,,,
180.0,46080,18.773494720458984,0.022231417,18.146085739135742,39.49304158091545,-5.31112388074398,0.306591796875,0.0,0.2,0.0003,-0.04161491531995125,220,,,,,
180.0,47104,16.06629753112793,,,,,,,,,,,,,,,
180.0,48128,16.905733108520508,0.024547776,19.58639907836914,36.430385392904284,-5.2559006124734875,0.35087890625,1.1920928955078125e-07,0.2,0.0003,-0.041678220103494826,230,,,,,
180.0,49152,18.88051986694336,,,,,,,,,,,,,,,
180.0,50176,17.11642837524414,0.026581112,16.967243194580078,36.778586602211,-5.203242303431034,0.377001953125,0.0,0.2,0.0003,-0.04364734884875361,240,,,,,
180.0,51200,17.101303100585938,,,,,,,,,,,,,,,
180.0,52224,18.934837341308594,0.029672995,26.171804428100586,42.03278551399708,-5.118807491660118,0.3984375,0.0,0.2,0.0003,-0.04485353984200628,250,,,,,
180.0,53248,18.816864013671875,,,,,,,,,,,,,,,
180.0,54272,19.65216064453125,0.027919874,13.794873237609863,41.15321399569511,-5.032882198691368,0.39697265625,0.0,0.2,0.0003,-0.03832096036057919,260,,,,,
180.0,55296,18.448909759521484,,,,,,,,,,,,,,,
180.0,56320,20.27474594116211,0.027203828,19.25961685180664,37.528882157802585,-4.982699766755104,0.3484375,0.0,0.2,0.0003,-0.04137606258445885,270,,,,,
180.0,57344,22.001712799072266,,,,,,,,,,,,,,,
180.0,58368,21.25466537475586,0.033983417,32.05205154418945,32.777183431386945,-4.892735750973225,0.4123046875,0.0,0.2,0.0003,-0.04614862003363669,280,,,,,
180.0,59392,21.33099937438965,,,,,,,,,,,,,,,
180.0,60416,19.309585571289062,0.02736462,14.792777061462402,37.91592922210693,-4.907214044034481,0.368212890625,0.0,0.2,0.0003,-0.03923778309253976,290,,,,,
180.0,61440,23.56909942626953,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,190,30,18.65713372,180.0,322
180.0,62464,19.51665496826172,0.034871615,22.36307144165039,35.3010055154562,-4.820004707574844,0.4212890625,0.0,0.2,0.0003,-0.045834010455291715,300,,,,,
180.0,63488,22.546733856201172,,,,,,,,,,,,,,,
180.0,64512,20.942413330078125,0.03118395,18.1596736907959,36.86900496482849,-4.8000360652804375,0.37587890625,0.0,0.2,0.0003,-0.042292536640889014,310,,,,,
180.0,65536,20.57643699645996,,,,,,,,,,,,,,,
180.0,66560,22.929649353027344,0.032911383,17.854368209838867,41.386498326063155,-4.7329317644238476,0.40087890625,1.1920928955078125e-07,0.2,0.0003,-0.040697789069963616,320,,,,,
180.0,67584,23.146854400634766,,,,,,,,,,,,,,,
180.0,68608,25.0142822265625,0.038553774,19.041933059692383,36.933400991559026,-4.697425082325935,0.441845703125,0.0,0.2,0.0003,-0.032272336262394674,330,,,,,
180.0,69632,22.52654457092285,,,,,,,,,,,,,,,
180.0,70656,26.585037231445312,0.037823018,14.49423599243164,37.91220218837261,-4.643541803956031,0.421435546875,0.0,0.2,0.0003,-0.039189544282271525,340,,,,,
180.0,71680,23.74789810180664,,,,,,,,,,,,,,,
180.0,72704,24.277597427368164,0.038919814,17.464338302612305,42.881123423576355,-4.578505454957485,0.47314453125,0.0,0.2,0.0003,-0.040988627795013596,350,,,,,
180.0,73728,26.927852630615234,,,,,,,,,,,,,,,
180.0,74752,24.937252044677734,0.037149735,27.47056770324707,36.866073700785634,-4.451236814260483,0.407470703125,-1.1920928955078125e-07,0.2,0.0003,-0.04263597175013274,360,,,,,
180.0,75776,23.309782028198242,,,,,,,,,,,,,,,
180.0,76800,28.23845672607422,0.043349124,19.126033782958984,45.700923109054564,-4.382091490924358,0.445556640625,0.0,0.2,0.0003,-0.02829336079666973,370,,,,,
180.0,77824,26.81197166442871,,,,,,,,,,,,,,,
180.0,78848,27.17567253112793,0.04783719,13.537483215332031,32.367154863476756,-4.285050103068352,0.4474609375,0.0,0.2,0.0003,-0.04323799970152322,380,,,,,
180.0,79872,30.716773986816406,,,,,,,,,,,,,,,
180.0,80896,29.423892974853516,0.05127686,21.436336517333984,34.068927478790286,-4.155878295004368,0.51259765625,0.0,0.2,0.0003,-0.035536756897636225,390,,,,,
180.0,81920,31.336767196655273,,,,,,,,,,,,,,,
,81920,,,,,,,,,,,,251,40,23.916157509999998,180.0,325
180.0,82944,33.96417999267578,0.052041367,14.755999565124512,38.97674326002598,-4.101947459578514,0.51826171875,-2.384185791015625e-07,0.2,0.0003,-0.03917179566487903,400,,,,,
180.0,83968,34.865631103515625,,,,,,,,,,,,,,,
180.0,84992,30.352767944335938,0.05287458,14.833117485046387,35.160260716080664,-4.065948709100485,0.496240234375,0.0,0.2,0.0003,-0.029785281675140142,410,,,,,
180.0,86016,35.47200393676758,,,,,,,,,,,,,,,
180.0,87040,39.3603401184082,0.055891756,20.200029373168945,43.75972402095795,-3.997203890234232,0.57236328125,0.0,0.2,0.0003,-0.02296281211383757,420,,,,,
180.0,88064,37.361839294433594,,,,,,,,,,,,,,,
180.0,89088,38.977745056152344,0.05927021,24.174442291259766,41.45297964811325,-3.9684957444667814,0.603369140625,0.0,0.2,0.0003,-0.04089883705601096,430,,,,,
