eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/approx_kl,train/learning_rate,train/n_updates,train/clip_fraction,train/loss,train/clip_range,train/explained_variance,train/entropy_loss,train/value_loss,train/policy_gradient_loss,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed
40.20885467529297,54272,40.0,0.0027706155,3e-05,260,0.1005859375,16.02916717529297,0.1,0.0,-5.800431752204895,33.198927730321884,-0.013779272449755808,,,,,
38.46098327636719,55296,40.0,,,,,,,,,,,,,,,
38.92247772216797,56320,40.0,0.0030654809,3e-05,270,0.118115234375,16.585622787475586,0.1,0.0,-5.796975176781416,30.37208347916603,-0.014946124142807094,,,,,
39.13814926147461,57344,40.0,,,,,,,,,,,,,,,
36.70690155029297,58368,40.0,0.003053558,3e-05,280,0.130908203125,31.117795944213867,0.1,5.960464477539063e-08,-5.795901387929916,30.090229788422583,-0.015406560491828713,,,,,
42.50962829589844,59392,40.0,,,,,,,,,,,,,,,
39.49445343017578,60416,40.0,0.002848904,3e-05,290,0.120556640625,31.153139114379883,0.1,0.0,-5.794121887534857,32.142732767760755,-0.015337485745112645,,,,,
43.127891540527344,61440,40.0,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,40.0,422,40.76381967,30,145
45.322757720947266,62464,40.0,0.0032152282,3e-05,300,0.130810546875,17.10418128967285,0.1,0.0,-5.789689421653748,33.23414007276297,-0.01556787511726725,,,,,
36.522979736328125,63488,40.0,,,,,,,,,,,,,,,
40.250450134277344,64512,40.0,0.003053477,3e-05,310,0.115380859375,13.41667366027832,0.1,5.960464477539063e-08,-5.782820875942707,31.397918447852135,-0.014167607338458765,,,,,
39.580101013183594,65536,40.0,,,,,,,,,,,,,,,
37.3560791015625,66560,40.0,0.003217534,3e-05,320,0.1416015625,27.668291091918945,0.1,2.5928020477294922e-05,-5.780017921328545,30.24714129567146,-0.016103031371312682,,,,,
35.32392883300781,67584,40.0,,,,,,,,,,,,,,,
42.01036071777344,68608,40.0,0.003225924,3e-05,330,0.138232421875,29.570240020751953,0.1,0.0,-5.77722145318985,29.878261145949363,-0.015690778181306087,,,,,
39.96828842163086,69632,40.0,,,,,,,,,,,,,,,
35.393096923828125,70656,40.0,0.0032343837,3e-05,340,0.13974609375,14.954504013061523,0.1,1.1920928955078125e-07,-5.771157572418451,31.467838168144226,-0.01674238127961871,,,,,
33.735015869140625,71680,40.0,,,,,,,,,,,,,,,
42.66863250732422,72704,40.0,0.0031515947,3e-05,350,0.146044921875,20.12901496887207,0.1,4.76837158203125e-07,-5.76924432143569,33.901476216316226,-0.016730059916881146,,,,,
47.60919189453125,73728,40.0,,,,,,,,,,,,,,,
37.43012619018555,74752,40.0,0.0030692774,3e-05,360,0.127294921875,29.961519241333008,0.1,0.0,-5.76723820567131,32.86600417494774,-0.01511101640353445,,,,,
42.22133255004883,75776,40.0,,,,,,,,,,,,,,,
35.71507263183594,76800,40.0,0.0031077731,3e-05,370,0.114208984375,25.445648193359375,0.1,-1.1920928955078125e-07,-5.765456815063954,31.898564270138742,-0.014948359098343644,,,,,
36.98743438720703,77824,40.0,,,,,,,,,,,,,,,
41.55958557128906,78848,40.0,0.0032004535,3e-05,380,0.138818359375,23.708667755126953,0.1,0.0,-5.7583870850503445,29.96869478225708,-0.015956011096932343,,,,,
46.543739318847656,79872,40.0,,,,,,,,,,,,,,,
44.24498748779297,80896,40.0,0.0030782134,3e-05,390,0.12744140625,18.420692443847656,0.1,5.960464477539063e-08,-5.7515662930905815,30.302277165651322,-0.014133551771374186,,,,,
38.13629150390625,81920,40.0,,,,,,,,,,,,,,,
,81920,,,,,,,,,,,,40.0,422,41.215911199999994,40,194
46.16107940673828,82944,40.0,0.003128199,3e-05,400,0.129052734375,23.077476501464844,0.1,0.0,-5.744502853602171,33.69480511844158,-0.01590093325721682,,,,,
45.00172424316406,83968,40.0,,,,,,,,,,,,,,,
44.22004699707031,84992,40.0,0.0030752143,3e-05,410,0.122412109375,23.753795623779297,0.1,0.0,-5.738604411482811,30.428403566777707,-0.01459050671692239,,,,,
41.412628173828125,86016,40.0,,,,,,,,,,,,,,,
39.691375732421875,87040,40.0,0.003300736,3e-05,420,0.159765625,22.32115364074707,0.1,0.0,-5.735067377239465,31.39212042093277,-0.01733250577490253,,,,,
42.40176773071289,88064,40.0,,,,,,,,,,,,,,,
34.539207458496094,89088,40.0,0.0030712737,3e-05,430,0.1341796875,23.224390029907227,0.1,0.0,-5.730702615529299,31.106236839294432,-0.015980435982783092,,,,,
41.30264663696289,90112,40.0,,,,,,,,,,,,,,,
43.52011489868164,91136,40.0,0.002897884,3e-05,440,0.128515625,15.236530303955078,0.1,0.0,-5.727075916528702,29.729042525589467,-0.015275676406236015,,,,,
37.68711471557617,92160,40.0,,,,,,,,,,,,,,,
39.36703872680664,93184,40.0,0.0032574162,3e-05,450,0.13642578125,16.708457946777344,0.1,0.0,-5.724443524330854,36.262457239627835,-0.015153751930847647,,,,,
45.0925178527832,94208,40.0,,,,,,,,,,,,,,,
41.28877258300781,95232,40.0,0.0031815646,3e-05,460,0.129833984375,20.93846321105957,0.1,0.0,-5.719750330597162,33.561409106850626,-0.016100971170089906,,,,,
42.80113983154297,96256,40.0,,,,,,,,,,,,,,,
40.31633377075195,97280,40.0,0.0032188362,3e-05,470,0.141064453125,17.668025970458984,0.1,0.0,-5.713067656755447,27.389268255233766,-0.015306402367423288,,,,,
41.4777946472168,98304,40.0,,,,,,,,,,,,,,,
46.40428161621094,99328,40.0,0.0032869172,3e-05,480,0.143505859375,21.943876266479492,0.1,0.0,-5.708728843927384,30.672817473113536,-0.016584919682645704,,,,,
40.83170700073242,100352,40.0,,,,,,,,,,,,,,,
43.09746551513672,101376,40.0,0.0030594,3e-05,490,0.098876953125,24.283185958862305,0.1,0.0,-5.703289265930652,33.75526569187641,-0.013904096164333168,,,,,
36.64305877685547,102400,40.0,,,,,,,,,,,,,,,
,102400,,,,,,,,,,,,40.0,426,42.10931203999999,50,240
40.07655334472656,103424,40.0,0.0031374553,3e-05,500,0.11748046875,25.345277786254883,0.1,0.0,-5.699622309952974,31.779835149645805,-0.014513646020714078,,,,,
44.77317428588867,104448,40.0,,,,,,,,,,,,,,,
39.198158264160156,105472,40.0,0.0031140042,3e-05,510,0.1248046875,20.090410232543945,0.1,0.0,-5.696742298454046,29.056068240106107,-0.015023433477472281,,,,,
40.954471588134766,106496,40.0,,,,,,,,,,,,,,,
41.6182861328125,107520,40.0,0.0034352762,3e-05,520,0.15673828125,24.77619743347168,0.1,0.0,-5.691928964108229,31.285139645636082,-0.016298232494591502,,,,,
43.91986846923828,108544,40.0,,,,,,,,,,,,,,,
40.135581970214844,109568,40.0,0.00303366,3e-05,530,0.1076171875,26.836294174194336,0.1,5.960464477539063e-08,-5.686078014224767,31.18697167634964,-0.014379209776234348,,,,,
40.84814453125,110592,40.0,,,,,,,,,,,,,,,
42.99441146850586,111616,40.0,0.0030582147,3e-05,540,0.117236328125,25.207836151123047,0.1,0.0,-5.679252509772778,32.795226615667346,-0.015187036254792475,,,,,
38.374351501464844,112640,40.0,,,,,,,,,,,,,,,
42.194908142089844,113664,40.0,0.0029530074,3e-05,550,0.124951171875,29.483097076416016,0.1,0.0,-5.674315756559372,33.20062271505594,-0.014936481996119255,,,,,
37.32880401611328,114688,40.0,,,,,,,,,,,,,,,
39.66442108154297,115712,40.0,0.0033236963,3e-05,560,0.128857421875,20.314590454101562,0.1,0.0,-5.666733030229807,33.04675525128842,-0.01487216878158506,,,,,
39.45024871826172,116736,40.0,,,,,,,,,,,,,,,
38.961055755615234,117760,40.0,0.0032024523,3e-05,570,0.1251953125,24.09033203125,0.1,0.0,-5.657758286595344,28.14129597246647,-0.014963674328828346,,,,,
48.52000427246094,118784,40.0,,,,,,,,,,,,,,,
41.72673034667969,119808,40.0,0.0029666813,3e-05,580,0.1244140625,25.780488967895508,0.1,0.0,-5.647208939492702,32.89278420507908,-0.015198121027060552,,,,,
42.28533935546875,120832,40.0,,,,,,,,,,,,,,,
46.71261978149414,121856,40.0,0.0031022828,3e-05,590,0.127294921875,29.111099243164062,0.1,0.0,-5.641252212971449,34.430312557518484,-0.01452482039858296,,,,,
43.49459457397461,122880,40.0,,,,,,,,,,,,,,,
,122880,,,,,,,,,,,,40.0,429,43.69593505999999,60,286
45.31876754760742,123904,40.0,0.0030216184,3e-05,600,0.127783203125,27.45815658569336,0.1,0.0,-5.6344297178089615,30.44314081966877,-0.015258978954079794,,,,,
41.08150863647461,124928,40.0,,,,,,,,,,,,,,,
42.08476638793945,125952,40.0,0.002871151,3e-05,610,0.11953125,18.01310920715332,0.1,-1.1920928955078125e-07,-5.628327233344317,28.880412048101427,-0.012897510959010105,,,,,
45.1734619140625,126976,40.0,,,,,,,,,,,,,,,
42.46010208129883,128000,40.0,0.0032426356,3e-05,620,0.1388671875,27.870018005371094,0.1,0.0,-5.621427754312753,30.77268621325493,-0.015714171372383134,,,,,
43.08702850341797,129024,40.0,,,,,,,,,,,,,,,
39.86851501464844,130048,40.0,0.0033231303,3e-05,630,0.12998046875,35.01994705200195,0.1,0.0,-5.61035583242774,33.108585403859614,-0.015377736547088716,,,,,
44.059165954589844,131072,40.0,,,,,,,,,,,,,,,
37.42987823486328,132096,40.0,0.0032639322,3e-05,640,0.1337890625,22.33681297302246,0.1,0.0,-5.600319878011942,33.29318969845772,-0.01582528943908983,,,,,
44.42884826660156,133120,40.0,,,,,,,,,,,,,,,
45.881439208984375,134144,40.0,0.0030043037,3e-05,650,0.12529296875,17.367061614990234,0.1,0.0,-5.590077267587185,30.61552333831787,-0.014545654966059373,,,,,
39.986610412597656,135168,40.0,,,,,,,,,,,,,,,
42.56028366088867,136192,40.0,0.0030458963,3e-05,660,0.126123046875,16.382688522338867,0.1,-1.1920928955078125e-07,-5.585118621587753,31.516444766521452,-0.013728029415142373,,,,,
43.25087356567383,137216,40.0,,,,,,,,,,,,,,,
42.54355239868164,138240,40.0,0.0032725995,3e-05,670,0.141015625,25.53099250793457,0.1,0.0,-5.577021279931069,29.960999573767186,-0.014650188546511345,,,,,
42.966461181640625,139264,40.0,,,,,,,,,,,,,,,
42.997657775878906,140288,40.0,0.0030724364,3e-05,680,0.108984375,19.801401138305664,0.1,0.0,-5.564652138948441,29.493125927448272,-0.013395662506081863,,,,,
38.73427963256836,141312,40.0,,,,,,,,,,,,,,,
45.94837951660156,142336,40.0,0.0032762936,3e-05,690,0.1283203125,18.282501220703125,0.1,0.0,-5.551368138194084,29.887298306822778,-0.015267900349135744,,,,,
38.36909484863281,143360,40.0,,,,,,,,,,,,,,,
,143360,,,,,,,,,,,,40.0,431,41.64631858999999,70,332
46.93960189819336,144384,40.0,0.0028520664,3e-05,700,0.09521484375,25.074552536010742,0.1,0.0,-5.545829953998327,33.81395165473223,-0.011638789972494124,,,,,
43.6396484375,145408,40.0,,,,,,,,,,,,,,,
40.62517547607422,146432,40.0,0.003044981,3e-05,710,0.12216796875,27.23058319091797,0.1,0.0,-5.533786398917437,33.315085464715956,-0.01393417004001094,,,,,
47.072120666503906,147456,40.0,,,,,,,,,,,,,,,
45.883399963378906,148480,40.0,0.003242215,3e-05,720,0.12783203125,14.402342796325684,0.1,0.0,-5.525200426578522,29.69803159236908,-0.014631491926411399,,,,,
44.10710906982422,149504,40.0,,,,,,,,,,,,,,,
42.88893127441406,150528,40.0,0.0029605434,3e-05,730,0.108544921875,36.60334396362305,0.1,0.0,-5.526563347876072,34.10572655647993,-0.013373044323452632,,,,,
40.88023376464844,151552,40.0,,,,,,,,,,,,,,,
41.04331970214844,152576,40.0,0.002852881,3e-05,740,0.112158203125,24.890289306640625,0.1,0.0,-5.517182535678148,28.967339080572128,-0.013944750935479533,,,,,
43.84931945800781,153600,40.0,,,,,,,,,,,,,,,
44.6297607421875,154624,40.0,0.0032126862,3e-05,750,0.125244140625,17.911231994628906,0.1,0.0,-5.500987102091313,28.281187020242214,-0.015055885285619297,,,,,
44.873661041259766,155648,40.0,,,,,,,,,,,,,,,
42.385990142822266,156672,40.0,0.0031617593,3e-05,760,0.114990234375,24.58567237854004,0.1,0.0,-5.489889243245125,35.517139193415645,-0.014166036526876268,,,,,
39.881378173828125,157696,40.0,,,,,,,,,,,,,,,
45.419219970703125,158720,40.0,0.0029877597,3e-05,770,0.110546875,24.688369750976562,0.1,-1.1920928955078125e-07,-5.479850964248181,31.438580314815045,-0.013693831744240015,,,,,
43.9183235168457,159744,40.0,,,,,,,,,,,,,,,
42.695491790771484,160768,40.0,0.0026861397,3e-05,780,0.098193359375,23.838890075683594,0.1,0.0,-5.470595155656338,33.663261216878894,-0.013043572109017987,,,,,
44.73320770263672,161792,40.0,,,,,,,,,,,,,,,
41.19862365722656,162816,40.0,0.0030468656,3e-05,790,0.1169921875,25.177486419677734,0.1,0.0,-5.459787178784609,33.12305563539267,-0.01400802033567743,,,,,
46.672157287597656,163840,40.0,,,,,,,,,,,,,,,
,163840,,,,,,,,,,,,40.0,432,44.33694574000001,80,378
40.84075927734375,164864,40.0,0.0030621025,3e-05,800,0.10966796875,24.02370834350586,0.1,0.0,-5.445029756426811,30.26443230956793,-0.013590553034737241,,,,,
40.22571563720703,165888,40.0,,,,,,,,,,,,,,,
41.3536376953125,166912,40.0,0.0029454762,3e-05,810,0.118896484375,35.412654876708984,0.1,-1.1920928955078125e-07,-5.428101614117622,33.78247975409031,-0.01404431686969474,,,,,
41.81927490234375,167936,40.0,,,,,,,,,,,,,,,
46.589683532714844,168960,40.0,0.0032233917,3e-05,820,0.10791015625,19.8475399017334,0.1,0.0,-5.407365607470274,29.785254250466824,-0.014043833290634211,,,,,
45.09917449951172,169984,40.0,,,,,,,,,,,,,,,
42.79716873168945,171008,40.0,0.0030371607,3e-05,830,0.135986328125,23.242233276367188,0.1,0.0,-5.395086795091629,31.653592497110367,-0.015119162004702957,,,,,
45.515045166015625,172032,40.0,,,,,,,,,,,,,,,
47.62373352050781,173056,40.0,0.0031917114,3e-05,840,0.11064453125,26.419729232788086,0.1,-1.1920928955078125e-07,-5.388256476074457,30.637330597639085,-0.01353179329453269,,,,,
42.509944915771484,174080,40.0,,,,,,,,,,,,,,,
44.72815704345703,175104,40.0,0.002848557,3e-05,850,0.114111328125,27.891395568847656,0.1,0.0,-5.373892134428024,29.48839448839426,-0.013626664008916123,,,,,
47.596290588378906,176128,40.0,,,,,,,,,,,,,,,
40.6385498046875,177152,40.0,0.0030512414,3e-05,860,0.114453125,30.498037338256836,0.1,0.0,-5.366742601990699,33.41216513514519,-0.014053443862576388,,,,,
49.15772247314453,178176,40.0,,,,,,,,,,,,,,,
49.062469482421875,179200,40.0,0.0034215753,3e-05,870,0.13525390625,9.40164566040039,0.1,0.0,-5.351940781623125,30.564476999640465,-0.014742159919114784,,,,,
41.98297119140625,180224,40.0,,,,,,,,,,,,,,,
50.92374038696289,181248,40.0,0.002601713,3e-05,880,0.093359375,17.230342864990234,0.1,0.0,-5.331916550546884,31.39748901873827,-0.011414539677934954,,,,,
42.798316955566406,182272,40.0,,,,,,,,,,,,,,,
45.580169677734375,183296,40.0,0.003062457,3e-05,890,0.123486328125,26.616039276123047,0.1,0.0,-5.326263343542815,27.058795341849326,-0.014487759270559763,,,,,
44.99126434326172,184320,40.0,,,,,,,,,,,,,,,
,184320,,,,,,,,,,,,40.0,433,44.56558303,90,424
50.949668884277344,185344,40.0,0.003143201,3e-05,900,0.10400390625,20.76548957824707,0.1,0.0,-5.309112729132176,31.183120679855346,-0.013257075925503159,,,,,
42.770320892333984,186368,40.0,,,,,,,,,,,,,,,
42.240875244140625,187392,40.0,0.0028673736,3e-05,910,0.11806640625,11.571813583374023,0.1,0.0,-5.3009558074176315,33.572009672224524,-0.014521294708174537,,,,,
44.07809066772461,188416,40.0,,,,,,,,,,,,,,,
45.493309020996094,189440,40.0,0.0029862556,3e-05,920,0.093896484375,14.781974792480469,0.1,0.0,-5.291315264254808,26.73260612487793,-0.012361567084735726,,,,,
41.63369369506836,190464,40.0,,,,,,,,,,,,,,,
48.630088806152344,191488,40.0,0.002870339,3e-05,930,0.115478515625,31.518831253051758,0.1,0.0,-5.267830642312765,34.08049232363701,-0.013216967765401932,,,,,
48.27264404296875,192512,40.0,,,,,,,,,,,,,,,
45.824623107910156,193536,40.0,0.003493826,3e-05,940,0.14677734375,20.49981689453125,0.1,-1.1920928955078125e-07,-5.260858748108149,31.43206916600466,-0.015101800162301515,,,,,
48.687957763671875,194560,40.0,,,,,,,,,,,,,,,
51.651336669921875,195584,40.0,0.0030857914,3e-05,950,0.117626953125,23.20920753479004,0.1,0.0,-5.250646484643221,28.500818111002445,-0.014681122420734027,,,,,
46.24745178222656,196608,40.0,,,,,,,,,,,,,,,
47.657386779785156,197632,40.0,0.0032748915,3e-05,960,0.130224609375,20.96150016784668,0.1,0.0,-5.244998475909233,31.934823282063007,-0.014655836308156723,,,,,
43.24330520629883,198656,40.0,,,,,,,,,,,,,,,
46.14459228515625,199680,40.0,0.0032862371,3e-05,970,0.117919921875,24.168901443481445,0.1,0.0,-5.221381179988384,30.19558463841677,-0.014104406081241905,,,,,
50.02645492553711,200704,40.0,,,,,,,,,,,,,,,
46.91615295410156,201728,40.0,0.0030542032,3e-05,980,0.119384765625,18.996673583984375,0.1,0.0,-5.197357673197985,33.9227196097374,-0.013849967218993698,,,,,
47.996360778808594,202752,40.0,,,,,,,,,,,,,,,
47.57933807373047,203776,40.0,0.0028311128,3e-05,990,0.083349609375,28.470186233520508,0.1,0.0,-5.184677881747485,32.50618657022714,-0.011610138654941694,,,,,
45.236366271972656,204800,40.0,,,,,,,,,,,,,,,
,204800,,,,,,,,,,,,40.0,396,46.75428101000001,100,516
45.18968200683594,205824,40.0,0.0029232206,3e-05,1000,0.102294921875,22.174726486206055,0.1,-1.1920928955078125e-07,-5.175533033162355,27.053350734710694,-0.013304071398306406,,,,,
45.50035858154297,206848,40.0,,,,,,,,,,,,,,,
48.479827880859375,207872,40.0,0.0033624587,3e-05,1010,0.147314453125,18.041234970092773,0.1,0.0,-5.1634944178164,27.659695295989515,-0.015808355173066956,,,,,
46.84400939941406,208896,40.0,,,,,,,,,,,,,,,
46.52159118652344,209920,40.0,0.0030291528,3e-05,1020,0.129443359375,21.017810821533203,0.1,0.0,-5.147616434842348,33.64016577750444,-0.014990436570224119,,,,,
47.911094665527344,210944,40.0,,,,,,,,,,,,,,,
49.47238540649414,211968,40.0,0.0028423213,3e-05,1030,0.097802734375,19.7038631439209,0.1,0.0,-5.141720233857631,31.62630926221609,-0.012913300950094709,,,,,
47.73582077026367,212992,40.0,,,,,,,,,,,,,,,
47.30237579345703,214016,40.0,0.0031114612,3e-05,1040,0.123681640625,17.344968795776367,0.1,0.0,-5.121181531995535,30.98365797698498,-0.014616091832431266,,,,,
49.2849006652832,215040,40.0,,,,,,,,,,,,,,,
44.999755859375,216064,40.0,0.002391866,3e-05,1050,0.079443359375,18.8383846282959,0.1,0.0,-5.113808719068766,30.848452620208263,-0.010256321927590762,,,,,
40.333335876464844,217088,40.0,,,,,,,,,,,,,,,
47.98847961425781,218112,40.0,0.0027599945,3e-05,1060,0.08779296875,19.294509887695312,0.1,0.0,-5.1016257628798485,28.747828705608846,-0.011744091484979435,,,,,
43.56800079345703,219136,40.0,,,,,,,,,,,,,,,
47.3338737487793,220160,40.0,0.0029305704,3e-05,1070,0.11513671875,12.240782737731934,0.1,0.0,-5.086725661158562,29.420220716297628,-0.013914161865250208,,,,,
51.90192413330078,221184,40.0,,,,,,,,,,,,,,,
46.309242248535156,222208,40.0,0.0030011632,3e-05,1080,0.108203125,27.71445083618164,0.1,0.0,-5.081678687781095,29.28673272430897,-0.013058981480935473,,,,,
44.88491439819336,223232,40.0,,,,,,,,,,,,,,,
42.980674743652344,224256,40.0,0.0034698464,3e-05,1090,0.127734375,16.741846084594727,0.1,-1.1920928955078125e-07,-5.077563525736332,30.970328685641288,-0.013762608126853593,,,,,
46.68195343017578,225280,40.0,,,,,,,,,,,,,,,
,225280,,,,,,,,,,,,40.0,399,47.924435270000004,110,564
45.548736572265625,226304,40.0,0.002761264,3e-05,1100,0.09853515625,15.875093460083008,0.1,0.0,-5.075005320459605,26.01191102862358,-0.012276789759926032,,,,,
46.11272430419922,227328,40.0,,,,,,,,,,,,,,,
49.54618453979492,228352,40.0,0.0032043117,3e-05,1110,0.133544921875,19.755422592163086,0.1,0.0,-5.065985926240683,26.679846921563147,-0.014304719374194974,,,,,
46.95625686645508,229376,40.0,,,,,,,,,,,,,,,
43.47772979736328,230400,40.0,0.003062638,3e-05,1120,0.110400390625,19.359233856201172,0.1,0.0,-5.065479838848114,29.49759461581707,-0.013913039343970013,,,,,
49.522361755371094,231424,40.0,,,,,,,,,,,,,,,
46.934295654296875,232448,40.0,0.0030622059,3e-05,1130,0.0923828125,20.818098068237305,0.1,0.0,-5.063865257799625,26.721317142248154,-0.012182531151483999,,,,,
46.64113998413086,233472,40.0,,,,,,,,,,,,,,,
51.22743225097656,234496,40.0,0.0025188327,3e-05,1140,0.08994140625,29.92743492126465,0.1,0.0,-5.060308638960123,29.572740457952023,-0.011166319736366859,,,,,
52.859825134277344,235520,40.0,,,,,,,,,,,,,,,
48.7919921875,236544,40.0,0.0027470673,3e-05,1150,0.08671875,21.387773513793945,0.1,0.0,-5.052564759552479,31.530445846915246,-0.012404032812264631,,,,,
48.7674560546875,237568,40.0,,,,,,,,,,,,,,,
