eval/mean_reward,eval/mean_ep_length,time/total_timesteps,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/clip_fraction,train/loss,train/clip_range,train/value_loss,train/learning_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed
21.622238159179688,100.0,1024,,,,,,,,,,,,,,,
23.832603454589844,100.0,2048,,,,,,,,,,,,,,,
23.638944625854492,100.0,3072,-0.0010852813720703125,-0.016179711548466,-5.884174200892448,0.0051407423,0.00751953125,19.583173751831055,0.2,31.119527612626552,3e-05,10,,,,,
24.052457809448242,100.0,4096,,,,,,,,,,,,,,,
22.81298065185547,100.0,5120,0.0,-0.017079138780536594,-5.8776420801877975,0.0056856056,0.0146484375,22.72347640991211,0.2,29.98624722212553,3e-05,20,,,,,
24.999553680419922,100.0,6144,,,,,,,,,,,,,,,
25.153724670410156,100.0,7168,0.0,-0.019687391139450484,-5.872042424976826,0.005793485,0.015966796875,13.92273998260498,0.2,30.652863484621047,3e-05,30,,,,,
26.320194244384766,100.0,8192,,,,,,,,,,,,,,,
23.45232391357422,100.0,9216,-6.127357482910156e-05,-0.021006332002798445,-5.865010358393192,0.0062362077,0.016943359375,19.675609588623047,0.2,29.698202085494994,3e-05,40,,,,,
22.24917984008789,100.0,10240,,,,,,,,,,,,,,,
24.31711196899414,100.0,11264,-1.1920928955078125e-07,-0.019214523787377404,-5.858677519112826,0.0058879247,0.018017578125,21.078369140625,0.2,28.753781834244727,3e-05,50,,,,,
20.01471519470215,100.0,12288,,,,,,,,,,,,,,,
22.41284942626953,100.0,13312,0.0,-0.01789905605292006,-5.851066848635673,0.005118019,0.0140625,28.748708724975586,0.2,30.292545069754123,3e-05,60,,,,,
25.13693618774414,100.0,14336,,,,,,,,,,,,,,,
24.7611083984375,100.0,15360,1.1920928955078125e-07,-0.019254816267857678,-5.844399780780077,0.0056225494,0.01728515625,23.0600643157959,0.2,29.967780639231204,3e-05,70,,,,,
24.06393814086914,100.0,16384,,,,,,,,,,,,,,,
26.721193313598633,100.0,17408,0.0,-0.018304128695854162,-5.838362048566341,0.00534837,0.016748046875,29.078792572021484,0.2,28.991101394593716,3e-05,80,,,,,
25.070709228515625,100.0,18432,,,,,,,,,,,,,,,
23.104938507080078,100.0,19456,0.0,-0.017980115275349817,-5.836370829492807,0.0046608727,0.01513671875,21.447824478149414,0.2,31.404357078671456,3e-05,90,,,,,
22.728199005126953,100.0,20480,,,,,,,,,,,,,,,
,,20480,,,,,,,,,,,24.203779960000002,100.0,391,10,52
26.648151397705078,100.0,21504,5.960464477539063e-08,-0.019528489107324278,-5.831239236891269,0.0059206346,0.020166015625,21.713546752929688,0.2,27.84535361379385,3e-05,100,,,,,
24.83648681640625,100.0,22528,,,,,,,,,,,,,,,
22.89925765991211,100.0,23552,0.0,-0.02199389878223883,-5.821790821105242,0.0061053317,0.024365234375,24.846446990966797,0.2,31.740256349742413,3e-05,110,,,,,
24.587907791137695,100.0,24576,,,,,,,,,,,,,,,
26.680866241455078,100.0,25600,1.1920928955078125e-07,-0.01794542459465447,-5.81349326223135,0.0054212515,0.015869140625,26.00887680053711,0.2,31.758169290423393,3e-05,120,,,,,
24.318952560424805,100.0,26624,,,,,,,,,,,,,,,
27.73607635498047,100.0,27648,0.0,-0.01894556040642783,-5.806825424730778,0.005774903,0.02021484375,18.841604232788086,0.2,28.24600156545639,3e-05,130,,,,,
24.383140563964844,100.0,28672,,,,,,,,,,,,,,,
26.24423599243164,100.0,29696,0.0,-0.018673443855004735,-5.800884252786636,0.0057291435,0.013037109375,23.020233154296875,0.2,25.401903226971626,3e-05,140,,,,,
23.501708984375,100.0,30720,,,,,,,,,,,,,,,
25.202993392944336,100.0,31744,0.0,-0.01935240717866691,-5.794399031251669,0.005659659,0.0201171875,16.194990158081055,0.2,28.283574330806733,3e-05,150,,,,,
24.85454559326172,100.0,32768,,,,,,,,,,,,,,,
23.989971160888672,100.0,33792,0.0,-0.018491724772320594,-5.786816031485796,0.0060582133,0.01240234375,17.720151901245117,0.2,26.83534810692072,3e-05,160,,,,,
21.316364288330078,100.0,34816,,,,,,,,,,,,,,,
23.31301498413086,100.0,35840,-1.1920928955078125e-07,-0.019021003846864913,-5.77811459377408,0.0055655614,0.01953125,16.370071411132812,0.2,29.157639191299676,3e-05,170,,,,,
23.402965545654297,100.0,36864,,,,,,,,,,,,,,,
